 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
34,86.802,93.666,85.756,97.497,99.426,96.943,89.670,92.738,87.739,88.078,95.998,94.858,93.799,92.495,90.670,88.617
35,87.044,93.317,85.897,97.479,99.121,96.566,89.189,92.369,87.863,88.383,95.848,94.651,93.489,92.620,90.460,88.687
36,87.052,94.264,85.501,97.464,99.530,95.934,89.590,92.062,88.051,88.526,95.306,94.179,93.752,93.391,90.196,88.341
37,87.168,93.332,85.573,96.430,100.038,97.230,89.974,92.874,88.099,88.459,95.487,94.836,94.141,92.715,90.841,88.733
38,87.407,93.173,85.432,97.575,99.873,96.609,90.006,92.762,87.600,88.321,95.761,93.754,93.630,93.880,90.374,88.654
39,87.535,92.764,85.472,96.674,100.038,97.945,89.781,92.912,87.752,88.100,95.492,94.088,93.603,92.633,90.490,88.894
40,86.944,93.188,85.622,97.019,98.930,97.096,89.469,92.455,87.644,88.100,95.926,94.107,93.912,92.298,90.404,88.414
41,87.040,93.191,85.184,97.041,99.339,97.361,89.922,92.882,87.552,88.504,96.002,94.480,94.222,92.375,90.668,88.716
42,86.802,93.540,85.684,96.877,100.055,97.309,90.169,92.567,87.871,88.027,95.614,94.152,93.754,92.633,90.639,88.667
43,87.295,93.560,85.372,96.076,99.934,96.951,89.567,92.548,88.099,88.282,95.632,94.062,94.137,92.830,90.834,88.771
44,86.808,93.731,85.738,96.793,99.864,96.940,89.903,93.318,87.766,88.745,95.420,94.234,93.628,92.920,90.461,88.291
45,87.238,92.992,85.582,97.082,99.148,97.238,89.473,92.144,87.416,88.040,96.096,94.372,93.338,92.896,90.895,88.874
46,86.986,93.882,85.736,96.832,99.835,97.806,89.781,92.765,87.077,88.866,95.645,94.405,93.216,92.705,90.244,89.031
47,86.609,93.590,85.826,97.397,99.761,96.620,89.471,92.037,87.747,88.252,95.685,94.175,94.092,93.500,90.636,88.441
48,87.006,93.359,85.487,97.233,99.824,97.169,89.698,92.578,88.279,88.458,95.487,94.031,93.951,93.479,90.756,88.593
49,86.918,93.550,85.741,96.994,99.475,96.639,89.883,92.890,88.950,88.660,96.056,94.312,94.391,92.694,90.750,88.533
50,87.768,93.590,85.511,97.244,99.468,97.145,89.688,92.334,87.220,88.447,96.057,94.637,94.457,92.944,90.873,88.718
51,86.790,93.008,85.940,97.380,99.850,97.391,89.320,93.270,88.228,88.754,95.761,93.653,93.838,92.388,90.223,88.956
52,87.371,92.852,85.325,96.935,99.606,97.104,90.004,92.642,87.980,88.348,95.935,93.959,94.209,93.045,90.664,88.888
53,87.014,93.558,85.489,96.667,99.532,96.776,89.686,92.644,88.065,88.022,96.029,94.425,93.966,92.601,90.640,88.095
54,86.868,93.158,85.493,97.125,99.511,97.139,89.565,92.096,87.610,87.483,95.426,94.918,93.615,92.957,90.459,89.018
55,86.537,93.354,85.763,97.028,99.807,96.738,89.962,92.393,87.618,88.845,95.918,94.140,94.111,92.715,90.349,88.537
56,87.303,93.008,85.481,97.108,99.936,97.156,89.797,93.139,88.010,88.378,95.753,94.308,93.571,92.904,90.345,88.815
57,87.014,93.472,85.666,97.048,99.879,97.183,89.477,91.965,88.162,88.506,95.431,93.598,94.398,92.715,90.209,89.187
58,87.253,92.997,84.723,96.877,99.097,96.811,89.952,93.008,87.848,88.702,95.144,94.051,94.224,92.309,90.607,88.551
59,86.675,93.435,85.454,98.024,99.358,97.183,89.565,92.548,87.307,88.694,95.631,94.372,93.306,92.505,90.409,89.009
60,86.870,93.460,85.904,97.313,99.485,97.352,90.445,92.332,87.038,89.218,95.616,94.331,93.662,93.021,90.268,88.044
61,86.878,93.553,85.484,96.799,99.422,97.374,89.958,92.684,87.220,88.448,95.458,94.261,94.056,92.745,90.684,88.374
62,86.637,92.957,85.021,97.201,99.888,97.511,89.567,92.770,88.111,87.864,95.830,94.423,93.551,93.104,90.578,88.756
63,87.058,93.281,85.588,97.631,99.862,97.596,89.523,93.150,87.519,87.898,96.348,94.010,93.628,93.245,90.203,88.518
64,87.190,93.606,85.837,97.330,100.771,97.473,89.296,92.816,88.014,88.493,96.163,94.039,94.049,92.229,90.546,88.432
65,86.790,93.186,85.439,98.333,99.559,97.667,90.423,92.727,87.861,88.376,96.011,94.037,93.643,92.859,90.481,88.363
66,86.539,93.628,85.207,97.654,99.928,97.172,89.984,92.861,87.164,88.491,95.224,94.300,94.316,92.652,90.161,88.551
67,86.345,92.776,86.040,98.060,99.669,96.459,89.529,92.679,87.232,88.447,95.371,94.400,94.096,91.710,90.600,88.540
68,86.972,93.578,85.598,98.233,99.235,97.683,90.062,92.770,87.711,88.545,95.753,94.604,94.449,93.495,90.718,88.425
69,86.958,93.940,85.342,96.955,99.718,96.470,89.537,92.938,87.877,88.732,96.052,94.700,94.081,92.277,90.015,89.037
70,87.058,93.354,85.696,97.581,99.689,97.475,89.750,92.139,86.917,88.239,95.371,94.392,94.286,92.590,90.818,88.465
71,86.756,92.995,85.990,96.868,98.998,96.612,90.380,92.655,87.283,88.234,95.685,93.860,93.882,92.761,90.789,88.971
72,86.635,93.508,85.792,98.123,99.210,98.071,89.819,92.655,87.850,88.882,95.624,93.971,94.096,92.476,90.272,89.004
73,86.954,93.897,85.648,97.849,99.104,97.639,89.932,92.193,88.216,88.107,95.708,94.205,94.145,92.678,90.382,88.753
74,87.094,93.176,85.298,96.849,99.998,96.918,89.716,92.556,87.622,89.128,95.724,94.275,94.184,92.210,89.944,88.767
75,87.034,93.045,85.618,97.994,100.104,97.437,89.221,92.904,87.941,87.520,95.858,94.212,93.630,92.319,89.612,89.156
76,86.774,93.005,85.559,97.406,99.610,97.407,90.223,92.545,87.701,88.455,95.237,94.398,93.447,92.649,90.320,88.057
77,87.315,93.161,85.319,97.596,99.299,97.598,90.078,92.693,88.218,87.973,95.590,94.359,93.771,92.721,90.097,88.454
78,87.186,93.231,85.450,97.989,99.246,97.555,90.193,93.102,87.820,88.147,95.918,94.524,93.720,92.622,90.032,88.513
79,87.313,92.789,85.451,97.970,99.854,96.710,89.143,93.249,87.905,88.740,95.513,94.146,94.195,92.314,90.443,88.181
80,86.683,93.244,85.028,98.337,99.604,97.593,90.074,92.316,87.523,88.684,95.650,94.296,93.252,92.202,90.019,88.612
81,87.244,93.304,85.226,97.959,99.703,97.596,89.314,92.401,87.952,88.080,95.294,94.273,93.985,92.612,90.129,88.374
82,87.134,93.005,85.241,97.959,99.956,97.276,89.928,92.647,88.051,88.845,95.212,94.115,93.925,91.436,90.376,87.978
83,87.192,94.080,85.475,97.374,98.964,97.424,89.433,92.219,87.925,88.611,95.743,94.747,93.429,92.354,90.549,88.009
84,87.054,92.905,85.612,97.844,99.769,97.257,89.694,92.663,87.741,88.279,96.229,94.462,94.246,91.872,90.126,88.269
85,86.627,93.379,85.856,97.006,99.265,97.426,89.887,92.348,87.479,88.364,96.010,93.977,93.658,91.936,90.559,88.240
86,87.036,92.952,85.295,97.508,100.373,97.011,90.336,92.837,87.642,87.589,95.585,94.197,93.199,93.173,90.377,88.945
87,87.519,93.533,85.322,97.255,99.322,97.290,89.173,92.890,88.089,88.501,95.464,94.468,93.611,92.840,90.348,88.476
88,87.261,92.997,85.517,98.166,99.231,96.820,89.419,92.447,87.760,88.319,96.008,94.320,93.585,92.771,90.118,88.848
89,86.802,92.781,86.112,96.974,99.835,96.328,89.252,92.663,87.804,88.718,95.539,94.082,93.673,92.947,90.620,88.716
90,86.501,93.472,85.402,97.289,99.947,97.224,89.956,93.508,87.541,88.522,95.846,94.487,93.633,92.851,90.395,88.128
91,86.764,94.033,85.873,96.389,99.862,98.784,89.867,92.794,88.095,88.608,96.247,94.150,93.650,92.657,91.300,88.055
92,88.998,94.693,86.361,96.927,99.862,100.377,90.698,92.532,88.263,88.880,97.296,95.493,94.692,92.803,92.328,88.222
93,89.244,94.882,85.790,96.754,100.225,98.746,90.616,91.671,88.640,89.337,96.706,95.166,95.566,92.407,92.760,88.705
94,88.695,94.151,85.676,97.611,99.896,99.025,90.901,92.484,87.515,89.080,96.544,94.329,94.650,92.957,93.186,87.936
95,89.451,93.276,85.678,97.860,100.422,98.076,91.499,92.168,87.939,88.357,95.567,94.558,95.513,93.420,92.854,88.916
96,88.703,93.588,85.453,97.482,99.936,98.962,91.243,92.583,88.550,88.678,95.740,94.033,94.759,93.604,92.203,88.678
97,88.739,94.359,86.097,97.564,99.492,99.052,91.801,92.326,88.034,88.120,95.647,93.945,95.135,92.508,92.445,88.359
98,88.595,92.819,85.598,97.259,99.369,97.500,90.950,92.104,87.406,88.499,95.333,93.651,94.996,92.763,91.898,87.784
99,88.852,93.394,85.558,98.082,99.536,97.768,90.966,92.936,87.632,88.041,96.132,94.509,95.073,93.343,92.086,88.368
100,88.369,93.520,84.840,97.920,99.443,97.399,90.087,92.725,88.257,87.984,94.961,94.462,95.996,93.612,92.162,89.176
101,88.010,92.661,85.424,97.942,99.835,97.391,90.612,92.655,88.273,88.724,96.026,94.610,94.325,92.963,91.849,88.187
102,87.808,93.307,85.736,98.516,100.108,98.112,90.459,92.203,88.057,87.900,95.686,94.532,95.192,93.681,91.721,88.615
103,87.870,93.719,85.196,98.251,99.288,97.776,90.829,91.963,88.145,88.388,95.817,94.168,94.761,93.309,90.977,88.436
104,87.467,93.658,85.253,98.819,99.337,98.038,90.561,92.334,88.273,88.762,95.400,94.505,95.363,94.332,91.331,88.606
105,88.054,93.369,85.787,97.965,100.311,98.601,90.091,92.987,88.044,88.552,95.693,94.285,94.908,94.101,92.267,88.280
106,88.545,93.947,85.363,97.726,100.233,97.503,90.298,91.519,88.218,88.065,95.742,94.696,95.056,94.508,92.803,88.377
107,88.014,93.246,85.738,97.050,100.197,97.219,89.400,92.738,87.877,88.183,96.085,94.472,94.998,93.553,92.140,88.634
108,87.463,92.769,85.222,97.350,99.845,97.153,90.308,92.652,88.216,87.665,95.343,94.193,94.829,94.577,92.239,88.919
109,87.595,92.631,85.423,97.704,99.676,97.046,90.165,93.096,87.727,88.600,95.644,93.665,95.273,94.011,92.090,88.280
110,87.615,92.942,85.490,97.793,99.648,97.574,89.779,93.160,87.549,88.638,95.985,94.251,95.051,93.987,91.999,88.498
111,87.349,93.621,85.738,97.302,99.852,97.123,89.928,93.623,87.907,88.164,95.353,93.704,94.977,93.809,92.120,88.597
112,87.367,93.158,85.406,97.920,99.089,97.809,90.322,92.147,87.883,88.381,95.279,93.986,94.741,94.505,91.808,88.927
113,87.529,93.628,85.219,97.672,99.729,97.724,89.638,92.294,87.495,87.619,94.900,94.121,94.985,94.556,91.727,88.683
114,87.080,93.211,85.568,97.782,100.133,97.156,89.455,92.297,87.834,88.515,96.127,94.573,94.474,93.263,91.872,88.725
115,87.944,93.156,85.411,97.629,99.439,97.678,89.457,92.655,88.008,88.171,95.525,93.604,94.707,93.902,91.232,88.033
116,89.178,94.224,85.709,98.091,99.667,96.721,90.101,92.142,87.289,87.860,95.312,93.538,94.812,94.604,92.003,87.890
117,88.539,93.711,85.331,98.127,100.140,100.172,88.819,91.826,87.970,88.400,95.724,94.072,95.485,94.285,92.408,88.042
118,87.563,93.055,85.058,98.706,99.629,98.751,90.012,92.356,87.661,88.303,95.444,93.659,95.261,95.356,92.065,88.756
119,87.745,93.181,85.660,98.151,99.511,99.295,89.750,92.842,87.972,87.844,96.304,94.199,95.863,94.824,91.979,88.029
120,87.928,93.402,85.952,97.838,99.587,97.929,89.461,91.684,88.283,88.547,95.631,94.006,95.534,95.239,92.074,88.368
121,87.381,93.912,85.904,98.527,99.475,97.866,90.215,92.259,87.042,88.037,95.304,93.932,95.382,94.915,91.108,87.896
122,86.912,92.455,85.388,98.579,99.256,97.374,89.738,92.302,88.335,88.478,95.418,94.396,94.897,94.316,91.237,88.815
123,86.653,93.482,85.213,98.901,99.487,97.415,89.427,92.238,87.089,88.265,95.775,93.887,95.271,93.973,91.393,88.672
124,87.325,92.384,85.459,99.492,99.761,96.891,89.664,91.636,87.733,88.552,95.108,94.053,95.353,94.226,91.484,88.300
125,87.076,94.349,85.487,98.186,99.182,96.462,90.258,92.826,87.568,87.742,95.379,94.117,95.603,94.676,91.207,88.452
126,87.339,93.676,85.133,98.998,99.485,97.355,89.960,92.548,87.737,88.049,95.925,93.864,94.799,94.322,90.967,88.286
127,87.130,92.666,85.225,99.620,99.375,97.038,89.575,92.318,88.059,88.330,96.010,94.485,94.929,94.194,90.542,89.086
128,86.343,93.377,86.058,98.892,99.498,97.557,89.726,92.492,87.693,88.404,95.433,94.415,94.536,93.713,91.290,88.273
129,86.776,93.015,85.493,98.916,99.197,97.374,88.994,92.893,87.859,88.257,96.065,93.425,95.111,94.157,90.406,88.775
130,87.036,93.462,85.694,99.296,99.216,96.519,90.231,92.190,87.479,88.598,95.696,93.996,94.991,94.149,90.793,88.738
131,87.407,92.872,85.238,99.810,99.843,96.270,89.346,93.059,87.665,88.155,95.490,93.405,94.457,94.641,90.782,88.524
132,87.028,93.133,85.193,99.786,99.481,96.489,89.835,92.262,87.305,88.257,95.654,94.226,95.491,94.367,90.613,88.606
133,86.840,93.103,85.625,98.873,100.136,96.328,90.058,92.294,87.539,88.000,95.088,93.661,94.994,94.824,90.938,87.806
134,86.655,92.656,85.511,98.965,100.201,97.328,89.636,92.604,88.372,88.501,95.636,94.214,95.171,94.338,90.421,88.471
135,86.323,92.789,85.639,99.555,99.153,99.831,89.509,92.040,88.675,87.772,95.711,93.365,95.910,94.646,91.096,88.225
136,86.717,93.095,85.571,100.117,99.892,98.525,90.070,92.698,87.620,87.907,95.387,93.887,95.765,94.112,90.145,88.315
137,87.363,93.432,85.007,100.199,99.443,97.727,89.583,92.246,87.824,88.263,95.214,93.938,95.526,94.439,90.904,88.419
138,86.725,93.030,85.409,100.190,100.136,96.571,89.447,92.131,87.677,88.557,95.273,94.021,95.438,93.508,90.580,88.485
139,86.341,92.221,85.333,99.672,99.718,97.694,89.807,91.588,87.750,88.408,95.183,94.322,95.075,94.117,90.621,88.619
140,86.146,93.146,85.820,98.890,100.038,96.164,89.421,92.503,87.933,88.187,95.466,93.226,94.656,93.346,90.696,88.324
141,86.886,93.093,85.339,99.762,99.282,96.497,90.129,92.663,87.218,88.305,95.418,93.470,94.865,94.141,90.621,88.289
142,86.653,93.274,85.919,100.127,99.074,96.995,89.308,92.773,88.170,87.915,95.092,94.259,94.788,93.864,90.203,88.174
143,86.597,93.193,85.184,100.797,99.263,97.036,89.996,91.556,87.440,88.470,95.173,94.491,94.192,93.447,90.809,88.659
144,86.661,93.153,85.313,100.276,99.222,96.956,89.881,92.321,87.737,88.325,95.410,94.715,94.483,93.364,90.442,88.742
145,87.287,92.761,85.273,100.581,99.784,97.393,89.410,92.519,88.212,88.033,95.809,93.723,94.306,93.859,90.540,87.815
146,86.511,93.008,85.502,101.065,100.017,96.612,89.716,92.211,88.000,87.979,94.904,93.788,94.218,93.843,90.591,88.097
147,86.774,92.719,85.136,100.078,98.972,96.563,90.091,92.856,88.442,88.898,95.149,93.135,94.359,92.758,90.550,88.617
148,87.014,92.573,85.273,100.333,99.646,96.801,89.720,92.492,87.859,88.499,95.404,93.955,93.908,93.048,90.449,88.581
149,87.024,93.113,85.133,99.670,99.725,96.579,90.352,92.299,87.525,88.270,95.426,94.337,94.382,93.229,90.702,87.938
150,86.898,92.774,85.591,100.071,100.032,97.260,89.264,91.933,87.301,87.797,95.503,93.840,93.891,92.947,90.606,88.559
151,87.541,92.764,85.454,99.806,99.860,97.005,89.917,92.511,87.541,88.158,94.828,93.887,94.654,93.205,90.666,88.344
152,86.515,93.058,85.373,99.689,99.708,96.831,89.722,93.147,87.956,88.380,95.556,94.129,94.684,93.093,90.380,88.802
153,87.261,92.671,85.601,100.417,99.932,96.779,90.358,91.791,87.701,88.715,95.008,94.343,94.695,92.734,90.298,87.980
154,86.770,93.133,84.831,99.559,99.138,96.342,89.730,92.701,87.776,88.263,95.096,94.285,94.220,93.343,90.645,88.641
155,87.010,93.525,85.754,100.371,99.439,96.557,90.002,92.471,86.992,88.239,95.216,93.423,94.628,92.878,90.524,88.350
156,86.599,93.126,85.627,100.214,99.165,97.295,89.471,92.717,87.857,88.273,95.631,93.949,94.400,93.572,90.546,88.449
157,86.745,92.211,85.060,99.333,100.210,96.694,89.994,91.984,87.584,88.147,95.642,93.509,94.363,92.944,90.979,88.128
158,87.054,93.234,85.547,99.054,99.542,96.757,89.495,92.842,87.980,88.568,95.598,93.526,93.898,92.455,90.449,88.176
159,86.804,92.495,85.462,99.423,99.155,97.071,89.400,92.380,87.517,87.912,95.941,93.914,93.867,93.864,89.897,88.548
160,86.838,92.776,85.630,99.017,99.138,96.426,89.606,91.997,88.050,88.136,95.686,93.559,94.613,93.561,89.900,88.866
161,86.896,93.422,85.468,99.054,99.184,96.749,89.463,92.238,87.277,88.364,96.315,94.140,93.823,93.527,90.365,88.104
162,86.958,93.211,85.604,99.253,100.216,97.270,89.412,92.636,87.713,88.317,95.230,94.039,93.442,93.205,90.202,88.736
163,86.788,93.244,85.373,99.326,98.722,97.281,90.481,93.013,87.758,88.054,95.819,93.903,94.107,92.830,90.470,87.941
164,86.259,93.332,85.652,98.767,99.191,97.702,89.761,92.334,87.982,88.225,94.943,93.316,94.021,92.441,90.388,88.238
165,87.216,93.058,85.633,99.317,99.227,96.525,89.708,92.741,86.933,88.225,95.732,94.062,94.021,92.093,90.154,88.899
166,86.818,93.613,85.208,99.296,99.693,96.822,89.177,92.727,87.968,88.660,95.706,93.727,93.695,93.096,90.728,88.035
167,87.078,93.309,85.247,98.959,98.987,96.467,89.274,92.206,87.747,88.018,95.271,94.435,94.124,92.684,90.112,88.249
168,87.100,93.319,85.139,99.110,100.216,97.131,90.105,92.853,88.396,88.447,95.449,94.105,93.883,92.447,90.266,88.020
169,86.715,93.367,85.543,98.276,98.985,96.940,90.018,93.150,88.402,88.850,95.905,94.314,93.492,92.699,90.331,88.507
170,86.856,92.450,85.708,98.834,99.956,95.803,89.223,93.481,87.758,88.330,95.175,93.581,93.746,92.266,90.771,88.194
171,86.828,92.425,85.271,98.985,100.019,96.784,89.066,92.484,88.091,88.067,95.743,94.899,93.844,92.838,91.066,88.489
172,86.910,93.314,85.516,99.026,98.909,96.197,89.753,93.128,87.368,87.858,95.650,94.133,93.521,92.614,90.370,87.874
173,87.699,92.095,85.475,98.421,99.398,96.836,90.197,91.877,88.129,88.013,95.523,94.271,93.348,92.771,90.231,88.562
174,87.098,93.264,85.655,98.566,99.074,97.197,89.678,92.634,88.172,88.480,95.443,93.871,93.239,92.652,90.592,88.385
175,86.910,93.161,85.103,98.069,99.477,96.730,89.847,92.495,87.812,88.292,95.583,93.226,93.378,92.473,90.174,88.914
176,87.134,93.417,85.508,98.600,99.214,96.495,89.306,92.527,86.933,88.491,95.425,93.942,92.596,92.431,89.889,88.370
177,86.846,93.289,85.042,98.462,100.129,96.989,89.757,93.118,87.412,88.038,95.567,93.587,93.818,93.279,90.555,88.467
178,86.804,93.148,85.160,98.419,99.805,97.298,89.427,92.452,87.701,88.301,95.667,94.066,94.254,93.019,90.000,89.112
179,86.395,93.060,85.144,98.039,99.131,96.702,89.481,92.179,87.636,88.410,95.593,94.021,93.528,91.819,90.259,88.604
180,87.050,93.641,85.528,98.246,99.542,97.388,89.489,92.479,88.105,88.333,95.971,93.901,94.231,92.117,90.305,88.156
181,86.942,92.304,85.513,98.756,98.924,97.101,89.266,92.938,88.350,88.703,95.312,94.125,93.462,92.439,89.830,88.670
182,86.880,92.997,85.469,98.795,99.403,96.298,88.938,92.326,88.188,88.440,95.613,94.275,92.773,92.891,90.186,88.361
183,87.034,92.884,85.756,97.955,99.405,96.697,89.692,92.973,87.873,87.485,96.206,93.296,94.019,93.356,89.939,88.079
184,86.880,93.379,85.519,97.799,98.932,97.497,89.630,93.393,87.671,88.413,95.755,93.940,93.748,92.737,89.784,88.115
185,87.042,92.927,85.132,98.499,99.106,97.066,89.815,91.930,87.986,88.847,95.082,94.207,93.855,92.351,90.223,88.037
186,87.034,92.090,85.738,97.533,99.064,96.322,89.541,91.840,87.341,88.622,95.518,93.912,93.462,91.870,90.066,88.480
187,87.040,93.198,85.538,98.091,100.117,97.344,89.636,92.251,87.697,88.069,95.716,94.437,93.985,92.037,89.920,88.956
188,86.661,93.226,85.766,98.076,99.659,96.287,89.350,91.289,87.634,88.633,95.747,93.554,93.282,92.418,90.225,88.271
189,86.497,92.867,85.477,97.875,99.642,97.383,89.678,92.529,88.065,88.032,95.708,94.390,93.496,93.000,90.075,89.222
190,86.816,93.198,85.495,98.287,98.983,96.385,89.608,92.564,87.446,88.061,96.036,93.708,93.914,92.213,90.063,88.740
191,87.397,93.492,85.819,98.259,98.604,96.019,89.614,92.222,87.812,88.225,95.605,93.696,94.445,92.838,90.175,88.110
192,87.222,93.435,86.132,98.726,99.682,96.986,89.205,93.166,87.414,88.453,95.425,93.901,93.515,91.955,90.056,88.661
193,86.605,93.608,85.694,98.043,99.941,97.022,89.447,92.578,87.061,88.553,95.977,93.246,93.994,91.785,90.410,88.154
194,86.984,92.633,85.801,98.244,98.754,96.615,90.028,92.147,87.570,88.271,95.609,93.519,94.383,92.189,89.790,88.652
195,86.962,93.286,85.694,98.998,99.665,97.623,89.113,92.460,88.050,88.107,95.569,94.275,93.878,92.271,90.164,88.722
196,86.589,93.402,85.205,99.190,99.981,96.986,90.215,91.869,87.741,88.550,94.861,93.659,94.410,92.801,90.240,88.273
197,86.938,93.229,84.957,98.842,99.534,96.760,89.310,92.917,87.608,88.512,96.005,94.008,93.936,92.298,90.422,88.407
198,87.565,92.686,85.537,98.220,99.305,98.126,89.799,92.971,87.792,88.153,95.846,93.762,94.630,91.798,90.022,88.941
199,86.567,93.500,85.717,99.512,99.222,96.765,89.567,92.430,88.107,88.268,95.435,94.653,93.444,91.505,90.006,88.436
200,87.521,94.166,86.021,98.739,99.581,96.620,90.332,92.045,88.560,88.338,95.824,94.998,94.227,93.016,90.175,88.914
201,86.525,92.749,85.672,99.199,99.331,96.650,89.813,92.738,87.713,88.049,95.886,93.957,93.823,92.223,90.624,88.467
202,86.531,93.462,85.595,98.488,99.521,96.667,90.002,92.906,88.149,88.491,95.208,94.269,94.263,92.410,90.654,88.601
203,86.080,92.465,85.444,98.868,99.131,97.117,89.213,91.872,88.026,88.494,96.296,94.080,94.271,92.636,90.628,88.815
204,86.439,92.452,85.333,98.793,99.328,96.189,89.865,92.559,87.699,88.335,95.186,93.758,94.133,92.245,89.951,88.249
205,86.441,93.279,85.291,98.955,99.025,96.650,89.728,92.449,87.671,88.249,95.606,94.113,93.318,92.790,90.189,88.665
206,86.964,93.166,85.892,98.810,99.729,96.361,89.060,92.340,87.350,88.429,95.221,94.012,93.806,92.290,90.257,88.289
207,87.184,93.259,85.112,98.821,98.856,97.358,89.316,92.802,87.384,88.199,95.185,93.365,93.876,92.348,90.361,88.722
208,86.778,92.344,85.801,98.890,99.456,97.519,90.034,92.682,87.410,88.218,95.271,94.002,94.175,92.215,90.510,87.839
209,86.637,93.593,85.451,98.680,99.939,97.303,89.748,92.366,88.034,88.817,95.791,94.092,93.976,93.016,90.250,88.317
