 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
492,97.206,99.015,87.814,103.825,103.797,101.123,92.302,96.738,91.964,90.746,97.680,95.602,100.979,95.003,94.037,90.502
493,96.138,97.420,87.666,104.771,102.331,100.552,93.097,96.642,92.333,91.242,96.681,95.910,100.611,95.577,93.602,89.685
494,95.798,96.877,87.519,104.464,103.432,100.437,91.996,96.824,91.758,90.367,97.897,95.875,100.115,96.005,94.113,89.800
495,94.920,96.148,87.411,105.015,103.595,100.669,92.360,94.997,91.465,90.407,97.408,96.396,99.353,95.915,93.240,89.802
496,94.683,96.641,87.048,103.143,102.767,99.861,92.485,96.492,91.408,90.719,97.647,95.688,99.023,95.388,93.200,89.531
497,92.671,97.261,87.082,104.164,103.932,100.732,91.408,95.492,90.624,90.748,97.214,95.988,98.019,95.779,92.720,90.064
498,92.896,96.349,86.511,104.436,103.210,99.281,91.934,95.717,90.806,90.938,96.997,95.600,97.897,95.439,92.735,90.313
499,93.499,96.133,87.082,103.937,103.030,100.869,91.714,96.422,90.846,90.750,97.258,95.795,98.229,95.851,92.860,89.579
500,92.399,96.397,86.859,104.454,103.419,100.361,92.247,95.821,90.160,90.630,97.449,95.893,97.288,95.396,92.975,89.533
501,92.591,96.992,86.601,103.685,102.828,100.153,92.370,96.350,90.253,90.364,97.240,95.791,97.697,94.944,92.663,89.674
502,92.361,96.701,87.319,104.292,102.809,99.724,91.978,95.864,90.018,91.292,97.627,95.591,98.639,94.856,92.659,89.634
503,92.102,96.480,86.636,103.842,103.155,100.022,91.606,96.896,90.535,90.372,97.742,95.871,97.566,95.859,92.615,90.480
504,91.790,95.947,86.720,102.754,102.629,99.934,91.416,96.398,90.214,90.914,98.185,95.060,97.331,96.332,91.815,89.822
505,91.329,96.261,86.673,103.173,102.487,100.363,91.918,96.358,90.210,90.592,97.278,95.156,96.434,94.537,92.160,90.198
506,90.900,96.704,86.883,104.486,102.860,100.571,91.288,95.757,89.741,90.829,98.168,95.967,97.026,96.202,92.701,89.751
507,90.719,96.422,86.573,103.380,102.769,100.014,91.740,96.139,89.958,91.191,97.861,95.823,97.115,95.644,92.233,89.302
508,90.563,96.817,87.265,103.387,103.458,99.926,92.833,96.257,90.139,90.892,97.703,95.164,95.665,94.561,92.209,90.344
509,90.796,96.337,86.597,103.803,103.430,99.986,92.044,95.775,89.972,90.887,97.172,96.004,96.556,95.053,92.049,90.013
510,92.090,96.714,86.886,102.806,104.110,100.238,91.751,96.612,90.123,91.203,97.833,96.267,97.032,95.367,92.862,90.128
511,94.062,98.131,87.019,103.581,102.233,103.057,92.400,96.398,90.081,91.365,97.717,96.316,97.602,94.824,93.543,90.352
512,93.892,96.932,86.541,104.017,103.809,100.896,91.887,96.241,90.137,90.676,97.776,96.345,97.974,95.189,93.436,89.588
513,93.132,95.651,87.126,103.441,103.123,102.126,92.245,95.963,90.667,90.313,97.691,95.842,98.068,94.918,92.801,89.868
514,92.683,96.332,87.123,104.177,103.233,101.339,91.712,95.767,89.921,91.300,97.247,95.446,97.882,95.239,92.926,90.123
515,92.052,96.055,86.868,103.527,102.822,100.924,92.262,96.273,90.240,91.201,97.810,96.109,97.171,94.936,92.260,90.009
516,92.024,95.601,87.636,103.166,103.362,100.858,91.891,96.072,90.487,90.962,97.301,95.534,96.440,94.761,92.966,89.645
517,91.681,97.103,86.802,103.037,103.070,100.975,91.769,95.829,90.410,90.190,97.391,96.068,96.305,95.301,92.428,89.542
518,91.611,96.259,86.829,103.760,103.212,100.702,91.855,96.316,90.376,90.791,97.172,95.887,96.109,95.128,92.949,89.967
519,91.413,95.482,86.673,102.732,102.703,100.355,92.326,96.979,90.115,90.112,97.575,95.951,96.761,95.258,92.424,89.711
520,90.695,95.874,86.726,103.790,102.877,100.306,91.998,96.126,90.479,91.118,97.194,96.513,95.900,95.995,92.414,89.432
521,90.711,95.460,86.769,102.994,102.136,99.918,91.704,96.086,90.798,90.933,97.109,95.990,95.930,95.444,92.492,90.132
522,90.599,95.789,86.538,103.581,103.419,100.574,92.465,96.096,90.107,90.587,97.369,95.930,97.047,94.838,92.443,90.026
523,90.279,95.751,86.934,103.577,102.898,100.046,91.980,96.123,90.036,90.442,97.778,95.175,95.680,95.021,92.563,89.621
524,89.297,96.415,86.511,102.382,102.873,100.044,91.750,96.096,90.263,90.769,97.835,95.234,96.239,95.322,92.236,89.802
525,90.639,96.462,86.858,102.123,102.377,100.552,92.185,95.947,90.208,90.761,97.717,95.877,95.827,95.239,92.921,89.251
526,91.880,96.394,87.295,101.382,103.508,102.262,91.583,96.013,90.404,91.011,97.760,95.569,97.148,94.859,92.919,89.604
527,91.651,95.616,86.804,103.004,103.909,101.855,92.435,96.487,91.089,90.204,97.430,96.474,97.624,95.096,92.655,90.568
528,90.423,96.781,87.211,103.147,103.146,101.811,92.346,95.623,90.580,91.107,98.031,96.138,97.353,94.686,92.776,89.685
529,91.331,96.601,86.726,102.762,103.320,100.639,92.197,95.837,90.333,90.522,97.765,95.329,97.363,95.439,92.751,90.167
530,90.603,95.796,86.856,102.274,103.788,100.421,92.511,96.096,90.285,90.767,97.007,96.092,96.252,95.814,92.718,90.509
531,89.836,96.166,87.202,101.868,103.644,99.582,92.384,96.513,89.863,91.145,98.041,95.622,97.648,94.106,92.107,89.300
532,89.912,95.932,86.919,102.238,103.407,100.866,92.785,96.537,89.604,91.029,97.681,95.856,97.406,94.266,92.549,89.414
533,90.200,96.324,86.573,102.147,103.413,100.456,91.829,96.043,90.368,90.963,96.897,95.867,96.538,95.027,93.113,89.729
534,90.537,95.987,86.534,100.832,103.123,101.134,91.425,97.134,89.711,90.841,97.475,95.750,96.457,95.338,92.983,90.313
535,90.689,95.661,86.609,99.525,103.396,100.555,92.097,96.762,90.184,91.032,98.121,96.086,96.618,95.801,92.709,89.555
536,90.118,95.817,86.718,100.387,102.633,100.642,91.853,95.682,90.519,91.043,97.418,95.678,96.421,95.327,93.308,90.183
537,91.244,96.126,86.760,100.695,103.581,99.576,91.416,95.706,90.653,90.879,97.799,96.622,96.645,94.934,92.947,89.987
538,91.938,96.148,86.964,100.441,103.180,100.530,91.499,95.444,90.651,90.727,96.827,95.688,97.592,95.112,93.169,90.128
539,92.096,96.367,86.273,100.944,102.972,100.896,92.223,95.938,90.147,90.241,97.320,96.016,97.284,95.487,93.143,90.167
540,91.615,96.080,87.016,100.771,103.193,101.104,91.612,96.318,89.455,90.662,97.624,96.478,97.258,95.479,93.360,90.161
541,90.727,96.151,87.321,100.268,103.129,100.738,91.833,96.142,90.489,90.879,97.312,96.569,97.071,95.625,93.313,89.471
542,90.459,96.307,87.040,100.981,103.138,100.418,91.634,96.110,89.905,91.346,97.578,96.058,96.303,95.309,93.981,90.044
543,89.882,96.698,86.967,100.622,103.648,100.101,91.909,95.813,89.976,90.855,97.320,95.772,96.852,95.979,92.768,90.040
544,90.140,96.666,87.040,100.950,102.983,100.016,92.412,97.067,90.055,90.485,97.036,95.462,96.872,95.210,93.054,90.073
545,89.994,95.254,86.813,101.045,103.127,100.571,91.879,96.519,89.006,90.404,96.882,95.875,97.118,95.532,92.821,89.090
546,90.311,96.053,86.817,101.378,102.807,100.445,91.473,95.789,89.604,90.467,97.539,96.138,97.180,96.152,92.799,89.178
547,88.754,95.932,86.670,101.216,103.447,99.801,91.803,95.981,90.109,90.360,97.348,95.955,97.286,95.551,92.256,90.090
548,89.864,96.379,86.448,100.585,102.718,100.724,91.905,96.703,90.497,91.148,97.343,96.010,96.690,95.529,92.442,89.822
549,90.782,96.879,86.750,100.371,102.589,100.478,91.708,96.008,89.731,90.616,97.451,96.273,96.613,96.008,93.076,89.782
550,92.551,96.711,87.465,100.387,103.275,99.650,91.877,96.428,90.560,91.295,96.752,96.166,97.596,96.463,92.833,89.176
551,91.854,96.638,87.112,101.043,102.701,100.093,92.491,95.906,89.945,90.788,97.525,95.906,96.927,96.263,93.051,89.826
552,91.559,96.138,87.238,100.844,102.792,99.790,92.078,95.762,89.921,89.758,97.552,96.224,96.352,95.580,93.549,89.579
553,91.685,96.352,86.918,99.767,102.377,99.899,91.668,96.294,90.273,91.234,97.198,95.612,96.201,96.457,92.526,89.385
554,91.307,96.070,86.054,99.451,102.532,99.921,91.821,96.436,90.497,90.598,98.234,96.072,95.976,96.250,92.384,89.930
555,90.539,95.849,86.739,99.289,103.864,99.350,91.656,95.933,89.949,90.547,97.918,96.088,95.506,97.048,92.662,89.520
556,91.038,95.724,87.145,99.683,103.409,101.284,91.777,96.179,90.202,90.120,96.908,95.805,96.395,95.848,92.678,89.198
557,89.601,96.302,86.841,99.715,103.460,98.989,92.459,95.265,90.406,91.196,96.784,96.211,95.633,96.572,92.470,90.051
558,90.421,96.344,86.603,100.050,103.379,100.268,91.773,96.174,89.903,91.234,97.082,95.485,96.237,96.043,92.320,90.306
559,89.557,96.781,86.993,99.317,103.290,99.574,92.282,96.115,90.200,90.927,97.188,96.115,96.231,96.093,92.828,88.793
560,89.483,96.347,86.831,99.916,102.051,99.689,91.598,96.364,89.642,90.774,97.618,95.474,95.898,96.043,92.163,90.214
561,89.355,96.327,86.711,99.521,103.494,100.579,92.087,96.409,89.487,90.242,97.668,95.830,95.936,96.487,91.471,90.132
562,89.164,95.344,86.642,99.469,102.669,100.508,91.551,96.717,90.240,90.571,97.402,96.062,95.246,96.362,91.894,89.841
563,88.854,95.387,86.408,99.665,102.231,100.085,92.020,95.505,89.877,90.630,97.335,95.825,95.972,96.633,92.127,89.689
564,88.495,96.106,86.841,99.924,103.023,99.587,91.809,94.976,89.863,90.914,97.103,95.848,95.904,95.803,92.677,89.650
565,89.054,96.078,86.672,100.177,103.072,100.030,91.298,95.717,90.012,90.427,97.273,95.470,95.863,96.439,91.924,89.496
566,88.455,96.500,86.871,100.495,102.636,99.470,92.195,96.275,89.032,91.545,97.624,96.115,95.739,96.625,91.895,90.123
567,88.922,96.151,86.888,100.322,103.303,99.249,91.859,96.332,89.737,91.357,97.510,96.684,95.870,96.109,92.192,89.725
568,88.449,96.173,86.900,100.758,102.890,99.765,91.950,95.901,89.770,90.579,96.797,96.185,95.611,96.402,92.347,89.894
569,88.818,95.364,87.367,100.119,102.661,99.563,91.829,95.695,90.255,90.225,97.492,95.752,95.991,95.633,91.684,89.663
570,89.208,95.332,86.838,101.069,103.307,98.844,92.298,95.201,90.135,90.923,97.422,95.172,96.276,97.436,91.868,90.394
571,88.762,96.369,87.013,101.067,102.941,99.661,91.664,95.481,89.438,90.794,97.851,96.218,96.100,97.021,91.736,89.791
572,88.232,96.387,86.321,100.289,103.125,100.743,91.567,95.976,90.095,90.571,97.899,95.197,96.081,96.981,92.321,89.456
573,88.962,95.952,86.870,101.451,101.994,100.082,91.924,95.968,90.929,90.927,97.307,96.318,95.801,96.484,92.494,89.055
574,88.373,95.711,86.981,101.063,102.028,100.227,91.622,96.778,89.802,90.627,96.962,95.836,96.190,97.609,91.854,90.099
575,88.311,96.560,87.108,101.205,102.629,100.060,92.272,96.340,89.899,90.839,97.212,95.842,96.209,96.875,92.339,89.330
576,87.854,96.422,86.829,100.691,103.646,99.850,92.064,95.505,89.790,90.880,97.696,95.363,95.957,96.423,92.016,90.108
577,88.768,96.028,86.763,102.078,104.138,100.049,92.698,96.358,89.770,90.024,97.554,96.294,96.504,96.891,91.744,89.029
578,88.154,96.251,86.592,100.996,102.941,99.525,92.648,95.580,89.752,90.764,97.747,95.813,95.660,96.144,91.873,89.579
579,88.790,96.477,86.766,101.408,102.943,100.055,92.584,95.749,90.216,91.062,97.054,95.485,95.269,96.189,91.938,90.194
580,88.425,96.261,86.949,102.832,102.784,99.803,91.624,96.529,89.679,90.801,97.461,96.405,96.139,97.085,92.308,90.020
581,88.874,95.595,87.298,101.883,102.178,100.363,91.588,95.909,90.479,90.574,97.149,96.242,96.979,96.330,91.654,90.493
582,88.106,96.296,86.666,103.127,102.034,100.287,91.459,95.529,90.083,91.211,97.572,96.000,96.515,97.777,92.038,89.654
583,88.170,96.063,86.492,101.836,102.773,100.254,92.147,95.652,89.822,90.711,97.124,95.661,96.679,97.226,91.606,90.024
584,88.473,95.992,86.381,103.635,103.254,99.866,92.310,95.495,89.889,90.767,97.611,96.053,95.748,97.237,92.086,90.170
585,88.731,96.093,86.772,104.019,102.530,99.680,91.903,96.334,89.505,90.722,97.572,96.070,96.154,96.745,91.724,90.156
586,87.892,96.741,86.958,103.276,103.193,100.415,91.690,95.845,89.453,91.338,97.123,96.372,95.900,96.777,91.741,89.674
587,88.671,95.633,87.135,102.769,102.593,100.161,91.775,95.492,90.036,90.856,97.194,96.140,96.128,96.601,91.469,89.780
588,87.774,96.153,86.651,103.017,103.297,99.817,91.738,95.893,90.164,91.110,98.093,95.973,96.235,96.511,91.661,89.934
589,88.465,95.025,86.190,102.533,103.822,99.639,92.004,96.706,90.356,90.163,96.977,96.614,96.122,96.423,91.892,89.804
590,88.220,96.691,86.898,102.285,102.672,99.880,92.256,96.147,89.818,90.856,97.490,96.232,96.239,97.210,91.771,89.588
591,88.244,95.744,86.727,102.652,102.248,99.568,91.692,95.960,90.204,90.710,97.456,95.433,96.355,96.726,92.114,89.430
592,88.347,96.374,86.349,103.289,102.860,99.765,91.738,95.882,89.897,90.663,97.675,95.768,96.006,97.314,92.245,90.075
593,88.078,95.985,86.487,103.056,103.432,98.883,91.986,95.813,89.451,91.611,97.717,95.651,95.739,96.790,91.857,89.696
594,89.080,96.405,86.588,103.400,103.371,99.219,91.833,95.799,89.535,91.142,97.072,95.181,96.002,96.287,91.888,89.588
595,88.545,95.759,86.657,102.730,102.915,99.730,92.483,95.858,90.253,90.504,97.373,95.809,96.312,96.838,91.805,89.553
596,88.663,96.065,86.525,103.430,103.466,99.992,91.855,95.906,89.622,90.789,97.706,96.002,95.254,96.739,92.110,89.744
597,88.355,96.304,86.876,103.421,102.894,99.593,92.348,95.981,90.224,90.592,97.786,95.246,95.667,97.394,92.184,90.119
598,88.054,95.912,86.730,103.713,102.778,100.514,91.722,95.786,90.117,90.321,97.085,96.066,95.780,96.902,92.100,89.685
599,88.850,95.593,86.870,104.045,103.536,99.689,92.010,96.235,90.376,90.255,97.949,95.967,96.588,96.867,91.834,89.769
600,89.327,96.616,86.666,104.220,103.335,99.751,91.911,95.981,90.006,90.884,97.688,95.676,95.945,96.984,91.701,89.901
601,88.960,95.683,86.370,104.222,102.727,99.861,92.139,96.016,90.026,91.029,97.353,96.304,96.055,96.362,91.487,89.993
602,88.561,97.093,86.579,103.566,102.515,99.068,91.891,96.238,89.493,90.628,96.516,95.692,96.568,96.261,92.461,90.029
603,88.663,96.050,86.783,103.086,102.375,99.749,91.994,96.227,90.024,90.565,97.471,96.294,96.338,96.455,91.656,90.015
604,88.228,96.045,87.504,103.810,103.682,99.314,92.058,96.281,90.149,90.579,97.275,95.772,95.985,96.327,92.255,89.029
605,88.715,96.651,87.033,103.570,102.655,99.847,92.322,95.505,89.030,90.823,97.564,96.618,96.791,96.500,91.611,90.000
606,88.226,96.241,87.106,103.125,102.975,100.093,91.918,95.516,90.057,90.931,97.038,96.177,95.788,95.920,91.689,90.480
607,87.180,96.070,87.088,103.732,102.860,99.426,91.901,96.155,90.014,90.359,97.520,96.053,96.900,96.106,91.397,89.835
608,88.583,95.397,86.915,104.425,103.064,99.675,92.473,96.155,89.976,90.855,96.926,95.803,96.295,96.388,92.240,89.150
609,88.383,95.746,86.727,104.462,102.919,99.607,91.692,96.553,90.606,91.159,97.765,95.651,96.502,96.117,91.935,90.289
610,88.441,96.058,86.805,104.607,102.589,99.790,91.724,96.126,89.453,91.091,96.678,95.686,96.934,95.920,91.750,89.670
611,88.054,96.450,86.727,105.207,102.220,99.648,92.658,95.377,89.549,90.665,97.619,95.684,96.765,96.399,91.902,89.782
612,88.912,95.495,86.468,104.555,102.356,99.751,91.936,95.235,89.804,90.493,96.922,96.304,96.517,96.194,91.889,90.551
613,88.323,95.598,86.819,104.618,102.189,100.180,91.398,95.896,90.123,90.290,97.243,96.004,97.483,96.918,92.336,89.593
614,88.455,96.505,86.289,105.106,102.788,100.585,91.771,95.816,90.529,90.346,96.828,95.123,97.408,96.835,92.110,89.859
615,88.359,96.935,86.481,106.017,102.487,100.839,92.223,96.163,90.020,91.075,97.614,95.602,97.100,96.362,91.624,90.141
616,88.283,96.322,87.240,106.384,102.678,99.639,92.334,95.078,89.935,90.833,97.637,95.860,97.117,96.949,91.639,89.947
617,88.202,96.070,86.609,105.181,102.928,99.975,92.185,96.390,89.941,90.590,97.337,95.388,97.844,96.846,91.670,89.901
618,88.699,95.857,87.082,105.089,102.633,100.962,92.153,96.340,89.461,90.447,97.029,95.737,97.256,96.471,91.880,90.251
619,88.830,95.776,86.913,105.069,101.222,100.322,92.254,96.273,89.311,90.721,97.025,95.860,96.656,96.508,91.478,89.430
620,88.102,96.364,87.039,105.099,101.943,100.549,92.416,96.559,90.194,90.912,98.028,95.688,97.414,97.646,92.114,89.143
621,88.715,96.030,87.033,104.881,103.246,100.150,92.698,96.040,90.537,90.134,97.314,96.474,97.628,97.218,92.428,89.949
622,91.283,97.183,87.133,105.760,103.843,101.978,92.748,96.281,90.107,92.166,98.103,96.920,98.955,96.410,93.534,90.139
623,91.794,96.992,87.451,108.328,103.824,102.790,92.583,96.588,90.444,92.085,103.297,103.589,102.718,97.580,94.083,91.134
624,90.874,97.477,87.324,107.847,104.485,102.126,93.644,95.709,90.804,91.847,101.647,101.616,102.558,97.979,94.318,91.227
625,90.996,95.334,86.376,108.253,104.400,102.022,94.793,95.864,90.857,91.692,99.453,99.224,102.665,98.737,94.305,90.577
626,91.136,96.741,87.385,109.765,104.483,102.486,95.129,95.690,91.133,92.278,99.204,98.343,103.244,99.324,94.179,90.974
627,91.399,96.995,87.367,109.354,105.712,101.784,95.694,95.853,91.242,92.099,98.423,98.267,102.810,99.040,94.147,90.344
628,94.501,96.377,87.241,109.961,109.413,102.790,96.109,95.984,92.721,93.270,98.162,98.060,102.660,100.354,95.107,89.826
629,94.623,97.560,87.321,110.873,109.235,103.098,96.742,95.869,92.250,92.233,98.572,97.158,104.664,100.215,94.742,89.907
630,93.739,97.251,87.451,110.909,109.335,103.366,97.249,95.770,92.026,92.654,98.069,97.008,104.389,99.779,95.180,90.597
631,93.313,96.560,87.271,111.600,110.142,103.320,96.948,96.265,92.115,92.327,97.324,96.281,103.314,100.109,93.755,90.154
632,93.593,95.817,87.133,111.737,109.898,103.678,97.384,96.425,92.739,92.169,97.606,95.823,102.654,100.003,95.419,90.249
633,92.593,96.050,87.042,111.425,109.419,102.598,97.264,96.048,91.469,91.777,97.601,95.943,102.391,99.973,94.371,90.229
634,92.228,96.090,87.391,110.972,108.324,102.014,97.060,95.872,91.638,91.439,97.688,95.750,101.551,99.737,94.225,90.126
635,92.427,96.435,87.358,109.987,107.564,101.131,96.525,95.973,92.172,91.185,97.539,94.895,100.632,100.210,94.578,90.597
636,91.898,95.470,86.995,109.112,106.318,101.279,96.626,95.722,92.184,91.753,97.587,95.306,101.148,100.130,94.532,90.242
637,91.509,95.553,86.987,108.752,105.994,100.443,96.390,95.618,91.693,91.429,97.162,95.936,100.607,100.295,93.865,90.011
638,91.657,96.229,86.379,108.285,105.034,100.309,97.050,95.594,91.170,90.600,97.904,94.899,100.028,99.561,93.579,89.374
639,91.000,95.691,87.387,109.054,105.104,100.377,96.837,96.045,91.012,91.201,96.837,95.819,99.600,99.064,94.030,89.297
640,90.557,95.736,87.358,108.667,104.667,100.850,96.567,95.922,90.875,90.974,97.755,95.384,99.748,99.838,93.489,89.665
641,90.138,96.399,86.699,108.242,103.299,100.320,96.527,95.337,90.933,90.836,97.168,96.094,99.385,98.622,93.414,89.040
642,90.355,95.809,86.918,107.976,103.722,100.421,96.855,95.936,90.846,90.855,96.917,95.752,99.526,99.120,93.090,89.410
643,92.275,96.759,87.589,106.091,104.860,101.112,96.024,95.920,91.554,91.183,97.747,96.782,100.598,99.181,94.316,90.262
644,95.351,99.686,87.156,107.559,105.782,103.828,96.231,95.898,92.093,91.000,104.082,102.409,102.586,99.338,94.951,90.548
645,96.050,99.462,87.258,108.531,106.064,102.874,96.398,96.348,91.679,90.734,102.631,101.444,102.143,99.269,94.161,90.324
646,95.972,98.686,87.679,108.207,105.428,102.464,95.990,95.701,92.131,90.638,101.222,99.897,103.009,99.019,93.781,90.370
647,95.505,97.555,87.805,108.251,106.017,102.142,96.410,95.241,91.925,91.271,99.132,98.867,102.861,99.710,93.745,89.941
648,95.032,96.935,87.747,107.978,104.390,102.139,96.724,96.070,91.606,91.226,98.395,98.261,101.412,99.112,93.493,89.610
649,94.860,97.495,87.880,107.019,103.936,101.497,95.950,95.960,91.590,91.123,98.127,97.402,102.545,98.995,93.696,89.857
650,94.319,96.510,87.096,106.447,103.994,100.760,96.145,96.438,91.216,90.595,98.136,97.183,102.194,98.771,93.602,89.720
651,93.916,96.427,87.208,106.648,103.100,100.937,95.998,95.524,91.729,91.073,97.404,96.823,100.722,98.239,93.434,90.042
652,93.076,96.658,87.318,106.145,103.153,101.544,96.145,95.527,91.026,90.254,97.742,96.741,101.425,98.590,93.199,89.930
653,93.403,95.643,87.327,105.605,103.763,101.055,96.543,95.922,91.440,90.581,97.954,96.361,100.919,98.021,93.102,89.324
654,91.786,95.525,86.964,105.138,103.208,100.617,95.195,95.425,90.271,90.632,97.709,96.417,99.852,98.590,92.369,89.487
655,91.739,96.003,86.555,105.011,103.076,100.631,95.322,96.414,91.115,90.502,97.039,95.649,99.235,98.763,92.510,89.656
656,91.645,95.759,87.084,102.989,102.943,100.169,94.704,96.102,90.517,90.234,96.616,95.838,98.105,98.875,92.926,89.905
657,91.585,95.819,87.084,102.039,103.053,101.008,94.588,96.118,90.994,90.038,97.778,95.712,97.536,98.949,92.958,89.912
658,90.693,95.892,86.493,103.246,102.125,100.421,94.433,95.757,90.182,90.585,97.039,95.990,97.391,98.402,92.503,89.524
659,91.038,95.759,86.765,102.998,102.119,100.306,94.203,95.824,90.329,90.096,97.688,95.967,97.430,98.795,92.702,90.421
660,90.653,96.357,86.439,103.384,102.735,99.904,94.207,95.885,89.709,90.740,97.578,96.290,97.312,97.997,92.840,89.846
661,90.433,96.226,86.873,101.816,102.805,99.484,94.083,95.281,90.772,90.064,97.065,96.060,97.186,97.223,92.561,90.559
662,89.882,96.327,86.753,101.816,101.907,99.235,93.646,95.684,90.337,90.931,97.395,96.086,97.235,98.138,92.708,89.656
663,91.639,95.776,86.849,100.382,102.900,99.787,93.318,96.717,90.588,90.046,97.426,96.164,97.444,97.723,92.785,90.233
664,90.950,96.505,86.598,100.609,103.017,100.320,92.463,96.532,89.687,90.638,97.018,95.940,96.769,98.569,92.667,90.469
665,91.026,95.256,86.697,100.415,102.816,99.557,92.954,95.366,90.442,90.137,97.373,95.002,96.222,97.822,92.455,90.139
666,90.319,95.729,86.337,101.179,102.129,99.331,93.016,95.735,89.552,90.762,97.404,95.035,96.673,97.160,92.396,89.509
667,89.766,95.746,86.889,99.832,102.316,99.298,92.696,95.500,89.939,89.880,97.224,96.173,95.857,97.750,92.393,89.141
668,89.946,96.095,86.432,99.462,101.504,98.426,91.990,96.497,89.830,90.396,97.319,96.029,96.000,95.912,92.596,90.491
669,89.615,96.075,86.868,99.745,101.767,98.787,92.243,95.348,89.473,90.499,97.029,96.072,95.726,96.500,91.829,89.306
670,88.950,95.822,87.120,99.201,102.614,99.322,92.008,95.751,89.440,90.400,97.155,96.021,95.485,96.106,91.484,89.504
671,89.347,95.814,87.043,98.905,102.415,99.178,92.179,95.318,90.109,90.794,96.928,95.906,95.513,96.051,92.385,90.192
672,88.824,95.558,86.990,99.575,101.678,99.924,91.690,95.182,90.093,90.340,96.515,96.021,95.519,95.165,92.289,89.330
673,88.677,95.648,86.552,100.158,102.314,99.500,92.249,95.476,89.022,90.560,96.474,95.865,95.566,95.402,92.283,89.714
674,89.086,96.389,85.984,99.726,102.011,99.041,91.300,95.722,89.309,90.265,97.471,96.267,95.344,95.723,91.785,90.399
675,88.301,95.771,86.763,100.132,102.246,99.601,91.750,95.703,89.366,90.648,97.111,95.018,95.515,96.016,91.965,90.165
676,88.681,96.613,86.990,100.782,101.672,99.093,92.215,95.438,88.903,90.134,96.552,94.834,95.624,95.726,91.830,89.225
677,88.401,95.266,86.991,100.352,102.028,99.443,91.258,96.000,89.549,89.955,97.152,95.945,95.658,95.298,91.686,89.630
678,88.090,95.643,86.600,100.041,102.129,98.484,91.901,94.973,89.806,90.630,96.740,95.456,95.289,95.460,91.479,89.119
679,88.519,94.688,86.586,100.447,102.453,98.852,91.563,94.374,90.150,89.831,97.227,95.536,95.088,94.705,92.084,89.350
680,88.162,95.676,86.436,100.004,101.604,99.350,91.575,95.722,90.182,90.625,96.570,95.598,95.348,94.495,91.537,89.383
681,87.944,95.344,87.229,100.305,101.794,98.833,92.388,95.567,89.259,90.322,97.531,95.593,95.265,93.923,92.177,89.485
682,87.719,95.633,87.022,100.235,102.441,98.407,91.467,95.615,89.857,90.156,96.969,95.068,95.508,94.319,91.858,88.980
683,87.727,95.957,86.694,100.307,101.951,99.383,90.956,95.233,88.909,90.389,97.056,96.029,95.256,94.370,92.039,89.297
684,88.607,95.442,86.847,100.700,102.000,98.232,92.237,95.513,89.287,90.183,97.366,95.392,95.515,94.072,91.807,89.736
685,88.499,96.186,86.535,99.594,101.631,98.656,92.107,95.770,89.612,90.115,96.477,95.723,95.102,94.311,91.177,89.456
686,88.335,95.269,86.438,99.598,102.644,98.189,90.887,95.676,90.154,90.348,97.049,95.172,94.795,94.378,91.418,89.731
687,88.571,96.023,87.028,99.760,101.837,98.041,91.491,95.348,89.139,89.780,98.020,95.581,94.962,93.968,91.758,90.044
688,88.479,95.588,86.822,99.929,102.411,98.757,91.877,95.532,89.834,90.041,97.118,95.938,95.190,93.723,91.304,89.311
689,88.319,96.618,86.319,99.378,102.570,98.568,91.429,94.965,89.329,90.381,97.028,95.534,95.280,93.697,91.573,89.863
690,88.800,96.264,86.306,99.726,102.273,98.235,91.306,95.802,89.414,89.825,96.717,95.259,94.680,94.106,91.991,89.676
691,88.058,95.766,86.906,99.911,102.636,98.773,90.952,94.717,89.984,90.220,96.819,95.821,95.122,94.242,91.486,89.559
692,88.880,95.216,87.309,100.026,101.638,98.686,91.636,95.829,89.604,89.861,97.464,95.448,94.968,94.088,91.652,88.846
693,88.505,95.942,86.573,99.512,101.602,98.831,91.692,95.243,89.525,90.311,96.868,96.018,95.423,94.418,91.531,89.949
694,88.036,95.990,86.610,99.657,101.782,98.448,91.626,95.176,89.444,90.164,96.998,95.431,94.742,93.894,91.421,89.540
695,88.429,95.751,86.553,99.570,102.083,98.549,91.708,95.660,89.657,90.222,96.747,95.887,95.701,94.380,91.177,89.533
696,88.297,97.070,86.972,100.592,101.756,99.954,92.491,95.743,89.933,89.939,96.825,95.895,94.991,93.340,91.740,89.154
697,88.605,95.269,86.949,99.659,101.756,100.295,91.515,95.203,89.739,90.338,97.025,95.745,95.519,93.984,90.966,90.093
698,88.501,95.889,86.963,100.693,102.301,99.410,91.165,94.701,88.964,89.925,97.425,95.608,95.519,92.957,92.287,89.606
699,88.573,96.291,86.537,99.825,102.538,99.372,92.249,95.492,89.634,90.211,96.730,95.324,95.720,93.944,91.447,89.733
700,87.581,95.925,86.781,100.652,101.875,99.287,91.893,94.495,89.752,90.281,97.569,95.109,96.100,94.537,91.491,89.421
701,87.756,95.731,86.726,100.510,102.678,99.464,91.753,95.366,89.495,90.081,97.356,95.425,96.124,94.303,91.597,88.980
