 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
282,90.489,96.606,85.834,106.719,104.979,102.596,92.555,95.393,91.226,91.730,102.018,101.096,100.429,94.548,93.123,90.963
283,90.517,96.073,85.913,107.985,104.110,102.675,93.044,94.596,91.541,91.407,99.541,99.142,100.615,94.880,92.445,90.568
284,89.715,95.814,86.520,107.929,104.044,102.331,93.479,95.963,90.739,90.716,99.008,98.881,99.842,94.585,92.228,89.533
285,89.407,95.706,86.408,107.397,103.114,101.478,93.463,95.521,91.329,90.464,98.299,96.885,99.630,94.840,92.946,90.192
286,89.537,95.852,86.319,106.616,103.383,100.762,93.966,95.610,90.679,90.314,97.685,97.179,99.241,94.457,92.337,89.945
287,88.874,95.523,86.717,107.043,103.619,101.230,93.517,95.698,90.671,90.405,97.662,96.653,98.831,95.082,92.016,89.009
288,88.760,95.724,86.574,106.482,102.936,100.940,93.330,94.591,90.182,90.941,96.985,95.817,99.312,94.902,92.446,90.150
289,89.729,95.910,86.460,106.985,102.297,101.038,93.060,96.051,90.507,90.493,97.188,96.250,98.622,95.777,92.102,90.117
290,89.192,96.178,86.292,106.335,103.752,100.046,93.342,94.944,90.600,90.660,97.387,95.158,98.932,95.106,92.507,89.604
291,88.659,95.794,86.223,106.849,103.129,100.402,92.493,95.599,90.537,90.632,97.461,95.848,97.938,95.622,92.578,89.824
292,88.088,95.769,86.672,105.326,102.593,100.590,92.849,96.003,90.075,91.174,97.338,95.610,97.350,95.902,91.584,90.383
293,89.116,95.711,86.465,106.203,103.722,100.910,92.718,96.401,90.398,90.584,97.325,95.415,97.579,95.160,92.104,89.652
294,88.070,95.485,86.858,105.635,103.112,100.757,92.952,95.655,90.246,90.641,97.761,95.150,96.970,95.519,92.228,89.987
295,88.521,95.706,86.718,104.842,103.352,100.134,92.006,95.773,89.810,90.207,97.649,95.041,97.306,95.644,91.997,89.575
296,88.281,95.515,86.751,104.508,103.862,101.628,92.602,94.957,90.240,91.078,97.806,95.398,96.519,95.210,92.185,89.685
297,87.784,95.568,86.715,105.078,103.030,99.989,92.135,95.473,90.218,90.335,97.147,94.912,96.417,95.210,92.384,89.579
298,88.834,95.960,86.526,104.255,103.886,100.413,92.127,94.981,90.339,90.852,96.778,94.942,96.985,95.178,92.299,89.885
299,88.056,95.548,86.159,104.341,103.059,99.470,91.598,96.251,90.008,90.614,97.730,95.060,95.906,95.154,92.253,89.698
300,88.431,95.121,86.099,104.045,104.214,99.464,92.093,95.003,90.269,90.915,97.595,95.187,95.705,94.641,92.064,89.687
301,89.192,95.126,86.613,103.456,102.869,100.336,91.920,95.428,89.836,90.609,97.083,95.070,96.432,94.468,91.678,89.729
302,88.649,96.437,86.793,103.773,102.581,99.418,91.272,96.318,90.218,91.255,96.904,94.910,95.874,94.665,92.205,89.033
303,88.531,95.485,85.982,103.296,103.653,99.667,90.511,95.706,89.463,90.375,97.275,95.341,96.335,93.910,91.919,89.485
304,88.521,96.372,86.480,102.037,103.892,100.322,91.662,95.179,89.998,90.700,96.987,95.267,95.481,94.851,92.291,90.286
305,87.974,96.352,86.847,102.430,103.328,100.194,91.274,95.086,90.616,90.740,97.458,94.897,95.564,94.843,92.030,89.696
306,88.441,96.078,86.046,102.421,102.843,99.926,90.807,94.703,90.628,90.861,96.572,94.370,96.107,94.649,91.836,89.401
307,87.880,95.729,87.010,102.132,103.542,99.462,90.463,95.797,90.198,90.667,97.502,95.634,96.036,94.798,92.250,89.903
308,88.128,96.193,86.418,102.972,103.909,99.396,91.742,96.158,90.564,90.850,97.258,95.772,95.959,94.266,91.776,89.432
309,88.425,95.693,86.411,102.302,102.458,100.511,91.744,95.802,90.826,90.987,96.953,94.696,95.380,94.154,91.643,89.789
310,88.667,95.141,86.556,101.564,103.049,100.689,91.119,96.198,90.535,91.360,96.891,94.676,96.024,94.335,92.136,89.198
311,88.535,95.286,86.448,101.348,103.350,100.383,91.905,96.548,90.291,91.126,97.536,95.464,95.199,93.864,91.887,89.330
312,87.858,96.058,86.091,102.026,103.483,99.738,90.748,94.987,90.174,90.218,96.833,94.351,96.083,94.104,91.475,89.443
313,88.232,95.284,86.165,101.730,103.917,100.057,91.125,95.217,90.570,90.565,97.206,95.035,95.583,94.013,91.668,89.749
314,88.204,94.774,86.426,102.145,103.574,99.869,91.497,95.500,89.701,90.139,97.165,94.462,94.410,94.306,91.548,89.121
315,88.421,95.653,86.162,102.099,103.169,99.120,90.875,95.816,89.701,90.904,97.292,95.240,95.833,95.138,91.739,89.211
316,91.194,96.314,86.627,102.456,104.432,100.041,91.312,95.877,90.410,91.475,98.438,95.614,95.955,94.941,92.358,89.469
317,92.786,97.063,87.100,105.529,107.470,101.702,92.479,95.762,91.630,92.308,103.956,102.203,98.415,95.532,94.084,93.161
318,92.617,96.706,86.981,106.143,108.801,102.475,93.861,95.816,91.651,92.946,101.775,101.380,99.526,96.508,94.063,92.394
319,92.846,96.224,86.607,107.380,107.610,102.962,93.771,96.398,91.101,92.681,99.848,100.240,99.846,96.338,93.821,91.601
320,93.916,96.957,87.300,107.441,108.886,103.678,93.863,95.107,91.935,92.801,99.297,98.639,101.271,96.309,94.368,91.015
321,94.204,97.339,87.387,107.456,109.428,103.167,94.636,95.455,91.970,93.467,98.386,98.480,100.936,97.191,94.977,90.709
322,94.202,96.435,87.096,107.991,109.301,102.391,94.909,95.353,91.519,92.826,97.757,97.832,101.115,97.500,93.804,90.993
323,94.347,97.299,87.693,107.719,108.922,102.333,95.004,95.420,92.358,92.432,97.320,97.220,101.863,97.636,94.581,89.593
324,95.188,96.716,87.466,109.888,110.233,103.825,95.247,95.874,92.986,92.604,98.688,97.166,101.848,97.934,94.921,90.095
325,94.737,96.799,87.081,109.873,110.269,105.038,95.962,95.508,92.844,93.225,97.796,96.390,101.716,98.144,94.065,90.421
326,93.896,96.550,87.295,110.404,110.436,103.855,95.286,95.767,92.218,92.882,97.685,95.895,101.940,99.242,94.596,89.797
327,94.561,96.523,86.868,110.220,109.337,104.008,95.809,95.775,91.303,92.858,97.663,96.133,100.844,98.960,94.130,89.570
328,93.575,96.166,86.793,109.469,108.765,103.574,95.718,95.671,91.537,91.788,97.889,95.320,100.086,99.043,94.073,90.256
329,93.082,95.296,86.957,108.657,107.189,102.148,95.732,95.489,92.101,92.129,97.420,95.577,99.329,97.617,93.376,89.639
330,92.681,96.415,86.513,107.633,105.227,101.027,94.696,96.163,91.679,91.439,97.794,95.255,99.451,99.003,93.622,89.905
331,92.273,94.892,86.621,107.834,105.506,101.500,95.404,95.497,91.162,90.360,97.583,95.064,98.726,99.229,93.197,89.359
332,91.810,94.967,86.331,107.546,104.375,101.172,94.469,95.457,90.929,90.901,97.518,95.349,99.714,98.739,93.088,89.300
333,91.485,95.709,86.897,107.607,103.966,100.298,94.775,95.650,90.584,90.809,97.186,95.109,98.378,97.995,92.636,89.877
334,90.960,96.216,86.486,106.421,104.360,100.440,94.781,95.693,91.402,90.909,96.859,94.938,99.385,98.577,93.348,89.161
335,91.904,96.141,86.418,107.048,105.036,100.306,94.797,94.676,91.065,90.515,96.708,94.881,98.632,97.340,92.815,89.533
336,91.617,95.359,86.582,106.307,103.994,100.481,94.296,95.652,91.438,90.183,97.386,94.747,98.370,98.465,93.057,89.493
337,91.655,95.246,87.100,104.726,103.646,100.710,94.716,95.471,90.602,90.748,97.224,95.444,98.233,98.396,92.951,89.639
338,92.419,96.053,87.081,104.354,103.854,99.719,92.751,95.709,90.743,90.292,97.028,95.452,97.927,97.290,93.051,89.674
339,92.150,95.505,86.792,102.832,103.373,100.003,93.668,94.987,90.935,90.159,97.010,95.078,98.502,98.755,93.338,89.311
340,92.090,95.427,86.484,103.706,103.097,99.817,93.704,95.813,90.679,90.523,96.941,95.485,97.626,98.096,92.682,89.835
341,91.679,95.814,86.685,103.302,103.517,99.615,93.145,95.425,90.760,90.472,96.644,94.809,96.976,97.814,92.482,89.949
342,91.389,94.985,86.294,103.240,103.718,99.869,92.225,95.417,90.501,90.673,97.363,95.084,96.934,97.564,92.683,89.822
343,91.261,95.116,86.625,103.145,103.691,99.888,93.217,96.019,90.483,91.067,97.596,95.300,96.462,97.660,91.693,89.797
344,90.469,95.399,86.564,102.730,103.174,99.361,92.416,95.107,90.572,90.732,97.281,95.066,95.592,97.577,92.193,89.674
345,90.563,96.035,86.097,103.320,103.725,100.937,92.254,96.136,90.392,90.856,97.038,95.156,96.318,97.181,92.057,89.542
346,90.281,94.920,86.225,102.598,102.273,99.948,92.318,95.139,90.087,90.295,97.034,94.788,96.342,95.931,92.205,89.610
347,90.487,95.302,86.231,102.413,102.835,98.872,92.155,95.997,89.808,90.772,97.124,94.333,95.731,97.407,92.305,89.634
348,89.673,95.719,86.771,103.743,103.083,100.175,91.869,95.222,90.053,90.872,97.304,95.080,95.368,96.516,92.215,89.584
349,90.148,96.259,86.417,102.860,103.464,99.973,91.280,95.521,90.572,90.215,97.126,94.554,95.639,96.176,92.486,89.621
350,89.914,95.520,86.417,103.443,102.888,99.527,91.374,95.679,89.715,90.365,97.837,94.953,95.729,95.662,92.208,89.987
351,90.022,95.156,86.714,102.987,102.898,99.811,91.700,95.179,90.457,90.287,97.369,94.267,95.765,96.053,91.662,89.987
352,88.657,95.106,86.082,103.620,102.661,98.951,91.581,94.559,89.927,90.582,96.796,95.127,95.893,95.441,91.889,89.639
353,89.251,94.864,86.726,102.819,103.081,100.858,91.219,96.134,89.307,90.394,96.680,94.620,95.618,96.524,92.160,89.641
354,88.663,95.183,86.313,102.970,103.587,99.358,91.099,95.508,89.602,90.105,97.606,94.914,95.769,96.684,92.049,89.178
355,89.230,94.867,86.016,103.451,102.805,98.650,91.123,95.885,90.067,90.566,96.792,94.745,95.152,95.253,91.922,89.192
356,88.345,95.224,86.570,102.799,102.928,99.973,91.066,95.671,90.467,90.632,97.503,94.698,95.684,94.447,91.524,89.467
357,88.693,95.178,86.772,103.536,103.907,99.642,91.201,95.382,89.762,90.943,97.114,95.053,95.414,96.431,92.275,89.256
358,88.639,95.535,86.718,103.164,103.511,98.740,90.857,95.409,90.513,90.314,97.279,93.604,95.464,95.774,91.545,89.057
359,88.475,95.907,86.277,102.503,102.161,99.161,90.690,95.209,90.131,90.472,96.832,95.396,95.348,95.604,91.983,89.181
360,88.661,95.183,86.526,102.659,102.949,99.945,90.988,95.500,90.123,90.533,97.433,94.542,95.308,95.670,91.638,89.427
361,88.776,95.623,86.519,102.421,103.254,99.536,90.966,95.214,90.325,90.113,96.472,94.795,95.836,95.258,91.836,89.947
362,88.154,95.304,86.381,102.948,102.784,99.902,91.260,95.682,90.085,90.565,96.904,94.918,95.466,95.912,91.682,89.322
363,88.780,96.005,86.189,103.121,102.909,99.571,91.117,95.709,90.010,90.553,97.131,95.170,94.885,94.793,91.745,89.480
364,90.565,96.606,86.234,103.603,103.208,100.197,91.956,95.730,90.489,90.686,97.208,95.370,96.137,95.149,92.301,89.425
365,90.737,96.090,86.876,103.490,102.915,101.197,91.891,96.142,90.554,90.935,97.408,94.838,96.613,95.428,92.763,89.881
366,89.794,95.148,86.579,103.114,103.165,100.071,91.980,95.690,90.444,90.622,96.696,95.193,96.793,94.747,92.412,89.438
367,89.503,96.095,86.931,104.104,102.858,99.795,91.968,95.377,90.493,90.619,97.266,94.651,97.165,95.112,92.135,89.599
368,89.455,95.545,86.727,103.322,103.129,100.366,92.042,94.802,90.766,91.289,97.026,95.230,96.438,94.577,92.433,89.855
369,89.373,95.457,86.715,103.432,102.631,99.839,91.692,95.385,90.537,90.456,97.564,95.144,95.774,95.593,92.387,89.467
370,89.130,95.460,86.199,104.263,103.824,100.656,91.986,94.735,89.903,90.423,96.199,94.520,95.735,94.965,91.694,89.586
371,88.886,95.570,85.637,104.078,102.665,99.063,91.346,96.313,90.018,90.782,97.325,94.973,95.872,94.476,91.686,89.042
372,88.341,95.171,86.291,104.384,103.233,100.620,91.660,95.663,89.707,90.126,96.708,94.871,96.252,94.771,91.797,89.500
373,88.776,95.706,86.681,105.294,103.265,100.183,90.905,94.973,89.978,90.486,97.766,95.269,96.038,94.468,91.682,89.313
374,88.992,95.982,85.738,104.641,102.536,100.508,91.579,96.011,90.040,90.196,97.325,95.123,96.077,95.370,91.692,90.220
375,88.625,95.832,86.091,104.728,102.475,99.710,91.610,95.599,90.051,90.222,97.155,94.534,95.348,95.553,91.671,88.839
376,88.271,95.726,86.636,104.719,102.432,99.986,91.147,96.409,90.329,90.935,97.320,94.655,95.585,94.146,91.997,89.595
377,88.214,95.123,86.396,104.533,102.197,99.380,91.779,95.754,90.345,90.715,97.400,95.242,96.378,95.396,91.876,89.963
378,88.232,94.960,86.751,104.806,102.814,100.202,91.549,95.714,90.354,90.493,97.348,95.696,95.707,95.005,91.638,89.681
379,88.038,95.704,86.238,103.691,102.657,100.314,91.688,96.452,89.996,91.273,97.088,94.776,95.286,94.564,92.121,89.474
380,88.499,95.872,86.358,103.989,102.748,99.467,91.322,96.580,89.531,90.783,97.518,94.474,96.102,94.939,91.372,90.526
381,87.960,95.126,86.406,103.955,102.801,99.795,91.583,96.422,89.945,90.560,97.668,94.511,95.742,94.888,92.049,90.183
382,88.393,96.065,86.880,105.039,103.436,99.842,91.602,96.636,90.230,90.625,97.578,95.538,96.440,94.840,91.651,89.126
383,88.279,95.598,86.738,104.067,103.602,99.410,91.600,95.209,89.893,91.057,97.230,95.308,95.545,94.795,92.005,89.264
384,88.543,95.513,86.606,103.408,103.231,99.574,90.984,96.511,90.149,90.616,96.876,95.665,95.150,95.176,91.599,89.445
385,88.541,95.387,86.903,102.564,103.458,98.858,91.129,95.168,90.040,90.239,97.163,95.446,96.333,94.492,91.906,90.051
386,88.028,95.658,86.579,103.620,102.915,100.667,91.509,95.952,90.570,90.729,97.412,95.704,95.406,95.149,91.684,89.879
387,88.445,95.832,86.513,104.501,103.218,99.661,90.996,95.877,90.073,90.400,97.510,95.398,95.994,94.255,91.168,90.324
388,88.649,96.653,86.796,103.972,102.949,100.240,91.962,95.123,90.683,90.766,98.069,95.569,95.468,94.463,91.406,89.581
389,87.796,95.696,86.448,103.905,102.093,100.137,91.787,95.316,90.097,90.394,97.428,95.756,95.883,94.995,91.613,89.458
390,88.230,95.618,86.951,102.987,104.127,99.779,91.918,95.508,90.325,90.552,98.056,95.234,94.977,95.582,91.331,89.738
391,88.521,96.183,86.030,102.994,103.019,100.120,90.962,95.604,90.325,90.314,97.338,96.136,95.526,94.516,91.699,89.916
392,88.050,95.520,86.570,102.421,102.456,99.437,91.133,95.666,89.814,90.604,96.747,95.433,95.511,93.979,91.836,89.914
393,88.212,95.229,86.252,102.948,102.898,99.795,91.565,95.495,90.230,90.388,97.737,95.413,95.445,94.088,91.991,89.557
394,87.832,95.013,85.904,103.313,103.038,100.011,91.149,96.003,89.840,90.573,97.533,94.959,95.355,94.316,91.104,89.273
395,88.321,95.545,86.352,102.965,102.364,99.352,91.547,95.433,90.008,90.421,96.917,95.187,95.071,94.000,91.334,90.046
396,87.906,95.437,86.420,102.739,102.992,100.369,90.376,94.805,89.923,91.008,97.234,95.006,95.555,93.976,91.358,89.011
397,87.948,95.678,85.994,103.006,103.396,99.773,90.626,96.027,89.996,90.644,97.271,95.019,95.331,94.622,91.392,89.229
398,87.926,95.633,86.418,102.611,103.432,100.251,90.992,95.168,89.869,89.813,97.771,94.918,95.227,94.654,91.491,89.628
399,88.176,95.864,86.789,102.661,102.847,99.653,90.855,95.695,89.707,90.381,97.306,95.109,95.697,94.154,91.459,89.474
400,87.573,94.686,86.597,102.611,103.720,99.492,90.960,95.930,89.750,90.278,96.871,95.314,95.085,93.582,91.493,89.141
401,87.946,94.332,86.091,103.313,102.892,99.811,90.984,95.195,89.653,90.241,97.624,95.220,95.805,93.795,91.005,89.681
402,87.737,96.357,85.919,102.067,102.561,100.134,90.239,95.481,90.170,90.045,97.261,94.906,94.872,94.269,91.193,89.335
403,87.856,94.555,86.547,101.665,102.936,99.016,90.702,94.933,89.713,90.895,96.507,94.873,95.797,94.226,90.795,89.405
404,87.866,95.063,86.382,101.773,102.388,99.117,90.610,95.414,89.202,90.651,96.863,94.175,95.445,94.673,91.713,89.260
405,87.982,95.618,85.784,102.512,102.924,99.481,90.380,94.880,89.600,90.140,96.838,94.616,95.440,93.420,91.168,88.958
406,87.924,95.256,86.237,100.724,103.153,98.896,90.692,94.409,89.364,89.904,96.933,94.446,94.673,93.492,91.613,89.566
407,88.052,94.844,86.363,101.408,102.447,99.574,90.905,94.709,90.350,90.298,96.796,94.464,94.726,94.279,91.870,89.447
408,89.900,97.683,86.282,102.620,104.078,100.943,90.837,94.497,89.982,90.809,101.315,98.559,97.209,94.279,93.100,90.548
409,90.709,97.671,86.297,104.287,103.693,100.872,91.644,95.701,89.398,90.981,101.593,99.626,98.474,94.468,93.218,91.793
410,90.038,96.382,86.078,103.732,104.220,101.374,91.899,95.008,90.301,90.611,99.992,97.805,97.615,93.870,93.146,90.700
411,90.852,96.457,86.697,105.086,103.994,100.538,92.495,95.318,90.471,90.900,99.815,97.273,98.632,94.936,92.234,91.046
412,90.800,95.633,86.408,105.866,103.347,100.519,92.644,95.102,90.719,90.695,98.069,97.023,98.338,95.311,92.702,90.249
413,90.210,95.847,86.192,106.210,102.911,100.691,93.016,96.505,90.729,90.817,97.998,96.339,97.908,95.612,91.661,89.991
414,89.551,95.332,86.084,106.436,103.292,99.943,92.976,95.492,90.453,90.837,97.342,96.727,98.686,94.957,92.201,90.130
415,89.822,95.460,86.498,105.708,103.301,100.276,92.950,95.273,89.885,89.898,97.276,95.616,98.536,95.476,92.057,90.198
416,89.743,96.394,86.126,105.706,103.161,99.495,93.586,96.171,90.586,90.003,97.855,96.004,97.885,95.088,91.790,89.604
417,89.685,95.905,86.289,105.998,103.123,100.773,92.976,95.840,89.554,90.094,96.984,95.803,97.972,94.561,91.766,89.738
418,89.082,95.842,86.831,105.279,102.553,100.612,92.441,96.265,89.667,90.470,97.590,96.096,98.115,95.234,91.531,89.681
419,88.491,95.927,86.478,104.585,102.239,99.986,91.958,96.813,90.392,90.163,97.253,95.891,98.169,95.311,91.350,90.222
420,88.455,95.917,86.402,104.944,102.443,100.003,92.567,95.591,89.436,90.552,97.243,95.598,97.714,94.657,91.772,90.178
421,88.820,95.291,86.832,105.732,102.595,99.683,92.392,95.500,89.915,90.314,97.668,95.869,98.669,94.649,91.694,89.850
422,87.884,95.503,86.712,104.300,102.475,100.016,92.871,96.471,89.398,90.120,96.546,95.805,97.622,94.673,92.243,90.390
423,89.006,95.324,85.789,104.957,101.919,99.172,91.819,96.398,89.568,90.008,96.918,95.864,97.739,94.886,91.435,89.936
424,88.088,95.475,86.382,104.518,102.892,99.839,91.111,96.302,89.667,90.396,97.629,95.179,96.237,95.673,91.242,90.363
425,88.774,96.033,85.969,104.942,102.951,100.213,91.521,95.794,89.687,90.016,97.240,95.287,96.039,95.074,91.594,89.551
426,87.860,95.583,86.484,105.400,102.034,99.339,91.708,96.350,89.370,90.518,97.154,95.347,96.306,94.835,91.296,89.733
427,88.878,95.834,86.067,105.533,102.345,98.749,92.012,96.115,89.945,90.753,96.989,96.029,96.600,94.479,91.227,89.815
428,88.625,96.231,85.822,104.583,103.030,99.161,91.342,95.155,89.808,90.081,97.154,95.257,96.444,94.630,91.872,89.751
429,89.138,95.530,86.672,104.322,102.945,98.724,91.855,96.262,89.406,90.552,96.518,95.339,96.132,95.053,91.453,89.421
430,88.860,96.437,86.450,104.575,103.511,99.675,91.831,95.791,89.709,90.726,97.368,95.446,96.289,95.157,91.772,89.830
431,88.715,96.063,87.084,105.909,102.794,99.230,91.167,95.992,89.543,91.496,96.788,95.860,96.316,94.739,91.889,89.555
432,88.184,95.734,86.484,103.702,103.163,100.372,91.829,96.198,90.440,90.895,97.667,95.947,96.833,94.144,91.821,90.112
433,88.285,97.158,86.421,104.283,102.758,100.585,91.672,96.575,90.208,90.745,97.779,95.542,96.327,95.343,91.686,89.969
434,88.621,96.884,86.550,104.013,103.657,99.251,92.209,95.684,89.507,90.970,97.154,95.380,96.220,94.782,91.605,90.291
435,88.619,96.070,86.724,104.648,101.733,99.954,91.742,96.088,90.036,90.391,97.678,95.507,95.925,95.000,91.734,89.586
436,88.701,96.663,86.042,104.263,102.593,98.959,91.736,96.444,89.667,90.606,97.525,95.296,96.485,94.830,91.574,89.952
437,88.709,95.867,87.294,104.505,103.013,99.115,92.083,96.468,90.370,90.132,97.240,95.544,96.034,95.431,92.113,90.053
438,88.992,96.482,87.315,103.875,103.093,98.989,91.203,96.024,90.255,90.938,97.400,95.466,96.056,94.202,91.465,90.194
439,88.357,95.832,86.687,103.540,102.674,99.918,91.710,95.882,89.978,91.129,97.629,95.897,96.477,94.718,91.846,90.106
440,88.848,96.460,86.894,103.847,102.824,100.085,92.191,96.206,90.982,90.483,97.181,95.891,96.047,94.391,92.119,89.421
441,88.856,97.030,87.186,103.732,103.174,99.937,91.101,96.749,90.152,90.455,97.275,95.018,95.803,95.274,91.720,89.650
442,89.479,96.055,86.622,103.780,102.727,99.227,91.477,96.433,89.982,90.687,97.552,95.107,95.752,94.412,91.414,89.815
443,88.625,95.837,86.801,103.767,102.659,100.216,91.254,96.217,89.511,90.443,97.538,95.749,95.633,95.572,91.002,89.744
444,88.513,96.766,86.546,103.890,102.506,100.391,91.634,96.749,90.152,90.782,97.155,95.517,96.041,94.609,91.999,89.833
445,88.974,95.183,86.738,103.421,103.172,100.246,91.531,96.620,90.244,90.895,97.441,95.585,95.432,95.104,92.063,89.330
446,88.443,96.492,87.105,103.806,102.871,99.735,91.950,96.612,89.925,91.059,97.673,95.858,95.586,94.827,92.097,89.478
447,92.082,97.706,87.523,104.445,104.191,102.243,91.344,96.912,91.350,91.707,101.046,99.517,97.694,94.870,93.519,90.637
448,91.882,97.754,87.186,105.527,103.737,101.762,91.712,96.430,90.881,91.780,100.536,98.326,98.611,94.285,93.489,90.421
449,90.653,97.482,87.192,105.518,104.322,101.757,92.539,95.901,91.539,91.935,98.964,97.520,99.197,94.936,92.734,90.751
450,91.080,96.736,87.002,105.724,103.235,101.880,92.662,96.396,91.020,91.002,98.567,97.637,98.914,95.524,93.089,89.971
451,91.565,96.540,86.979,106.201,103.197,101.650,93.871,96.251,91.006,91.083,97.534,96.117,98.415,95.731,92.537,90.280
452,90.834,96.490,87.196,105.842,104.131,100.454,93.185,96.693,91.230,90.448,98.026,96.552,98.487,94.351,92.208,90.401
453,90.263,96.271,87.208,105.343,103.239,101.199,92.915,97.083,90.887,90.943,97.882,95.634,98.919,95.660,92.621,90.073
454,90.395,96.455,86.508,104.868,103.669,100.380,93.509,95.789,89.984,90.542,97.644,96.002,97.882,95.152,92.499,89.841
455,89.968,96.394,86.537,105.495,103.919,100.937,92.879,96.056,90.048,90.984,97.387,96.109,98.009,95.455,92.263,89.822
456,88.842,96.291,86.688,104.555,103.593,99.746,93.336,96.131,90.422,90.920,97.830,95.975,97.850,95.529,92.416,90.097
457,89.904,96.563,86.957,104.460,103.271,100.626,93.207,96.382,90.533,90.931,97.742,96.271,98.105,94.891,92.694,89.980
458,89.715,96.575,86.781,103.959,101.981,100.148,93.034,95.912,90.594,90.715,97.696,95.086,96.968,95.024,92.573,90.767
459,89.920,96.126,87.025,105.127,102.513,100.328,93.012,95.928,90.475,90.375,97.453,95.947,97.179,94.878,91.924,89.394
460,88.986,95.882,86.801,104.637,102.826,99.959,92.541,95.912,89.600,90.636,97.678,95.618,97.511,94.588,91.977,89.546
461,88.890,96.266,86.741,104.242,103.360,99.664,92.175,96.989,90.752,90.750,97.680,95.953,97.970,95.548,92.329,89.643
462,89.060,96.681,86.808,104.447,102.540,100.085,91.525,96.139,89.719,90.944,96.998,95.914,97.583,94.830,91.966,89.857
463,89.331,95.736,86.933,103.425,103.057,100.019,92.616,95.963,90.392,90.391,97.080,95.922,96.393,94.553,91.832,90.128
464,89.094,96.389,86.519,103.566,102.703,99.899,92.410,96.505,89.836,91.297,97.332,95.380,96.889,94.963,91.821,90.115
465,88.379,96.108,87.009,103.657,102.886,100.090,92.433,96.080,89.545,91.094,97.560,95.476,96.579,94.782,92.132,90.229
466,88.641,96.033,86.726,103.238,102.606,100.678,92.022,96.385,90.190,91.139,96.547,95.548,96.402,94.386,91.898,89.465
467,88.902,96.701,86.546,103.220,103.345,100.169,91.654,96.845,90.588,90.788,97.477,95.865,96.235,95.008,91.966,89.731
468,88.796,95.638,86.345,103.039,102.553,99.945,91.881,96.342,90.135,90.145,96.982,95.809,95.573,94.045,91.530,89.855
469,88.601,95.887,86.837,102.784,102.138,99.574,91.724,95.297,90.089,91.638,96.989,95.581,95.887,94.577,91.489,90.159
470,88.399,96.226,86.897,103.762,103.805,100.642,92.119,96.425,89.814,90.553,97.328,95.936,96.323,94.561,91.809,89.967
471,88.575,96.008,86.970,102.981,101.428,100.139,91.670,95.757,90.135,90.627,96.894,95.838,95.964,94.846,92.146,89.676
472,88.399,96.101,86.826,102.529,102.907,99.366,91.907,96.048,90.059,92.110,97.297,96.803,96.139,94.223,91.675,88.850
473,88.848,96.307,86.591,102.933,102.532,100.582,91.763,96.503,90.996,90.933,97.974,95.402,95.709,94.407,92.211,89.216
474,88.794,96.266,86.684,103.210,102.525,100.219,91.439,95.885,89.752,90.400,96.838,94.959,95.972,93.843,91.811,90.463
475,90.265,96.000,86.679,101.380,102.555,100.585,92.030,96.981,90.269,91.056,97.894,95.450,95.445,94.870,92.789,89.731
476,91.924,97.822,86.751,103.784,103.038,101.691,91.569,96.203,90.564,91.443,97.627,96.064,96.746,94.907,93.667,90.278
477,92.565,97.183,86.795,103.313,104.331,100.956,92.382,96.364,90.881,91.544,97.426,95.634,97.720,95.726,93.912,89.780
478,92.870,96.724,86.964,103.864,104.453,101.342,92.805,96.406,90.196,91.209,97.958,95.809,97.034,94.997,94.049,89.828
479,94.004,96.877,87.391,104.384,104.110,100.680,92.897,97.997,91.182,91.692,97.342,96.175,98.327,95.553,93.832,89.903
480,94.874,96.972,87.571,105.346,103.047,101.505,93.668,96.479,91.410,91.478,97.052,95.524,99.201,95.723,94.019,89.789
481,95.108,96.935,87.370,104.860,103.225,101.486,92.799,96.005,90.861,91.099,97.588,95.982,98.799,95.279,93.581,90.106
482,95.078,96.173,86.699,104.270,103.212,101.180,92.813,95.521,90.665,90.604,97.291,95.881,98.874,95.838,93.936,89.934
483,94.106,96.671,87.283,104.248,103.475,100.855,92.928,96.473,91.182,91.131,97.423,95.595,99.188,95.388,94.076,89.447
484,93.481,96.216,87.036,104.553,103.038,100.724,93.177,96.377,90.729,91.321,97.420,96.708,98.186,94.981,93.933,90.163
485,92.826,95.676,86.594,102.978,103.811,100.587,92.720,96.519,90.360,91.226,97.443,96.667,98.586,95.968,93.603,89.974
486,92.381,97.392,86.796,104.337,102.979,100.410,92.750,96.519,90.133,90.813,97.322,96.199,97.227,96.197,92.984,89.511
487,92.545,96.030,87.234,103.607,103.409,99.913,92.487,96.286,90.428,91.097,96.935,96.039,97.816,95.973,93.475,90.033
488,91.323,96.477,86.874,103.238,102.661,100.440,92.119,96.324,90.271,90.909,96.851,95.996,98.111,95.460,92.854,89.791
489,94.856,97.975,87.184,102.957,103.784,100.516,92.328,96.505,90.792,90.884,98.212,95.712,98.325,95.048,94.442,89.696
490,96.709,98.626,87.288,103.084,103.239,100.915,91.928,95.802,91.790,90.276,97.431,95.743,99.105,95.420,94.474,89.604
491,96.140,98.173,87.492,103.829,103.195,100.724,91.966,96.543,92.093,91.026,97.077,96.021,99.613,95.979,94.514,89.751
