 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10
331,80.166,72.204,61.112,71.104,60.872,57.594,58.974,65.295,75.739,69.120
332,79.269,72.230,61.441,70.840,61.088,57.534,58.869,65.617,76.248,69.056
333,79.979,71.803,60.882,70.894,60.829,58.025,58.801,64.270,75.829,69.574
334,79.057,71.892,61.202,71.261,60.370,57.520,58.952,64.686,76.409,69.406
335,79.506,71.571,60.843,69.786,60.710,57.740,58.642,65.109,76.417,69.932
336,78.531,71.509,60.690,70.736,61.340,57.865,58.748,65.508,76.562,70.285
337,79.126,71.832,61.400,71.652,61.287,57.559,58.947,66.055,76.276,69.410
338,87.559,82.034,68.012,80.621,64.675,62.705,59.214,69.637,76.953,70.763
339,99.499,86.823,72.900,78.482,67.338,63.897,59.576,78.197,76.712,70.867
340,97.915,89.980,71.471,85.296,69.159,64.527,59.374,76.626,77.981,73.594
341,97.411,114.127,71.633,104.781,74.113,66.790,62.632,72.079,81.426,77.072
342,93.926,117.469,71.682,110.362,73.758,65.089,62.636,69.505,82.016,78.715
343,94.209,126.331,71.355,122.553,75.008,67.993,64.629,66.855,83.522,80.755
344,106.708,132.036,72.743,129.675,75.924,67.075,63.975,66.727,83.007,81.984
345,106.998,132.961,73.953,137.699,75.587,65.057,62.914,65.631,83.165,84.116
346,101.706,131.163,74.351,137.821,72.950,64.883,62.409,66.117,81.330,83.378
347,96.651,129.387,71.741,136.527,72.695,66.075,62.108,65.765,80.754,83.201
348,93.611,125.657,70.202,138.256,69.882,64.004,61.561,66.172,80.147,82.112
349,90.228,120.317,69.810,137.176,67.332,62.495,61.142,65.036,79.308,84.418
350,88.959,120.743,70.527,140.911,66.725,60.662,60.613,65.189,79.851,84.040
351,86.715,120.987,72.192,139.645,65.987,60.149,60.353,65.855,78.998,85.056
352,85.497,122.514,71.222,144.320,65.353,59.541,60.068,65.820,79.280,87.410
353,85.313,122.135,71.759,143.400,64.229,59.135,59.939,64.571,78.684,86.165
354,83.993,119.887,70.014,140.202,63.270,58.078,60.078,64.325,79.508,85.044
355,83.425,115.682,70.084,142.904,64.348,57.972,59.765,65.527,80.728,86.550
356,82.168,114.770,69.602,142.706,64.783,58.238,59.257,65.566,81.718,86.590
357,81.359,113.911,68.465,140.706,64.746,58.199,58.945,65.107,82.004,84.494
358,82.717,111.378,66.453,139.619,63.496,58.242,59.088,65.235,81.724,83.823
359,81.998,106.105,66.529,134.082,63.252,58.142,58.707,64.694,79.659,82.787
360,81.607,101.038,65.020,132.727,62.650,58.512,59.326,65.011,78.579,82.570
361,80.216,96.176,63.614,125.374,62.025,57.680,58.967,64.907,78.964,82.112
362,80.834,93.795,63.635,124.600,62.605,58.466,59.060,65.503,78.496,79.442
363,80.570,90.588,63.014,119.558,62.725,58.039,59.031,65.806,77.373,77.024
364,81.789,88.904,63.537,123.351,62.244,57.811,58.960,65.702,78.031,79.928
365,84.623,86.417,62.810,117.991,62.416,57.591,59.066,65.238,78.854,79.329
366,88.476,84.873,62.459,117.433,62.448,58.235,59.010,65.880,78.378,77.285
367,89.699,83.776,61.404,111.169,62.327,57.893,59.041,65.658,77.825,77.426
368,88.791,81.710,62.118,110.934,61.463,57.794,58.917,65.967,77.466,76.876
369,86.057,81.009,61.941,113.995,62.181,58.121,59.154,65.388,78.115,77.992
370,85.129,78.967,61.837,110.118,61.945,58.121,59.056,65.342,76.973,76.936
371,88.823,77.976,62.063,109.454,61.665,58.043,59.227,66.459,77.004,75.217
372,90.177,77.498,61.490,107.141,61.904,58.893,58.892,65.503,76.969,74.602
373,90.136,77.049,62.506,110.875,61.632,58.121,58.526,65.623,77.331,75.723
374,87.460,75.925,61.890,107.896,61.897,57.584,59.177,65.350,77.081,75.847
375,85.572,75.561,61.653,112.141,62.086,57.217,58.406,65.730,76.484,76.100
376,83.423,75.552,61.357,109.122,62.171,57.786,59.017,64.932,77.335,75.627
377,83.853,76.586,61.753,110.132,61.730,59.189,59.136,65.519,77.360,75.771
378,94.492,87.643,64.249,118.835,62.859,62.320,60.053,65.776,77.277,77.976
379,115.687,115.745,72.324,130.513,65.622,64.502,63.286,66.079,81.195,81.823
380,113.108,126.647,73.598,140.332,67.123,65.694,63.636,65.361,80.933,85.000
381,106.283,132.401,72.210,143.791,66.874,63.406,64.161,65.574,81.514,84.916
382,105.152,138.547,71.265,148.304,65.466,63.335,65.440,65.260,81.811,87.333
383,106.708,142.303,74.008,151.191,65.577,64.132,65.038,65.691,81.159,87.791
384,104.106,141.348,72.537,148.111,65.919,64.164,64.002,65.486,80.754,87.357
385,104.062,143.571,72.896,152.828,65.756,63.473,64.455,65.552,82.071,88.470
386,101.575,149.881,73.427,153.431,68.174,65.541,65.214,66.590,82.412,88.867
387,108.899,152.513,74.465,153.155,69.688,67.609,65.548,68.451,82.252,89.382
388,124.248,153.865,74.465,152.584,72.892,70.181,65.396,72.115,82.352,88.245
389,122.855,153.558,74.027,151.906,72.169,71.050,65.086,70.101,82.220,89.410
390,120.637,153.674,72.943,149.329,69.962,70.199,64.510,68.011,81.242,86.747
391,112.883,153.765,70.888,151.336,70.798,68.964,64.182,66.434,81.194,88.639
392,106.074,148.072,69.792,149.071,68.048,68.456,63.709,65.626,80.044,85.735
393,100.524,141.124,67.692,147.732,66.987,66.231,63.238,65.770,79.718,86.145
394,101.690,143.066,67.818,151.687,64.662,66.075,64.040,65.847,79.688,87.743
395,100.929,145.500,67.194,147.522,65.448,67.456,64.896,65.680,79.858,88.518
396,99.726,147.119,67.488,152.624,67.045,67.577,63.786,65.342,79.090,87.145
397,100.830,149.959,68.259,154.031,65.481,66.416,65.371,66.426,79.166,88.145
398,98.694,154.245,68.880,153.409,66.176,65.737,64.922,65.533,79.347,87.703
399,97.715,151.893,67.935,153.136,66.718,65.811,64.520,65.514,78.288,86.703
400,107.733,146.480,67.467,152.374,65.771,63.779,63.379,65.462,78.275,86.795
401,104.671,142.589,66.273,149.713,64.144,62.306,63.243,65.514,77.774,86.305
402,98.464,136.202,64.496,141.574,64.312,61.256,63.114,66.413,77.642,85.181
403,99.614,133.564,64.008,142.751,63.781,61.078,62.262,65.497,77.753,85.683
404,99.211,129.097,63.273,141.478,63.395,59.690,61.616,66.268,76.848,85.510
405,95.949,123.111,63.014,138.426,63.496,59.320,61.177,65.467,76.804,83.044
406,94.218,118.650,63.329,137.522,62.705,58.989,60.692,65.112,77.109,79.819
407,93.264,113.613,62.386,131.584,62.708,59.032,60.467,65.645,76.806,80.169
408,94.655,108.886,62.147,129.146,62.144,59.032,60.457,65.738,76.964,79.823
409,101.892,107.555,62.688,129.322,62.426,58.758,60.851,65.609,76.925,78.446
410,106.526,113.229,63.227,131.254,62.083,61.420,61.381,65.508,77.885,80.373
411,102.513,135.846,66.414,139.289,65.053,67.769,64.796,64.995,78.542,84.108
412,98.540,142.864,67.814,143.911,65.028,67.623,64.952,65.885,78.263,86.787
413,92.945,143.594,67.649,146.842,64.960,66.128,64.361,65.183,79.140,86.526
414,95.207,149.759,68.927,152.134,66.587,67.448,65.801,65.806,79.908,87.827
415,93.740,149.245,68.843,152.007,66.718,67.164,64.667,65.904,79.896,88.542
416,93.703,150.190,67.592,155.066,65.768,66.441,65.454,66.044,79.658,89.096
417,94.933,156.453,68.114,155.431,65.887,67.484,65.750,65.221,79.734,88.526
418,95.680,155.574,68.249,154.666,65.214,66.698,66.430,65.579,79.456,88.787
419,95.053,152.807,68.067,153.840,65.126,65.491,65.149,65.683,79.240,88.727
420,94.057,151.970,67.537,154.028,64.962,63.964,65.634,65.653,80.010,87.695
421,95.145,153.743,68.529,153.360,65.335,65.313,65.543,65.495,78.772,88.032
422,92.538,153.277,68.818,152.753,64.385,66.125,65.497,65.888,79.189,87.683
423,89.023,149.028,68.233,152.362,63.710,64.705,64.828,65.393,78.790,86.345
424,87.451,145.077,66.651,149.202,63.630,64.203,64.565,65.713,78.278,85.378
425,97.080,141.955,65.763,144.833,64.350,63.776,64.336,66.033,77.853,83.237
426,98.568,136.976,64.998,141.988,63.514,62.559,63.430,65.954,77.713,82.482
427,93.876,133.561,64.322,141.028,63.685,62.843,62.675,64.825,77.474,81.137
428,91.228,129.586,63.161,136.555,63.738,62.470,62.253,64.743,77.074,81.566
429,88.285,124.075,63.500,136.052,62.375,61.199,61.349,65.342,77.189,79.904
430,86.966,119.009,62.586,133.155,62.559,60.174,61.722,65.505,76.549,79.092
431,84.616,114.315,62.765,130.701,62.345,59.669,61.661,65.536,76.280,78.442
432,82.947,110.895,62.459,127.127,62.620,59.829,60.796,64.850,76.970,78.245
433,82.777,106.803,62.241,126.433,62.736,58.370,60.411,64.415,76.492,78.546
434,82.462,103.787,62.451,124.682,61.856,58.196,60.321,64.749,76.156,76.590
435,81.087,100.618,61.771,118.628,62.599,58.263,60.753,65.298,77.104,76.876
436,81.126,96.743,61.698,117.852,62.101,57.918,60.425,65.358,76.625,76.912
437,81.349,95.201,61.859,119.153,61.730,58.167,60.697,65.503,76.052,75.253
438,82.152,94.005,61.847,117.607,61.801,57.993,59.841,65.087,76.484,75.137
439,80.430,91.368,61.524,113.064,62.156,57.641,60.147,65.000,76.444,75.562
440,79.294,89.828,61.308,111.974,61.756,58.327,59.325,65.137,76.576,74.651
441,79.743,88.321,60.984,111.125,62.118,58.484,59.609,64.984,76.552,75.004
442,79.869,86.323,61.780,113.144,62.040,57.157,59.487,65.003,76.107,74.124
443,79.618,84.489,61.455,108.336,61.542,57.413,59.550,64.809,76.557,73.960
444,79.108,83.961,61.755,106.452,61.247,57.705,59.654,65.290,76.689,73.984
445,79.455,82.704,60.939,105.162,61.617,57.441,59.356,65.514,76.945,74.731
446,78.529,82.669,61.782,105.139,61.909,57.573,59.281,65.131,76.301,73.133
447,79.605,80.928,61.612,102.666,61.733,58.014,59.763,65.202,76.100,73.920
448,79.083,80.045,61.757,102.169,61.605,57.484,59.182,65.566,76.061,73.554
449,79.320,79.873,61.335,100.607,61.839,58.089,58.959,65.372,76.263,73.843
450,78.786,79.157,61.216,99.179,61.708,57.466,58.887,65.169,75.934,73.012
451,79.094,78.245,60.990,96.828,60.814,57.907,59.020,65.672,76.355,72.438
452,79.471,77.712,61.378,98.614,61.690,57.278,58.732,65.374,75.220,71.189
453,78.568,77.724,61.922,96.419,61.234,57.979,58.551,64.877,76.129,72.727
454,78.593,77.091,61.049,94.355,61.048,58.171,59.291,65.377,76.407,72.020
455,78.131,76.418,60.831,93.052,61.040,57.726,58.623,66.363,76.396,71.671
456,79.133,76.469,61.084,93.762,61.159,57.687,58.743,65.538,76.356,71.554
457,78.577,74.931,61.745,91.948,61.033,57.772,58.361,65.426,76.376,72.020
458,77.662,75.644,61.478,91.061,60.909,58.420,58.440,65.973,76.079,71.024
459,78.248,74.925,61.027,89.426,61.327,58.146,58.818,65.391,75.834,71.554
460,78.080,75.194,61.337,88.115,60.801,57.584,59.257,65.008,76.382,71.703
461,77.832,74.771,61.843,86.868,61.141,57.327,58.849,64.828,76.433,71.345
462,77.648,74.292,61.271,86.628,62.000,57.594,58.449,65.721,76.633,71.811
463,79.103,74.788,61.704,92.593,61.685,57.406,58.488,65.538,75.793,70.783
464,78.577,75.503,61.308,96.009,61.166,59.004,57.978,65.735,76.452,71.285
465,78.349,76.152,61.859,94.616,62.317,59.441,58.543,65.680,75.995,71.590
466,78.674,75.809,61.561,95.384,62.214,58.993,58.526,65.645,76.295,71.000
467,79.274,75.864,61.900,98.106,61.960,59.420,58.546,65.205,75.949,71.245
468,78.510,74.130,61.506,95.007,61.451,57.587,59.293,65.503,77.134,73.361
469,78.589,74.586,61.624,98.499,61.952,58.050,58.778,64.948,76.066,72.699
470,78.487,78.768,62.284,112.758,63.902,59.285,59.480,64.792,76.829,75.486
471,78.876,87.665,63.147,119.774,64.552,61.249,60.589,64.749,77.829,76.763
472,79.467,87.433,63.143,121.033,64.390,60.256,59.912,65.372,78.171,77.000
473,77.892,85.947,62.096,120.612,63.552,59.747,59.964,64.852,77.248,79.213
474,79.379,94.235,62.557,127.765,63.861,61.530,61.409,65.560,78.213,79.715
475,80.579,93.102,63.492,129.471,63.411,61.164,61.369,65.369,78.772,80.116
476,80.117,96.685,63.108,131.969,63.123,59.295,61.495,64.896,79.551,82.305
477,80.441,94.237,62.704,131.744,62.718,59.509,61.508,65.402,78.115,80.261
478,78.451,90.456,62.422,127.308,61.884,59.050,60.719,65.093,78.276,80.466
479,78.692,87.608,61.702,124.176,62.262,57.751,60.664,65.178,78.195,78.313
480,78.480,85.296,62.665,119.802,61.947,58.388,59.983,65.852,77.919,77.900
481,78.503,83.632,61.935,117.388,61.637,58.488,59.970,65.852,78.235,77.731
482,79.400,81.668,61.724,121.713,61.821,57.708,59.172,64.593,77.948,77.293
483,78.326,80.909,61.653,116.499,61.977,58.025,58.960,65.221,78.157,77.470
484,78.761,79.602,61.965,111.278,62.071,58.093,59.500,65.940,77.257,75.779
485,78.646,78.232,61.431,108.941,61.139,58.089,58.947,64.956,76.588,74.791
486,78.556,77.740,62.014,107.247,61.736,57.897,58.796,65.978,77.139,74.137
487,78.513,77.343,61.543,109.941,61.348,57.772,58.863,65.221,77.472,76.141
488,78.878,76.748,62.082,109.765,61.257,57.406,58.704,65.388,77.084,74.253
489,78.807,76.202,61.412,105.089,61.496,57.847,59.114,65.238,77.186,75.747
490,78.285,75.534,62.259,103.555,61.307,58.082,58.825,65.724,77.516,73.940
491,79.113,75.868,61.702,100.235,60.967,57.758,59.121,65.202,77.655,74.341
492,79.122,75.353,62.149,98.412,60.720,58.196,58.839,64.869,77.404,72.309
493,78.002,75.303,61.547,96.845,62.043,57.623,59.121,65.003,77.934,72.349
494,77.989,74.771,60.886,94.967,61.093,58.117,58.874,64.995,76.552,72.241
495,77.520,74.099,61.404,93.480,60.987,58.445,58.752,64.844,76.657,71.643
496,78.154,73.948,61.633,92.019,61.186,58.057,58.925,65.251,76.130,71.213
497,77.032,73.828,61.516,91.021,61.526,58.466,58.861,64.486,76.634,71.293
498,76.841,73.547,61.665,88.899,61.335,57.584,58.720,64.585,76.452,71.076
499,77.244,73.774,61.447,87.932,61.030,57.690,58.285,65.134,76.443,70.904
500,77.800,72.854,61.506,86.381,61.091,57.979,58.717,64.902,76.552,71.410
501,77.630,73.567,61.651,85.668,60.902,58.712,58.106,64.902,76.327,70.542
502,77.060,73.063,61.933,84.659,61.922,57.253,58.255,64.650,76.578,70.639
503,76.467,73.028,60.682,81.732,61.103,57.562,59.101,65.301,75.804,70.851
504,77.807,73.080,61.610,82.108,61.720,58.007,58.833,64.708,76.074,69.715
505,77.214,73.328,60.890,79.271,61.139,57.804,58.685,65.202,75.772,71.189
506,76.940,72.121,61.563,80.807,60.960,57.641,58.727,64.566,75.873,69.707
507,76.903,72.420,60.988,79.289,61.496,57.281,58.551,64.440,75.855,70.803
508,77.140,72.600,61.437,78.308,60.960,57.281,58.185,65.331,75.891,70.317
509,76.545,73.092,61.249,76.786,60.610,57.295,58.692,65.175,76.029,70.791
510,77.283,72.567,62.059,77.381,61.015,57.922,58.488,65.505,76.350,70.124
511,76.903,72.303,61.078,76.896,60.693,57.516,58.305,64.464,76.336,70.305
512,76.214,72.263,60.755,74.360,60.746,57.577,58.694,65.022,75.800,70.301
513,78.274,72.779,61.390,75.892,61.207,57.883,58.235,64.817,76.049,70.161
514,78.159,72.056,61.316,75.614,61.395,57.274,58.305,64.817,76.041,69.522
515,77.736,72.038,61.594,75.412,61.209,57.779,58.214,64.519,75.970,69.341
516,77.575,72.129,61.641,74.247,61.640,57.466,58.950,64.798,75.910,69.679
517,76.713,72.016,61.102,73.736,61.219,58.025,58.762,65.224,76.246,70.233
518,76.786,71.962,61.004,73.551,61.504,57.747,58.485,65.123,76.051,70.518
519,77.839,72.152,61.227,73.264,61.534,57.345,58.288,65.098,76.437,69.763
520,76.028,72.092,60.735,70.955,61.305,57.687,58.344,65.336,75.288,68.799
521,78.294,71.262,60.931,73.442,60.982,58.327,58.525,65.036,76.282,68.755
522,77.970,72.226,61.241,72.200,61.421,58.071,58.808,64.779,75.601,69.880
523,77.409,72.050,60.829,72.094,61.229,57.875,58.159,64.391,75.889,69.349
524,77.880,71.622,61.827,71.941,60.972,57.747,58.512,64.568,75.919,69.382
525,77.506,71.679,61.461,72.471,61.622,57.733,58.785,65.593,75.723,69.787
526,77.913,71.745,61.178,71.424,60.874,57.673,58.551,64.735,75.064,69.462
527,77.234,71.375,60.967,71.866,61.134,58.302,58.674,64.981,75.762,69.771
528,77.189,71.210,60.941,71.322,60.882,57.146,58.070,64.566,75.228,68.775
529,76.669,71.224,61.337,70.040,61.108,57.552,58.593,65.219,75.599,69.952
530,77.589,72.296,61.427,71.520,60.952,58.032,58.798,64.683,74.955,68.944
531,77.524,71.425,62.002,71.158,60.945,57.352,58.548,64.956,75.734,69.695
532,77.825,71.718,61.506,71.492,60.501,57.534,58.341,65.956,75.549,69.763
533,76.929,71.992,61.535,71.391,61.436,57.925,58.253,65.374,74.926,69.040
534,77.434,71.379,60.849,70.729,61.519,57.747,58.318,65.216,75.954,69.032
535,77.221,72.150,60.965,71.534,61.302,58.253,58.434,65.817,75.883,69.671
536,77.356,72.028,61.522,70.751,60.972,56.922,58.839,65.899,76.236,68.847
537,76.476,71.613,61.063,69.791,60.602,57.762,58.343,65.183,75.466,70.333
538,77.411,71.951,61.141,70.245,60.375,57.683,58.720,65.593,75.327,69.032
539,75.818,71.254,60.927,68.962,61.456,57.342,58.490,65.060,75.478,69.337
540,77.405,71.638,61.265,71.031,60.889,58.224,58.363,65.541,75.845,68.430
541,76.287,71.491,61.296,70.619,61.534,58.149,58.629,64.995,75.398,69.225
542,76.913,72.204,61.110,71.026,61.280,57.416,58.566,65.336,75.547,68.510
543,76.453,71.550,60.982,69.056,61.453,57.189,58.440,65.883,75.504,68.317
544,78.648,71.618,61.965,71.252,61.126,58.004,58.267,65.383,75.572,68.197
545,75.936,71.240,61.061,69.367,61.307,56.673,58.434,64.779,75.698,69.378
546,77.090,71.571,60.994,70.807,60.809,57.235,58.508,64.918,75.594,68.028
547,76.182,71.376,60.984,69.680,60.987,57.534,58.813,65.046,75.283,69.064
548,77.278,71.447,61.045,70.334,61.003,57.751,58.656,64.806,75.360,69.004
549,77.690,70.950,61.165,70.285,61.146,58.011,58.714,65.202,75.856,68.996
550,76.931,71.859,61.308,70.099,61.385,58.075,58.371,65.014,75.745,68.851
551,77.159,71.578,61.137,70.325,61.252,57.160,58.184,64.079,76.032,68.791
552,76.556,71.188,61.004,70.325,61.390,57.673,58.131,64.967,76.101,69.124
553,76.897,71.044,61.639,70.527,61.093,57.993,58.031,64.475,75.608,68.570
554,77.294,71.423,60.753,69.993,61.481,57.623,58.485,64.689,76.117,68.992
555,77.715,71.875,61.406,69.800,60.312,57.808,58.760,65.361,75.125,68.775
556,76.106,70.961,61.235,69.101,61.547,56.836,59.081,64.713,75.046,68.349
557,76.823,71.313,61.767,70.635,60.756,57.819,58.425,64.809,75.429,68.088
558,77.209,71.240,61.465,70.033,60.793,57.651,58.200,65.298,75.187,67.851
559,76.331,70.823,61.249,69.165,60.277,58.110,58.695,64.924,75.665,68.249
560,77.182,71.519,61.496,70.666,60.997,57.342,58.689,64.874,75.413,68.912
561,76.929,71.359,61.796,68.421,60.662,57.822,58.586,64.893,75.610,67.908
562,77.651,71.266,60.824,70.169,61.395,57.445,58.697,65.238,75.476,68.353
563,75.968,71.310,60.873,69.694,61.169,57.178,58.591,64.749,75.296,67.679
564,76.841,71.075,60.982,70.409,60.814,57.577,58.227,65.082,75.740,68.912
565,76.869,71.415,61.190,69.675,61.005,57.680,58.397,64.978,75.780,67.916
566,76.322,71.193,60.586,69.219,60.411,57.068,58.808,65.311,75.645,68.590
567,77.743,71.462,61.492,70.654,60.819,56.840,58.530,65.005,75.551,68.562
568,76.423,71.219,61.271,68.998,60.887,57.495,58.806,65.279,75.328,68.173
569,77.848,71.031,61.229,70.412,60.899,58.256,58.583,64.948,75.320,68.807
570,77.793,70.964,61.469,70.273,60.244,57.619,58.442,64.913,75.094,68.309
571,77.326,71.599,61.286,69.856,61.841,57.658,58.379,65.328,75.534,67.944
572,76.894,71.281,61.349,69.765,60.385,57.498,58.666,65.492,75.146,67.574
573,76.044,71.342,60.808,69.339,61.254,57.819,58.641,64.787,75.513,67.823
574,76.729,71.873,60.857,70.264,60.395,57.555,58.354,65.071,75.046,67.578
575,76.487,70.793,60.749,69.275,61.433,57.598,58.656,64.153,74.814,69.205
576,76.051,71.362,61.210,70.174,61.330,57.374,58.700,64.402,75.971,68.229
577,76.448,71.238,61.398,70.111,61.194,56.961,58.051,64.484,75.327,67.703
578,76.595,71.038,61.016,70.186,61.267,57.964,58.518,64.852,75.521,68.149
579,76.497,70.839,60.480,69.082,60.841,57.544,58.401,65.101,75.363,68.606
580,76.789,71.345,61.327,70.438,60.363,57.562,58.455,64.689,75.482,67.655
581,77.391,71.334,60.663,69.642,61.050,57.811,58.293,65.148,74.576,67.855
582,77.021,71.022,61.157,70.520,60.489,57.142,58.290,65.076,75.665,67.108
583,76.485,71.089,61.302,69.073,60.783,57.569,58.169,65.066,75.226,68.767
584,76.405,70.969,60.553,69.682,60.763,57.790,58.497,64.792,75.266,68.494
585,76.637,70.448,61.112,69.972,60.806,58.014,58.411,65.202,75.250,67.803
586,77.589,71.132,61.571,70.640,61.023,57.039,58.109,64.683,76.015,67.823
587,76.384,70.853,61.563,69.426,60.892,58.018,58.904,64.708,75.449,67.932
588,75.880,70.784,60.722,69.499,60.632,57.456,57.919,65.284,74.949,68.390
589,76.899,70.255,60.590,69.169,61.224,57.456,58.808,65.022,75.819,68.201
590,76.480,70.788,61.229,69.393,60.657,57.082,59.205,64.161,74.958,67.703
591,75.740,70.431,60.924,69.501,61.018,57.146,58.601,65.366,75.599,68.217
592,76.349,70.815,61.141,70.035,60.461,56.961,58.513,64.992,75.501,67.622
593,77.345,71.376,60.898,69.304,60.678,57.630,58.621,64.817,74.955,68.341
594,76.002,71.067,60.569,69.664,60.861,56.982,58.111,65.549,75.593,67.578
595,77.499,71.230,61.280,70.078,60.703,57.833,58.268,64.730,75.432,67.586
596,77.120,70.447,60.918,69.755,60.675,57.644,58.627,64.314,75.311,68.116
597,76.825,71.450,61.127,69.722,61.217,57.722,58.702,64.866,74.695,68.253
598,77.060,70.790,61.024,69.661,60.617,58.295,58.646,65.098,75.300,67.715
599,77.331,70.942,60.835,69.993,59.841,57.947,58.464,65.380,75.543,67.052
600,76.874,71.279,60.396,69.108,61.186,57.826,58.101,64.038,75.345,68.229
601,76.531,70.815,60.402,68.675,61.033,57.541,58.669,65.399,74.905,67.992
602,77.170,71.440,61.316,69.369,60.773,57.310,58.288,65.227,75.385,68.249
603,76.317,70.538,60.998,68.953,60.479,57.331,58.500,64.385,74.903,67.679
604,76.076,71.375,60.990,69.864,60.854,58.078,58.430,64.500,75.205,68.434
605,76.885,70.412,60.449,69.739,60.423,57.552,58.275,64.462,74.627,67.731
606,77.402,71.118,60.806,70.235,60.970,57.085,58.184,64.740,75.291,68.137
607,76.409,70.732,61.022,69.960,61.131,57.427,58.474,64.254,75.205,68.197
608,76.759,70.995,61.624,69.372,61.179,57.843,57.882,64.740,75.514,68.257
609,76.129,70.603,60.614,69.412,60.224,58.004,58.303,64.462,75.544,67.747
610,76.782,71.491,61.465,70.381,60.987,57.014,58.245,64.631,74.559,67.787
611,76.766,71.303,60.833,69.748,60.509,57.940,58.586,64.617,74.773,68.506
612,76.076,70.920,61.222,68.833,61.101,57.470,58.611,63.877,75.768,67.538
613,76.839,70.600,60.559,69.958,60.542,56.932,58.422,64.658,75.162,67.823
614,77.080,70.335,60.718,69.612,60.678,57.181,58.217,65.167,74.978,67.635
615,76.154,70.555,60.922,70.045,60.408,58.192,58.369,64.694,75.542,67.538
616,76.947,70.745,60.831,69.696,60.549,58.178,58.094,64.574,75.223,67.173
617,76.607,70.196,60.692,68.654,59.952,56.972,58.336,64.907,75.258,68.028
618,76.255,70.746,61.184,69.492,60.375,56.833,58.212,64.724,75.411,68.028
619,76.393,71.042,60.939,69.332,60.242,58.021,58.192,64.978,75.433,68.024
620,76.566,70.550,60.761,69.649,60.322,56.911,58.690,64.803,75.754,67.165
621,77.057,71.099,60.886,70.292,60.280,56.527,58.406,64.331,75.285,66.916
622,76.857,71.293,60.837,69.360,60.574,57.345,58.368,64.505,75.591,67.305
623,76.745,70.699,61.143,69.849,60.630,57.569,58.656,64.189,74.754,67.763
624,76.536,70.893,60.710,69.821,60.605,57.242,57.952,64.363,75.253,68.040
625,76.614,71.114,61.135,70.094,60.481,57.456,58.200,64.754,74.973,67.253
626,76.071,70.389,61.008,70.285,60.733,57.690,58.270,64.486,75.185,67.141
627,76.651,70.871,60.578,69.245,60.055,57.865,58.283,63.989,75.160,66.871
628,76.060,70.649,61.045,69.367,61.071,57.822,58.108,64.298,75.114,67.522
629,77.299,71.044,61.094,69.045,60.486,57.694,57.964,64.131,74.747,67.996
630,76.867,71.097,60.984,69.226,60.380,57.085,58.270,64.926,75.186,69.028
631,76.828,70.708,61.112,70.087,60.811,57.947,58.384,64.369,75.009,67.229
632,76.237,71.019,60.008,68.327,60.567,57.114,58.609,64.249,75.478,68.361
633,76.630,70.172,60.951,69.635,61.353,57.690,58.806,64.462,75.121,68.100
634,76.540,70.508,61.084,70.054,60.693,57.559,57.978,64.505,74.914,68.100
635,77.549,70.831,60.665,69.795,60.116,58.242,57.949,63.817,75.211,66.908
636,77.124,70.597,60.788,69.172,60.358,56.954,58.427,63.770,75.491,67.992
637,76.110,70.882,60.804,69.129,60.509,57.605,57.944,64.434,75.144,68.245
638,76.317,70.243,60.786,69.358,60.962,57.395,58.194,63.568,75.345,67.892
639,76.784,70.392,60.627,70.805,60.463,57.132,57.975,64.749,75.189,67.835
640,76.483,71.132,60.518,69.122,60.957,56.918,58.328,64.847,74.834,68.578
641,76.064,70.414,60.671,69.179,60.247,57.367,58.631,64.205,74.537,68.036
642,76.848,70.437,60.457,68.904,60.972,57.438,57.829,63.981,75.189,67.743
643,76.556,70.555,60.539,69.268,60.496,57.185,58.530,64.295,74.865,67.602
644,77.115,70.843,60.798,69.826,60.937,56.968,58.389,64.475,74.680,67.896
645,76.738,70.605,61.329,68.981,60.008,57.185,58.576,64.484,75.230,67.896
646,76.133,70.793,60.549,69.501,60.436,57.028,58.012,64.847,75.065,67.494
647,76.274,70.624,60.400,68.951,60.360,56.915,58.790,64.385,74.571,66.900
648,77.274,70.944,61.006,69.948,60.491,57.619,58.058,64.320,74.668,67.807
649,76.671,70.915,60.745,70.358,60.307,57.011,58.387,64.710,75.457,67.984
650,76.747,70.716,61.041,70.332,59.945,57.694,58.439,64.454,74.941,67.285
651,76.830,70.478,61.084,70.012,60.370,57.053,58.417,64.650,74.920,67.948
652,76.956,70.904,60.696,69.339,60.798,57.039,58.373,64.792,74.368,67.550
653,76.556,70.842,60.235,69.440,60.441,56.851,58.480,64.593,75.303,68.072
654,76.526,70.687,60.902,69.824,60.594,56.708,58.348,64.970,74.855,68.076
655,76.354,71.033,60.304,69.555,60.373,57.295,58.361,64.347,75.181,68.137
656,76.329,70.497,60.918,69.675,60.161,57.285,58.152,64.885,74.926,67.253
657,76.214,70.301,60.482,69.028,60.917,57.004,58.124,64.546,74.652,67.940
658,76.577,71.417,60.392,69.238,60.957,57.228,58.311,63.798,74.642,67.908
659,76.389,70.451,60.441,69.275,60.302,57.441,58.144,64.546,75.127,67.699
660,77.483,70.508,61.471,69.275,60.519,57.537,57.952,64.128,75.232,67.345
661,76.064,70.381,60.624,69.781,60.181,57.480,58.518,64.142,74.553,67.695
662,76.313,70.864,60.445,69.005,60.957,58.299,58.589,64.596,74.703,68.783
