 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35
14,24.824,25.674,25.293,43.845,25.444,26.839,25.357,31.117,30.727,44.013,26.715,30.217,30.944,23.526,25.980,29.023,26.935,27.210,84.065,188.136,102.816,60.074,53.508,32.489,33.465,26.795,25.740,26.253,28.297,26.354,23.843,22.987,25.906,29.257,24.613
15,24.871,25.632,25.253,43.841,25.653,26.629,25.254,31.036,30.632,43.408,26.692,29.895,30.849,23.585,26.098,28.888,27.021,27.066,82.299,186.138,102.050,59.287,52.913,31.858,33.727,26.439,25.512,26.611,28.146,26.310,23.736,23.008,26.031,29.217,24.232
16,24.921,25.312,25.222,43.639,25.457,26.629,25.320,30.761,30.435,42.934,26.559,29.792,30.526,23.238,26.127,28.964,27.092,26.937,82.007,184.630,100.176,58.766,52.612,32.147,33.290,26.366,25.589,26.339,28.225,26.390,23.763,23.052,26.169,29.162,24.272
17,24.850,25.444,25.173,43.105,25.465,26.526,25.224,30.836,30.601,42.811,26.636,29.671,30.375,23.408,26.132,28.704,26.946,27.139,80.854,182.977,98.566,57.589,51.968,31.458,33.008,26.568,25.299,26.198,28.226,26.388,23.452,23.013,25.779,29.064,24.480
18,24.836,25.400,25.136,43.132,25.388,26.451,25.040,30.830,30.537,42.382,26.536,29.382,30.295,23.256,26.115,28.795,26.828,27.131,80.275,181.634,97.079,57.426,51.680,31.698,32.976,26.119,25.400,26.353,28.087,26.345,23.693,22.998,26.246,29.204,24.365
19,24.747,25.296,24.968,42.799,25.584,26.334,25.004,30.606,30.316,42.070,26.470,29.292,30.023,23.305,25.838,28.766,27.164,26.990,79.706,179.892,95.862,56.421,51.633,31.404,33.127,26.384,25.529,26.503,28.248,26.192,23.684,23.185,25.977,29.294,24.343
20,24.862,25.361,25.091,42.726,25.365,26.216,24.954,30.509,30.467,41.798,26.729,29.075,29.874,23.387,26.060,28.623,26.953,26.910,78.734,178.787,95.077,55.723,51.184,31.653,32.902,26.407,25.487,26.012,28.115,26.209,23.662,23.062,26.045,29.079,24.248
21,24.747,25.400,25.102,42.608,25.535,26.360,24.970,30.611,30.431,41.695,26.491,28.853,29.581,23.344,26.085,28.539,26.993,27.066,77.921,177.099,93.367,55.196,51.155,31.484,32.788,26.192,25.437,26.397,28.125,26.321,23.690,22.954,26.077,29.248,24.580
22,24.673,25.148,24.951,42.414,25.525,25.945,24.891,30.466,30.388,41.245,26.613,28.993,29.606,23.392,25.861,28.610,26.911,26.958,77.713,174.920,92.056,54.706,50.367,30.884,32.918,26.727,25.252,26.271,28.095,26.167,23.624,23.171,25.955,29.265,24.237
23,24.721,25.287,25.030,42.235,25.334,25.901,24.786,30.312,29.967,40.937,26.539,28.736,29.207,23.372,25.933,28.548,26.869,26.878,76.759,173.538,90.581,53.642,50.153,30.818,32.588,26.467,25.261,26.188,28.033,26.241,23.598,23.117,26.049,29.149,24.367
24,24.821,25.236,25.047,42.114,25.454,25.719,24.728,30.255,29.866,40.506,26.443,28.709,29.280,23.354,25.844,28.499,26.750,26.971,76.310,172.264,89.909,52.798,49.708,30.680,32.392,26.581,25.199,26.090,28.065,26.091,23.288,23.025,25.911,29.132,24.292
25,24.626,25.102,24.920,41.812,25.519,25.798,24.736,30.107,29.984,40.351,26.409,28.690,28.984,23.382,25.997,28.560,26.829,26.900,75.482,171.820,88.354,52.596,49.570,30.738,32.069,26.301,25.414,26.126,28.035,26.167,23.448,23.163,26.134,29.031,24.358
26,24.823,24.958,24.814,41.640,25.404,25.724,24.649,30.114,30.045,40.007,26.448,28.813,28.676,23.500,25.766,28.542,26.806,27.108,74.410,168.539,87.187,52.013,49.737,30.760,32.061,26.290,25.165,26.269,28.045,25.989,23.347,23.212,26.117,29.324,24.372
27,24.631,25.132,24.982,41.639,25.463,25.644,24.740,30.148,29.659,39.911,26.538,28.392,28.655,23.333,25.851,28.353,26.800,26.966,73.912,168.567,86.258,51.734,48.888,30.751,31.771,26.194,25.218,26.030,28.021,26.107,23.438,23.138,25.887,29.096,24.228
28,24.711,25.252,24.912,41.569,25.431,25.456,24.528,30.154,29.992,39.268,26.349,28.375,28.553,23.226,25.956,28.456,26.742,26.795,73.741,167.508,85.464,51.504,48.765,30.569,31.686,26.361,25.213,25.996,27.905,26.140,23.297,23.127,25.897,29.131,24.235
29,24.796,25.009,24.987,41.120,25.275,25.477,24.559,30.155,29.978,39.302,26.588,28.177,28.315,23.485,25.827,28.486,26.649,26.710,72.711,165.192,84.357,50.538,48.381,30.516,31.755,26.207,25.305,26.244,27.788,26.156,23.398,23.252,26.272,29.259,24.219
30,24.499,25.155,24.926,41.030,25.366,25.403,24.631,29.850,29.959,39.279,26.434,28.191,28.205,23.315,25.877,28.362,26.773,26.768,71.986,164.286,83.099,50.562,48.500,30.142,31.980,26.462,25.180,26.138,27.776,26.073,23.403,23.062,25.925,29.188,24.434
31,24.603,24.852,24.902,41.075,25.406,25.295,24.539,29.888,29.973,38.541,26.591,28.133,28.194,23.356,25.698,28.238,26.743,26.775,71.743,163.513,82.187,49.789,48.422,30.462,31.600,26.174,25.122,26.008,27.907,25.971,23.439,23.119,26.181,29.085,24.473
32,24.663,24.852,24.746,40.282,25.141,25.049,24.385,29.544,29.352,38.197,26.335,27.942,27.879,23.267,25.715,27.993,26.584,26.549,67.546,157.644,77.684,48.217,46.506,29.262,31.429,25.760,25.074,25.988,27.591,25.824,23.316,23.046,25.859,28.904,23.790
33,24.055,23.880,24.005,33.624,24.418,23.657,23.438,27.878,30.561,33.252,25.335,25.933,25.762,22.692,25.169,26.745,25.653,24.256,44.424,121.073,53.228,39.177,37.456,27.978,27.971,24.260,24.359,25.244,25.282,25.167,22.579,22.748,24.815,26.789,21.739
34,24.586,24.660,24.763,39.618,25.416,24.739,24.340,29.467,29.431,37.363,26.319,27.639,27.332,23.113,25.742,28.149,26.552,26.456,67.826,158.234,76.669,47.955,46.297,29.538,31.016,26.068,25.209,26.389,27.911,26.145,23.474,22.796,25.742,28.748,24.062
35,24.555,24.620,24.767,39.470,25.110,24.854,24.237,29.496,29.812,37.266,26.181,27.179,27.307,23.136,25.647,28.182,26.581,26.214,65.085,153.089,73.730,47.255,45.820,30.253,30.102,25.833,25.118,26.048,27.514,25.784,23.137,23.102,26.007,28.779,23.659
36,24.407,24.995,24.706,39.236,25.363,24.908,24.275,29.568,29.679,37.029,26.324,27.564,27.168,23.056,25.575,28.415,26.488,26.469,68.148,155.051,75.760,47.325,46.131,29.929,30.306,26.071,25.118,26.459,27.581,25.962,23.297,23.027,25.615,28.717,23.916
37,24.573,24.970,24.766,39.404,25.326,24.876,24.297,29.132,28.896,36.205,25.928,27.088,27.338,23.036,25.376,27.996,26.536,26.361,63.530,149.023,71.935,45.781,45.540,28.578,30.073,25.831,24.965,25.860,27.468,25.755,23.255,23.006,25.880,28.414,23.841
38,24.450,24.891,24.696,39.251,25.471,24.532,24.331,29.582,29.493,36.474,26.222,27.266,27.070,23.151,25.537,28.294,26.589,26.778,66.097,152.358,73.294,47.045,45.468,29.778,30.478,26.038,25.149,26.319,27.792,26.214,23.277,23.044,25.523,28.603,24.336
39,24.551,24.891,24.621,39.695,25.326,24.756,24.188,29.336,29.522,36.870,26.283,27.433,27.168,23.221,25.596,28.242,26.651,27.427,66.526,153.805,74.103,47.832,46.087,29.756,30.918,26.061,25.183,26.343,27.707,26.149,23.115,23.033,25.960,28.945,24.684
40,24.622,24.998,24.771,39.677,25.428,24.852,24.206,29.385,29.271,36.654,26.269,27.320,27.127,23.459,25.726,28.499,26.774,27.493,67.049,150.698,74.225,46.870,45.833,29.520,31.188,26.020,25.003,26.319,27.994,25.976,23.190,23.154,25.815,28.533,24.763
41,24.526,24.826,24.731,39.478,25.509,24.871,24.313,29.271,29.568,36.564,26.335,27.254,26.880,23.297,25.644,28.227,26.810,27.403,65.907,151.822,72.904,47.153,45.907,29.676,30.580,26.003,25.089,26.501,27.757,26.163,23.233,23.044,26.005,28.801,24.631
42,24.446,25.009,24.766,39.367,25.415,24.749,24.260,29.323,29.344,36.040,26.339,27.182,26.964,23.177,25.506,28.458,26.916,27.290,65.085,149.323,72.061,46.792,45.324,29.360,30.416,26.187,25.156,26.389,27.879,26.321,23.518,23.050,25.711,28.888,24.624
43,24.619,24.873,24.690,39.089,25.446,24.675,24.104,29.446,29.502,36.133,26.233,27.506,27.058,23.118,25.689,28.314,26.799,27.612,65.813,157.393,72.803,49.383,45.644,29.862,30.714,26.184,25.180,26.551,27.991,26.497,24.797,23.129,26.129,29.020,24.777
44,24.562,24.986,24.638,39.527,25.638,24.533,24.459,29.278,29.537,35.797,26.319,28.494,26.849,23.251,25.912,28.376,27.014,28.429,64.576,153.825,72.501,49.766,46.089,30.280,31.739,26.098,25.292,26.758,28.370,26.650,25.396,23.019,26.007,28.884,24.608
45,26.509,25.060,25.851,35.077,24.506,24.168,24.775,29.601,30.845,33.524,25.659,28.238,26.922,23.277,26.289,26.973,26.133,25.858,44.271,129.182,56.639,45.213,41.856,34.898,36.641,25.000,25.272,26.549,25.744,26.136,24.807,23.600,25.533,27.189,22.288
46,29.221,28.850,29.803,41.800,25.504,25.216,27.253,33.105,32.683,37.399,27.113,34.473,31.399,24.767,28.089,28.473,27.057,29.451,63.678,166.354,80.150,59.449,51.417,41.213,43.151,26.750,26.470,28.535,28.704,27.483,26.905,23.090,25.876,29.184,24.978
47,29.606,28.921,29.623,41.632,25.688,25.629,26.743,32.145,32.155,38.299,26.996,34.298,31.699,24.597,28.399,28.142,27.172,28.546,57.287,155.220,73.259,59.998,48.121,36.818,39.163,25.937,26.213,27.463,27.978,27.245,26.626,23.454,25.969,29.070,24.053
48,29.144,29.252,29.568,42.504,25.609,26.134,26.674,32.611,32.620,41.322,27.134,36.061,31.863,24.662,28.870,28.582,27.118,29.746,60.512,159.578,78.127,64.160,48.778,37.280,39.106,26.346,26.333,27.325,28.142,27.512,26.551,23.462,26.350,29.487,24.710
49,28.895,29.144,29.223,42.727,25.715,26.229,26.780,32.440,32.783,42.750,27.333,37.088,32.354,24.667,28.447,28.455,27.323,30.922,64.121,163.407,81.564,64.808,48.680,36.791,39.629,26.513,26.399,27.493,28.857,27.659,26.810,23.448,26.244,29.588,25.091
50,28.964,28.794,28.716,41.571,25.300,26.087,26.455,31.565,32.195,41.901,27.034,35.694,31.397,24.328,28.183,28.389,27.266,30.383,59.996,157.967,77.202,61.509,47.292,35.822,36.751,26.028,26.109,27.138,28.173,27.076,26.494,23.523,26.488,29.068,24.358
51,28.541,28.653,28.718,41.742,25.518,25.916,26.126,31.364,31.732,41.428,26.901,35.783,31.063,24.056,27.816,28.475,27.454,31.081,59.408,154.789,76.813,61.404,47.123,34.760,36.637,26.242,26.064,27.114,28.235,27.065,26.299,23.431,26.108,29.105,24.690
52,28.426,28.657,28.752,41.985,25.509,25.999,26.530,31.392,31.974,41.750,26.962,37.480,30.936,24.497,27.871,28.674,27.625,31.736,62.519,157.422,80.971,63.487,47.691,35.347,37.029,26.237,26.023,27.210,28.724,27.120,26.238,23.337,26.308,29.566,25.476
53,28.119,28.296,28.285,41.838,25.741,26.106,26.595,31.502,31.694,41.346,26.835,37.186,30.571,24.441,27.818,28.812,27.918,31.786,61.919,157.119,79.481,63.874,47.388,34.929,36.637,26.369,26.070,27.251,28.510,27.009,26.100,23.540,26.448,29.197,24.956
54,28.660,28.382,29.045,42.145,25.854,26.573,26.704,31.841,31.967,41.182,27.014,37.634,30.230,24.395,28.075,28.897,27.865,32.134,61.252,155.023,78.071,63.647,47.364,34.604,36.269,26.240,26.084,27.144,28.532,27.205,25.904,23.435,26.258,29.333,25.091
55,29.597,29.234,30.454,43.305,25.685,26.981,27.198,32.781,32.480,43.330,27.134,38.841,30.378,25.051,28.638,29.176,28.284,33.080,61.875,154.846,82.599,65.855,47.328,34.778,36.008,26.480,26.079,27.148,28.617,27.336,25.855,23.706,26.484,29.526,25.175
56,29.869,29.081,30.949,43.701,26.057,27.093,27.455,32.701,32.265,44.014,27.077,39.361,30.265,25.182,28.604,30.225,28.781,33.893,61.896,153.820,87.199,66.753,47.381,34.231,36.020,26.371,26.020,27.355,28.848,27.341,25.960,23.763,26.282,29.456,25.511
57,28.969,27.204,28.784,39.674,25.784,26.027,26.151,31.267,30.754,40.638,26.407,34.961,28.417,24.374,28.008,28.877,28.291,30.493,52.472,129.168,73.344,58.045,41.220,30.556,32.290,24.947,25.270,26.395,27.340,26.786,24.839,23.315,25.526,27.965,23.940
58,28.333,26.750,28.285,38.047,25.778,24.979,25.272,29.943,29.727,37.481,25.690,32.238,27.084,24.008,27.441,28.462,27.724,29.841,47.387,107.220,66.813,52.662,38.044,29.564,29.939,24.644,24.767,25.944,26.411,26.499,24.420,22.942,25.164,27.147,23.816
59,29.810,28.604,30.517,44.787,26.388,26.479,27.116,32.140,31.356,42.501,26.683,36.510,29.046,25.018,28.576,30.209,29.234,32.749,58.697,143.042,87.311,66.834,44.138,31.391,32.727,25.677,25.601,27.092,28.109,27.857,25.214,23.465,25.883,28.599,25.305
60,29.981,28.245,30.194,44.271,26.288,26.876,27.123,32.166,31.753,43.378,26.552,36.193,29.519,24.995,28.543,30.162,29.239,32.069,55.863,140.213,87.900,67.728,43.638,32.631,31.820,25.669,25.576,26.852,27.537,27.367,24.943,23.515,25.932,28.675,24.701
61,29.993,29.185,31.048,46.210,27.119,27.352,27.716,33.244,32.624,46.375,26.914,39.305,29.846,25.336,28.932,31.261,29.848,34.742,61.951,148.023,100.080,74.077,45.377,33.160,34.641,26.417,25.662,27.401,28.439,27.693,25.241,23.535,26.326,29.039,25.905
62,29.796,28.301,30.339,44.847,26.913,27.375,27.368,32.863,32.231,45.871,26.733,37.704,29.395,25.110,28.711,30.829,29.789,33.058,57.681,144.380,94.282,71.413,44.377,32.302,33.033,25.896,25.597,27.234,28.027,27.568,24.675,23.571,26.235,28.800,25.389
63,30.115,28.995,31.225,46.627,27.372,28.099,28.465,33.458,32.805,48.328,27.104,40.545,30.217,25.679,29.464,31.651,30.060,34.615,61.405,150.314,101.472,76.440,45.458,32.600,34.122,26.303,25.567,27.317,28.582,27.831,24.795,23.646,26.404,29.347,26.062
64,30.134,28.803,31.651,46.372,27.351,28.319,28.902,33.546,32.920,48.632,27.034,40.489,30.359,25.854,29.607,32.188,30.017,34.119,60.898,148.681,98.848,78.428,45.508,32.049,33.584,26.106,25.528,27.351,28.226,27.842,24.617,23.510,26.340,29.204,25.476
65,30.064,29.025,31.669,46.235,27.472,28.409,29.176,33.518,32.691,49.249,27.226,41.051,30.180,25.931,29.719,32.449,30.472,34.347,61.523,147.269,99.921,78.309,45.203,32.156,33.988,26.081,25.607,27.148,28.553,27.746,24.500,23.623,26.218,29.349,25.608
66,29.821,27.822,30.106,45.276,26.943,27.929,28.502,32.886,31.962,46.525,26.631,37.741,29.066,25.595,29.630,31.436,29.963,31.680,52.569,135.143,84.432,72.828,42.076,30.378,31.849,25.285,25.191,26.503,27.122,27.287,24.124,23.515,26.063,28.403,23.920
67,29.490,27.868,30.632,45.624,27.325,27.536,28.657,32.736,31.633,46.651,26.867,37.690,28.766,25.682,29.509,32.492,30.134,32.985,54.113,131.368,85.047,73.308,42.680,30.418,31.767,25.929,25.336,26.786,27.404,26.969,24.324,23.256,26.005,28.483,24.659
68,29.181,28.012,30.969,45.434,27.594,27.654,28.653,32.884,31.885,46.352,26.794,38.592,29.131,25.877,29.391,32.522,30.134,33.363,56.155,138.763,86.710,75.432,42.926,31.013,31.767,26.361,25.386,27.124,27.858,27.367,24.442,23.381,25.923,28.778,24.825
69,28.913,27.627,30.749,45.918,27.226,28.322,28.928,32.952,32.415,48.024,26.832,38.909,29.231,25.705,29.524,32.303,30.145,33.486,56.706,140.096,87.581,74.974,43.784,31.169,31.935,27.152,25.657,26.892,27.756,27.243,24.516,23.371,26.063,29.075,24.710
70,29.081,27.815,31.184,46.419,27.076,28.871,29.386,33.486,32.839,50.658,27.167,41.004,29.372,26.246,29.574,32.516,30.137,34.015,59.574,142.899,91.865,76.417,45.000,35.209,36.629,27.662,25.858,27.154,28.160,27.481,24.763,23.892,26.207,29.233,25.159
71,29.013,27.852,31.014,46.070,26.849,28.823,29.575,33.193,33.041,50.926,27.308,40.338,29.412,25.882,29.651,31.562,30.007,32.956,57.514,151.431,89.973,77.211,44.350,45.013,47.824,28.280,26.712,28.407,28.296,27.621,25.021,24.090,26.425,29.228,24.814
72,28.962,27.734,31.158,46.263,26.697,28.922,30.039,33.535,33.654,53.803,27.380,41.243,30.117,25.926,29.854,31.605,29.874,33.383,59.213,163.656,94.615,82.725,45.021,53.356,58.820,28.460,27.285,29.379,28.902,27.708,25.986,24.194,26.359,29.366,25.312
73,29.116,27.697,31.650,45.938,26.431,29.307,30.205,34.157,34.059,55.280,27.147,41.701,30.100,25.815,30.104,31.151,29.671,32.856,58.947,172.967,96.612,88.638,44.538,57.729,62.298,28.646,27.631,30.074,28.967,27.978,26.547,24.210,26.397,29.241,25.208
74,28.969,27.926,31.670,45.824,26.303,29.821,30.603,34.100,34.375,57.229,27.480,42.266,29.971,26.190,29.979,30.839,29.588,32.122,58.977,177.935,100.390,91.432,44.981,57.973,63.539,28.533,27.774,29.896,29.179,27.846,26.892,24.492,26.439,29.445,25.031
75,28.414,27.613,30.976,45.173,26.324,29.702,30.004,33.427,33.946,57.275,27.398,42.142,29.562,25.662,30.078,30.857,29.556,31.447,58.165,177.312,100.560,92.202,44.017,55.587,60.073,28.518,27.793,29.192,28.945,27.833,27.041,24.227,26.423,29.188,24.854
76,28.198,27.560,30.584,45.019,26.004,29.972,29.876,33.525,34.439,57.827,27.473,42.830,29.525,25.759,30.240,30.598,29.418,31.344,58.671,176.731,100.883,93.994,44.797,54.653,59.024,28.222,27.745,28.902,29.131,27.624,27.049,24.254,26.502,29.188,25.027
77,27.618,27.243,29.941,43.383,25.878,29.118,28.748,32.641,33.684,55.245,27.330,40.876,28.837,25.256,29.714,30.065,29.065,30.041,54.915,165.914,92.452,88.215,42.460,50.511,52.645,27.520,27.367,28.377,28.552,27.523,26.604,23.910,25.800,28.607,24.564
78,27.353,27.231,29.458,44.079,25.963,29.100,28.646,32.550,33.585,55.177,27.102,41.049,28.703,25.418,29.408,29.966,29.002,29.932,56.165,169.602,92.407,88.860,43.553,48.533,54.237,27.924,27.352,28.405,28.747,27.448,26.534,23.950,25.955,28.873,24.761
79,26.945,26.947,29.313,43.832,25.716,29.244,28.617,32.614,33.155,55.210,27.195,40.953,28.586,25.126,29.030,29.838,29.065,29.898,57.312,171.033,93.807,90.025,43.706,49.511,53.780,28.490,27.414,28.204,28.912,27.312,26.719,23.919,26.317,29.204,24.878
80,26.620,26.035,28.739,43.438,25.921,28.693,28.066,32.280,32.863,53.039,26.995,39.772,28.013,24.628,28.801,29.595,28.867,29.385,55.896,166.054,91.079,86.713,42.898,46.756,51.404,28.606,27.626,27.786,28.715,27.223,26.517,23.923,25.901,28.772,24.611
81,26.539,26.009,28.517,43.308,25.704,29.111,27.895,31.991,32.584,52.491,27.005,39.933,27.996,24.621,28.803,29.582,28.735,29.466,56.528,166.269,90.126,87.328,42.987,46.507,51.759,29.199,27.800,27.421,28.645,26.949,26.512,23.888,26.070,28.812,24.796
82,26.423,26.076,28.370,43.261,25.857,29.027,27.848,32.037,32.485,51.671,26.989,39.988,27.926,24.674,28.480,29.406,28.749,29.308,57.248,166.213,89.700,87.379,43.275,46.813,52.029,30.071,28.058,27.433,28.641,27.131,26.308,23.844,26.117,29.136,24.889
83,26.335,25.963,28.126,43.324,25.900,28.777,27.805,31.720,32.053,50.967,27.034,40.039,27.702,24.651,28.144,29.359,28.754,29.015,56.995,168.082,88.713,86.270,44.131,50.169,55.722,30.326,28.633,27.687,28.776,26.938,26.338,23.894,25.974,28.965,24.761
84,25.974,25.352,27.121,40.706,25.474,28.374,26.682,30.696,31.451,46.983,26.335,35.972,26.859,24.056,27.787,28.542,27.888,27.659,49.745,157.564,77.616,78.994,41.638,50.427,54.282,29.912,28.644,27.725,27.657,26.561,25.650,23.823,25.730,28.149,23.619
85,25.990,25.600,27.485,41.646,25.490,28.647,27.336,31.451,32.070,48.409,26.826,38.434,27.191,24.290,28.152,28.958,28.156,28.320,54.026,166.768,86.303,83.704,42.653,58.564,60.290,31.235,29.565,29.046,28.359,26.719,26.161,23.840,25.570,28.629,24.372
86,26.536,25.850,28.070,41.962,25.559,28.746,27.346,32.943,32.190,49.046,26.982,38.368,27.311,24.046,28.579,28.723,28.032,27.769,52.984,171.182,85.229,85.428,41.985,57.147,62.865,31.460,29.933,29.291,28.369,27.078,26.212,23.844,25.775,28.599,24.254
87,26.971,26.407,28.404,42.361,25.601,29.703,27.996,33.145,33.085,51.066,27.265,40.454,27.743,24.587,29.172,28.857,28.120,28.158,53.739,181.354,90.639,91.268,42.765,61.671,66.649,31.997,30.403,29.717,28.308,27.512,26.702,24.112,26.000,28.722,24.069
88,26.669,26.285,28.651,42.330,25.635,29.919,28.357,33.471,33.537,53.017,27.425,41.732,27.740,24.767,29.318,28.727,28.340,28.286,55.986,188.255,97.341,97.057,43.428,63.329,70.755,32.624,30.662,30.072,29.030,27.880,27.455,24.056,26.061,28.926,24.681
89,26.774,26.454,28.626,42.549,25.460,29.564,28.288,33.235,33.316,52.845,27.032,41.615,27.595,24.608,29.347,28.851,28.118,27.875,54.993,185.740,96.672,98.162,43.532,63.622,68.388,32.753,31.000,29.559,28.698,27.517,27.517,24.212,26.085,28.934,24.376
90,27.035,27.053,29.103,43.227,25.554,29.461,28.970,33.829,34.086,54.369,27.366,42.278,27.679,24.785,29.507,29.042,28.234,28.085,55.290,186.031,95.144,101.126,43.169,60.258,70.127,32.753,30.640,29.228,28.786,27.541,27.832,24.492,26.319,28.873,24.542
91,27.261,27.308,29.249,42.750,25.556,29.951,29.118,33.811,34.392,54.280,27.108,41.998,27.476,24.926,29.167,28.826,28.206,27.785,55.563,189.450,94.704,102.668,43.206,60.898,67.147,33.068,30.919,29.339,29.015,27.428,27.790,24.252,26.108,28.943,24.509
92,26.868,26.697,29.262,42.703,25.519,29.346,28.812,33.568,33.863,54.010,27.183,41.466,27.421,24.644,29.013,28.776,28.268,27.993,55.475,188.443,93.520,103.743,43.042,59.591,67.992,33.290,30.677,28.762,28.927,27.686,28.017,24.044,25.991,28.897,24.465
93,26.656,26.840,28.656,42.298,25.621,29.604,28.638,33.169,33.490,53.677,27.280,41.326,27.130,24.259,28.712,28.795,28.378,27.492,55.393,184.250,93.058,101.026,42.786,58.760,64.922,33.419,30.945,29.048,28.824,27.414,27.671,24.150,25.913,28.816,24.438
94,26.628,26.579,28.585,41.708,25.440,29.467,28.864,32.850,33.134,52.927,26.885,41.131,27.061,24.333,28.745,28.732,28.152,27.622,55.312,183.277,92.880,99.838,43.369,58.876,64.698,34.010,30.689,28.858,28.837,27.256,27.646,24.302,25.908,28.798,24.511
95,26.429,26.354,28.322,42.020,25.507,29.693,28.755,32.518,32.770,51.611,27.113,41.271,26.953,23.944,28.623,28.651,28.046,27.625,54.827,182.492,91.489,99.053,42.566,55.640,63.567,34.412,30.153,28.224,28.839,27.102,27.360,23.858,26.106,28.879,24.675
96,26.042,25.981,28.062,41.724,25.525,29.428,28.396,32.402,32.493,50.834,26.765,40.403,26.790,24.331,28.388,28.300,28.098,27.590,55.055,179.855,89.305,96.826,42.888,54.969,62.967,34.503,30.255,28.098,28.685,26.682,27.201,23.854,26.054,29.018,24.420
