 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35
1,24.364,24.442,23.984,38.739,24.506,23.674,23.877,29.518,28.518,29.604,25.747,27.389,24.666,22.913,24.725,27.643,25.869,26.037,51.952,127.864,51.973,39.009,39.600,28.400,29.739,32.053,24.513,25.467,27.351,24.768,23.786,22.708,26.164,26.436,24.562
2,24.247,24.153,24.016,38.408,24.443,23.724,23.791,29.400,28.496,29.575,25.832,27.098,24.588,23.056,24.672,27.667,25.841,26.022,52.151,126.188,51.950,39.175,39.680,28.502,29.853,31.482,24.694,25.455,27.260,24.686,23.592,22.729,26.188,26.594,24.493
3,24.175,24.215,24.005,38.598,24.362,23.620,23.870,29.246,28.321,29.628,25.876,26.963,24.596,23.026,24.687,27.473,25.911,25.924,52.317,125.482,51.624,38.891,39.754,28.436,29.547,31.404,24.631,25.425,27.277,24.679,23.580,22.600,26.369,26.559,24.423
4,24.060,24.049,23.991,38.638,24.437,23.609,23.779,29.247,28.463,29.768,25.733,26.538,24.532,22.851,24.735,27.560,25.821,25.573,51.871,124.825,51.190,39.009,39.799,28.453,29.543,31.263,24.638,25.485,27.324,24.682,23.503,22.785,26.300,26.597,24.529
5,24.219,24.144,24.140,38.446,24.419,23.666,23.827,29.199,28.624,29.402,25.577,26.525,24.461,22.882,24.722,27.466,25.918,25.822,52.173,124.325,51.285,38.683,39.551,28.418,29.592,31.409,24.718,25.263,27.228,24.641,23.407,22.694,26.326,26.605,24.478
6,24.126,24.394,23.840,38.316,24.372,23.591,23.678,29.232,28.531,29.645,25.747,26.434,24.481,22.956,24.548,27.439,25.893,26.105,52.144,123.553,50.593,38.826,39.780,28.342,29.339,31.371,24.682,25.567,27.274,24.690,23.231,22.806,26.216,26.410,24.520
7,24.070,24.215,23.979,38.257,24.424,23.648,23.646,29.065,28.423,29.795,25.833,26.105,24.427,22.962,24.440,27.433,25.807,26.014,52.060,122.506,50.469,38.847,39.466,28.622,29.584,31.018,24.687,25.319,27.145,24.713,23.313,22.640,26.258,26.642,24.551
8,24.071,24.104,23.835,37.979,24.325,23.501,23.705,29.041,28.335,29.571,25.681,26.137,24.531,22.946,24.545,27.567,25.970,25.869,51.775,121.780,50.429,38.866,39.710,28.489,29.518,31.088,24.667,25.559,27.203,24.706,23.198,22.552,26.357,26.562,24.434
9,23.972,24.157,23.793,38.147,24.421,23.710,23.618,28.895,28.321,29.468,25.832,26.067,24.505,22.931,24.426,27.489,25.854,25.902,52.481,120.604,49.980,38.500,39.597,28.551,29.388,30.707,24.655,25.599,27.230,24.543,23.177,22.715,26.237,26.465,24.608
10,24.024,24.176,23.906,38.204,24.435,23.592,23.491,29.021,28.424,29.289,25.842,26.014,24.519,22.836,24.251,27.598,25.909,25.941,51.724,120.134,49.748,38.470,39.655,28.431,29.388,30.846,24.589,25.523,27.117,24.668,23.070,22.598,26.394,26.494,24.321
11,24.003,24.146,23.787,37.728,24.466,23.448,23.657,28.991,28.440,29.499,25.504,25.975,24.494,22.926,24.372,27.595,25.781,25.983,51.974,121.723,49.744,38.438,40.140,28.573,29.392,30.538,24.420,25.579,27.171,24.601,23.109,22.577,26.507,26.393,24.352
12,24.236,24.273,23.645,38.155,24.276,23.612,23.693,29.135,28.499,29.615,25.446,25.961,24.553,22.931,24.599,27.681,25.897,25.859,51.629,129.086,49.622,38.379,40.085,29.538,31.314,31.407,24.723,25.553,27.380,24.532,23.377,22.721,26.430,26.548,24.542
13,23.931,24.076,23.695,38.027,24.356,23.440,23.747,28.877,28.289,29.647,25.869,26.268,24.660,22.882,24.684,27.393,25.785,25.942,51.674,137.689,49.810,38.536,39.799,31.907,33.437,31.402,24.809,25.431,27.647,24.579,23.641,22.631,26.272,26.585,24.434
14,23.978,24.171,23.818,37.981,24.397,23.592,23.692,28.749,28.185,29.469,25.737,26.252,24.549,22.810,24.503,27.518,25.713,25.886,51.907,137.024,49.610,38.326,39.792,30.898,32.592,31.230,24.909,25.401,27.620,24.637,23.920,22.783,26.291,26.498,24.608
15,24.028,24.167,23.657,38.075,24.506,23.502,23.566,28.765,28.411,29.621,25.695,26.380,24.668,22.792,24.412,27.453,25.858,25.764,51.910,138.860,49.824,38.379,39.782,30.084,31.616,31.657,24.634,25.721,27.794,24.777,23.648,22.433,26.392,26.733,24.544
16,24.067,24.130,23.814,37.960,24.410,23.539,23.589,28.856,28.289,29.358,25.880,26.180,24.424,22.918,24.562,27.515,25.817,25.746,51.688,139.405,49.175,37.858,39.754,30.147,31.608,31.472,24.655,25.449,27.505,24.568,23.552,22.773,26.502,26.461,24.436
17,24.003,24.206,23.691,37.803,24.506,23.547,23.574,28.769,28.370,29.448,25.722,26.168,24.459,22.818,24.441,27.473,25.928,25.832,52.121,135.789,49.027,38.487,39.472,29.449,31.131,31.707,24.665,25.465,27.647,24.641,23.405,22.633,26.540,26.472,24.509
18,23.901,24.139,23.755,37.949,24.318,23.502,23.622,28.787,28.405,29.677,25.787,26.140,24.429,23.095,24.349,27.448,25.986,25.883,51.607,134.255,48.903,38.251,39.597,29.898,30.878,31.816,24.603,25.671,27.514,24.588,23.490,22.660,26.319,26.327,24.699
19,24.058,24.236,23.775,38.080,24.376,23.489,23.542,28.680,28.241,29.592,25.665,25.921,24.494,22.787,24.469,27.485,25.875,25.853,51.722,132.606,48.596,37.898,39.619,29.378,31.049,31.558,24.640,25.601,27.498,24.452,23.391,22.527,26.317,26.570,24.513
20,24.059,24.139,23.712,37.812,24.393,23.551,23.451,28.569,28.252,29.516,25.556,25.748,24.558,22.754,24.547,27.504,25.886,25.917,51.463,131.005,48.848,37.991,39.583,28.964,30.857,31.955,24.540,25.309,27.392,24.599,23.315,22.635,26.406,26.513,24.361
21,23.892,24.157,23.719,37.614,24.382,23.514,23.539,28.598,28.329,29.436,25.554,25.851,24.432,22.833,24.397,27.323,25.751,25.849,51.915,130.155,48.307,37.904,39.714,29.013,30.265,31.997,24.556,25.224,27.404,24.445,23.227,22.642,26.453,26.447,24.420
22,24.019,24.132,23.830,37.967,24.457,23.465,23.588,28.615,28.367,29.396,25.785,25.778,24.536,22.828,24.469,27.374,25.802,25.812,52.056,129.916,48.032,37.768,39.949,28.996,30.620,31.914,24.662,25.409,27.503,24.559,23.276,22.594,26.380,26.399,24.454
23,23.856,24.174,23.613,37.837,24.278,23.446,23.566,28.720,28.404,29.604,25.586,25.615,24.419,22.687,24.450,27.502,25.879,25.898,51.653,128.387,48.085,37.708,39.428,28.653,30.082,31.533,24.589,25.483,27.540,24.405,23.201,22.575,26.446,26.605,24.491
24,23.882,24.359,23.708,37.743,24.488,23.483,23.549,28.554,28.297,29.461,25.636,25.643,24.481,22.772,24.362,27.445,25.928,25.858,51.861,126.998,47.848,37.908,39.301,28.791,30.086,31.851,24.494,25.423,27.385,24.479,23.084,22.640,26.324,26.421,24.416
25,23.767,24.130,23.618,37.680,24.259,23.498,23.519,28.541,28.309,29.575,25.625,25.844,24.456,22.923,24.416,27.400,25.765,25.812,51.724,126.232,47.569,37.779,39.523,28.804,30.314,31.649,24.487,25.313,27.489,24.535,23.141,22.581,26.592,26.452,24.440
26,23.899,23.847,23.746,37.580,24.413,23.499,23.455,28.563,28.222,29.526,25.502,25.662,24.559,22.931,24.536,27.600,25.908,25.815,51.458,126.302,47.747,37.923,39.239,28.902,30.159,31.846,24.567,25.343,27.323,24.388,23.082,22.490,26.181,26.289,24.476
27,23.770,24.266,23.700,37.575,24.441,23.318,23.438,28.539,28.411,29.511,25.520,25.578,24.484,22.605,24.339,27.811,25.837,25.624,51.754,124.330,47.707,37.828,39.400,28.449,30.371,31.753,24.552,25.353,27.487,24.508,23.088,22.754,26.131,26.441,24.513
28,23.872,24.118,23.642,37.895,24.484,23.374,23.499,28.574,28.424,29.392,25.695,25.595,24.294,22.679,24.538,27.482,25.912,25.805,51.592,123.778,47.651,37.675,39.345,28.560,30.245,31.722,24.540,25.263,27.395,24.570,23.023,22.506,26.277,26.395,24.398
29,23.903,24.139,23.741,37.431,24.407,23.245,23.420,28.533,28.214,29.471,25.692,25.669,24.512,22.777,24.377,27.600,25.765,25.915,51.588,122.806,47.343,37.883,39.305,28.320,29.759,31.987,24.631,25.407,27.318,24.327,22.962,22.469,26.390,26.577,24.487
30,24.343,24.340,23.734,37.665,24.496,23.332,23.632,28.491,28.265,29.598,25.552,25.856,24.525,22.810,24.324,27.442,25.863,25.861,51.636,127.860,48.311,38.089,39.939,30.080,32.110,32.152,24.675,25.485,27.353,24.719,23.067,22.802,26.477,26.496,24.544
31,24.444,24.389,23.810,37.621,24.356,23.440,23.916,28.507,28.123,29.690,25.728,25.979,24.512,23.013,24.577,27.552,25.946,25.846,51.783,144.300,53.627,38.600,39.962,35.756,38.020,32.727,24.786,25.693,27.519,25.100,23.149,22.833,26.505,26.555,24.303
32,24.331,24.102,23.628,37.706,24.532,23.365,23.791,28.375,28.204,29.599,25.679,25.902,24.471,22.705,24.586,27.521,25.787,25.995,52.241,157.698,58.138,38.591,39.864,38.036,41.241,32.699,25.027,25.836,27.726,25.100,23.486,22.781,26.523,26.596,24.405
33,24.194,24.067,23.681,37.245,24.409,23.374,23.714,28.538,28.373,29.591,25.832,25.848,24.599,22.769,24.386,27.641,25.849,25.980,52.475,167.520,56.187,38.626,39.739,40.702,42.437,32.859,24.811,25.842,27.622,25.336,23.794,22.775,26.312,26.239,24.489
34,24.101,24.197,23.744,37.543,24.453,23.285,23.614,28.400,28.148,29.554,25.720,25.825,24.431,22.831,24.427,27.489,25.890,25.944,52.597,177.908,54.249,38.338,40.114,38.907,42.245,33.093,24.967,25.868,27.776,25.385,24.101,22.915,26.413,26.610,24.431
35,24.111,24.032,23.638,37.365,24.303,23.462,23.524,28.367,28.329,29.426,25.683,25.690,24.492,22.782,24.654,27.492,25.972,25.714,52.109,181.358,53.671,38.091,39.400,39.267,41.049,33.417,24.760,25.912,27.769,25.082,24.150,22.610,26.580,26.485,24.268
36,24.122,24.211,23.740,37.266,24.284,23.263,23.573,28.592,28.467,29.402,25.586,25.970,24.472,22.777,24.378,27.659,25.867,25.873,52.526,191.640,53.050,38.126,39.716,37.978,40.122,32.710,24.773,25.990,27.778,25.403,23.909,22.825,26.192,26.331,24.252
37,23.968,24.058,23.695,37.370,24.544,23.266,23.611,28.363,28.321,29.441,25.794,25.646,24.388,23.092,24.403,27.451,25.972,26.014,52.451,195.555,52.869,38.349,39.653,36.142,39.249,33.154,24.576,25.597,27.836,25.180,23.987,22.771,26.249,26.445,24.445
38,23.827,23.917,23.807,37.185,24.350,23.346,23.592,28.485,28.507,29.474,25.645,25.722,24.518,22.805,24.485,27.712,25.919,25.898,52.507,191.070,52.117,38.111,39.695,36.431,37.955,33.348,24.787,25.850,27.879,25.125,23.750,22.742,26.221,26.489,24.436
39,23.954,24.271,23.701,37.255,24.499,23.316,23.527,28.384,28.376,29.353,25.810,25.753,24.359,23.000,24.217,27.485,26.035,25.841,52.368,187.000,51.725,37.945,39.178,35.671,37.510,33.374,24.611,25.864,27.712,24.775,23.674,22.688,25.977,26.605,24.347
40,23.999,24.130,23.731,37.235,24.421,23.321,23.633,28.354,28.278,29.446,25.710,25.634,24.428,22.974,24.403,27.686,25.684,25.832,52.315,183.030,51.706,37.679,39.261,35.204,36.465,33.485,24.725,25.627,27.802,24.915,23.508,22.598,26.207,26.263,24.398
41,23.821,24.266,23.659,37.205,24.385,23.213,23.578,28.483,28.313,29.524,25.771,25.680,24.427,22.756,24.487,27.501,25.812,25.895,52.472,180.396,51.285,37.566,39.413,34.729,36.339,33.432,24.688,25.766,27.801,24.942,23.574,22.652,26.077,26.461,24.513
42,23.888,24.171,23.667,37.215,24.515,23.226,23.595,28.379,28.144,29.578,25.604,25.753,24.459,22.813,24.510,27.544,26.038,25.934,51.875,178.921,50.678,37.732,39.485,33.751,36.408,33.280,24.750,25.457,27.783,24.949,23.421,22.660,26.420,26.665,24.493
43,23.778,24.234,23.745,37.138,24.378,23.292,23.461,28.325,28.415,29.512,25.651,25.741,24.262,22.928,24.490,27.353,25.962,25.856,52.181,176.175,50.581,37.574,39.083,33.942,35.420,33.268,24.579,25.539,27.788,24.951,23.272,22.592,26.096,26.540,24.392
44,23.884,24.104,23.694,37.340,24.478,23.346,23.441,28.327,28.230,29.379,25.633,25.634,24.521,22.903,24.430,27.360,26.033,25.695,52.195,173.935,50.033,37.600,39.218,33.920,35.359,33.477,24.458,25.701,27.673,24.989,23.240,22.679,26.141,26.480,24.489
45,23.815,23.896,23.718,37.215,24.421,23.412,23.523,28.427,28.309,29.411,25.733,25.651,24.458,22.936,24.424,27.577,25.942,25.880,51.868,171.923,50.181,37.643,39.186,33.391,35.147,33.460,24.762,25.487,27.533,24.978,23.267,22.600,26.061,26.601,24.445
46,23.753,24.046,23.703,37.027,24.497,23.349,23.495,28.304,28.148,29.525,25.699,25.629,24.481,22.844,24.457,27.529,25.987,25.910,51.833,170.222,50.158,37.581,39.121,33.000,34.616,33.470,24.723,25.537,27.626,24.866,23.109,22.581,26.244,26.279,24.447
47,23.840,23.956,23.671,37.311,24.369,23.236,23.550,28.314,28.265,29.552,25.645,25.490,24.476,22.751,24.329,27.608,25.839,25.603,51.826,168.061,49.766,37.674,39.261,32.702,34.453,33.424,24.618,25.387,27.460,24.811,22.927,22.625,26.293,26.480,24.584
48,23.815,24.111,23.737,36.995,24.351,23.229,23.519,28.348,28.191,29.501,25.722,25.629,24.511,22.887,24.301,27.638,25.892,25.692,51.769,166.572,49.269,37.685,39.326,32.551,33.914,33.275,24.512,25.347,27.532,24.610,23.113,22.460,26.106,26.583,24.478
49,23.737,24.069,23.694,37.115,24.454,23.129,23.556,28.192,28.265,29.519,25.523,25.601,24.358,22.692,24.342,27.614,25.856,25.644,51.690,164.421,49.396,37.504,39.011,32.022,33.804,33.273,24.611,25.479,27.578,24.735,23.026,22.388,26.115,26.347,24.303
50,23.718,24.090,23.474,37.171,24.474,23.263,23.339,28.386,28.187,29.351,25.620,25.651,24.338,22.600,24.304,27.623,26.023,25.717,51.783,162.710,49.229,37.262,39.006,31.787,33.649,33.533,24.670,25.459,27.504,25.040,22.949,22.388,26.028,26.239,24.338
51,23.833,24.194,23.576,37.155,24.393,23.303,23.602,28.172,28.174,29.432,25.647,25.475,24.429,22.841,24.532,27.456,25.821,25.875,51.290,162.126,48.803,37.472,39.138,31.693,33.237,33.255,24.543,25.461,27.352,24.978,22.969,22.683,26.185,26.217,24.345
52,23.711,24.157,23.790,37.372,24.268,23.226,23.479,28.234,28.257,29.220,25.590,25.737,24.548,22.831,24.539,27.410,25.811,25.832,51.569,160.223,48.929,37.266,39.004,31.716,33.253,33.129,24.465,25.669,27.338,24.693,22.905,22.454,26.207,26.347,24.553
53,23.706,23.914,23.805,37.333,24.500,23.232,23.523,28.065,28.078,29.475,25.624,25.627,24.529,22.721,24.347,27.317,25.690,26.002,51.394,158.576,48.396,37.317,39.136,31.373,32.898,33.159,24.536,25.435,27.448,24.590,22.858,22.646,26.092,26.200,24.502
54,24.052,24.134,23.619,36.967,24.409,23.180,23.419,28.191,28.273,29.438,25.647,25.522,24.508,22.867,24.222,27.646,25.839,25.653,51.824,158.391,48.827,37.142,39.078,31.747,32.645,32.985,24.624,25.397,27.359,24.601,22.813,22.571,26.322,26.287,24.449
55,24.397,24.204,23.579,37.197,24.228,23.303,23.598,28.305,28.203,29.476,25.737,25.513,24.516,22.859,24.477,27.379,25.841,25.727,51.824,167.086,52.354,38.081,39.619,33.489,34.939,32.962,24.689,25.515,27.421,24.924,22.858,22.744,26.265,26.577,24.350
56,25.948,24.498,24.520,37.532,24.601,23.439,24.297,29.205,28.544,29.800,25.697,26.247,24.973,23.274,24.918,27.485,25.946,25.961,51.840,177.618,59.158,39.708,40.331,38.364,40.649,33.609,24.618,25.878,27.633,25.316,23.190,22.763,26.486,26.432,24.352
57,27.620,25.116,25.874,39.074,24.526,23.874,25.138,30.637,28.807,29.931,25.841,27.856,25.335,23.744,25.526,27.633,26.001,25.892,52.076,183.520,62.126,40.296,40.383,37.316,39.784,33.273,24.679,26.100,27.686,25.561,23.277,23.002,26.408,26.493,24.469
58,28.339,25.512,25.955,39.807,24.582,23.891,25.456,30.578,28.967,30.252,25.977,28.716,25.698,24.269,25.800,27.694,26.054,26.305,51.998,189.450,60.659,40.579,40.089,35.756,38.098,33.288,24.640,26.114,27.627,25.679,23.348,23.008,26.563,26.627,24.538
59,28.933,25.704,26.388,40.623,24.571,24.050,25.965,31.007,29.348,30.536,25.934,29.485,26.006,24.508,26.078,27.799,26.087,26.363,52.188,193.429,60.018,41.651,40.576,36.458,39.510,33.268,24.763,26.024,27.728,25.849,23.330,23.304,26.479,26.614,24.378
60,29.599,26.664,27.069,42.311,24.853,24.195,26.604,31.437,29.646,31.403,26.102,31.128,26.755,24.969,26.500,27.958,26.170,26.102,52.299,201.853,60.287,43.925,40.161,36.378,39.829,33.639,24.739,26.088,27.847,25.748,23.185,23.358,26.704,26.586,24.299
61,30.337,26.556,27.662,45.506,24.846,24.445,27.335,32.150,29.573,31.847,26.254,32.228,27.111,25.687,26.900,28.112,26.238,26.086,52.320,204.810,59.501,44.409,40.547,36.889,39.506,33.715,24.755,26.128,27.796,25.659,23.216,23.423,26.772,26.491,24.631
62,31.076,27.373,27.871,45.960,25.387,24.773,27.863,32.315,29.943,32.090,26.113,32.961,27.435,25.610,27.219,28.590,26.339,26.397,52.373,208.932,58.792,45.179,41.153,36.916,39.849,33.750,24.809,26.447,27.804,25.699,23.286,23.679,26.789,26.676,24.471
63,31.397,27.539,28.596,47.136,25.604,24.706,28.451,32.910,30.155,32.468,26.260,34.222,27.538,26.013,27.679,29.182,26.517,26.495,52.407,211.517,58.971,46.600,40.727,36.364,39.237,33.861,24.797,26.455,27.892,25.811,23.267,23.527,26.883,26.719,24.316
64,31.424,27.505,28.737,49.031,25.779,25.191,28.741,33.169,30.558,33.472,26.086,35.254,28.181,26.377,27.988,29.440,26.648,26.229,52.498,213.024,59.583,47.217,40.956,37.084,39.829,34.131,24.739,26.379,27.978,25.884,23.370,23.683,26.850,26.722,24.500
65,32.077,27.935,29.344,50.476,25.784,25.474,29.095,33.534,30.912,34.425,26.366,35.944,28.668,26.777,28.363,29.687,26.569,26.361,52.738,217.681,63.097,48.743,41.364,36.684,39.502,34.520,24.712,26.449,28.001,25.831,23.452,23.558,26.723,26.511,24.336
66,32.121,28.009,29.433,52.200,26.022,25.445,29.809,33.934,30.939,34.844,26.346,36.133,28.879,26.854,28.525,30.231,26.942,26.512,52.583,221.618,69.179,50.377,41.341,36.040,38.927,34.831,24.835,26.451,27.917,26.394,23.373,23.721,26.824,26.585,24.504
67,32.184,28.014,29.451,52.754,26.287,25.347,29.783,33.807,30.689,34.818,26.253,36.131,28.862,27.154,28.406,30.727,26.907,26.475,52.370,225.276,70.011,50.632,40.712,35.342,38.551,34.773,24.816,26.487,27.897,26.209,23.681,23.763,26.498,26.836,24.431
68,31.874,28.007,29.496,52.989,27.091,25.399,29.997,33.895,30.525,34.911,26.127,35.958,28.859,27.228,28.312,32.131,26.953,26.834,52.817,227.504,67.379,51.674,40.748,34.711,37.886,34.859,24.891,26.641,27.983,26.310,23.812,23.860,26.876,26.711,24.394
69,31.823,27.655,29.294,54.721,27.125,25.774,30.097,34.059,30.565,35.017,26.081,35.965,29.183,27.108,28.433,32.709,26.907,26.924,52.509,227.518,66.373,51.011,40.860,34.640,37.176,34.417,24.780,26.435,28.058,26.212,24.017,23.542,26.761,26.893,24.478
70,31.913,27.755,29.323,55.069,27.038,26.041,29.841,34.127,30.231,34.423,26.292,35.289,29.080,27.023,28.256,32.877,27.047,27.280,52.789,227.885,65.868,51.525,40.979,34.044,36.588,34.404,24.688,26.228,27.827,26.134,24.069,23.583,26.732,26.667,24.425
71,31.483,27.829,29.327,54.213,26.976,25.870,29.783,34.415,30.089,33.898,26.195,34.673,29.240,27.221,28.283,32.561,27.065,26.971,52.370,228.927,64.947,51.562,40.072,33.476,36.041,34.482,24.742,26.160,28.098,26.138,24.005,23.471,26.840,26.535,24.558
72,31.556,27.410,29.413,54.645,26.571,25.985,29.914,34.499,29.769,33.897,26.172,34.702,29.275,27.154,28.260,32.138,27.140,26.683,52.407,228.426,65.033,51.777,40.653,33.142,35.837,34.470,24.757,26.483,27.867,25.822,23.874,23.500,26.563,26.693,24.513
73,31.290,27.363,29.162,55.752,26.379,25.978,29.942,34.518,29.786,33.601,26.194,35.124,29.629,27.069,28.295,32.033,27.262,26.400,52.363,226.204,63.634,52.642,40.074,33.147,36.057,34.515,24.540,25.900,27.818,25.958,23.953,23.154,26.498,26.695,24.493
74,30.734,26.970,29.130,56.357,26.725,26.031,29.831,35.087,29.721,33.392,26.133,34.858,29.435,27.128,28.326,32.495,26.965,26.388,52.194,224.576,62.818,52.285,40.242,32.382,34.918,33.987,24.630,26.232,27.920,25.924,23.753,23.429,26.568,26.634,24.347
75,30.604,26.660,28.825,55.727,26.132,25.941,29.893,34.637,29.635,33.107,26.185,34.609,29.165,26.997,28.256,31.451,26.821,26.225,51.977,222.908,62.162,51.613,40.070,32.698,34.612,34.063,24.709,26.102,27.779,25.717,23.619,23.446,26.509,26.643,24.493
76,29.940,26.484,28.439,55.116,25.587,26.109,29.651,34.584,29.463,32.567,26.073,34.033,28.947,26.421,27.785,30.892,26.647,26.300,52.048,221.274,62.531,50.577,40.085,32.218,34.820,33.917,24.660,25.794,27.725,25.621,23.477,23.329,26.467,26.414,24.442
77,29.896,26.148,28.200,53.998,25.450,26.127,29.400,34.464,29.365,32.551,26.108,33.429,28.755,26.456,27.894,30.280,26.580,26.325,51.732,219.141,61.845,49.981,39.780,31.987,34.502,33.571,24.594,26.084,27.596,25.396,23.403,23.152,26.270,26.419,24.551
78,29.675,25.988,28.215,54.425,25.121,26.022,29.263,34.316,29.274,32.385,25.857,33.296,28.752,26.187,27.374,29.907,26.580,26.095,51.921,218.297,60.165,49.494,40.034,31.404,34.155,33.669,24.611,25.609,27.686,25.290,23.220,23.119,26.521,26.369,24.553
79,29.324,25.954,27.899,54.386,24.860,25.911,29.086,34.679,29.230,31.847,26.039,33.011,28.489,26.164,27.202,29.297,26.331,26.190,51.697,215.988,59.936,49.543,40.004,30.871,34.143,33.316,24.685,25.880,27.528,25.472,23.136,23.273,26.472,26.658,24.197
80,28.923,25.410,27.592,53.692,24.822,26.053,29.021,34.664,29.123,31.484,25.814,32.334,28.484,26.131,27.264,29.316,26.375,26.039,51.907,214.506,59.171,48.892,39.922,31.124,33.494,32.896,24.484,25.782,27.522,25.501,23.241,22.900,26.354,26.568,24.473
81,28.801,25.243,27.311,52.962,24.849,25.934,28.741,34.167,28.952,31.454,25.950,32.564,28.230,25.631,26.798,29.191,26.344,25.961,51.732,212.754,58.995,48.877,39.824,31.311,33.367,33.268,24.660,25.838,27.518,25.292,23.175,23.033,26.512,26.592,24.487
82,28.343,25.155,27.032,52.363,24.797,25.802,28.365,33.793,28.801,31.298,25.731,31.632,27.776,25.367,26.638,28.710,26.270,26.003,51.907,211.356,57.907,48.257,39.358,30.778,33.016,33.101,24.512,25.641,27.547,25.131,23.058,22.871,26.324,26.397,24.369
83,27.801,24.894,26.519,51.493,24.413,25.455,27.994,33.308,28.777,31.153,25.934,31.317,27.381,25.051,26.359,28.575,26.127,25.975,51.940,210.473,57.263,47.491,39.250,30.564,32.518,33.182,24.576,25.599,27.591,25.232,23.025,23.000,26.326,26.605,24.383
84,27.360,24.944,26.247,51.089,24.787,25.601,27.840,33.171,28.879,30.989,25.719,30.632,27.340,24.779,26.346,28.326,26.051,25.898,51.546,209.426,56.976,46.506,39.746,30.524,32.759,32.919,24.648,25.545,27.538,25.042,23.128,22.823,26.364,26.224,24.493
85,27.199,24.954,25.957,50.131,24.510,25.437,27.624,32.870,28.550,30.695,25.703,29.944,27.080,24.638,25.873,28.273,26.066,25.907,51.972,207.377,56.367,45.768,39.739,30.484,32.494,32.591,24.448,25.493,27.480,25.269,22.904,22.744,26.317,26.504,24.546
86,26.909,24.859,25.692,49.896,24.529,25.312,27.203,32.385,28.764,30.604,25.710,29.623,26.971,24.618,25.727,28.215,26.059,26.005,51.773,205.558,56.249,45.266,39.371,30.382,32.110,32.563,24.451,25.467,27.581,25.125,22.878,22.683,26.289,26.471,24.487
87,26.536,24.729,25.461,49.117,24.516,25.467,26.838,32.162,28.555,30.637,25.769,29.079,26.611,24.356,25.526,27.964,25.907,25.722,51.597,204.555,55.593,44.502,39.430,30.253,31.857,32.126,24.645,25.369,27.460,24.993,22.938,22.819,26.261,26.533,24.345
88,26.321,24.590,25.432,48.687,24.604,25.115,26.454,32.060,28.687,30.448,25.805,28.552,26.367,23.841,25.396,27.882,25.886,25.863,51.512,203.372,55.193,44.472,39.415,30.107,31.743,32.336,24.492,25.455,27.362,24.964,22.885,22.733,26.059,26.656,24.372
89,26.288,24.583,25.138,48.481,24.490,25.012,26.371,31.876,28.592,30.312,25.686,28.215,26.392,24.033,25.141,27.951,25.828,25.829,51.222,201.220,54.442,44.085,39.464,29.920,31.686,32.374,24.519,25.435,27.276,24.670,22.947,22.837,26.136,26.410,24.217
90,25.845,24.618,25.046,47.983,24.590,24.786,26.091,31.668,28.571,30.479,25.647,28.158,26.193,23.754,25.063,27.735,26.010,25.842,51.644,199.731,54.259,43.655,39.436,29.738,31.510,32.245,24.583,25.303,27.485,25.067,22.881,22.608,26.265,26.561,24.363
91,25.630,24.657,24.868,47.726,24.540,24.737,25.893,31.506,28.534,30.170,25.815,27.543,26.063,23.826,24.921,27.872,25.840,25.946,51.243,198.513,53.980,42.864,39.672,29.831,31.298,32.101,24.416,25.379,27.332,24.724,22.921,22.583,26.401,26.404,24.354
92,25.626,24.424,24.740,46.959,24.381,24.752,25.671,31.346,28.402,30.175,25.520,27.408,25.953,23.605,24.874,27.813,26.047,25.876,51.533,196.967,53.392,42.913,39.231,29.991,31.176,31.763,24.479,25.489,27.401,24.978,22.852,22.677,26.214,26.498,24.549
93,25.345,24.225,24.773,46.946,24.381,24.586,25.430,30.985,28.402,30.227,25.640,27.221,25.740,23.533,24.851,27.463,25.884,25.753,51.285,195.162,53.077,42.083,39.324,29.449,31.057,31.753,24.441,25.311,27.397,24.911,22.767,22.725,25.979,26.364,24.305
94,25.241,24.213,24.527,46.790,24.463,24.792,25.254,30.887,28.496,29.838,25.600,26.804,25.603,23.528,24.891,27.648,25.870,25.800,51.359,193.658,52.856,42.191,39.163,29.569,30.857,31.737,24.278,25.257,27.420,24.840,22.764,22.692,26.272,26.263,24.356
95,25.054,24.252,24.499,45.970,24.400,24.462,25.297,30.813,28.274,30.069,25.620,26.716,25.524,23.272,24.788,27.759,25.809,25.876,50.972,192.534,52.674,41.943,38.858,29.333,31.024,31.470,24.467,25.327,27.344,24.690,22.824,22.702,26.082,26.401,24.425
96,24.855,24.354,24.281,45.654,24.363,24.629,24.986,30.707,28.343,30.066,25.633,26.497,25.364,23.372,24.642,27.620,25.892,25.969,51.261,191.585,52.263,41.528,39.072,29.004,30.527,31.384,24.353,25.353,27.326,24.826,22.736,22.510,26.035,26.544,24.175
97,24.909,24.264,24.268,45.376,24.487,24.523,24.957,30.475,28.239,29.996,25.611,26.366,25.218,23.303,24.802,27.852,25.863,25.866,50.917,189.773,52.164,41.092,39.059,29.187,30.335,31.116,24.391,25.451,27.265,24.710,22.988,22.525,26.040,26.382,24.471
