 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34
1,18.356,26.087,24.815,13.311,23.446,22.924,18.515,11.995,12.271,13.976,12.757,11.820,15.347,13.405,12.367,11.875,11.971,10.110,10.145,10.826,12.690,13.703,12.020,12.025,13.502,14.103,12.708,12.061,11.726,10.951,14.280,16.902,10.340,12.240
2,18.457,26.695,24.964,13.378,23.465,23.879,18.914,12.299,12.584,14.338,13.013,11.889,15.666,14.171,12.670,11.949,12.056,10.276,10.379,11.091,12.871,13.665,12.302,12.163,13.780,14.513,12.816,12.340,11.975,11.127,14.504,17.071,10.534,12.607
3,18.159,26.508,28.140,13.444,24.069,24.025,20.301,12.283,12.555,14.344,12.960,11.736,16.007,14.751,12.802,12.018,12.116,10.322,10.292,11.374,12.920,13.735,12.096,12.148,13.833,15.251,12.932,12.295,11.923,11.175,14.461,17.215,10.556,12.863
4,21.003,26.561,31.031,13.783,26.044,23.992,22.232,12.596,12.489,14.153,13.029,13.481,15.904,14.423,13.016,12.085,11.959,10.416,10.393,11.940,12.936,13.581,12.186,12.166,13.919,15.854,12.908,12.868,12.002,11.127,14.461,17.884,10.843,13.210
5,21.983,26.136,34.701,14.059,26.646,24.051,22.121,13.878,12.509,14.288,12.996,14.816,15.815,14.499,13.035,12.257,12.051,10.522,10.407,11.962,12.960,13.514,12.184,12.668,13.961,16.044,12.765,13.010,11.986,11.090,14.496,18.325,11.192,13.284
6,22.133,25.759,37.907,13.941,26.882,23.909,22.056,14.579,12.408,14.163,12.985,14.384,15.627,14.866,13.142,12.149,12.053,10.595,10.326,12.045,13.017,13.538,12.082,12.693,13.868,16.018,12.732,12.976,12.004,11.188,14.327,18.656,11.333,13.154
7,25.196,26.305,38.544,15.023,26.923,23.801,22.252,14.984,12.294,14.181,13.131,15.103,15.462,14.352,13.135,12.137,12.153,10.656,10.543,12.211,12.949,13.584,12.082,12.601,13.873,16.033,12.934,13.800,11.930,11.143,14.426,18.742,11.519,13.494
8,24.169,25.995,38.328,14.694,26.332,23.985,22.054,14.827,12.447,14.215,13.234,14.652,15.598,14.345,13.098,12.032,12.099,10.536,10.521,12.347,13.022,13.405,12.029,12.364,13.883,15.777,13.184,13.526,12.040,11.147,14.294,18.683,11.278,13.427
9,22.973,25.473,39.219,14.033,25.877,23.829,22.499,14.534,12.285,14.162,13.272,14.242,15.848,14.993,13.198,12.018,12.094,10.500,10.471,12.117,12.945,13.448,12.098,12.386,13.826,16.182,14.019,13.024,12.014,11.071,14.385,18.696,11.097,13.384
10,21.704,25.180,38.463,13.804,25.329,23.785,23.170,14.169,12.347,14.070,13.238,13.817,15.763,14.521,13.140,12.091,12.143,10.495,10.435,12.162,12.923,13.521,11.992,12.138,13.824,16.190,13.696,12.812,11.912,11.132,14.312,18.614,10.868,13.313
11,20.691,24.769,38.651,13.559,24.365,23.823,22.550,13.903,12.287,14.157,13.106,13.447,15.754,14.232,13.165,11.968,12.070,10.421,10.354,12.079,12.852,13.390,12.002,12.144,13.775,16.315,13.355,12.531,11.993,11.087,14.233,18.465,10.925,13.137
12,19.902,24.433,37.938,13.347,23.913,23.813,21.649,13.622,12.254,14.025,13.086,13.214,15.664,14.570,13.179,11.968,12.092,10.334,10.334,12.060,12.647,13.371,12.045,12.119,13.843,16.197,13.200,12.406,11.968,11.109,14.050,18.392,10.675,13.131
13,19.323,24.045,37.670,13.260,24.449,23.801,20.916,13.375,12.276,14.191,13.200,12.966,15.895,14.784,13.056,12.036,12.303,10.306,10.407,11.883,12.715,13.263,12.035,12.057,13.812,16.523,13.280,12.226,11.970,11.048,14.140,18.414,10.576,12.989
14,18.736,23.627,38.078,13.242,26.027,23.795,21.050,13.205,12.225,15.661,13.806,12.759,16.831,16.574,13.863,11.956,14.123,10.275,10.390,11.694,12.735,13.397,12.024,12.103,13.747,16.862,14.009,12.255,11.907,11.061,14.201,18.571,10.611,13.230
15,18.302,23.487,36.691,13.202,26.008,23.540,20.324,13.016,12.258,16.308,13.700,12.508,16.735,16.189,13.651,11.962,13.751,10.266,10.398,11.509,12.675,13.326,12.053,12.082,13.764,16.390,13.779,12.109,11.904,11.078,14.300,18.511,10.700,13.011
16,17.962,23.155,35.492,13.005,25.732,23.662,19.805,12.800,12.465,16.010,13.511,12.328,16.273,15.279,13.412,11.992,13.138,10.216,10.382,11.464,12.628,13.273,12.004,12.038,13.824,16.159,13.320,12.085,11.875,11.024,14.239,18.477,10.731,12.968
17,17.649,23.055,34.290,13.087,24.843,23.626,19.241,12.684,12.597,15.613,13.367,12.198,15.905,15.472,13.184,11.917,12.734,10.234,10.359,11.532,12.592,13.249,11.955,12.967,13.780,16.031,13.125,12.109,11.935,11.076,14.239,18.356,10.682,12.908
18,17.414,22.833,33.812,13.061,24.457,23.727,18.601,12.652,12.646,15.280,13.152,12.052,15.546,15.630,13.170,11.949,12.610,10.276,10.240,11.509,12.599,13.196,11.984,13.324,13.785,15.715,13.085,12.010,11.939,11.050,14.093,18.258,10.885,12.899
19,17.011,22.537,32.855,13.148,24.329,23.535,18.288,12.533,12.591,15.067,13.304,11.880,15.143,15.036,12.867,11.943,12.416,10.279,10.262,11.623,12.484,13.208,12.041,13.077,13.777,15.400,13.946,11.993,11.918,11.060,14.277,18.198,10.700,12.716
20,16.709,22.313,32.026,13.071,23.395,23.647,17.777,12.377,12.604,14.918,13.046,11.780,14.763,15.323,12.907,11.921,12.254,10.273,10.201,11.483,12.552,13.186,11.990,12.692,13.823,15.033,13.861,12.025,11.918,10.993,14.222,17.851,10.735,12.725
21,16.602,22.129,30.753,12.959,22.219,23.495,17.416,12.323,12.746,14.854,13.131,11.630,14.499,15.528,12.828,11.947,12.148,10.243,10.337,11.328,12.431,13.132,12.006,12.499,13.747,14.790,13.595,11.956,11.791,11.010,14.114,17.692,10.779,12.678
22,16.348,21.885,30.316,12.967,21.420,23.700,17.178,12.313,12.843,14.655,13.015,11.484,14.299,14.857,12.681,11.859,12.199,10.278,10.228,11.283,12.483,13.203,12.090,13.615,13.738,14.672,13.235,11.993,11.795,11.035,14.108,17.483,10.614,12.612
23,16.288,21.633,32.715,13.087,20.769,23.629,17.749,12.286,12.775,14.446,12.985,11.522,14.050,14.401,12.453,11.814,12.036,10.210,10.203,11.385,12.549,13.216,12.078,14.084,13.784,15.197,12.988,12.039,11.840,10.957,14.157,17.501,10.706,12.545
24,16.188,21.617,35.819,12.977,20.808,23.541,18.410,12.173,12.892,14.474,13.015,11.350,14.490,14.339,12.465,12.242,12.126,10.206,10.131,11.566,12.442,13.218,11.906,13.551,13.846,16.349,13.094,11.942,11.825,11.010,14.207,17.489,10.592,12.545
25,16.409,21.497,36.157,13.038,22.000,23.508,18.836,12.221,12.894,14.388,12.973,11.492,14.678,15.341,12.756,12.517,12.104,10.186,10.150,11.770,12.563,13.206,11.945,13.215,13.740,16.805,12.842,12.054,11.846,11.122,14.102,17.696,10.687,12.718
26,21.676,21.413,36.665,12.929,22.279,23.495,18.525,12.909,12.989,14.299,12.897,14.005,14.657,14.710,12.812,12.586,12.090,10.460,10.209,11.940,12.493,13.203,11.957,12.804,13.699,17.226,12.833,12.542,11.804,11.080,14.207,17.946,10.695,12.959
27,30.329,21.395,38.594,12.974,22.260,23.551,18.171,14.223,13.080,14.338,12.994,14.145,14.535,14.543,13.156,13.024,12.274,10.627,10.175,11.826,12.644,13.163,11.971,12.582,13.657,17.933,12.793,12.949,11.942,11.061,14.041,17.821,10.940,13.346
28,31.161,21.771,39.105,12.885,24.458,23.474,17.695,14.399,12.886,14.802,13.873,13.752,15.515,17.093,14.826,12.869,13.944,10.764,10.295,11.755,12.723,13.180,12.049,12.441,13.780,18.031,12.833,12.761,11.956,11.079,14.102,17.987,11.004,13.536
29,32.488,22.268,38.741,13.010,25.017,23.488,17.275,14.159,12.896,14.869,13.842,13.458,15.445,16.880,14.805,12.663,13.436,10.835,10.173,11.842,12.634,13.124,12.135,12.295,13.890,17.551,12.725,12.688,11.984,11.035,14.102,18.317,11.309,13.532
30,34.208,23.608,37.971,13.084,24.674,23.581,16.844,13.839,13.104,14.639,13.576,13.102,15.524,16.363,14.905,12.604,13.000,10.867,10.279,11.808,12.629,13.182,12.012,12.090,13.672,17.528,12.725,12.537,11.863,10.949,14.064,18.272,11.576,13.420
31,33.886,25.115,37.423,13.069,24.964,23.629,16.718,13.658,13.233,15.126,14.169,12.984,16.667,19.027,16.221,12.545,14.223,10.938,10.365,11.713,12.766,13.151,12.000,12.226,13.723,17.318,12.814,12.552,11.944,11.058,14.149,18.155,11.638,13.500
32,31.393,25.352,36.862,13.003,26.072,23.452,16.382,13.281,13.556,15.739,14.983,12.558,18.252,23.040,17.686,12.440,18.489,11.119,10.396,11.574,12.855,13.148,12.029,12.189,13.633,17.326,12.751,12.399,11.877,11.073,14.134,18.329,11.528,13.476
33,29.264,25.480,35.929,13.003,26.820,23.555,16.186,13.175,13.473,15.499,14.913,12.281,18.984,23.198,17.949,12.343,19.971,11.221,10.387,11.483,12.843,13.031,11.988,12.091,13.622,17.056,12.920,12.207,11.918,11.043,13.997,18.278,11.280,13.486
34,27.455,25.228,35.057,13.270,27.298,23.624,16.046,12.916,13.423,15.330,14.989,12.094,19.267,23.085,17.435,12.418,19.736,11.215,10.359,11.313,12.972,13.110,11.910,12.064,13.696,16.779,12.793,12.384,11.898,10.994,14.163,18.269,11.258,13.378
35,26.159,25.419,34.195,13.122,27.296,23.528,15.871,12.693,13.579,15.775,14.901,11.962,19.527,22.583,16.944,12.230,19.530,11.177,10.326,11.223,12.799,13.170,11.880,12.043,13.696,16.259,12.758,12.270,11.770,11.024,14.192,18.234,11.141,13.341
36,27.522,25.611,35.135,13.452,27.696,23.356,15.867,12.860,13.666,15.744,14.785,12.953,19.411,22.866,16.928,12.295,19.024,11.192,10.390,11.453,12.800,13.187,11.906,11.986,13.733,16.269,12.776,12.535,11.989,11.067,14.076,18.474,11.225,13.527
37,29.085,26.112,36.485,13.735,27.871,23.430,17.393,14.103,14.023,15.573,14.519,13.683,19.344,22.495,16.826,12.216,18.019,11.352,10.448,11.649,12.934,13.098,11.855,12.004,13.688,16.841,12.659,12.927,11.796,11.039,14.047,18.703,11.592,13.592
38,30.297,27.043,37.534,13.768,28.006,23.444,18.292,14.886,14.072,15.291,14.861,13.408,19.491,21.777,16.763,12.162,17.615,11.635,10.393,11.619,12.909,13.033,11.902,12.034,13.650,17.172,12.816,12.903,11.909,11.030,14.210,18.848,11.530,13.630
39,28.820,26.891,38.154,13.589,28.044,23.369,18.225,14.998,13.930,15.060,14.947,13.022,19.563,21.811,16.693,12.190,17.165,11.476,10.421,11.423,12.956,13.170,12.006,12.003,13.645,16.782,12.736,12.626,11.888,11.024,14.198,18.829,11.216,13.633
40,27.052,27.221,39.494,13.278,28.476,23.382,18.114,14.725,14.127,15.781,14.968,12.759,19.524,22.254,16.919,12.131,17.753,11.401,10.304,11.408,12.971,13.170,11.971,12.052,13.738,16.759,12.769,12.351,11.823,11.028,14.149,18.762,11.055,13.548
41,25.811,26.336,40.081,13.082,28.693,23.507,18.028,14.526,14.259,16.240,15.232,12.466,19.842,24.107,17.405,12.154,19.910,11.254,10.457,11.162,12.921,13.141,11.880,12.022,13.650,16.726,12.706,12.552,11.840,11.014,14.006,18.776,10.912,13.739
42,24.571,26.093,40.717,13.235,28.545,23.538,17.611,14.259,14.343,16.141,15.192,12.241,19.848,23.142,17.100,12.210,19.714,11.137,10.426,11.162,12.956,13.093,11.933,12.000,13.758,17.056,12.720,12.540,11.779,11.015,14.079,18.738,10.881,13.588
43,24.042,26.437,41.254,13.763,28.660,23.278,17.176,14.092,14.078,16.501,15.156,12.530,20.146,23.203,16.956,12.115,19.726,11.006,10.669,11.328,13.024,13.112,12.037,11.978,13.649,17.067,12.767,12.849,11.812,11.089,14.227,19.082,10.881,13.733
44,25.419,27.711,40.558,14.033,28.602,23.316,17.370,13.919,14.179,16.361,15.160,14.061,20.059,23.546,17.447,12.036,19.293,11.403,10.808,11.487,13.046,12.971,11.953,12.009,13.573,16.828,12.744,13.275,11.951,11.128,14.082,18.978,11.194,13.660
45,24.365,27.949,40.713,13.788,28.550,23.477,17.500,13.704,14.007,16.562,14.971,13.852,20.065,23.279,17.105,12.081,18.978,11.335,10.744,11.291,12.983,13.060,11.969,12.022,13.681,16.954,12.687,12.930,11.898,11.145,14.187,18.831,11.174,13.603
46,23.254,28.060,40.580,13.906,28.687,23.392,18.150,13.521,13.954,17.899,14.928,13.452,19.882,22.724,16.688,12.101,18.610,11.298,10.677,11.419,12.898,12.962,11.955,12.035,13.639,17.044,12.765,12.812,11.853,11.043,14.079,18.948,11.060,13.619
47,22.346,27.223,40.216,14.212,28.523,23.343,17.890,13.211,13.827,18.539,14.498,13.127,19.670,21.768,16.288,11.950,18.002,11.225,10.786,11.457,12.853,13.134,11.943,11.970,13.637,16.905,12.800,12.674,11.925,11.107,14.047,18.823,10.916,13.653
48,21.574,26.864,39.952,15.097,28.252,23.298,17.529,13.010,13.785,18.509,14.150,12.767,19.570,21.132,15.853,11.968,17.102,11.199,10.864,11.574,12.774,13.134,11.978,11.949,13.679,16.269,12.847,12.615,11.788,11.220,14.166,18.891,10.819,13.598
49,20.803,26.355,39.582,14.602,27.789,23.366,17.334,12.795,13.527,18.290,14.319,12.525,19.600,20.666,15.723,11.943,17.523,11.078,10.825,11.358,12.782,13.108,11.931,11.893,13.588,16.172,12.755,12.436,11.784,11.143,14.137,18.781,10.689,13.569
50,20.144,26.149,39.017,14.133,28.008,23.291,19.662,12.674,13.444,19.794,14.724,12.344,19.527,21.973,16.114,11.972,19.777,10.959,10.593,11.226,12.741,13.077,11.969,11.916,13.688,16.456,12.718,12.387,11.793,11.134,14.155,18.868,10.715,13.616
51,19.687,26.049,39.169,13.592,27.483,23.230,20.756,12.572,13.287,19.631,14.508,12.119,19.388,21.824,15.660,11.887,19.748,10.836,10.493,11.049,12.742,13.108,11.871,11.977,13.574,16.864,12.579,12.109,11.781,11.065,14.184,18.668,10.581,13.591
52,19.194,25.633,38.926,13.418,27.417,23.184,20.756,12.479,13.201,19.861,14.618,11.847,19.531,21.343,15.628,11.891,20.613,10.654,10.476,10.977,12.743,13.089,11.924,11.940,13.571,16.987,12.588,12.024,11.763,11.048,13.945,18.793,10.541,13.624
53,18.713,24.948,39.390,13.263,26.967,23.199,20.159,12.421,12.985,20.440,14.407,11.809,19.662,21.621,15.649,11.899,20.966,10.605,10.454,10.966,12.782,13.070,11.910,11.946,13.659,16.905,12.654,12.022,11.753,11.039,14.155,18.616,10.603,13.609
54,18.551,24.619,39.492,13.921,27.400,23.336,19.345,12.304,13.083,20.960,14.506,11.689,19.692,21.227,15.581,11.802,21.339,10.605,10.451,10.902,12.659,13.084,11.939,11.966,13.608,16.941,12.626,12.200,11.744,11.009,14.157,18.617,10.581,13.666
55,18.089,24.169,39.444,13.885,27.551,23.220,18.737,12.254,13.176,21.793,14.317,11.505,19.706,21.624,15.493,11.950,21.978,10.509,10.415,11.079,12.730,12.942,11.904,11.969,13.591,16.823,12.624,11.993,11.723,11.077,14.248,18.653,10.640,13.539
56,17.806,23.853,39.057,14.276,27.375,23.209,18.182,12.200,13.292,21.166,14.671,11.509,19.693,21.517,15.140,12.006,21.586,10.449,10.565,11.302,12.623,12.942,11.920,11.935,13.630,16.423,12.598,12.110,11.796,11.138,14.105,18.473,10.662,13.488
57,17.407,23.395,38.834,15.472,26.948,23.200,17.607,12.121,13.142,20.108,14.266,11.369,19.531,20.824,14.951,11.822,21.046,10.585,10.493,11.475,12.663,12.969,11.943,11.889,13.581,16.174,12.586,12.200,11.784,11.071,14.003,18.437,10.618,13.532
58,17.860,23.157,38.739,15.000,26.702,23.200,17.191,12.149,13.387,19.318,13.949,12.384,19.420,20.724,15.040,11.909,20.528,10.632,10.730,11.604,12.636,13.036,11.898,11.935,13.676,16.126,12.600,12.537,11.791,11.134,14.224,18.425,10.985,13.408
59,18.266,23.127,38.729,14.661,26.676,23.238,16.906,12.191,14.018,18.761,13.892,13.508,19.073,19.931,14.765,11.931,19.697,10.686,11.131,11.513,12.578,13.048,11.992,11.937,13.674,16.136,12.854,12.693,11.881,11.117,14.175,18.410,11.269,13.482
60,21.982,24.392,38.713,14.778,27.134,23.091,16.590,12.278,13.856,18.097,13.652,13.731,19.183,20.181,15.207,11.895,19.063,11.260,11.418,11.947,12.629,13.024,11.951,11.977,13.571,16.326,12.882,13.645,12.012,11.278,14.251,18.538,11.653,13.551
61,23.023,25.037,38.862,14.202,26.742,23.164,16.444,12.396,13.731,17.783,13.578,13.728,19.198,19.325,15.088,11.915,18.329,11.430,11.362,11.857,12.644,13.100,11.965,11.877,13.644,16.400,12.666,13.727,11.986,11.302,14.155,18.448,11.532,13.606
62,21.874,24.677,39.071,13.668,26.570,23.149,17.345,13.167,13.631,18.067,13.490,13.264,19.105,18.252,14.826,11.935,17.530,11.371,10.975,11.838,12.691,13.125,11.894,11.871,13.618,16.223,12.562,13.396,11.870,11.229,14.131,18.376,11.329,13.565
63,20.734,24.472,39.995,13.482,26.227,23.081,18.306,14.304,13.538,17.803,13.331,12.945,18.664,17.276,14.558,11.855,17.107,11.157,10.989,11.849,12.608,13.019,11.861,11.884,13.664,16.156,13.202,13.260,11.782,11.215,13.956,18.289,10.971,13.415
64,19.720,24.660,39.359,13.702,25.817,23.209,18.153,14.730,13.406,17.177,13.298,12.559,18.569,16.336,14.074,11.853,16.765,11.123,10.816,11.740,12.561,13.117,11.900,11.824,13.471,16.395,13.351,13.003,11.858,11.180,13.980,18.266,10.841,13.434
65,19.210,24.267,39.295,14.594,25.381,23.132,17.653,14.606,13.411,16.739,13.257,12.348,18.416,16.367,13.928,11.844,16.719,11.050,10.827,11.653,12.529,13.009,11.908,11.855,13.459,16.115,13.108,12.937,11.740,11.140,13.994,18.116,10.843,13.329
66,19.233,23.887,39.033,16.043,24.915,23.248,17.111,14.405,13.364,16.175,13.325,12.519,18.074,17.276,13.949,11.750,16.039,11.091,10.972,11.781,12.500,13.043,11.910,11.928,13.524,15.915,12.932,13.104,11.844,11.185,14.073,17.919,10.956,13.295
67,23.064,24.096,38.957,18.242,24.839,23.172,16.611,14.137,13.091,15.965,13.260,14.284,17.814,16.753,13.840,11.812,15.228,11.157,11.323,12.121,12.624,13.012,11.925,11.941,13.542,16.108,12.875,13.489,11.818,11.246,14.035,17.800,11.143,13.257
68,22.391,23.653,38.447,17.615,24.413,23.096,16.529,13.857,13.059,15.643,13.196,14.230,17.760,16.352,13.584,11.824,14.886,10.969,11.164,11.781,12.634,12.928,11.849,12.388,13.633,15.944,12.626,13.341,11.733,11.252,13.805,17.704,11.068,13.242
69,22.147,23.328,38.216,16.661,24.389,23.036,16.141,13.436,12.943,15.378,13.078,13.816,17.463,16.352,13.342,11.770,14.753,10.736,10.955,11.770,12.665,12.952,11.800,12.409,13.476,15.559,12.572,12.988,11.800,11.114,14.134,17.587,10.872,13.215
70,22.407,23.093,38.178,16.102,24.320,22.988,15.865,13.159,13.010,15.225,12.983,13.453,17.372,15.650,13.228,11.792,14.266,10.743,11.150,12.064,12.586,13.017,11.918,12.176,13.605,15.662,12.826,12.932,11.661,11.150,13.808,17.496,10.764,13.213
71,21.338,22.939,37.843,15.087,24.203,23.058,16.127,12.930,12.814,15.034,12.911,13.120,17.084,15.327,13.307,11.630,13.983,10.667,11.036,11.792,12.612,12.981,11.886,12.042,13.598,15.810,13.840,12.727,11.628,11.113,13.898,17.406,10.691,13.211
72,20.475,22.531,37.689,14.273,24.250,23.187,16.768,12.755,12.651,14.874,12.848,12.783,16.698,14.715,13.014,11.812,13.622,10.582,10.733,11.826,12.470,13.065,11.841,12.003,13.485,15.654,13.525,12.419,11.647,11.042,13.851,17.435,10.728,13.029
73,19.436,22.184,37.268,13.995,23.983,23.219,17.080,12.638,12.584,14.685,12.774,12.609,16.384,14.461,12.781,11.808,13.242,10.429,10.694,11.630,12.453,12.974,11.894,11.958,13.637,15.487,13.259,12.207,11.674,11.086,13.723,17.121,10.603,13.018
74,18.906,21.905,36.705,13.543,23.591,22.882,16.928,12.410,12.416,14.567,12.844,12.409,16.128,14.034,12.828,11.786,13.329,10.385,10.526,11.574,12.375,12.942,11.902,11.886,13.492,15.285,12.951,11.993,11.586,10.993,13.845,17.001,10.472,12.829
75,18.399,21.765,36.143,13.270,23.154,23.015,16.663,12.390,12.382,14.417,12.812,12.120,15.764,14.085,12.647,11.770,13.462,10.331,10.437,11.600,12.432,12.911,11.794,11.905,13.505,15.064,12.885,11.949,11.632,11.006,13.886,16.780,10.400,12.888
76,17.939,21.557,36.190,13.176,22.195,22.911,16.268,12.237,12.308,14.361,12.675,11.956,15.670,13.982,12.595,11.743,13.039,10.261,10.368,11.472,12.260,12.947,11.851,11.888,13.486,14.831,12.753,11.866,11.554,11.003,13.813,16.634,10.556,12.858
77,17.450,21.323,35.760,13.003,21.455,23.046,16.008,12.146,12.369,14.314,12.629,11.853,15.420,13.944,12.526,11.709,12.947,10.219,10.334,11.494,12.363,12.895,11.890,11.911,13.573,14.772,12.680,11.801,11.679,10.868,13.802,16.483,10.483,12.654
78,18.602,21.155,36.069,13.222,20.909,22.995,15.743,12.183,12.656,14.249,12.692,12.250,15.175,13.793,12.598,11.741,12.697,10.210,10.318,11.551,12.313,12.873,11.853,13.208,13.502,15.226,12.539,12.044,11.658,10.923,13.857,16.504,10.631,12.696
79,20.634,21.015,37.228,13.622,20.398,22.891,15.671,13.348,12.806,14.222,12.719,13.433,14.979,13.740,12.605,11.719,12.559,10.389,10.276,11.913,12.316,12.935,11.814,13.509,13.453,16.154,12.501,12.433,11.611,10.905,13.848,16.651,10.885,12.873
80,19.916,20.884,38.154,13.362,20.290,22.839,15.564,14.262,12.793,14.111,12.684,13.198,14.755,13.574,12.495,11.691,12.344,10.403,10.245,11.747,12.300,12.909,11.865,13.043,13.539,16.036,12.449,12.228,11.626,10.956,13.694,16.433,10.870,12.743
81,18.938,20.851,38.779,13.191,21.205,22.856,16.373,14.803,12.670,14.082,12.770,12.856,14.531,13.572,12.493,11.693,12.828,10.412,10.240,11.709,12.220,12.897,11.843,12.654,13.537,16.144,12.793,12.122,11.605,10.982,13.921,16.621,10.640,12.698
82,18.287,20.513,38.708,12.952,22.906,22.820,17.138,14.564,12.485,14.044,12.800,12.523,14.365,13.503,12.340,11.703,12.893,10.350,10.184,11.540,12.257,12.899,11.845,12.416,13.427,15.821,12.847,11.881,11.623,10.892,13.697,16.989,10.521,12.711
83,17.710,20.511,37.677,12.788,22.995,22.720,16.869,14.165,12.338,14.006,12.711,12.288,14.189,13.494,12.237,11.715,12.659,10.232,10.136,11.196,12.195,12.935,11.796,12.198,13.416,15.631,13.136,11.871,11.630,10.828,13.653,17.040,10.430,12.569
84,17.126,20.269,36.922,12.849,22.709,22.669,16.711,13.854,12.274,13.928,12.650,12.064,14.033,13.354,12.223,11.650,12.472,10.215,10.184,11.121,12.255,12.930,11.724,12.014,13.449,15.523,13.016,11.784,11.567,10.964,13.595,16.910,10.422,12.441
85,16.764,20.236,36.090,12.819,22.124,22.528,17.257,13.571,12.246,13.810,12.658,11.913,13.698,13.216,12.198,11.642,12.390,10.155,10.036,11.102,12.208,12.864,11.808,11.992,13.405,15.213,12.725,11.683,11.600,10.916,13.810,16.824,10.532,12.332
86,16.525,19.964,35.228,12.673,21.398,22.437,17.044,13.266,12.277,13.788,12.548,11.658,13.612,13.982,12.302,11.691,12.169,10.073,10.092,10.838,12.147,12.866,11.843,11.966,13.399,15.172,12.624,11.599,11.505,10.903,13.612,16.656,10.382,12.334
87,16.361,19.899,34.663,12.577,21.154,22.614,16.611,13.165,12.165,13.735,12.521,11.462,13.510,14.171,12.274,11.693,12.213,10.115,10.084,10.804,12.186,12.861,11.776,11.888,13.360,14.926,12.624,11.650,11.563,10.974,13.741,16.319,10.413,12.233
88,15.992,19.807,35.138,12.661,21.271,22.301,16.272,12.860,12.067,13.731,12.570,11.355,13.270,13.711,12.098,11.695,12.039,10.094,10.056,11.279,12.091,12.789,11.804,11.916,13.360,15.090,12.529,11.538,11.528,10.837,13.650,16.507,10.459,12.236
89,15.872,19.693,34.860,12.599,21.139,22.310,15.914,12.617,12.029,13.710,12.452,11.227,13.248,14.069,12.309,11.677,12.027,10.158,10.031,11.215,12.124,12.826,11.735,11.769,13.331,15.190,12.546,11.657,11.579,10.834,13.621,16.285,10.393,12.308
90,15.785,19.604,33.822,12.500,20.180,22.199,15.741,12.386,12.134,13.633,12.443,11.222,13.076,14.123,12.221,11.651,11.855,10.121,10.103,11.057,12.092,12.837,11.741,12.050,13.297,14.862,12.329,11.694,11.553,10.890,13.589,16.167,10.336,12.245
91,15.593,19.460,33.088,12.658,19.513,22.219,15.527,12.391,12.137,13.590,12.475,11.103,12.962,13.809,11.928,11.608,11.872,10.066,10.019,10.845,12.068,12.797,11.714,12.242,13.385,14.538,13.042,11.679,11.588,10.864,13.595,16.074,10.442,12.208
92,15.544,19.439,32.713,12.702,18.880,22.616,15.424,12.221,12.233,13.611,12.510,11.003,12.912,13.535,12.105,11.636,11.833,10.053,10.033,10.698,12.142,12.880,11.822,12.005,13.400,14.379,13.094,11.645,11.546,10.928,13.671,15.923,10.422,12.109
93,15.534,19.687,33.012,13.658,19.657,22.712,15.649,12.221,12.210,13.670,12.546,10.998,12.795,13.960,12.081,11.691,12.429,10.103,10.070,10.947,12.111,12.840,11.753,11.910,13.382,14.567,12.887,11.759,11.595,10.873,13.781,15.929,10.450,12.237
94,15.452,19.704,33.385,13.661,19.992,23.050,15.905,12.126,12.251,13.633,12.521,10.905,12.745,14.020,12.163,11.651,12.608,10.087,10.142,11.026,12.102,13.010,11.718,11.873,13.449,14.587,13.019,11.767,11.549,10.835,13.615,16.003,10.413,12.252
95,15.390,19.547,32.798,13.298,19.706,22.793,15.548,12.113,12.181,13.690,12.688,10.811,12.642,13.693,11.981,11.592,12.339,10.066,10.134,10.796,12.123,12.825,11.729,11.833,13.500,14.377,13.508,11.713,11.560,10.855,13.822,15.831,10.269,12.302
96,15.268,19.621,32.126,13.036,19.087,23.048,15.557,11.919,12.008,13.704,12.515,10.791,12.545,14.149,12.065,11.598,12.128,10.160,10.089,10.800,12.077,12.909,11.808,11.779,13.547,14.156,13.355,11.632,11.496,10.847,13.758,15.750,10.294,12.189
97,15.146,19.548,31.116,12.990,18.655,22.882,15.332,11.911,12.003,13.657,12.555,10.742,12.416,14.227,12.072,11.624,12.017,10.112,10.128,10.762,12.090,12.923,11.649,11.791,13.488,14.023,13.141,11.587,11.539,10.947,13.758,15.633,10.362,12.116
98,15.067,19.520,30.786,13.235,20.124,23.020,15.747,12.052,12.157,13.573,12.679,10.695,12.630,14.247,12.172,11.713,13.465,10.100,10.123,10.830,12.103,14.361,12.522,11.795,13.542,14.262,13.320,11.769,11.493,10.857,14.825,16.082,10.355,12.307
99,15.169,19.497,31.002,13.487,19.729,23.023,15.647,11.989,12.223,13.661,12.683,10.600,12.666,14.034,12.047,11.701,13.368,10.029,10.134,11.491,12.152,14.808,12.494,11.803,13.574,14.110,13.047,11.961,11.512,10.812,15.146,16.172,10.349,12.343
100,15.076,19.460,31.601,13.327,20.589,23.083,16.011,12.049,12.145,14.156,12.673,10.566,12.526,14.323,12.237,11.687,12.751,10.085,10.134,11.377,12.137,15.959,12.737,11.790,13.551,14.410,13.744,11.917,11.616,10.833,15.472,16.196,10.380,12.337
