 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
55,64.931,58.360,60.894,70.036,92.077,65.686,66.949,66.060,59.170,66.633,68.896,85.275,83.489,71.950,82.577,74.768,62.321,56.882,67.328,60.801,54.408,65.095,69.627,72.876
56,64.945,58.528,60.754,70.680,94.474,66.323,66.956,66.807,61.903,67.469,70.627,85.240,84.270,71.810,82.656,74.676,62.529,56.700,67.793,60.850,54.240,64.721,70.269,72.923
57,65.014,58.778,60.131,69.971,97.090,66.405,67.403,67.291,65.681,67.038,71.267,85.633,84.796,71.810,84.462,75.592,62.686,56.896,67.577,60.304,54.309,65.096,71.123,73.663
58,65.102,58.752,59.829,70.851,99.003,66.361,67.733,67.339,66.136,67.346,71.252,85.572,85.875,71.770,83.845,75.482,63.217,56.861,67.989,61.077,54.506,64.882,71.745,72.836
59,64.829,58.835,59.140,70.129,99.082,66.246,68.021,67.363,65.262,67.272,71.973,85.933,85.646,71.328,83.389,75.681,62.979,56.950,68.163,61.535,54.601,65.017,71.314,72.356
60,64.699,58.947,59.006,69.711,100.157,66.519,68.262,67.523,64.909,67.736,72.696,85.567,85.570,71.428,83.118,75.460,62.945,56.943,67.654,62.353,54.445,64.818,70.919,72.794
61,64.839,59.070,58.907,69.307,100.105,66.224,68.053,67.338,64.498,67.612,72.237,85.067,85.506,71.587,83.246,75.131,62.801,56.731,67.523,62.311,54.660,64.233,70.625,72.454
62,64.778,59.021,58.953,69.264,98.049,66.088,68.409,67.488,63.836,67.745,72.911,85.269,85.900,71.422,82.472,75.401,62.875,56.923,67.974,62.136,54.553,64.749,70.353,72.276
63,64.734,59.043,58.872,70.176,98.841,66.406,68.632,67.234,62.957,67.241,72.773,85.872,85.822,71.733,82.079,75.654,62.988,57.039,67.863,61.969,54.526,64.818,70.350,71.749
64,64.671,58.909,58.894,69.524,99.222,66.587,68.557,67.349,62.479,67.649,71.975,86.129,85.647,71.880,81.657,75.844,62.878,56.806,67.609,62.483,54.626,64.678,70.924,72.433
65,64.556,59.001,58.969,69.727,97.577,66.535,68.672,67.697,61.961,67.336,72.899,86.111,85.552,71.355,81.184,75.153,62.519,56.800,67.833,62.273,54.706,64.254,70.941,72.419
66,64.645,58.823,59.118,70.162,99.480,66.664,68.988,67.197,61.622,67.245,72.165,85.614,85.282,71.561,80.666,75.211,62.884,56.774,68.247,62.776,54.469,64.577,71.014,73.550
67,64.510,58.772,59.265,69.842,98.480,66.627,68.333,67.372,61.218,66.895,72.842,85.101,85.607,71.839,83.245,74.785,62.828,56.924,67.986,62.091,54.646,64.724,70.686,72.052
68,64.734,58.958,59.212,70.036,96.673,66.551,67.790,67.318,61.116,67.602,72.415,85.137,84.978,70.997,83.948,74.411,62.694,57.009,67.686,62.168,54.696,64.507,70.059,72.319
69,64.558,58.644,59.109,69.789,99.173,66.682,67.821,66.953,60.663,67.309,72.672,85.086,85.404,71.010,82.748,74.119,62.793,57.016,68.439,61.713,54.623,64.510,70.521,72.714
70,64.428,58.728,58.745,69.600,98.777,66.389,67.532,67.002,60.520,66.823,71.960,84.919,85.455,71.120,82.771,74.943,63.003,57.012,67.935,61.276,54.703,64.831,70.683,71.714
71,64.467,58.830,58.869,69.624,97.788,66.501,68.027,67.238,60.452,67.302,72.958,84.903,84.812,71.215,81.673,77.569,62.621,56.894,67.942,61.871,54.530,64.540,70.501,72.129
72,64.714,58.836,59.530,70.098,99.020,66.276,67.950,67.274,60.336,67.330,72.279,84.383,84.513,70.955,84.466,78.477,62.832,56.861,67.647,61.958,54.407,64.809,70.204,72.583
73,64.651,58.694,58.931,69.862,96.069,66.767,68.299,67.218,60.110,67.049,72.314,85.306,84.673,71.561,83.862,77.628,62.479,56.996,67.821,61.521,54.483,64.620,70.524,71.754
74,64.614,58.796,58.885,70.716,96.177,66.404,67.971,66.844,60.255,67.224,72.165,85.022,84.470,71.580,83.181,76.426,62.894,56.813,67.686,62.042,54.496,64.586,70.154,72.314
75,64.427,58.825,59.003,70.171,98.206,66.502,68.026,67.039,61.086,67.053,72.449,85.297,84.749,71.475,82.362,75.633,62.498,56.784,67.532,60.990,54.549,64.443,70.734,72.602
76,64.812,58.888,59.592,70.160,97.682,66.409,67.851,67.313,64.693,67.696,71.840,85.455,84.776,71.572,81.831,75.716,62.885,56.991,68.481,61.297,54.445,64.427,70.697,73.602
77,64.552,58.907,59.237,70.904,98.581,66.588,67.390,67.083,66.295,67.637,72.042,84.985,84.328,71.424,80.668,75.364,62.262,56.966,67.639,61.182,54.735,64.745,70.899,72.855
78,64.601,58.716,59.274,70.533,97.162,66.220,68.009,67.292,65.403,67.443,71.731,84.839,84.675,71.156,80.711,75.067,62.601,56.879,67.963,61.514,54.493,64.679,70.619,72.726
79,64.220,58.802,59.312,70.487,99.380,66.671,67.576,67.511,64.899,67.686,71.353,84.753,84.439,71.885,81.048,75.314,62.757,56.762,67.967,61.846,54.485,64.812,70.513,72.878
80,64.680,58.955,59.377,70.551,97.348,66.512,68.075,67.249,64.497,67.278,71.565,84.615,84.520,72.593,80.618,74.970,62.822,56.875,68.149,61.049,54.486,64.753,70.664,73.101
81,64.457,58.762,59.741,70.844,97.890,66.102,68.224,66.678,63.327,67.356,71.674,85.024,84.415,71.859,79.558,74.686,62.706,56.836,67.572,61.654,54.610,64.634,70.961,72.288
82,64.477,58.978,59.673,70.720,98.730,66.161,67.757,66.918,62.737,67.208,71.990,85.436,84.607,72.115,79.223,75.498,62.906,56.683,68.288,61.843,54.615,64.618,70.490,72.459
83,64.557,58.887,58.688,70.771,97.227,66.068,67.990,66.687,62.385,67.287,71.886,85.028,84.222,72.005,79.778,75.072,62.726,56.618,67.814,61.147,54.441,64.758,71.000,72.044
84,64.430,58.891,59.112,70.491,96.904,66.237,67.692,66.730,61.818,67.079,72.094,85.248,84.433,71.893,79.729,74.901,62.563,56.814,67.393,61.332,54.641,65.078,70.465,72.454
85,64.707,58.660,59.218,70.158,97.514,66.346,68.232,67.094,61.350,67.046,71.521,84.840,84.588,71.837,83.026,74.584,62.661,56.901,68.023,61.528,54.438,64.537,71.235,72.527
86,64.366,58.510,59.078,71.082,95.536,66.229,67.759,67.400,61.003,67.175,72.020,84.884,84.351,72.680,84.634,74.844,62.801,57.032,67.867,61.556,54.657,64.712,70.675,72.724
87,64.242,58.683,59.430,69.916,94.388,66.004,67.926,66.905,60.967,66.576,71.741,84.570,84.420,72.397,84.236,75.242,62.627,56.837,67.746,61.580,54.544,64.788,70.751,73.091
88,64.581,58.832,59.380,70.787,96.817,66.118,68.005,67.231,60.652,67.272,72.573,84.554,84.454,71.816,84.150,77.250,62.729,56.557,68.051,61.063,54.444,64.347,70.513,72.347
89,64.472,58.699,59.411,70.842,95.328,66.271,68.458,67.106,60.541,67.214,72.257,84.546,84.420,72.036,89.690,77.612,62.539,56.666,67.826,61.465,54.410,64.713,70.975,72.384
90,64.741,59.038,59.212,70.347,94.145,66.104,68.142,67.167,60.323,67.202,71.388,84.793,84.454,71.878,88.905,77.012,62.760,56.554,67.416,61.584,54.297,64.815,70.527,72.674
91,64.507,58.717,58.754,70.540,96.003,66.555,67.749,66.749,60.107,67.118,71.627,84.631,83.818,71.677,89.490,76.383,62.972,56.677,67.684,61.878,54.460,64.578,70.160,72.255
92,64.590,58.995,59.240,70.582,95.459,66.150,68.067,67.017,62.392,66.878,72.469,84.234,84.707,71.731,90.440,75.965,62.607,56.724,67.684,61.720,54.487,64.731,70.723,72.251
93,64.602,58.697,59.065,70.416,97.069,66.312,68.036,67.181,65.819,67.697,72.551,84.559,84.325,71.889,88.694,75.374,62.790,56.679,68.004,61.524,54.626,64.798,70.361,72.204
94,64.343,58.802,59.215,69.796,97.470,66.412,67.991,66.787,66.311,67.590,71.775,84.803,84.304,71.178,90.261,75.138,62.646,56.502,68.023,61.206,54.336,64.467,70.686,71.974
95,64.522,58.613,59.006,70.000,98.973,66.631,68.197,67.030,65.108,67.608,73.067,84.649,84.332,71.453,90.265,74.978,63.171,56.696,67.656,62.066,54.501,64.367,70.137,71.745
96,64.480,58.983,58.966,70.549,96.854,66.355,68.441,66.861,64.426,67.228,72.519,84.675,84.395,71.673,88.185,75.042,62.748,56.570,67.853,61.552,54.508,65.092,70.364,72.009
97,64.402,58.837,58.776,69.958,97.703,66.475,68.103,66.976,63.549,67.307,71.983,85.381,84.139,71.438,87.488,74.379,62.716,56.617,67.672,62.416,54.431,64.625,69.975,72.597
98,64.772,58.866,58.991,69.942,98.039,66.472,67.549,66.876,62.423,67.153,72.104,85.315,84.457,71.542,86.369,75.134,62.513,56.788,67.919,61.762,54.283,64.416,70.423,72.679
99,64.392,58.916,58.984,70.733,96.495,66.063,68.371,66.914,62.122,67.399,72.385,84.757,84.247,71.628,87.041,75.461,62.837,56.645,67.460,61.360,54.418,64.234,70.084,72.012
100,64.455,58.827,58.698,69.387,98.723,66.315,68.022,67.237,61.776,67.176,71.677,84.795,84.310,71.623,88.045,75.351,62.518,56.924,67.672,61.538,54.626,64.118,70.605,71.906
101,64.426,58.727,59.455,70.367,96.843,66.396,68.171,67.118,61.303,66.773,71.632,84.694,83.753,71.843,88.213,74.869,62.633,56.731,67.791,61.280,54.487,64.678,70.644,72.141
102,64.555,58.791,59.268,70.742,95.745,66.346,68.038,66.855,61.044,67.282,71.538,84.897,84.888,71.248,86.353,74.906,62.616,56.911,67.461,61.503,54.503,64.875,70.235,72.799
103,64.416,58.725,59.259,70.456,98.111,66.302,68.191,66.652,60.733,66.961,71.696,84.528,84.447,71.486,88.759,75.101,62.930,56.970,67.696,61.671,54.425,64.339,70.384,71.920
104,64.464,58.784,58.741,69.993,95.663,66.436,67.915,66.909,60.668,67.389,71.919,84.537,84.067,71.388,88.767,75.426,62.607,56.506,67.916,61.745,54.599,64.793,70.661,72.721
105,64.388,58.948,58.548,70.291,95.111,66.174,67.665,66.893,60.282,67.594,71.504,84.190,84.575,71.411,89.899,77.250,62.684,56.639,67.742,62.664,54.259,64.530,70.092,72.646
106,64.749,58.791,59.209,70.156,96.609,66.632,67.638,67.057,59.991,67.429,72.067,84.647,84.535,71.289,90.144,78.760,62.804,56.526,68.202,61.535,54.497,64.647,70.821,72.300
107,64.725,58.691,59.168,69.913,94.740,66.390,68.251,66.983,59.868,67.339,71.963,84.485,84.340,71.355,88.854,77.364,62.497,56.872,67.644,62.364,54.560,64.530,70.585,72.567
108,64.564,58.626,58.773,70.578,94.146,66.309,68.212,67.064,59.937,66.780,71.560,84.279,84.565,71.213,86.946,76.570,62.170,56.587,67.432,61.636,54.524,64.391,70.863,72.548
109,64.552,58.855,59.034,69.731,95.910,66.339,67.773,67.170,60.033,67.592,71.291,84.689,84.178,71.330,86.131,75.696,62.418,56.783,67.828,62.210,54.547,64.395,70.056,71.972
110,64.636,58.712,59.106,70.113,94.387,66.192,67.708,67.124,59.675,66.831,71.360,85.092,84.247,71.219,87.149,75.810,62.617,56.628,67.481,61.528,54.890,64.807,70.387,72.365
111,64.354,58.674,59.202,70.224,94.871,66.056,68.263,67.131,61.033,66.623,72.101,84.928,84.469,71.173,91.691,75.616,62.802,56.513,67.533,61.517,54.444,64.223,70.787,71.970
112,64.280,58.696,59.224,70.202,95.869,66.443,67.650,67.288,66.202,67.563,71.790,84.890,83.545,71.485,92.020,75.451,62.529,56.642,68.033,61.976,54.789,64.793,70.739,72.213
113,64.411,58.753,58.813,70.404,95.385,66.238,68.130,67.021,67.173,67.606,72.079,84.777,84.619,71.581,90.566,75.413,62.715,56.604,68.021,61.829,54.323,64.208,69.272,72.571
114,64.278,58.428,58.882,70.264,97.368,66.393,68.144,66.962,68.059,67.599,72.358,85.175,84.533,71.181,89.815,75.383,62.589,56.715,68.049,61.528,54.481,64.665,69.728,71.496
115,64.359,58.768,58.349,69.933,95.523,66.309,68.260,67.178,68.134,67.548,72.178,84.860,84.165,71.228,90.933,74.966,62.778,57.045,67.416,62.650,54.351,64.857,70.443,72.082
116,64.470,58.524,59.470,70.056,98.572,66.435,67.593,66.710,66.826,67.309,71.990,84.850,84.381,71.290,90.410,75.003,62.911,57.007,68.188,61.843,54.522,64.487,70.585,72.321
117,64.189,58.705,59.034,70.307,96.476,66.310,67.964,67.007,65.886,67.585,72.089,84.858,83.983,71.431,88.694,74.837,62.522,56.502,67.642,61.196,54.391,64.307,69.966,71.953
118,64.198,58.748,58.274,69.971,96.684,66.189,68.202,66.717,64.979,67.491,71.980,84.420,84.537,71.339,90.261,74.718,62.730,56.496,67.560,61.986,54.606,64.162,69.367,72.143
119,64.333,58.746,58.539,69.611,97.794,66.174,68.084,67.045,63.369,67.220,71.970,84.420,84.529,71.172,90.159,74.658,62.195,56.526,67.789,61.860,54.559,64.592,70.445,72.096
120,64.353,58.664,58.595,69.780,95.935,66.145,68.274,67.015,63.346,67.192,72.440,84.628,84.303,70.989,89.364,74.300,62.843,56.593,67.186,61.958,54.519,64.778,70.126,72.407
121,64.532,58.790,58.988,69.716,96.582,66.268,68.161,66.797,62.505,67.271,71.998,84.936,84.021,71.479,87.797,75.087,62.667,56.675,67.616,62.101,54.438,64.613,70.471,72.344
122,83.369,63.525,67.346,70.864,97.686,67.041,75.321,73.710,64.236,68.951,84.383,92.218,108.471,83.510,116.213,88.007,69.960,60.466,69.586,64.969,54.422,66.545,72.415,73.005
123,107.067,70.770,72.548,72.567,111.570,71.855,89.388,98.608,70.190,74.356,104.284,113.562,137.454,93.960,141.083,91.559,69.972,64.396,71.765,76.661,55.203,69.960,72.011,73.529
124,106.303,70.394,71.798,74.229,120.993,82.105,91.875,119.532,73.692,79.649,109.812,120.718,171.926,97.714,146.347,93.114,68.058,66.427,72.500,79.724,55.972,71.157,71.303,72.759
125,104.244,69.920,71.807,73.702,119.883,85.694,85.920,120.633,73.496,78.511,106.491,115.603,175.766,101.205,150.828,97.522,66.839,67.756,72.458,78.035,56.046,69.721,71.972,72.550
126,125.431,72.361,75.741,75.433,126.539,88.874,87.926,131.330,74.809,80.819,114.111,112.420,190.500,104.742,155.417,98.847,65.563,67.797,75.504,79.136,56.745,72.480,71.807,72.436
127,138.557,74.023,76.445,76.758,132.589,96.026,89.523,141.777,76.736,85.326,118.360,112.269,201.541,107.938,157.729,97.126,64.673,67.346,80.349,81.262,58.255,75.022,71.737,72.707
128,143.981,74.485,75.919,77.709,134.402,99.424,87.103,142.120,76.760,86.700,119.363,113.781,202.311,108.930,159.915,95.121,64.072,66.700,83.428,81.133,58.734,76.015,71.829,72.386
129,148.714,74.610,76.215,78.956,132.803,97.591,82.026,138.960,75.468,83.596,116.622,109.960,199.229,108.834,161.816,91.785,63.943,66.163,86.419,78.601,58.264,76.295,71.655,72.686
130,149.808,74.767,76.520,78.718,132.619,94.553,78.610,136.257,75.737,80.963,113.874,106.815,197.549,107.997,160.634,88.300,63.481,66.086,86.433,77.455,57.482,76.334,72.793,72.288
131,149.788,75.016,76.199,79.664,135.056,95.200,83.680,142.698,76.799,81.525,113.284,107.876,199.270,107.698,155.242,86.002,63.182,65.015,86.228,78.556,57.511,75.822,72.244,71.998
132,149.756,75.191,76.150,80.847,137.967,96.302,79.973,143.467,77.064,80.043,110.906,106.705,199.232,104.691,154.758,84.539,63.474,64.484,86.779,78.888,58.045,75.754,71.669,72.438
133,149.512,75.019,75.090,80.051,138.518,95.967,81.571,144.589,77.656,80.369,111.185,106.863,198.253,102.679,151.538,83.042,63.117,63.906,86.509,77.881,57.754,75.140,72.356,72.632
134,147.902,74.715,74.988,82.153,141.443,95.592,78.250,145.575,77.709,79.786,109.425,107.061,197.770,100.366,147.901,80.950,63.377,63.832,85.205,76.790,57.489,75.088,71.510,72.672
135,147.448,74.464,73.888,81.047,142.244,94.674,76.451,140.762,77.975,78.899,109.190,105.616,194.785,100.129,145.800,80.611,63.083,63.002,85.396,75.986,57.512,75.403,71.933,72.489
136,144.790,73.738,74.143,81.913,141.046,93.940,76.091,140.506,77.855,78.365,111.304,104.957,192.562,98.813,142.184,79.841,63.122,62.609,84.884,75.021,57.397,75.605,71.723,72.070
137,147.067,74.395,76.019,84.729,139.392,92.594,75.202,138.339,77.292,78.182,109.116,103.600,188.883,97.294,137.901,78.696,62.963,61.570,83.893,73.780,56.965,75.264,72.325,72.398
138,148.664,74.317,74.551,85.867,138.508,92.923,76.041,135.319,76.902,76.544,106.630,104.081,184.619,94.817,138.026,77.473,62.970,61.337,84.254,75.213,56.837,75.679,72.179,72.574
139,147.660,74.159,74.960,87.116,137.934,91.435,74.733,131.465,76.824,75.550,102.309,102.511,179.883,91.560,136.372,78.065,63.258,60.898,83.788,74.283,56.567,73.894,72.008,72.981
140,147.569,73.891,74.022,85.851,137.164,88.859,73.947,127.843,76.289,73.463,98.852,99.924,174.924,89.617,136.827,77.220,62.961,60.405,82.393,72.692,56.145,73.945,72.017,72.532
