 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
301,110.734,64.703,65.333,82.144,95.383,63.871,65.696,80.603,62.639,65.542,87.114,79.114,99.487,72.620,97.673,70.587,61.607,56.628,72.063,61.612,53.759,67.604,69.370,69.070
302,109.245,64.766,65.174,81.744,94.597,63.896,64.482,78.263,62.196,65.005,83.795,79.492,96.867,73.968,96.465,70.614,61.600,56.759,71.132,60.675,53.532,67.029,69.389,69.164
303,105.302,63.810,64.290,81.269,94.259,63.395,65.465,80.900,61.861,65.121,83.010,79.440,95.081,73.057,97.069,70.304,61.764,56.801,70.047,60.521,53.522,66.340,69.754,68.836
304,101.014,62.991,62.477,82.116,93.442,63.727,66.014,82.502,62.285,65.729,82.884,79.325,96.838,72.403,95.516,70.878,61.873,56.608,70.279,61.374,53.537,65.841,69.403,68.611
305,103.528,64.060,64.019,79.364,95.227,63.395,64.750,80.038,62.431,65.075,80.230,79.222,94.493,71.615,95.108,70.576,61.645,56.825,69.635,60.587,53.551,66.147,69.235,68.871
306,110.896,66.466,64.975,80.102,93.257,63.389,64.554,79.259,62.059,64.533,78.165,78.753,92.683,71.017,95.017,70.659,61.210,56.786,69.447,60.573,53.449,65.844,69.120,68.621
307,106.846,65.810,63.514,80.367,91.902,63.273,64.308,77.895,61.756,64.853,75.928,79.116,90.356,70.536,96.550,70.428,61.675,56.324,67.963,60.031,53.746,65.018,69.011,68.885
308,102.373,64.369,61.931,78.911,92.380,63.270,63.696,74.736,61.004,64.421,72.405,78.871,88.107,70.243,94.937,70.641,61.557,56.409,67.033,59.706,53.478,65.076,69.381,68.778
309,97.974,63.492,61.523,78.298,91.415,62.881,63.091,72.622,60.374,64.151,70.832,78.579,86.590,69.854,94.682,69.968,61.616,56.820,66.442,59.343,53.583,64.393,69.994,68.775
310,93.737,62.494,60.819,78.178,89.288,63.353,63.357,71.198,59.592,64.325,70.677,78.772,86.084,70.022,98.417,69.710,61.498,56.950,66.456,59.374,53.522,64.661,69.230,69.178
311,99.138,64.363,63.290,76.849,89.736,63.643,68.198,74.800,60.179,65.223,78.884,79.647,104.027,71.133,97.931,70.040,61.952,56.435,67.223,59.517,53.349,65.622,69.563,69.101
312,97.784,64.360,62.277,77.233,89.959,63.416,66.817,75.873,61.063,64.767,79.402,79.281,107.093,70.711,95.831,70.169,61.803,56.786,67.581,60.710,53.668,65.537,70.185,68.309
313,94.333,63.291,61.583,77.360,91.522,63.150,64.725,73.877,61.045,64.736,76.240,79.415,102.833,70.464,93.366,70.525,61.532,56.388,66.868,59.853,53.413,64.664,69.213,68.103
314,90.220,62.362,60.679,77.247,88.549,62.896,63.400,72.112,60.138,63.860,73.190,78.643,98.058,69.906,90.598,70.327,61.488,56.083,66.305,59.353,53.555,64.533,69.218,68.000
315,87.426,61.524,60.486,77.118,86.460,62.796,63.120,69.788,59.285,63.985,71.069,78.831,93.797,69.641,89.394,70.497,61.510,56.526,65.953,59.168,53.504,64.030,69.426,67.747
316,84.484,60.960,59.523,74.464,89.044,62.882,62.750,67.968,58.810,63.730,69.523,78.348,90.362,69.360,87.242,70.559,61.669,56.539,65.272,59.157,53.395,64.195,69.630,68.691
317,82.613,60.567,59.558,73.147,87.037,62.847,62.538,66.960,58.501,63.814,69.200,78.198,88.356,68.826,86.239,70.086,61.334,56.753,65.025,59.357,53.356,63.800,68.913,68.021
318,80.146,60.370,59.234,73.136,85.856,62.647,62.997,65.786,58.176,63.889,69.180,78.316,86.422,69.685,85.292,72.440,62.052,56.607,65.207,58.206,53.560,63.380,69.062,68.731
319,78.448,60.180,58.626,72.260,83.774,62.283,62.518,65.145,58.098,63.420,68.741,77.858,84.450,69.882,83.442,73.956,61.323,56.750,64.984,58.497,53.536,63.557,69.062,68.562
320,76.584,59.943,58.723,72.278,86.586,62.610,62.193,64.713,58.227,63.363,68.906,78.277,83.459,70.140,82.576,73.176,61.574,56.882,65.119,58.605,53.584,63.390,69.283,67.941
321,75.428,59.873,58.822,72.071,86.403,62.770,63.412,63.798,57.715,63.420,69.007,78.041,82.457,69.563,82.166,72.235,61.350,56.626,65.253,58.818,53.547,63.369,68.955,68.393
322,74.573,59.290,58.788,72.682,84.245,62.722,62.713,62.903,57.335,63.435,68.780,77.940,81.645,69.576,80.969,71.428,61.292,56.553,64.704,58.696,53.538,63.568,68.602,69.131
323,73.621,59.263,58.514,71.860,82.993,62.680,62.426,62.207,57.323,63.161,68.296,78.211,81.059,69.237,80.625,73.579,61.076,56.776,64.333,59.490,53.678,63.310,69.244,68.335
324,73.552,59.079,59.561,71.393,84.108,62.777,62.451,60.196,56.860,62.958,67.595,77.972,79.891,70.802,84.032,78.258,61.431,59.054,64.965,59.049,53.599,63.506,70.039,69.187
325,72.994,59.034,59.393,71.760,84.087,63.126,62.241,59.375,56.580,63.541,68.222,78.603,79.570,70.419,87.171,79.435,60.778,60.598,65.012,58.640,53.537,63.313,69.546,69.487
326,71.775,58.620,59.358,71.038,82.665,62.974,62.691,59.623,56.944,62.669,67.970,78.279,79.255,71.470,90.363,80.916,61.089,62.283,64.637,59.388,53.628,63.394,69.076,68.438
327,70.469,58.508,58.960,70.767,82.318,62.954,62.574,61.401,56.852,63.474,67.726,78.265,79.386,71.329,95.168,83.190,61.537,63.664,64.942,59.024,53.593,63.077,69.092,68.429
328,69.475,58.223,59.252,69.760,82.945,62.951,62.564,61.328,56.885,63.283,68.449,78.421,79.057,71.263,96.414,83.601,61.992,64.057,64.632,59.164,53.379,63.134,68.922,68.761
329,68.740,58.390,59.037,69.820,81.937,62.921,62.193,61.494,56.812,63.030,68.701,78.191,78.568,72.096,96.716,84.950,61.675,64.899,65.186,58.542,53.218,63.113,69.042,68.384
330,68.119,58.510,58.969,69.682,81.975,62.873,62.706,61.535,56.718,63.574,68.546,78.323,78.777,71.515,94.379,85.227,61.982,64.382,64.725,58.161,53.442,63.137,69.535,68.377
331,67.876,58.521,59.050,69.216,83.653,63.124,62.740,61.359,57.145,63.555,68.230,77.867,78.638,71.153,91.353,87.149,62.199,64.478,64.851,58.503,53.397,63.044,68.916,69.009
332,67.499,58.159,58.891,69.156,82.206,63.146,62.826,61.490,56.813,63.207,68.430,77.809,78.333,71.523,89.115,87.213,61.594,64.148,64.874,59.266,53.601,63.020,68.655,67.972
333,67.139,58.180,59.069,69.522,82.280,63.247,63.258,61.427,57.208,63.823,68.659,78.387,78.542,72.384,88.790,89.087,61.954,64.509,65.642,59.080,53.552,63.512,69.342,68.644
334,66.434,57.974,58.869,68.716,82.741,63.017,62.386,61.058,56.769,63.594,68.210,77.886,78.706,71.484,89.720,90.263,61.807,64.668,64.923,58.566,53.512,63.005,68.739,68.293
335,66.227,57.955,58.894,69.062,83.241,63.144,62.887,61.002,56.846,63.451,68.170,77.787,78.562,70.733,95.899,89.383,61.807,64.388,65.346,59.042,53.370,62.699,69.269,68.719
336,65.907,57.945,59.231,68.827,81.266,62.728,62.940,61.179,56.598,63.486,68.198,78.031,77.992,70.898,97.931,91.466,61.796,64.470,64.905,59.147,53.404,63.123,69.591,69.049
337,65.756,57.723,59.025,68.280,82.227,63.043,62.393,61.245,56.839,63.224,68.146,77.637,77.987,71.653,97.245,90.094,61.665,64.188,64.998,58.685,53.547,62.830,69.543,68.923
338,65.353,58.041,58.458,68.973,83.377,63.259,63.111,60.918,57.048,63.090,68.109,78.285,77.892,71.592,98.241,91.851,61.781,64.313,65.075,58.738,53.649,63.166,69.118,68.274
339,65.228,57.802,58.879,68.676,81.594,62.909,62.441,60.839,57.038,62.842,67.835,78.302,77.608,70.683,94.690,91.914,61.347,63.880,64.744,58.920,53.397,62.862,68.770,68.618
340,65.030,57.812,59.701,68.664,81.882,62.569,62.641,60.791,56.887,63.161,67.889,77.842,77.278,70.142,91.669,92.587,61.455,63.209,64.542,58.689,53.548,62.310,68.989,68.466
341,64.876,57.587,59.729,68.313,83.030,62.981,62.689,60.336,56.655,63.021,68.037,78.117,77.341,71.273,91.534,92.193,61.406,63.480,64.739,58.734,53.356,62.674,68.577,68.447
342,64.692,57.820,59.498,68.071,82.115,62.884,62.911,60.309,56.968,63.336,67.869,78.332,77.418,71.291,91.420,90.755,61.395,63.309,64.651,58.986,53.510,62.897,69.605,68.375
343,64.447,57.669,58.766,68.518,80.950,62.992,62.689,60.436,56.769,63.653,67.800,77.759,76.760,71.143,92.845,91.762,61.906,63.262,64.832,58.406,53.275,63.103,69.266,69.096
344,64.601,57.612,58.670,68.313,83.033,62.936,63.123,60.914,56.582,63.420,68.291,77.933,77.881,70.577,91.480,92.408,61.492,63.296,64.565,58.972,53.578,63.348,68.969,68.157
345,64.051,57.645,58.822,68.189,82.045,63.038,63.072,60.422,56.728,63.390,67.526,77.972,77.393,70.425,91.034,93.419,61.710,63.089,64.828,58.776,53.413,62.676,69.672,68.700
346,64.123,57.702,58.748,67.976,81.361,62.913,63.166,60.762,56.738,63.297,68.385,77.743,77.454,71.432,91.697,94.908,61.606,63.354,64.512,58.993,53.400,62.936,68.770,68.473
347,63.773,57.768,58.760,68.211,81.916,62.679,62.687,60.512,56.852,63.509,68.370,78.303,77.733,70.919,92.726,93.341,61.417,63.099,64.954,58.122,53.483,62.796,69.597,68.813
348,64.019,57.760,58.735,68.231,83.330,62.927,62.619,60.614,56.825,63.505,68.207,78.102,77.580,72.010,91.713,93.322,61.904,62.745,64.860,59.283,53.549,62.993,68.874,68.506
349,63.505,57.634,59.109,68.009,80.615,62.397,62.740,60.187,56.731,62.903,67.669,77.817,76.866,71.705,91.484,94.914,61.818,62.652,64.582,58.664,53.504,62.670,68.871,68.295
350,63.803,57.468,58.411,67.651,80.024,62.627,62.785,60.249,56.334,62.670,67.560,77.619,76.965,71.035,91.520,92.977,61.423,62.657,64.563,58.462,53.467,62.655,69.199,68.979
351,63.686,57.593,58.442,67.329,82.901,62.588,62.617,60.725,56.555,62.892,67.807,77.971,77.530,70.821,89.707,96.198,61.597,62.354,64.433,58.357,53.252,62.744,68.801,68.007
352,63.736,57.463,58.944,67.969,81.712,62.392,62.663,60.450,56.785,63.266,68.195,77.632,77.049,70.464,90.259,92.703,61.299,62.632,64.470,58.420,53.501,62.715,68.986,68.133
353,63.706,57.701,58.097,67.849,81.407,62.859,63.227,60.490,56.849,63.516,68.449,78.252,77.151,69.985,90.580,90.770,61.269,62.238,64.572,57.948,53.506,62.752,69.087,67.993
354,63.210,57.533,58.268,68.064,80.303,62.718,62.844,60.645,56.565,63.496,68.415,78.008,77.249,69.680,90.022,92.777,61.504,62.187,65.044,58.738,53.601,62.806,68.361,68.333
355,63.420,57.466,58.530,67.544,81.227,62.912,62.749,60.297,56.780,62.966,68.264,77.578,77.378,69.458,89.905,92.282,61.567,62.026,64.918,58.566,53.403,62.714,68.333,68.340
356,63.628,57.952,58.424,68.089,81.102,62.942,63.046,60.572,56.890,63.171,67.968,77.834,77.168,69.342,90.525,92.000,61.516,62.194,64.865,59.294,53.677,62.728,68.669,68.775
357,63.599,57.593,58.383,67.531,81.516,62.892,62.752,60.434,56.658,63.037,67.864,77.907,77.339,70.438,90.284,93.025,61.278,62.000,64.653,58.927,53.429,62.721,68.510,68.665
358,63.330,57.600,58.517,68.118,82.831,62.833,62.538,60.528,56.562,63.478,68.257,78.085,76.940,70.569,89.077,89.859,61.447,61.910,64.623,58.762,53.461,62.803,69.017,68.471
359,63.113,57.765,58.735,68.129,81.471,62.525,62.732,60.530,56.862,62.628,68.499,77.802,77.054,70.077,86.997,91.654,61.364,61.844,64.986,58.993,53.365,62.795,68.686,68.185
360,63.370,57.401,58.040,67.216,80.163,62.558,62.906,60.667,56.590,63.044,68.538,77.672,77.044,69.688,85.746,90.973,61.562,62.081,64.895,58.888,53.318,63.078,68.835,68.061
361,63.581,57.608,58.860,67.616,82.206,62.522,62.523,60.302,56.833,62.633,67.610,77.856,77.408,69.471,83.647,88.025,61.529,61.584,64.254,58.857,53.533,62.970,68.798,68.679
362,63.452,57.506,58.573,67.393,82.108,63.136,63.123,60.574,56.806,63.150,67.877,78.056,77.389,69.148,83.997,91.713,61.827,61.294,64.012,58.455,53.470,62.904,68.980,68.164
363,63.255,57.514,58.330,68.182,80.316,62.662,62.521,60.796,56.690,62.708,67.647,77.088,77.259,69.634,84.977,90.154,61.639,61.613,64.796,58.937,53.387,62.961,68.672,67.590
364,63.518,57.597,58.296,67.689,81.606,62.408,62.496,60.454,56.911,62.969,68.109,77.087,76.873,69.963,83.832,87.844,61.605,61.320,64.896,58.864,53.488,62.546,68.569,68.241
365,63.068,57.567,58.620,67.144,81.824,62.530,63.092,60.568,56.649,63.164,67.667,77.736,76.997,69.594,85.888,90.881,61.582,61.146,65.063,58.825,53.566,62.602,68.664,67.890
366,63.561,57.485,58.511,68.238,80.898,62.859,62.429,60.535,56.686,63.007,68.027,77.401,77.288,69.632,84.713,88.955,61.689,61.513,65.146,58.402,53.469,62.626,68.667,67.984
367,63.273,57.516,58.720,67.438,82.259,63.059,62.838,60.437,56.797,63.377,68.230,77.600,77.287,69.681,85.120,87.379,61.546,61.406,64.798,58.766,53.419,63.052,68.751,68.237
368,63.228,57.823,58.511,67.898,82.719,62.893,62.935,60.484,56.638,62.975,67.951,77.384,77.464,68.899,85.829,90.478,61.825,61.457,64.732,58.329,53.383,62.964,69.137,69.356
369,63.085,57.603,58.816,67.856,80.679,62.622,63.067,60.426,56.813,63.483,68.696,77.575,77.187,69.175,84.714,87.921,61.453,61.036,64.674,58.524,53.441,62.859,68.936,68.698
370,63.243,57.357,58.259,67.636,80.752,62.454,62.916,60.269,56.585,62.606,67.267,77.639,77.139,69.243,82.980,85.849,61.621,60.973,64.730,58.678,53.381,62.768,68.246,68.487
371,63.019,57.753,58.757,68.360,82.537,62.824,62.318,60.403,56.856,63.382,68.385,77.436,77.086,68.817,83.891,87.201,61.465,60.494,64.756,58.969,53.529,62.715,68.387,68.112
372,63.304,57.623,58.804,67.400,81.452,62.370,63.244,59.951,56.648,63.065,68.323,77.698,77.250,69.008,83.592,89.581,61.644,60.495,64.646,58.343,53.645,62.761,69.521,68.255
373,63.211,57.479,58.287,67.220,81.766,62.533,62.704,60.557,56.594,63.307,68.706,77.272,77.603,68.571,83.690,87.430,61.461,60.434,64.451,58.913,53.522,62.591,68.350,68.529
374,63.323,57.461,58.517,67.689,83.552,62.610,63.140,60.637,57.034,63.086,68.160,77.666,77.138,68.782,84.491,88.235,61.138,60.078,65.021,59.063,53.590,62.611,68.737,67.944
375,63.027,57.530,57.660,68.069,81.914,62.657,62.785,60.487,56.837,63.387,67.526,77.819,77.107,68.691,85.532,86.951,61.497,60.403,64.389,58.710,53.680,62.247,68.210,68.553
376,62.965,57.756,58.682,67.804,81.130,62.591,63.232,60.911,56.791,63.292,68.133,77.223,76.902,68.540,86.889,85.289,61.543,60.460,64.167,59.315,53.398,62.462,68.611,68.126
377,63.230,57.496,58.134,67.064,82.952,62.525,63.250,60.746,56.765,63.055,67.830,77.745,77.123,68.751,84.224,86.312,61.752,60.531,64.970,58.650,53.603,63.052,68.566,67.998
378,63.081,57.449,58.452,67.784,81.679,62.841,62.656,60.330,57.017,62.781,67.247,77.175,76.683,68.224,83.554,87.767,61.298,60.437,64.556,58.699,53.364,62.510,68.039,67.986
379,63.221,57.699,58.417,67.162,80.733,62.763,62.304,60.350,56.766,63.493,67.575,77.636,76.931,68.801,84.445,85.876,61.287,60.241,65.100,58.811,53.422,62.662,68.266,68.276
380,63.373,57.756,58.146,67.278,83.243,62.630,62.569,60.600,56.725,62.873,68.086,77.333,76.718,68.854,86.276,88.158,61.174,60.335,64.733,58.892,53.455,62.777,68.490,68.618
381,62.927,57.587,58.604,67.271,82.203,62.734,62.626,60.602,56.862,62.993,67.469,77.519,76.622,69.284,85.022,87.674,61.569,60.403,64.509,59.028,53.589,62.792,68.790,68.686
382,63.268,57.521,58.455,66.936,81.147,62.740,62.856,60.371,56.607,63.092,68.343,77.590,77.162,69.228,83.643,85.450,60.907,60.156,64.496,58.420,53.646,62.813,68.916,68.459
383,63.484,57.687,57.925,67.371,82.302,62.664,62.557,60.247,56.755,63.011,67.049,77.649,76.804,69.736,82.757,82.919,61.310,60.139,64.784,58.441,53.861,62.501,68.810,69.119
384,62.742,57.542,58.467,67.216,82.046,62.661,62.032,60.084,56.564,63.005,67.314,77.173,77.068,69.732,80.589,86.067,61.316,59.779,65.074,58.815,53.377,62.440,68.193,68.714
385,63.069,57.353,58.287,66.969,80.392,62.699,63.031,60.796,56.767,63.459,67.723,77.246,76.708,69.612,80.334,86.138,61.447,60.017,64.521,58.021,53.435,62.333,68.263,68.466
386,62.886,57.815,58.411,68.151,81.843,62.455,62.774,60.731,56.990,62.908,67.459,77.084,76.725,69.614,79.480,86.069,61.178,59.953,64.782,59.164,53.463,62.620,68.148,68.255
387,62.669,57.699,58.153,67.527,82.427,62.569,62.877,61.277,56.680,63.267,68.057,77.708,77.424,69.868,78.805,88.498,61.139,59.854,64.582,58.476,53.517,62.436,68.373,68.066
388,62.669,57.745,57.984,67.684,81.702,62.322,63.050,60.940,56.720,63.425,68.548,77.442,77.371,70.308,78.515,86.275,61.117,59.683,64.802,58.580,53.610,62.531,68.429,67.897
389,63.070,57.567,57.997,67.164,82.373,62.680,62.679,60.760,56.975,63.613,68.301,77.343,77.384,70.003,78.232,86.567,61.705,59.201,64.874,59.388,53.376,62.678,68.176,68.016
390,62.630,57.521,58.053,67.682,82.184,62.670,62.894,61.090,58.277,63.595,67.931,77.405,77.000,69.711,78.762,87.070,61.321,59.416,64.446,59.171,53.436,62.372,68.916,67.981
391,63.090,57.760,58.302,66.984,82.059,62.840,62.697,60.809,58.656,63.608,67.928,78.173,77.410,69.372,81.109,85.512,61.448,59.239,64.584,58.930,53.484,62.469,68.768,68.122
392,62.650,57.642,58.361,67.451,81.979,62.849,62.843,60.439,58.210,63.071,67.301,77.398,76.868,69.341,80.797,88.503,61.634,58.926,64.725,58.829,53.594,62.367,68.084,67.792
393,63.022,57.360,58.676,66.876,81.575,62.529,62.299,60.794,57.476,63.361,67.002,77.385,76.778,69.139,81.694,86.963,61.260,59.456,64.516,57.892,53.365,62.240,68.263,68.063
394,62.957,57.705,58.505,67.280,82.173,62.749,62.903,60.884,57.568,63.333,67.743,77.846,76.817,68.749,82.762,85.257,61.418,59.433,64.840,58.374,53.488,62.415,68.213,68.178
395,62.961,57.356,58.274,67.064,83.847,62.720,62.983,61.016,57.171,63.111,67.721,77.554,76.785,68.680,81.534,86.500,61.567,59.406,64.828,58.853,53.496,62.280,68.342,68.197
396,62.799,57.449,57.835,67.158,81.587,62.425,62.434,60.644,57.089,63.039,67.632,77.284,76.859,68.628,82.353,87.911,60.767,59.111,64.167,58.633,53.375,62.565,68.636,67.534
397,63.030,57.421,59.215,66.824,80.998,62.745,62.337,60.489,57.138,63.076,67.970,77.282,77.128,68.705,81.520,85.740,61.278,59.224,64.682,58.745,53.513,62.307,68.345,67.963
398,62.629,57.311,58.249,67.184,81.646,62.492,62.318,60.991,57.030,62.911,67.610,76.786,77.052,68.789,80.396,84.482,60.928,58.958,64.637,58.738,53.392,62.655,68.653,67.862
399,63.078,57.348,58.243,67.238,81.760,62.455,62.385,60.554,56.932,63.292,67.810,77.300,76.414,68.692,79.191,86.594,61.436,59.165,64.777,58.650,53.304,62.573,68.451,68.742
400,63.120,57.405,58.595,67.353,80.563,62.525,62.721,60.721,57.251,62.990,67.398,77.222,77.292,68.877,80.337,87.233,61.552,59.010,64.911,58.420,53.336,62.729,68.120,68.585
401,62.944,57.209,58.221,67.442,82.757,62.471,62.750,60.873,57.139,62.804,67.788,77.307,77.510,68.380,81.121,85.685,61.247,58.971,64.821,58.619,53.327,62.218,69.087,68.215
402,62.855,57.555,58.414,66.918,81.609,62.720,62.632,60.929,56.982,62.969,68.306,77.020,76.948,68.928,79.649,82.450,61.167,58.685,64.525,58.650,53.531,62.426,68.213,67.930
403,63.111,57.454,58.595,67.458,80.531,62.207,61.956,61.029,57.091,63.281,67.877,77.351,77.242,69.240,78.803,85.906,61.198,58.830,64.600,59.073,53.574,62.748,68.650,67.876
404,62.992,57.384,58.012,67.142,80.813,62.692,62.826,60.484,56.988,63.207,67.911,77.369,77.272,69.838,80.672,85.272,61.572,59.180,64.521,58.713,53.475,62.293,68.591,68.070
405,62.839,57.480,58.271,66.929,82.976,62.313,63.051,61.119,56.956,62.727,68.760,77.764,76.992,69.718,80.318,83.530,61.532,59.381,64.574,58.615,53.321,62.288,67.843,68.201
406,62.734,57.364,58.567,67.240,80.030,62.545,62.458,61.029,56.958,63.158,67.393,77.583,77.105,69.163,79.074,86.956,61.458,59.290,64.414,58.535,53.536,62.135,68.347,67.745
407,62.902,57.755,58.162,66.993,80.687,62.526,62.783,61.057,56.709,63.334,68.163,77.851,77.255,69.199,78.190,85.597,61.337,59.501,64.667,58.479,53.414,62.443,68.073,68.499
408,62.683,57.473,58.816,66.718,81.617,62.653,62.219,60.422,56.882,63.067,67.237,77.590,76.709,68.885,77.480,84.008,61.037,59.277,65.014,58.462,53.509,62.326,68.078,68.005
409,62.904,57.251,58.636,67.478,80.464,62.633,62.311,61.019,57.168,63.057,67.593,77.582,77.177,69.050,76.676,87.495,61.466,59.156,64.965,58.577,53.531,62.493,68.006,68.162
410,62.980,57.281,58.561,66.353,82.027,62.429,62.721,60.709,57.114,63.117,67.037,77.489,76.607,69.934,77.532,86.216,61.235,59.494,64.482,58.448,53.487,62.247,68.207,67.707
411,63.059,57.396,59.358,66.764,81.833,62.408,62.926,60.897,56.795,63.302,67.691,77.803,77.199,69.290,79.073,84.008,61.423,59.395,64.675,59.510,53.459,62.331,68.824,68.276
412,62.699,57.534,59.439,67.564,80.564,62.507,62.443,60.803,57.007,63.528,67.941,77.300,77.059,69.993,77.850,84.866,61.296,59.581,64.619,59.105,53.431,62.296,67.367,67.904
413,62.825,57.608,59.589,66.622,82.609,62.881,63.444,60.679,57.013,63.352,68.264,77.429,77.179,69.957,78.773,87.161,61.229,59.415,64.653,58.573,53.664,62.416,68.039,68.347
414,63.001,57.499,59.249,67.591,82.240,62.411,63.209,61.100,56.992,62.961,68.699,77.735,76.983,69.701,79.531,84.819,61.392,59.498,64.805,58.769,53.559,62.645,68.560,68.464
415,62.663,57.447,59.252,66.953,81.635,62.445,62.894,60.456,56.606,62.658,67.788,77.381,76.937,69.123,78.638,82.643,61.487,59.394,64.237,58.986,53.534,62.481,68.078,68.412
416,63.092,57.382,58.660,67.333,82.352,62.883,62.651,60.863,56.684,63.064,67.830,77.297,77.072,69.433,79.975,84.493,61.530,59.450,64.672,58.196,53.470,62.614,68.403,68.180
417,62.852,57.360,58.910,67.558,81.290,62.532,62.326,60.723,56.787,62.947,67.346,77.269,76.944,68.888,79.302,85.904,61.137,59.217,64.414,59.010,53.598,62.627,68.277,67.731
418,62.390,57.384,59.156,67.049,81.027,62.616,63.386,60.928,56.670,63.515,68.242,77.471,77.510,69.473,80.730,83.587,61.222,59.195,64.440,59.014,53.395,62.252,67.955,67.494
419,62.493,57.390,58.679,67.442,82.682,62.596,62.797,61.024,56.909,62.998,67.958,77.212,77.190,70.327,82.599,81.872,61.300,58.984,64.553,58.189,53.394,62.288,68.174,67.714
420,62.789,57.388,59.517,67.262,81.272,62.605,62.530,60.388,56.660,63.015,67.859,77.246,76.684,70.273,82.273,84.327,61.576,58.896,64.709,58.972,53.521,62.778,67.902,68.508
421,62.391,57.384,59.084,67.993,80.439,62.478,62.798,61.114,57.036,63.069,68.153,77.545,76.740,69.347,81.332,84.263,61.414,58.315,64.739,58.773,53.492,62.489,68.375,68.272
422,62.803,57.581,59.277,68.336,82.596,62.882,62.809,60.752,56.970,63.361,67.551,77.782,77.305,69.458,82.551,82.638,61.444,58.750,65.414,59.101,53.467,62.268,68.084,68.628
423,62.703,57.539,59.118,68.336,82.367,62.563,63.185,60.704,56.813,63.571,68.514,77.933,77.235,69.212,84.545,81.406,61.253,58.166,64.963,59.217,53.340,62.798,68.392,68.916
424,62.823,57.816,59.081,68.613,81.251,62.790,62.497,60.900,56.792,63.196,67.679,77.562,77.488,69.081,84.054,80.233,61.423,58.003,64.496,58.381,53.547,62.499,68.151,68.707
425,62.789,57.334,58.533,68.758,82.073,62.623,62.347,60.498,56.688,63.145,68.343,77.304,77.072,69.055,85.327,80.767,61.365,58.105,64.618,59.087,53.562,62.129,67.966,68.248
426,62.646,57.173,58.150,68.838,80.642,62.493,62.068,61.198,56.991,62.837,67.963,77.355,76.779,69.279,83.956,83.122,61.306,58.053,64.574,59.098,53.581,62.421,67.423,67.984
427,62.825,57.400,59.022,68.704,81.383,62.720,62.328,60.915,56.972,62.698,67.889,77.296,76.806,69.323,83.379,81.730,61.336,57.761,64.514,59.143,53.662,62.440,68.020,67.803
428,62.977,57.397,58.601,69.107,81.333,62.614,62.571,60.310,56.841,63.102,67.533,77.050,76.399,69.514,83.547,80.049,61.063,57.864,64.267,58.290,53.474,62.519,68.078,67.794
429,63.061,57.565,58.084,68.480,81.281,62.898,62.084,60.804,57.013,63.371,67.842,77.240,77.137,68.854,82.863,80.871,61.133,57.738,64.870,59.150,53.599,62.432,68.625,68.075
430,62.927,57.494,58.773,69.053,83.140,62.599,62.419,60.873,56.827,63.091,68.847,77.311,77.545,68.848,81.118,84.517,61.105,57.816,65.212,59.224,53.574,62.679,67.765,68.096
431,62.760,57.370,58.586,68.896,81.768,62.688,63.019,60.855,56.882,63.009,67.388,77.512,77.219,68.687,80.964,82.784,60.711,57.624,65.000,58.024,53.449,62.626,68.770,68.494
432,63.107,57.439,58.075,68.720,80.686,62.409,62.436,60.642,56.947,63.086,68.602,77.487,77.022,68.892,82.127,81.151,61.084,58.046,65.132,58.647,53.408,62.341,68.336,67.763
433,62.753,57.691,58.514,68.124,82.782,62.623,62.899,60.541,56.744,63.335,68.131,77.307,77.215,69.094,81.790,79.669,61.087,57.950,64.946,58.381,53.616,62.373,68.353,68.110
434,62.891,57.517,58.847,67.871,81.191,62.649,62.545,60.539,56.823,62.963,68.126,77.203,77.026,68.866,81.783,79.819,61.199,57.837,64.688,58.797,53.530,62.588,68.317,68.180
435,63.148,57.543,58.340,67.667,80.389,62.512,62.663,60.201,56.542,63.113,67.970,77.533,77.149,68.917,82.034,81.357,61.519,57.777,64.716,58.843,53.514,62.319,68.255,69.005
436,63.073,57.451,58.558,67.876,82.350,62.739,62.737,60.596,56.622,63.163,68.027,77.245,77.234,69.181,82.446,81.258,61.044,57.783,64.693,58.748,53.540,62.306,67.821,68.309
437,62.767,57.609,59.028,67.393,81.726,62.692,62.768,60.921,56.976,62.741,68.002,77.382,76.961,69.654,83.204,79.950,61.066,57.735,64.626,58.661,53.344,62.368,68.389,68.424
438,62.648,57.392,58.695,67.538,81.057,62.576,62.865,60.446,56.890,63.102,67.602,77.773,77.384,69.310,81.952,83.185,61.171,57.615,64.742,58.871,53.312,62.411,67.630,68.609
439,62.659,57.306,58.732,67.056,81.707,62.439,62.569,60.783,56.783,63.584,67.820,77.252,76.636,69.351,81.283,82.070,60.949,58.063,64.681,58.923,53.272,62.383,67.636,68.000
440,62.820,57.504,58.589,67.236,81.576,62.538,62.603,60.785,56.941,62.623,68.064,77.047,76.991,69.233,82.872,81.919,61.401,57.693,65.095,58.622,53.263,62.036,67.773,68.487
441,62.972,57.640,57.847,66.789,81.226,62.602,62.781,60.498,56.779,63.179,67.341,77.161,77.182,69.047,81.408,83.621,61.200,58.208,65.056,58.367,53.521,62.444,67.902,67.850
