 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30
11,65.012,84.828,75.053,77.430,73.957,80.593,85.356,72.757,101.760,89.283,82.232,131.262,109.191,84.142,110.920,85.429,84.534,97.224,79.673,87.455,77.932,70.959,70.000,75.717,67.345,72.205,67.765,94.460,63.272,72.058
12,65.264,84.593,74.664,77.559,74.925,80.144,84.911,72.124,101.347,88.589,82.592,130.181,108.445,83.973,112.216,84.523,83.977,98.176,80.681,86.908,78.411,71.360,71.277,75.367,67.062,72.315,67.339,94.401,63.588,70.896
13,65.079,85.321,74.869,77.463,74.261,80.175,85.056,72.168,102.305,88.537,82.430,130.964,108.447,84.126,112.280,85.606,84.216,97.464,80.014,87.980,77.821,71.066,71.029,75.116,67.288,72.277,67.717,94.261,63.300,71.149
14,64.984,85.070,74.632,77.609,74.202,79.910,84.711,72.505,102.059,88.547,82.052,131.049,108.662,83.786,112.509,84.986,83.543,98.091,79.897,87.198,77.867,71.132,71.839,75.363,67.107,72.278,67.538,94.911,63.258,71.159
15,65.017,85.028,74.735,77.592,74.012,80.106,84.366,72.972,102.496,88.503,82.522,131.219,108.824,84.009,111.350,85.369,83.423,97.974,79.828,87.617,78.152,71.203,70.131,75.104,67.240,72.604,67.407,94.332,63.286,70.660
16,65.081,84.471,74.681,77.416,74.484,80.188,84.378,72.719,102.770,88.972,82.727,130.660,107.696,84.042,112.334,85.349,82.898,97.856,80.006,86.778,78.521,71.558,71.168,75.212,67.103,72.569,67.846,95.075,63.110,71.152
17,64.969,85.269,75.001,77.596,73.919,79.782,84.624,72.915,101.494,88.952,82.109,130.796,108.479,84.192,111.913,84.764,83.349,97.139,80.109,87.164,77.916,70.843,70.934,75.230,67.297,72.792,67.188,94.831,63.298,71.472
18,65.346,84.667,74.522,77.430,73.699,80.005,85.021,72.243,102.047,89.734,82.505,131.415,108.647,84.632,112.162,85.485,82.653,98.757,81.172,87.246,78.034,71.376,70.912,74.821,67.070,72.220,67.353,94.975,63.323,71.168
19,64.978,85.140,74.696,77.468,74.236,79.954,84.663,72.838,101.025,88.587,82.290,130.309,109.213,85.263,114.036,84.880,82.534,99.582,82.996,88.038,78.084,71.051,70.102,74.980,67.430,72.583,68.419,94.787,63.917,70.926
20,65.214,85.255,75.162,77.628,74.298,80.307,84.786,72.565,101.289,89.261,82.405,131.377,109.101,84.385,110.763,84.693,83.574,98.312,80.949,87.309,78.433,71.086,69.723,75.444,66.915,72.232,68.106,95.374,64.304,71.887
21,65.257,85.257,75.056,77.404,74.189,80.153,84.846,72.004,101.915,89.074,81.935,130.538,109.156,84.506,112.769,84.920,82.531,98.650,80.562,87.683,78.190,71.711,70.197,75.301,67.148,72.475,67.731,95.277,63.949,70.867
22,65.180,85.000,74.851,77.575,73.829,79.666,84.601,72.122,100.841,88.669,82.220,130.117,108.692,84.108,112.594,84.961,82.960,98.507,80.479,87.792,77.289,70.695,70.569,75.411,67.255,71.992,67.380,94.316,63.917,70.803
23,65.146,84.325,75.054,77.403,74.239,80.115,84.557,72.431,102.095,90.033,82.687,130.360,109.124,84.512,112.517,84.741,83.705,98.393,80.568,87.866,78.373,71.680,69.876,75.073,67.106,72.488,68.473,94.092,63.702,71.414
24,65.236,85.012,74.901,77.250,73.814,80.210,85.592,72.684,102.140,88.181,82.484,130.766,108.592,86.412,113.010,84.705,85.526,98.696,80.683,92.259,81.992,71.447,71.109,74.153,67.206,72.904,76.387,96.526,66.187,72.233
25,65.362,85.100,74.873,77.299,74.584,80.148,85.291,73.354,101.577,90.383,82.153,131.566,108.924,85.189,111.907,86.085,86.227,99.279,80.750,94.794,80.738,71.030,70.606,75.485,66.976,73.488,78.337,96.180,66.971,72.184
26,64.898,85.042,74.961,77.363,73.752,79.699,84.998,73.670,101.816,88.829,82.469,129.496,108.828,85.076,113.344,85.605,84.634,98.378,80.105,92.250,79.939,71.655,70.730,74.493,66.972,74.150,75.905,96.646,67.205,71.689
27,65.160,84.914,74.831,77.635,74.217,79.921,85.574,74.130,103.032,90.161,82.175,132.291,108.694,84.828,112.766,85.481,85.364,98.155,80.109,90.780,78.665,71.898,70.036,75.507,66.831,74.938,73.462,95.269,66.828,71.265
28,65.253,85.321,75.032,78.210,74.581,80.519,84.509,75.058,104.914,90.013,82.383,132.238,108.027,85.350,114.195,85.423,84.986,97.912,80.481,89.242,78.544,71.310,70.139,75.711,66.823,76.342,70.851,95.690,66.567,73.052
29,65.104,85.226,75.035,77.918,72.966,80.304,85.426,75.942,103.465,90.806,82.210,131.419,108.512,85.280,113.864,86.181,85.918,97.115,80.426,88.928,78.076,72.249,70.051,75.580,67.118,77.316,69.480,95.023,66.330,71.463
30,65.118,85.509,75.100,77.841,74.370,80.338,85.254,76.151,102.611,89.360,82.009,130.838,108.171,84.091,111.825,85.593,87.543,97.742,79.624,88.100,79.384,71.538,70.438,75.100,66.982,78.874,69.412,95.493,66.413,72.019
31,64.964,85.611,75.420,77.633,73.773,79.716,84.636,77.209,102.354,90.381,82.265,130.026,107.976,85.618,112.445,84.927,86.267,98.019,79.950,96.806,82.939,72.589,70.686,75.065,66.836,80.356,78.697,100.163,68.901,73.583
32,65.139,84.154,75.033,77.689,74.280,80.414,85.663,77.870,102.264,89.779,82.370,131.147,108.169,84.620,114.211,85.452,85.446,98.412,80.527,102.283,82.882,72.112,71.131,75.267,67.096,80.733,81.645,102.225,69.437,74.479
33,65.342,85.238,75.316,77.617,73.311,80.032,85.079,78.126,102.113,90.247,82.148,130.155,108.268,84.418,113.416,85.443,84.778,98.111,80.434,106.802,81.867,71.939,70.474,74.927,66.999,80.831,81.894,102.255,68.852,75.369
34,65.256,84.838,74.760,77.484,73.910,80.088,85.863,78.486,101.939,89.816,81.947,130.126,108.273,85.799,112.470,85.563,84.324,98.088,80.739,109.449,82.110,71.142,70.635,74.662,67.005,81.871,83.749,103.768,69.252,76.301
35,65.216,85.180,75.233,77.274,73.714,80.181,85.528,78.171,101.832,90.224,82.239,131.211,108.365,85.597,111.329,84.688,83.423,97.982,80.158,110.649,81.559,70.959,70.474,75.084,67.118,81.938,83.871,103.427,69.785,78.036
36,65.154,85.124,75.016,77.302,72.590,79.842,85.314,78.435,101.915,90.216,81.943,130.660,108.472,85.737,111.491,84.894,87.509,98.173,80.218,104.529,80.913,70.797,70.628,75.224,67.092,81.901,83.084,102.275,69.768,76.631
37,65.053,85.269,75.216,77.211,74.314,79.551,85.441,78.642,102.157,90.048,81.917,130.417,109.205,84.597,113.745,85.299,88.426,98.365,80.521,100.182,79.726,71.320,70.942,75.338,67.155,81.429,79.165,100.717,69.150,74.686
38,65.251,85.391,74.907,77.571,74.208,79.817,86.012,78.597,101.948,90.983,81.816,131.734,108.654,84.240,112.982,84.997,85.827,97.696,81.034,96.878,78.734,70.365,71.343,75.295,67.096,81.804,78.880,99.211,68.216,73.382
39,64.996,85.010,75.159,77.192,73.941,79.816,85.397,77.787,101.022,89.533,81.962,132.319,108.281,84.689,113.172,85.091,86.594,97.927,81.196,93.800,80.034,70.919,70.292,75.041,66.960,80.902,77.808,98.180,67.601,72.961
40,65.205,84.806,75.145,77.634,73.969,79.749,85.430,78.510,101.985,90.144,82.120,131.406,109.013,84.481,112.990,84.576,84.247,98.317,80.651,93.329,79.110,71.137,70.818,74.440,66.970,80.810,76.552,97.961,67.319,72.579
41,65.045,84.822,75.307,77.269,74.037,80.198,85.686,78.096,101.956,88.931,82.008,131.353,108.273,83.792,112.059,84.079,85.224,97.986,80.578,91.705,78.711,71.168,70.416,74.289,66.983,80.644,74.086,98.613,66.584,72.424
42,65.281,84.996,75.236,77.013,74.438,80.335,85.757,77.902,101.186,90.187,81.973,130.894,108.496,84.371,112.553,85.193,84.830,98.302,80.174,91.271,78.992,71.421,71.080,74.517,67.025,79.862,71.824,97.584,66.285,72.311
43,65.300,85.517,75.235,77.684,74.668,80.187,86.156,77.488,102.051,90.803,82.358,130.772,108.313,84.972,111.406,86.344,88.739,97.868,80.176,89.922,77.779,70.919,70.781,75.937,67.136,79.939,70.027,96.842,66.469,71.369
44,65.120,84.990,75.196,77.753,73.500,80.249,85.786,76.748,101.986,90.296,82.433,130.640,107.874,84.942,113.131,85.136,88.219,98.250,80.935,90.178,78.510,70.421,71.321,75.456,66.836,78.700,68.887,97.152,65.821,71.214
45,65.053,85.126,75.326,77.431,73.329,80.233,85.416,76.693,102.020,90.488,81.995,131.226,108.467,84.416,111.548,85.258,86.685,97.702,79.675,89.335,78.350,71.173,70.394,75.110,66.795,77.910,68.450,96.992,65.279,71.621
46,65.048,84.693,75.113,77.808,74.084,80.562,85.609,76.288,100.873,89.520,81.991,130.174,108.546,83.564,113.820,85.566,85.514,97.933,79.648,88.854,78.506,70.863,70.584,74.984,67.146,77.012,68.792,97.070,64.953,71.586
47,65.154,84.611,74.680,77.396,74.280,79.904,85.312,75.996,101.900,89.640,81.830,131.200,108.335,84.247,113.226,85.012,84.580,97.055,80.063,89.218,77.924,71.442,70.584,75.102,67.003,76.887,68.186,97.053,64.532,71.576
48,65.392,84.824,75.047,77.717,73.553,80.073,85.432,76.090,101.129,90.206,81.822,133.877,108.272,84.019,112.213,84.611,85.014,97.442,79.956,89.345,78.065,70.604,69.920,75.424,67.297,77.235,68.045,96.574,64.687,71.408
49,65.153,84.655,75.297,77.865,73.587,79.872,85.655,75.580,101.558,89.559,81.804,132.789,108.309,83.772,111.638,85.420,84.759,97.727,80.947,88.621,77.776,70.802,71.073,75.595,66.942,77.098,68.477,96.095,64.577,71.518
50,65.050,84.661,75.223,77.623,73.907,80.034,85.208,75.544,100.981,90.681,82.114,131.591,108.741,84.105,112.707,85.417,84.852,98.474,80.523,87.904,78.144,71.396,71.146,74.682,67.017,76.155,67.498,96.784,63.958,70.563
51,65.086,85.240,74.922,77.676,74.432,79.626,85.154,75.420,101.496,88.763,81.849,131.155,108.340,84.484,112.697,85.951,84.136,96.846,79.804,88.579,77.567,71.330,69.964,74.568,67.106,75.494,68.466,96.629,64.132,70.825
52,65.140,84.293,74.662,77.870,73.938,79.544,85.264,74.825,101.582,89.602,81.930,132.049,108.287,83.919,112.892,84.992,85.122,97.136,79.972,87.547,77.928,70.746,70.241,75.582,66.980,75.248,68.767,96.191,64.307,71.547
53,65.220,84.050,74.917,77.201,73.525,79.857,84.890,73.644,100.953,89.172,82.239,131.815,107.242,83.599,112.761,84.664,88.662,97.073,80.273,88.150,77.605,70.964,69.942,74.684,67.246,74.166,68.206,96.263,64.322,71.392
54,65.201,85.012,75.159,77.129,73.950,79.975,85.202,74.043,101.890,88.614,81.927,131.228,108.535,84.180,113.411,84.151,87.438,96.790,80.246,89.028,77.958,70.599,70.708,74.646,66.780,74.030,68.335,96.615,63.937,71.508
55,65.120,84.435,74.972,77.448,74.491,79.901,85.395,73.721,101.428,90.222,81.764,130.734,108.181,83.287,111.910,84.543,86.026,97.299,80.093,88.146,77.913,71.173,71.993,74.986,66.920,73.810,67.455,95.559,63.641,71.330
56,65.114,84.453,74.860,77.479,74.217,79.978,85.489,73.861,100.838,88.950,81.966,130.313,107.713,83.647,112.262,84.278,85.756,97.217,79.974,88.122,76.989,71.706,70.672,74.823,66.744,73.807,67.041,96.335,63.717,70.379
57,65.054,84.381,74.966,77.347,72.938,79.831,85.312,72.588,101.333,89.627,81.901,130.923,107.677,83.871,112.509,84.301,85.031,97.630,80.143,88.072,77.639,71.655,70.642,74.695,66.946,73.444,67.701,95.894,63.398,71.207
58,65.200,84.671,74.474,77.776,74.034,80.127,85.539,72.631,101.655,88.933,82.153,130.162,107.779,83.924,113.524,84.648,84.531,96.944,80.743,87.715,77.966,70.934,70.197,74.949,66.753,73.666,67.581,95.786,63.789,71.929
59,64.911,84.820,74.750,77.446,73.876,80.149,84.985,72.793,102.220,89.278,82.031,129.915,107.985,83.569,112.344,84.656,84.239,97.674,81.154,88.305,77.392,70.599,69.774,74.998,66.780,73.304,67.115,94.288,63.690,71.097
60,65.111,85.267,74.592,78.017,73.950,79.538,84.746,73.200,101.755,89.490,81.760,130.083,107.088,83.635,112.049,84.698,83.534,98.334,80.586,87.553,78.202,70.685,70.606,74.253,66.907,73.104,67.256,95.235,63.890,71.547
61,65.293,84.719,74.896,77.482,73.950,79.499,85.528,72.772,101.061,88.181,81.946,130.236,107.913,84.249,113.067,84.870,83.605,97.548,80.222,87.399,78.213,72.132,71.321,75.037,66.852,72.792,67.353,95.117,63.532,70.492
62,64.972,84.972,75.045,77.063,74.003,79.641,85.326,72.399,101.496,89.102,82.018,130.181,107.968,84.000,112.005,84.244,83.656,96.857,80.467,88.072,77.468,70.888,69.745,74.253,66.909,73.121,67.523,95.349,63.392,71.016
63,65.043,85.004,75.226,76.981,73.767,79.728,85.676,73.380,101.983,88.520,82.031,130.343,108.469,84.000,112.468,85.438,84.528,97.143,79.846,87.459,78.232,71.325,70.723,74.312,66.972,72.542,67.559,94.901,63.541,71.550
64,65.077,84.846,75.299,77.207,73.186,79.900,85.000,72.657,101.531,90.318,81.829,131.026,107.417,83.464,112.869,84.491,84.151,97.181,80.404,88.385,78.316,71.411,70.365,74.411,66.949,72.830,67.174,95.495,63.228,71.375
65,65.062,85.489,74.681,77.159,74.183,79.851,85.054,72.806,101.374,87.975,82.049,130.762,107.612,83.665,112.339,84.806,84.097,97.218,80.091,87.393,77.871,72.096,70.715,74.236,66.794,72.777,67.369,94.778,63.003,71.398
66,65.167,84.758,74.893,77.681,72.913,79.803,85.066,72.397,100.651,89.089,81.929,130.091,107.587,83.067,111.121,84.804,83.105,97.753,80.358,87.551,77.882,71.995,69.686,74.312,66.851,72.676,67.473,95.473,63.104,71.612
67,65.228,84.589,74.868,77.242,73.655,80.080,84.829,72.256,101.371,88.764,81.613,129.217,107.247,83.256,113.260,84.397,83.747,97.486,80.174,87.699,77.395,71.558,69.971,74.811,66.975,72.855,66.986,94.736,63.212,71.227
68,65.300,85.311,74.710,77.139,73.696,79.503,84.963,72.215,101.821,87.528,81.847,131.064,107.183,83.804,111.386,84.333,82.960,97.029,80.651,87.503,77.863,70.964,71.117,74.295,66.818,72.634,67.430,94.734,63.153,70.767
69,64.922,84.762,74.794,77.244,74.149,80.031,84.353,73.034,101.651,88.759,82.150,130.202,108.194,83.918,111.751,84.833,83.582,96.946,79.935,87.363,77.114,70.411,69.474,75.228,66.715,72.786,67.308,95.000,63.178,70.893
70,65.114,84.287,74.860,77.161,73.988,80.222,84.988,72.021,101.032,88.204,82.127,130.202,108.094,83.491,112.414,84.892,82.631,97.407,79.859,87.259,77.593,71.107,69.898,73.878,67.019,72.462,67.016,95.074,62.977,71.236
71,65.091,84.723,75.150,77.222,73.516,79.464,84.973,72.614,102.670,88.127,81.757,130.421,108.060,83.519,111.918,84.298,83.295,96.929,80.119,87.613,79.042,70.670,70.117,74.644,67.008,72.733,67.414,94.664,63.440,71.032
72,65.183,84.657,74.668,77.252,74.000,79.951,84.486,72.456,101.574,88.761,81.691,130.623,107.973,83.732,111.339,85.562,83.273,96.821,80.200,87.762,77.871,71.411,69.635,74.509,66.854,72.123,67.509,94.357,63.287,70.744
73,65.125,84.609,74.652,77.533,74.270,80.026,84.661,72.840,101.738,87.737,81.787,129.798,108.353,84.207,111.825,84.656,82.625,97.073,79.840,87.114,77.574,71.173,71.102,74.483,66.721,72.557,68.005,94.998,63.060,70.602
74,64.923,84.599,74.678,77.110,74.012,79.329,84.981,72.335,101.457,89.015,81.651,130.745,107.240,84.111,112.049,84.269,82.929,97.174,79.780,87.539,78.129,71.589,71.445,74.568,66.562,72.602,67.387,95.764,63.027,70.984
75,65.340,84.808,74.669,77.334,74.019,80.047,85.204,72.136,100.832,87.983,81.721,128.928,106.800,83.985,111.262,84.472,82.460,97.147,79.671,86.814,77.597,71.396,69.599,74.238,66.786,72.611,67.633,95.002,63.109,70.981
76,65.047,84.058,74.763,77.090,74.724,79.840,84.994,72.591,101.800,89.470,81.682,129.840,107.397,83.801,112.375,84.326,83.506,96.795,79.164,87.447,78.228,71.036,69.708,74.479,66.845,72.197,67.590,94.308,63.192,70.725
77,65.087,84.774,74.864,76.572,73.519,79.819,85.335,72.015,101.127,88.107,81.971,129.630,107.613,83.606,111.961,84.287,82.656,96.435,79.945,87.727,77.692,70.868,70.022,74.477,66.897,72.309,67.034,94.808,62.945,71.259
78,64.991,85.102,74.250,77.298,74.370,79.577,84.393,72.360,100.787,87.758,81.600,130.157,107.876,83.801,110.630,84.145,82.705,97.100,80.335,86.505,78.631,70.959,70.752,74.373,67.190,72.556,67.285,95.005,62.967,70.900
79,65.188,84.806,74.723,77.737,74.096,79.868,85.027,72.642,100.956,88.575,81.838,129.987,107.846,83.608,112.362,84.429,83.543,97.181,80.398,87.218,78.103,70.614,70.496,74.713,66.860,72.309,67.079,94.800,63.078,70.851
80,65.071,84.385,74.404,76.970,73.478,79.811,85.066,72.503,100.895,87.196,81.663,129.102,107.069,83.105,112.676,84.824,83.105,97.254,79.747,86.854,78.061,70.919,71.095,74.128,67.126,72.534,67.111,94.704,63.153,70.748
81,64.911,84.812,74.520,77.368,73.425,79.433,84.852,72.429,101.223,87.291,81.924,130.032,107.763,83.738,111.959,84.628,83.196,97.393,79.842,87.090,77.061,71.030,70.737,74.556,66.824,72.339,67.326,94.646,62.915,70.612
82,65.226,84.717,74.503,77.500,73.565,79.637,84.763,72.384,101.105,88.023,81.470,129.506,107.278,83.510,113.108,84.343,82.991,97.282,80.408,87.257,77.293,70.376,70.095,74.466,66.784,72.492,66.876,94.624,62.869,71.133
83,65.182,84.485,74.739,77.002,74.158,79.581,84.721,71.945,101.139,87.517,81.720,129.868,107.465,83.413,112.033,84.929,82.974,96.374,79.717,86.824,77.361,71.360,70.737,74.644,66.821,72.532,67.738,93.901,62.947,71.427
84,65.082,84.010,74.540,77.105,73.342,80.160,85.489,72.313,100.758,87.659,81.528,130.066,108.126,83.849,110.121,84.764,83.307,96.773,79.566,87.142,77.985,70.472,70.372,74.550,67.250,72.517,67.676,94.069,63.112,70.595
85,65.154,84.569,74.487,76.821,74.109,79.572,84.277,72.537,101.343,87.488,81.558,129.060,106.951,83.952,112.352,84.258,83.392,97.551,80.075,87.539,77.966,71.137,70.693,74.745,67.109,72.185,67.124,93.908,63.223,71.097
86,65.089,85.162,74.727,77.468,73.537,79.886,84.952,72.303,105.372,90.117,82.001,129.821,107.367,83.765,112.571,84.160,84.304,97.060,80.242,87.677,77.521,71.091,69.146,75.562,66.809,71.978,67.233,94.318,63.107,71.773
87,65.202,84.944,74.720,79.404,74.984,80.364,85.100,72.394,114.074,92.543,82.149,131.345,108.827,85.882,112.172,84.707,83.784,98.370,81.057,87.174,78.513,71.548,70.526,74.251,66.776,72.447,67.873,94.512,63.194,71.709
88,65.247,84.667,74.867,78.751,75.168,80.202,85.133,72.273,110.438,90.898,82.170,130.238,108.396,84.765,112.781,84.633,86.312,97.758,81.812,87.693,77.924,71.462,71.380,75.122,66.900,72.246,67.140,93.908,63.075,71.479
89,65.143,84.918,74.868,78.074,74.379,79.675,84.713,72.527,106.340,89.661,81.812,131.562,107.764,84.025,111.414,84.826,84.443,97.460,80.576,87.467,77.624,71.203,71.927,75.244,66.975,72.729,67.421,93.845,63.093,71.133
90,64.924,84.487,74.721,78.336,74.509,79.465,85.050,72.301,104.164,89.921,81.794,130.202,107.735,83.946,111.239,84.747,84.509,97.173,79.933,87.242,78.224,71.025,70.438,75.857,66.838,72.231,67.208,94.111,63.026,70.595
91,64.936,84.721,75.023,77.976,74.124,79.874,85.148,71.968,103.157,88.686,81.853,130.745,108.023,83.924,110.931,84.673,84.580,98.218,79.931,87.447,77.966,70.944,71.657,75.206,67.012,72.533,66.937,94.185,63.196,71.100
92,65.110,84.335,74.840,77.706,73.578,79.625,84.705,72.507,102.311,89.993,81.614,130.868,107.983,84.123,111.555,84.625,83.389,97.870,79.818,87.413,77.776,71.147,71.613,75.409,66.709,72.214,67.190,93.674,62.986,70.816
93,65.224,84.756,74.344,77.682,73.472,79.653,85.033,71.885,102.240,89.303,82.173,130.666,107.424,83.699,111.434,85.509,83.696,97.448,80.543,87.287,77.711,71.690,70.949,74.585,66.755,71.961,67.661,93.834,62.910,71.197
94,65.118,84.521,74.600,77.558,73.435,79.905,84.734,71.861,101.890,87.844,81.625,130.368,107.977,83.885,110.396,84.716,82.909,97.306,80.073,87.397,77.654,71.071,70.599,74.405,66.738,72.572,67.394,93.972,62.977,71.456
95,65.104,84.204,75.000,77.279,73.435,79.879,84.547,71.985,102.135,88.885,82.088,130.285,108.283,84.328,111.509,83.844,82.503,96.815,79.287,87.301,78.049,71.371,70.146,74.896,67.007,72.189,66.774,93.556,63.085,71.172
96,65.113,84.824,74.552,77.169,74.043,79.863,85.116,72.051,101.212,88.074,81.561,130.228,107.918,84.045,110.141,85.744,83.176,96.918,80.111,87.511,77.962,71.431,69.307,74.637,66.660,72.656,67.186,94.097,62.956,70.712
97,65.112,84.615,75.203,77.264,73.935,79.277,85.027,72.226,101.413,88.490,81.339,130.968,108.456,84.058,109.517,84.880,82.509,96.935,79.523,87.349,78.388,71.904,70.861,75.267,66.895,71.965,67.328,94.366,62.816,71.369
98,65.222,84.297,74.933,79.061,73.947,79.999,85.125,72.079,101.423,90.426,81.793,130.906,107.867,84.741,110.784,85.009,82.435,96.989,79.650,87.427,78.236,71.650,70.891,76.114,67.006,72.088,67.489,93.656,63.268,71.146
99,65.096,84.295,74.220,78.961,74.587,79.861,85.254,72.544,101.462,89.724,82.017,130.153,107.801,84.202,109.982,85.605,83.631,97.268,79.834,86.862,78.091,72.162,70.781,75.444,66.947,72.477,67.324,94.055,62.999,71.560
100,65.316,83.745,74.311,78.639,73.770,80.567,85.407,72.341,101.641,90.237,81.650,129.911,107.836,84.022,110.049,85.272,82.955,97.056,80.057,86.389,78.304,71.386,70.847,75.625,66.660,72.502,67.333,94.014,63.067,70.812
101,64.938,84.715,74.547,82.884,75.084,80.743,85.017,72.087,101.012,93.983,81.954,131.547,109.181,85.645,109.260,86.279,84.426,97.129,80.343,87.174,77.586,74.396,73.146,75.937,66.942,72.165,67.081,93.800,62.952,72.453
102,64.998,84.210,74.752,84.753,75.804,80.535,85.601,72.855,101.355,94.987,81.969,131.868,108.709,85.567,111.370,85.644,83.952,96.901,80.263,86.978,78.148,73.406,73.307,75.454,66.970,72.051,67.498,93.818,62.783,72.508
103,64.941,84.557,74.563,82.852,75.382,80.571,84.900,72.991,100.968,93.485,81.487,131.047,108.750,84.439,110.545,85.477,83.696,96.966,80.149,86.641,78.331,73.183,73.131,75.623,67.103,72.201,66.869,94.282,63.011,71.974
104,65.133,83.902,74.942,81.149,74.301,80.207,85.301,72.471,101.296,94.271,81.664,130.806,108.812,84.006,109.653,85.042,83.398,96.835,79.307,87.900,77.106,73.355,73.139,75.853,66.658,72.004,67.219,93.878,63.037,71.547
105,65.271,84.070,74.675,80.329,74.752,79.518,85.408,72.667,101.562,91.033,81.854,130.628,107.528,83.813,109.383,85.914,84.188,96.113,80.194,87.888,78.236,73.041,71.927,75.318,66.888,71.920,67.235,94.207,62.947,70.777
106,65.068,83.745,74.628,79.488,74.056,79.676,85.231,72.893,100.723,91.099,81.256,130.221,108.214,84.266,108.985,84.966,83.074,98.030,81.891,86.774,77.935,72.640,71.358,75.489,66.800,71.879,67.018,94.138,62.962,70.495
107,65.160,84.028,74.899,79.865,73.851,80.445,84.628,72.627,101.431,91.500,82.020,131.355,108.190,83.984,109.468,85.514,83.134,98.727,83.834,87.204,77.468,72.635,72.168,75.896,66.824,71.774,67.095,93.186,62.694,71.599
108,65.100,84.068,74.875,79.674,74.590,79.944,84.983,72.913,100.333,91.856,81.721,129.991,107.974,83.811,109.617,85.315,83.702,97.717,81.461,87.633,77.540,71.898,71.241,75.016,66.877,71.996,67.398,93.404,63.048,71.761
109,64.987,84.299,74.419,79.165,73.932,79.585,84.665,72.045,100.426,91.264,81.438,129.236,108.349,84.117,108.483,84.995,82.952,97.560,80.673,87.150,77.624,71.761,71.635,75.711,67.054,72.271,66.916,93.978,62.900,70.964
110,65.073,84.136,74.662,78.497,73.776,79.233,84.732,72.640,100.212,89.311,81.531,129.687,107.987,83.702,108.586,84.369,82.918,97.081,79.768,87.018,78.160,71.746,70.861,75.175,66.851,72.282,67.249,93.875,62.772,71.430
111,65.126,84.020,75.086,78.227,74.161,79.588,84.788,72.759,100.014,91.142,81.238,129.460,107.494,83.620,108.175,84.335,82.824,96.843,79.750,86.944,77.053,71.513,70.905,75.208,66.778,72.054,67.154,93.684,62.701,71.709
112,65.047,83.904,74.869,78.116,73.683,79.565,85.168,72.303,100.878,89.149,81.584,129.726,107.968,84.166,108.111,84.787,82.705,97.430,80.158,86.856,77.791,71.954,70.993,74.709,66.864,72.164,66.882,93.308,63.065,71.217
