 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30
1,72.256,109.723,97.001,87.895,85.019,84.802,95.468,96.878,113.562,94.967,89.275,126.977,106.522,85.226,112.504,89.511,87.835,97.688,83.307,87.918,92.498,77.249,76.956,79.971,71.358,97.674,69.520,90.316,64.465,78.667
2,72.957,106.689,97.158,89.597,86.938,86.970,95.761,96.409,111.751,96.669,90.530,129.643,111.581,88.043,116.586,90.829,89.827,100.401,83.947,90.423,94.578,80.162,80.387,81.982,72.386,97.923,70.000,90.845,64.691,78.887
3,72.356,101.351,94.879,88.945,86.581,87.055,94.229,94.341,111.450,96.768,90.468,129.581,110.019,87.966,117.972,90.843,89.807,99.898,83.851,89.762,95.274,79.665,79.577,81.234,72.987,94.833,70.507,90.720,64.662,79.434
4,71.722,96.637,93.522,88.831,85.320,86.824,93.838,92.448,110.983,96.901,90.405,130.143,109.419,88.162,117.021,90.721,88.938,99.702,84.590,90.267,94.924,79.274,78.759,81.385,72.876,92.874,70.330,90.948,64.977,79.282
5,71.455,95.122,92.107,88.474,85.534,86.520,93.281,91.294,110.044,97.405,90.511,129.328,109.036,87.572,117.900,90.471,88.997,99.630,84.032,90.427,94.114,79.975,78.730,80.876,72.722,91.557,70.122,91.423,65.019,79.233
6,70.981,93.463,91.181,87.980,85.966,87.077,91.975,90.563,108.624,97.120,90.578,129.111,108.940,87.754,118.681,90.631,88.790,99.481,84.046,89.631,93.852,79.168,77.956,81.424,72.728,90.105,69.930,90.931,64.944,79.104
7,70.858,92.052,90.707,87.704,85.795,86.602,91.692,88.680,108.978,96.458,90.290,128.406,109.115,87.784,117.126,89.722,89.605,98.882,83.202,89.768,94.091,78.584,78.737,81.246,72.627,88.445,70.629,90.998,64.915,79.340
8,70.725,91.473,89.352,87.438,85.276,86.567,91.886,88.235,107.531,96.754,90.184,128.479,108.881,87.859,116.853,91.199,91.148,98.889,84.511,89.034,93.468,78.563,77.080,80.658,73.065,87.848,70.511,90.930,64.862,78.997
9,70.477,90.914,89.109,87.017,84.627,86.137,91.033,87.013,107.486,97.080,89.995,128.891,108.894,87.392,118.111,90.187,89.466,99.093,84.149,89.824,93.331,78.629,77.766,80.713,72.902,86.608,70.658,91.044,64.895,79.531
10,70.575,89.743,88.759,86.786,85.050,86.314,91.285,86.915,106.883,96.744,90.032,128.960,108.505,87.467,117.866,90.025,89.148,99.481,84.253,89.613,94.452,79.325,78.708,80.898,72.705,85.926,70.346,91.218,64.608,79.650
11,70.290,89.375,88.316,86.900,83.537,86.429,92.098,85.623,107.162,96.903,90.232,128.053,108.524,87.585,117.147,90.170,88.920,98.977,83.493,89.579,93.624,78.985,78.139,80.440,72.674,85.411,70.464,91.294,64.764,79.524
12,70.250,89.399,87.978,86.615,84.171,86.107,90.613,85.179,107.386,96.488,89.777,128.628,108.431,87.115,116.946,90.735,87.986,98.889,83.380,89.449,94.118,79.305,77.861,81.644,72.628,84.807,69.887,90.721,65.068,79.731
13,70.249,88.864,87.742,87.411,84.373,86.556,90.432,85.284,116.976,97.523,90.294,128.655,108.950,88.642,115.753,91.133,88.506,99.246,85.392,89.541,94.133,79.513,80.095,81.597,72.503,84.317,70.717,90.890,64.929,79.259
14,71.833,111.667,90.815,101.519,91.649,89.569,90.534,88.043,157.846,115.448,101.790,138.132,148.621,97.169,120.589,93.560,92.528,101.611,88.077,89.964,95.529,84.320,83.715,101.308,72.902,87.825,70.281,91.034,64.764,80.738
15,81.236,183.166,110.416,115.447,100.124,91.032,128.759,104.525,166.085,124.560,107.502,140.932,181.849,103.493,126.586,94.582,94.889,102.272,89.766,89.569,97.555,90.284,88.920,115.324,73.045,106.600,70.443,91.227,64.632,82.078
16,86.089,199.898,121.491,120.624,101.553,93.301,161.418,115.738,155.181,122.662,104.090,141.619,165.894,101.503,125.249,94.721,95.676,102.761,92.350,89.858,97.179,93.299,92.175,107.491,72.791,118.835,70.586,91.161,64.565,82.563
17,84.946,199.319,120.356,124.450,104.919,93.378,143.963,114.789,174.469,123.059,101.447,143.600,149.705,101.859,124.717,93.552,93.645,104.949,95.741,89.253,96.886,95.178,95.102,101.326,72.807,117.806,69.937,91.288,64.991,82.547
18,82.765,189.721,116.184,122.872,103.689,93.254,125.582,111.154,167.841,117.548,97.051,141.972,136.936,99.364,122.530,92.927,92.162,103.419,94.659,89.659,96.536,93.797,94.248,94.507,72.935,114.856,70.072,90.894,64.887,80.498
19,80.508,172.074,111.703,115.638,99.407,91.078,114.416,106.928,153.041,111.612,94.265,138.698,127.668,94.467,120.486,92.088,91.520,101.331,92.846,89.174,95.494,91.046,90.847,89.098,72.803,111.031,70.075,90.397,64.693,80.055
20,78.062,155.036,107.699,110.186,96.416,90.151,106.430,104.258,141.712,107.849,92.456,136.087,121.282,91.395,121.455,92.071,91.108,101.672,89.667,90.160,95.015,88.406,86.898,85.770,72.932,107.530,69.977,90.141,64.524,79.405
21,76.227,136.319,104.309,106.273,94.283,89.658,101.657,101.041,133.440,107.120,91.819,134.085,117.781,89.786,119.334,91.633,89.690,100.412,87.281,89.587,94.304,86.731,85.839,84.342,72.498,104.085,70.966,91.180,64.839,79.314
22,74.378,122.525,101.042,103.409,92.016,88.825,98.684,98.738,129.937,106.371,91.558,133.589,115.019,89.201,117.638,91.593,89.321,100.227,86.885,89.385,94.266,85.487,83.810,84.314,72.920,100.814,69.946,90.574,64.797,80.909
23,73.517,112.305,98.498,106.370,95.236,89.851,96.832,97.217,161.800,110.204,93.009,134.715,114.692,91.340,116.478,92.170,89.330,100.554,87.982,89.403,93.703,87.477,85.117,85.332,72.349,98.660,70.066,90.474,64.337,80.265
24,78.698,153.220,107.510,128.466,111.776,101.090,95.518,104.640,229.538,129.799,110.341,159.238,182.677,109.991,125.704,94.802,94.310,101.474,90.610,89.569,95.030,99.655,99.058,112.464,73.039,105.060,70.271,90.346,64.365,83.146
25,84.340,188.481,119.334,133.510,114.857,103.214,94.620,112.284,225.437,128.115,109.961,158.345,198.696,113.466,129.961,94.404,96.568,100.924,90.582,89.513,96.198,101.675,101.277,115.456,73.013,112.626,69.975,90.603,64.624,82.511
26,83.500,193.024,118.445,127.479,110.342,99.740,93.992,111.252,207.181,120.365,102.249,150.398,179.781,106.527,127.571,93.836,93.102,101.003,90.295,88.804,96.567,97.051,97.277,105.851,73.230,112.488,70.081,90.355,64.746,80.136
27,81.379,185.733,114.550,120.339,106.966,96.804,92.740,107.849,187.401,114.177,97.008,144.847,160.559,98.775,123.332,91.724,91.239,100.393,89.261,88.192,95.905,94.345,91.255,96.582,72.939,108.909,69.919,90.318,64.608,80.469
28,79.036,169.790,110.466,114.297,102.267,93.847,92.187,106.245,170.198,108.453,93.822,141.879,146.059,93.771,121.375,91.789,90.577,99.685,87.317,89.513,94.319,91.289,88.555,90.395,72.901,106.267,70.154,90.696,64.735,80.065
29,76.906,151.721,107.076,109.938,99.512,92.156,91.867,103.362,157.941,108.955,92.291,139.623,135.481,91.970,119.272,90.941,90.099,99.409,86.006,89.012,93.475,88.584,86.591,86.086,72.959,104.586,70.075,90.280,64.732,79.443
30,75.313,135.457,103.791,105.972,97.752,90.983,91.464,101.143,146.758,105.201,91.420,137.360,126.117,90.114,117.506,90.463,88.810,99.334,84.917,89.263,93.110,85.330,84.226,84.770,72.497,101.778,70.176,90.376,64.969,79.909
31,73.800,122.852,100.491,101.684,95.624,89.761,91.802,98.183,140.149,101.993,91.082,134.017,122.563,89.795,116.378,90.284,88.659,98.964,84.863,89.643,94.335,85.360,83.504,82.953,72.576,98.845,70.195,91.252,64.670,79.100
32,72.837,112.202,98.189,98.774,93.776,89.299,91.601,95.906,134.007,103.614,90.167,134.096,118.410,88.573,114.712,90.728,87.940,98.676,84.560,89.168,92.673,83.426,82.869,82.686,72.543,96.342,70.059,90.374,64.588,79.188
33,71.984,105.176,95.472,96.339,91.972,89.039,91.021,93.802,128.442,102.266,90.003,133.211,115.250,88.042,115.219,90.719,88.455,99.032,83.760,88.575,92.688,81.503,79.555,82.149,72.600,93.546,70.131,90.937,64.712,78.877
34,71.669,99.906,94.325,93.938,90.280,88.407,90.617,92.200,123.898,99.997,89.618,131.747,113.267,87.591,116.501,90.194,87.548,98.585,84.018,89.136,93.194,80.244,79.912,82.505,72.118,91.722,70.314,90.873,64.510,79.790
35,71.174,96.800,93.125,92.624,89.733,87.363,90.934,90.667,121.406,101.249,89.961,132.047,111.822,87.271,114.378,90.208,86.827,98.650,83.299,89.202,92.852,80.152,79.015,81.825,72.523,90.350,70.233,90.634,64.681,78.819
36,70.679,94.162,92.246,91.298,87.528,86.934,90.052,89.514,118.029,100.022,89.415,131.143,111.022,87.132,115.491,89.721,87.673,97.799,84.107,89.683,92.837,80.213,78.985,80.599,72.260,88.632,70.586,90.249,64.722,79.722
37,70.360,92.651,90.891,90.701,87.606,86.951,90.408,88.584,116.071,97.599,89.639,131.872,110.169,87.684,114.021,89.353,87.401,98.563,83.705,89.038,93.665,79.553,78.307,81.397,72.573,88.430,70.000,90.117,64.751,79.058
38,70.322,91.405,90.308,89.704,87.304,86.956,90.289,87.207,114.012,96.161,89.357,129.421,110.271,86.843,114.812,89.051,87.327,98.512,83.780,88.898,92.574,78.112,77.511,81.456,72.106,87.091,70.233,90.563,64.533,78.246
39,70.383,90.675,89.534,89.231,85.503,87.061,89.809,86.870,113.723,96.774,89.498,130.400,109.813,86.677,114.442,89.588,87.764,99.532,82.770,89.417,92.730,78.386,78.044,80.923,72.289,86.006,69.443,90.322,64.609,79.029
40,69.885,90.040,88.952,88.447,85.953,86.745,90.106,86.258,110.939,98.110,89.153,130.202,109.288,87.251,115.748,90.571,87.622,97.852,82.830,89.617,92.027,79.360,78.562,80.240,72.504,86.053,69.882,90.617,64.706,78.595
41,69.857,89.104,88.240,88.008,86.078,86.680,90.197,85.567,110.196,95.968,89.489,129.404,108.658,87.123,114.540,90.157,87.352,97.945,83.701,89.136,92.631,78.888,77.599,80.507,72.325,84.929,70.072,90.936,64.560,78.353
42,70.007,88.619,88.114,87.893,84.668,86.078,89.118,83.876,109.139,96.319,89.376,129.155,108.063,86.949,114.532,89.171,87.551,98.411,82.772,88.942,93.726,78.558,78.380,80.782,72.209,83.917,70.143,90.498,64.502,79.217
43,69.999,88.609,87.535,87.293,84.472,86.693,88.809,84.563,108.428,97.386,89.318,128.855,107.756,86.882,115.370,89.912,87.764,98.795,83.523,88.745,93.992,78.198,77.679,80.061,72.118,84.009,69.676,90.175,64.823,78.411
44,69.631,87.804,87.347,86.719,83.863,86.277,89.580,83.727,107.408,96.206,89.350,128.474,107.963,86.749,115.560,89.145,86.449,97.816,83.432,89.449,91.814,78.980,76.642,79.914,72.462,83.322,69.742,90.491,64.785,77.909
45,69.981,87.657,86.535,86.424,84.227,86.163,89.873,83.542,107.643,97.139,89.171,128.534,107.310,86.750,114.848,90.557,87.494,98.474,82.093,88.585,92.589,78.127,77.080,80.175,72.397,82.923,69.989,90.557,64.471,77.825
46,69.884,87.138,86.681,86.490,82.882,86.426,89.297,83.186,106.393,97.229,89.189,127.998,107.517,86.969,115.103,89.886,87.682,97.842,83.416,88.956,92.209,77.904,76.905,80.749,72.126,83.098,70.154,90.031,64.951,77.560
47,69.754,87.665,86.482,86.417,84.053,86.029,89.114,82.966,105.785,96.084,89.148,128.998,107.776,86.680,115.183,90.065,88.366,98.231,83.271,88.749,92.662,77.650,78.036,79.994,72.166,82.690,69.864,90.504,64.738,79.243
48,69.976,87.126,86.195,86.043,83.394,85.846,88.746,82.493,105.809,96.411,89.383,127.496,106.914,86.735,113.838,89.465,86.662,97.755,83.190,89.156,91.479,77.863,77.518,80.108,71.987,81.895,70.163,90.474,64.770,78.175
49,69.517,87.407,85.970,86.132,82.627,85.788,89.609,82.330,105.817,96.189,88.927,128.615,106.335,86.731,114.735,89.568,87.264,98.273,83.826,88.463,92.221,77.381,77.613,80.257,72.349,82.074,70.622,90.684,64.753,79.262
50,69.712,87.138,86.012,85.796,82.724,86.028,89.734,82.765,105.611,96.231,89.505,128.460,106.501,86.539,116.658,88.821,87.849,98.228,83.602,88.908,92.913,77.929,76.985,80.169,71.973,81.878,69.905,90.299,64.883,77.767
51,69.643,87.148,85.870,85.943,83.224,85.681,89.906,81.800,108.587,95.781,89.032,126.930,106.441,86.951,116.028,89.310,86.568,97.452,83.000,88.992,92.985,77.492,78.131,79.982,72.367,81.701,69.756,90.917,65.283,78.566
52,69.400,86.800,85.827,88.824,85.230,86.440,89.497,81.836,116.763,97.885,90.010,127.230,106.944,87.103,116.851,89.517,87.409,98.070,84.384,88.854,91.882,79.619,77.891,81.330,72.349,81.369,69.885,90.491,64.824,78.638
53,69.548,86.715,85.512,88.844,85.286,86.111,89.166,81.392,113.519,97.998,89.683,127.366,107.106,86.409,116.278,90.037,86.881,97.863,83.998,88.669,91.620,79.173,78.920,81.334,72.267,81.851,69.627,91.156,64.737,78.269
54,69.567,86.699,84.834,87.701,84.677,85.786,89.272,81.597,110.188,98.311,89.297,127.726,107.342,87.305,115.344,89.623,86.560,97.724,82.834,88.453,92.243,78.624,77.905,81.224,72.195,81.364,69.697,89.739,64.821,78.214
55,69.698,86.435,85.293,87.716,83.969,86.027,89.605,81.849,108.354,97.582,88.899,127.479,107.033,86.448,114.954,89.981,87.116,97.099,82.855,88.283,92.483,78.665,79.540,80.760,72.265,81.080,69.878,90.443,64.384,77.822
56,69.648,87.102,85.204,87.162,84.149,85.424,89.378,81.557,107.797,97.326,88.982,127.502,107.606,87.091,114.265,89.096,86.074,98.078,83.255,89.437,93.049,78.589,77.146,80.324,72.464,81.617,69.966,91.103,64.950,77.812
57,69.617,87.056,85.108,86.630,83.065,85.806,89.351,82.237,106.250,97.075,89.135,127.445,106.505,87.412,115.563,89.259,86.315,97.736,83.301,89.473,92.783,78.954,77.285,80.377,72.472,81.572,69.781,90.019,65.010,78.563
58,69.372,86.717,84.913,86.003,83.571,85.067,88.942,81.062,105.893,95.462,88.926,127.479,106.817,86.488,114.278,88.380,86.682,97.478,82.840,88.727,92.650,78.716,77.350,80.511,72.106,81.119,70.088,89.645,64.679,78.786
59,69.338,86.577,85.130,86.191,83.146,85.412,88.807,81.175,106.382,95.311,88.688,127.798,106.387,86.100,113.936,88.710,86.884,97.125,83.303,88.579,91.878,77.959,77.175,80.367,71.887,80.866,69.495,90.473,64.623,78.055
60,69.491,86.631,84.700,85.834,81.668,85.733,89.229,81.215,105.645,95.860,88.941,128.096,106.377,86.729,114.288,88.955,86.778,97.691,82.659,87.984,92.456,77.051,77.504,79.540,72.088,80.813,69.774,90.837,64.605,78.741
61,69.320,86.631,84.233,85.752,81.714,85.478,89.233,81.478,105.624,95.482,88.769,126.102,106.523,86.249,112.319,88.853,86.926,97.433,83.517,88.701,93.722,77.442,77.693,80.328,72.095,81.004,69.767,90.130,64.671,78.006
62,69.390,86.425,84.408,91.525,85.012,85.787,88.946,81.697,130.455,100.005,91.035,131.126,114.026,89.249,113.224,89.804,87.014,98.375,84.230,88.347,92.715,80.421,81.058,84.951,71.959,81.449,70.219,90.163,64.724,79.353
63,69.519,86.248,84.756,100.744,91.929,86.591,89.139,82.684,135.680,101.237,90.933,138.789,174.281,95.738,118.548,93.795,88.710,97.843,83.968,88.830,92.217,83.858,83.051,111.497,72.346,81.971,69.932,90.128,64.520,79.777
64,72.704,134.756,92.758,112.322,99.640,92.007,93.087,88.309,180.261,115.259,98.115,143.828,171.065,100.183,122.846,92.590,91.849,101.254,87.988,88.800,93.871,88.548,88.730,112.743,72.682,89.226,69.145,90.072,64.615,79.469
65,82.007,188.132,113.396,118.244,100.413,92.607,143.472,105.064,176.706,114.647,97.545,142.130,154.741,100.326,121.694,92.079,90.315,101.113,89.198,88.641,95.144,92.797,91.920,103.342,72.612,109.468,70.131,90.119,65.002,78.958
66,85.071,197.275,120.294,114.370,97.193,90.731,146.285,110.217,165.000,110.980,94.318,139.815,139.809,99.232,121.419,91.361,92.099,101.926,88.778,88.990,94.540,88.990,88.723,95.802,72.301,115.155,70.213,91.100,64.720,79.249
67,83.599,193.683,117.572,115.644,99.444,89.773,128.565,107.676,169.931,112.015,93.346,136.804,130.123,97.392,119.347,91.313,92.219,101.706,91.016,88.790,94.536,90.254,91.569,92.438,72.175,112.352,70.324,90.559,64.645,79.919
68,81.471,182.914,113.459,112.541,99.205,88.960,113.948,103.260,157.179,108.717,91.855,135.145,123.188,96.425,120.237,91.387,90.923,102.777,91.558,88.331,92.962,91.411,89.730,88.546,72.034,108.934,69.498,90.288,64.778,80.453
69,78.878,166.527,108.265,107.287,95.621,88.642,105.732,101.597,144.259,104.324,90.140,132.874,118.338,93.139,118.329,90.765,88.386,102.459,90.208,88.222,93.175,87.051,86.774,85.077,72.080,105.718,69.729,90.577,64.482,79.848
70,76.925,146.607,105.091,102.962,94.494,88.016,100.915,98.267,135.775,101.560,90.051,131.598,114.431,90.057,115.712,90.343,87.574,100.523,88.400,88.916,93.563,84.122,83.796,82.929,72.008,103.164,69.333,90.538,64.552,78.712
71,75.269,131.046,101.883,99.291,90.925,87.306,96.886,96.928,129.139,102.022,90.029,130.849,112.888,88.428,115.753,90.108,88.690,99.787,87.333,88.473,92.061,82.975,82.380,82.721,71.827,99.846,69.747,89.933,64.777,78.408
72,73.661,117.966,99.138,95.787,90.469,86.539,94.963,94.736,123.628,99.321,89.504,129.985,111.603,88.186,116.231,89.668,87.972,99.257,85.897,88.559,92.414,82.772,80.686,81.821,71.914,96.726,69.566,90.344,64.400,78.608
73,72.693,107.437,96.097,94.248,88.028,86.237,93.642,92.550,119.601,98.498,89.400,129.362,110.238,88.162,115.198,89.017,86.778,99.409,84.685,88.293,91.753,81.046,79.832,81.220,72.032,94.501,69.369,90.213,64.560,78.443
74,71.661,101.942,94.174,92.236,87.500,86.204,92.977,91.313,116.621,97.182,88.951,129.000,109.505,86.674,114.470,88.380,86.784,98.995,84.158,88.519,92.293,81.107,79.431,80.880,72.148,92.371,69.500,90.277,64.631,78.246
75,71.153,97.996,92.927,90.827,86.689,86.208,91.557,89.620,114.037,97.587,89.042,128.864,108.277,86.602,115.039,89.722,86.719,98.629,83.438,88.968,92.152,79.898,78.358,80.554,72.246,90.673,69.719,90.430,64.136,77.841
76,70.989,94.176,90.800,89.760,85.457,86.070,90.528,88.910,112.113,97.936,89.072,129.464,108.483,86.490,114.458,89.515,87.020,97.988,83.451,88.447,91.643,79.020,79.299,80.397,71.938,88.996,69.545,90.582,64.423,78.638
77,70.481,92.733,90.270,88.486,85.376,85.693,90.601,86.693,111.154,96.819,89.172,128.064,108.304,86.079,115.326,89.250,86.943,98.589,83.238,88.459,92.000,79.365,77.759,80.749,72.246,88.438,69.622,90.418,64.522,79.039
78,70.371,90.679,89.387,88.245,85.463,85.540,90.557,86.328,109.455,94.737,88.925,128.598,107.064,86.425,113.923,88.756,87.153,98.359,83.030,88.415,91.924,78.584,77.526,80.033,71.954,86.856,69.964,90.643,64.572,77.796
79,70.141,89.884,88.512,87.247,84.311,85.390,90.351,85.706,108.761,95.408,89.019,128.377,106.865,86.500,114.540,89.042,87.119,97.985,82.752,87.697,91.270,78.000,77.489,80.257,71.662,86.187,70.106,89.463,64.481,77.570
80,70.229,89.044,87.941,86.639,84.658,85.571,89.965,85.627,107.680,95.963,88.611,127.115,107.515,86.672,114.285,88.843,87.011,97.695,83.271,88.577,91.030,78.406,77.453,79.971,71.815,85.399,69.419,89.493,64.381,78.359
81,69.884,88.138,87.332,86.912,82.801,85.132,89.842,83.936,106.810,95.234,88.674,126.423,106.818,86.741,114.131,88.563,86.605,98.501,82.630,87.760,90.589,79.102,77.358,80.373,72.000,84.063,69.473,90.241,64.362,78.023
82,69.545,89.030,87.003,86.567,83.581,85.567,89.459,83.648,106.335,95.249,88.200,127.162,106.917,86.226,115.031,88.708,86.821,98.223,83.463,88.331,91.616,78.802,76.613,79.851,71.922,83.750,70.172,90.222,64.382,77.696
83,69.705,87.707,86.414,86.463,83.106,85.294,89.709,82.714,106.261,95.582,88.899,126.815,106.491,86.587,113.285,89.211,86.588,97.470,82.925,88.339,92.574,77.437,76.971,80.100,71.697,82.949,69.362,91.044,64.184,78.100
84,69.357,87.599,86.560,85.793,81.891,85.205,88.771,82.998,106.770,95.921,88.356,126.672,106.237,86.010,113.190,89.426,90.230,97.776,82.859,88.106,92.042,77.782,77.255,79.112,72.073,82.767,70.009,90.243,64.443,78.175
85,69.509,87.533,86.141,85.303,83.326,85.317,89.252,82.473,105.159,95.067,88.718,126.770,106.553,86.412,113.697,89.068,90.261,97.614,82.614,88.060,90.920,77.980,77.810,80.277,72.009,82.670,69.604,90.202,64.590,77.838
86,69.507,87.661,86.244,85.599,83.339,85.429,89.025,81.770,105.814,93.799,88.359,126.334,106.549,86.549,112.681,89.157,87.892,97.438,82.257,87.976,92.008,77.827,77.007,79.804,72.003,82.259,69.579,90.618,64.797,78.476
87,69.550,86.918,85.498,85.500,82.186,85.815,88.582,81.942,104.188,95.662,88.704,126.960,106.564,85.913,112.851,88.704,87.750,98.096,82.283,88.349,91.966,77.411,76.307,79.574,71.671,82.134,69.923,90.016,64.684,78.061
88,69.471,86.491,84.870,84.996,82.519,85.252,88.476,81.503,104.046,95.144,88.590,126.770,106.237,86.716,112.465,89.346,87.298,97.503,82.016,88.371,91.392,78.228,77.401,79.951,71.921,81.874,69.385,89.939,64.512,77.026
89,69.341,86.880,85.233,85.624,82.363,84.999,88.784,81.542,104.892,94.177,88.323,125.757,106.122,86.588,112.242,88.798,87.980,97.695,82.952,88.222,91.483,77.766,78.248,80.110,72.009,82.030,69.330,90.030,64.278,77.495
90,69.196,86.457,84.815,84.579,82.618,84.816,88.578,82.136,105.281,94.406,88.244,126.947,106.259,85.963,113.195,89.395,87.222,97.540,82.489,88.295,91.627,78.421,77.949,79.440,71.862,81.285,69.437,90.092,64.870,78.013
91,69.394,86.940,84.715,84.599,82.143,85.234,89.110,80.904,104.215,94.667,88.356,126.747,106.458,85.425,113.481,89.389,87.645,97.676,83.117,88.413,90.677,78.234,76.730,79.884,71.834,81.553,69.873,90.344,64.824,78.366
92,69.244,86.104,84.780,85.428,82.106,85.278,88.493,81.522,103.863,94.413,88.371,125.802,106.371,86.831,113.077,88.627,86.562,97.648,82.842,88.076,90.464,78.081,77.328,80.193,71.867,81.189,69.412,90.249,64.561,77.579
93,69.340,87.082,84.399,84.480,81.531,84.957,88.522,81.401,104.591,95.465,88.185,126.502,105.359,85.883,112.455,88.194,85.767,97.210,82.281,88.096,92.331,77.437,76.956,80.165,71.847,81.283,69.690,89.823,64.895,77.977
94,69.111,86.529,84.645,85.111,81.829,85.119,88.694,80.887,104.477,93.803,87.988,126.519,106.055,86.302,112.686,88.971,86.486,97.158,82.503,87.848,90.578,77.695,77.759,80.438,71.777,80.861,70.262,89.912,64.357,78.282
95,69.251,86.317,84.195,84.792,82.043,84.722,88.958,80.706,103.222,94.301,88.387,124.351,105.410,86.165,113.476,87.833,86.665,97.128,82.107,87.703,90.091,77.051,78.022,79.536,71.813,80.985,69.971,90.013,64.624,77.916
96,68.998,85.713,84.442,84.652,81.742,85.057,88.699,81.296,105.014,94.806,88.336,126.538,105.492,86.093,112.923,88.267,85.986,97.202,82.246,88.305,91.734,77.183,76.635,79.112,71.903,80.396,68.821,90.156,64.734,77.375
97,69.224,86.251,84.446,85.667,82.230,85.078,88.940,81.145,109.697,95.836,88.728,126.013,105.760,86.287,114.118,88.324,86.122,97.147,83.259,88.261,90.764,77.259,77.810,80.006,71.958,81.096,69.606,90.285,64.339,78.107
98,69.179,86.050,84.550,87.614,82.705,85.026,87.967,81.194,112.225,97.227,89.214,125.587,105.969,86.142,113.745,88.968,86.378,97.376,83.434,87.780,91.376,78.046,77.672,80.130,71.843,80.976,69.405,89.631,64.450,77.832
99,69.046,86.174,84.027,87.111,82.509,85.512,88.143,81.652,109.215,97.552,88.841,125.691,105.953,86.913,114.352,88.613,85.750,96.731,83.250,88.333,91.152,78.046,77.029,80.971,72.009,81.039,70.242,89.795,64.501,77.356
100,69.170,86.291,84.469,86.496,82.028,84.931,88.740,81.874,107.596,96.361,88.690,126.081,105.917,86.323,112.907,88.764,86.943,97.584,82.164,87.261,91.399,77.569,77.445,81.303,71.930,80.803,69.633,89.908,64.351,77.706
101,68.992,86.269,84.391,85.470,82.441,85.269,88.160,80.497,105.592,95.978,88.772,125.628,105.741,85.891,114.208,88.702,86.497,97.115,82.505,87.874,91.160,77.401,77.482,80.159,71.549,80.613,69.615,90.110,64.275,77.638
102,69.167,86.202,84.131,85.413,81.699,84.911,88.239,80.955,104.455,96.179,88.556,126.017,105.986,86.343,113.692,87.909,85.281,96.845,82.194,87.970,90.886,77.279,76.803,80.923,71.836,80.603,69.649,89.881,64.482,77.223
103,69.101,86.507,84.148,85.572,82.093,85.076,88.470,81.354,104.022,95.577,88.365,125.579,105.904,86.070,113.419,88.292,85.915,97.155,82.251,87.565,91.076,77.594,77.993,80.635,71.822,80.316,69.837,89.441,64.650,76.880
104,69.254,85.860,83.831,85.452,81.929,84.623,88.776,80.000,104.080,96.737,88.393,125.202,106.067,86.244,113.573,88.813,85.926,96.920,82.345,87.297,91.015,77.452,77.080,79.774,71.782,80.154,69.914,89.714,64.489,77.728
105,69.078,85.938,83.822,85.111,81.441,84.918,88.243,80.731,104.499,95.426,88.408,126.168,105.983,86.009,112.938,88.853,86.239,96.563,82.543,87.846,90.369,76.985,77.044,79.974,71.691,80.224,69.482,89.972,64.285,77.317
106,69.076,86.042,83.868,85.019,81.354,84.559,88.333,80.384,103.768,96.537,88.170,126.136,105.547,86.112,114.095,88.985,85.989,97.229,81.743,87.754,90.490,77.863,77.066,79.974,71.492,80.397,69.525,89.512,64.498,76.722
107,69.145,85.894,83.774,85.313,80.932,84.846,88.642,80.945,104.277,95.965,88.348,127.013,105.576,86.034,112.923,88.935,86.241,97.199,82.121,88.148,90.490,77.147,77.350,80.483,71.742,80.504,69.817,89.490,64.336,77.016
108,69.016,85.882,84.277,85.142,81.121,84.905,87.938,79.638,103.240,95.886,88.174,126.240,105.495,86.235,114.326,88.644,86.608,96.306,81.895,87.212,90.722,77.401,76.234,80.185,71.599,80.107,69.835,89.926,64.412,77.320
109,68.978,85.607,83.707,86.226,81.950,84.724,88.965,80.330,107.144,97.224,89.160,126.091,105.914,86.843,113.748,88.887,86.886,98.304,84.616,87.585,90.224,77.264,78.606,80.491,72.190,79.912,69.394,89.635,64.384,77.553
110,69.296,85.988,83.668,91.480,84.155,85.059,88.274,81.426,112.497,99.550,90.157,126.570,106.888,87.817,114.920,89.319,86.741,98.635,86.689,87.756,91.475,79.355,78.927,81.077,71.597,80.775,69.652,89.847,64.562,78.553
111,69.058,85.397,83.833,90.795,83.587,85.092,88.877,81.004,109.553,98.157,89.264,125.866,105.288,87.310,114.365,89.177,86.253,97.750,83.562,88.170,92.011,79.264,77.715,81.143,71.518,81.032,69.604,90.531,64.508,78.204
112,69.150,86.112,84.115,89.174,83.401,85.140,88.264,80.838,106.701,96.460,88.435,126.440,105.240,85.928,112.997,89.332,86.580,97.331,83.008,88.216,89.897,79.213,77.664,80.029,71.647,80.889,69.509,90.075,64.255,78.246
113,69.106,85.285,84.084,87.748,82.826,84.858,88.771,80.290,105.217,94.742,88.385,126.321,106.378,86.784,114.198,88.346,89.168,97.209,82.784,87.962,90.662,78.294,78.372,79.752,71.656,80.786,69.543,90.171,64.478,77.589
