 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15
224,58.999,65.727,59.830,85.947,61.893,59.984,59.236,55.952,55.888,54.947,63.121,56.851,56.361,55.700,57.381
225,59.187,65.020,59.848,84.800,62.445,59.949,58.844,56.075,55.664,55.105,63.533,57.221,56.683,55.627,57.515
226,58.830,64.438,60.498,83.012,62.355,60.034,59.049,55.814,55.867,55.177,63.526,56.709,56.311,55.593,57.616
227,59.151,64.922,59.713,83.248,62.113,60.429,59.212,55.600,55.481,54.773,63.804,56.775,56.934,55.613,57.272
228,58.903,65.766,59.972,82.500,62.404,60.040,59.116,55.240,55.671,54.872,63.553,56.547,56.293,55.708,57.583
229,58.834,64.967,59.844,81.712,62.036,59.732,58.705,55.833,55.993,55.014,63.221,56.951,56.269,55.708,57.401
230,59.040,65.820,60.024,84.822,62.176,60.367,59.441,55.155,55.411,54.840,63.290,57.102,56.715,55.705,57.210
231,59.111,64.989,59.816,85.713,62.183,60.003,59.035,56.462,55.352,55.121,63.681,56.977,56.319,55.854,57.564
232,58.966,64.781,60.306,84.580,62.432,60.193,58.921,56.939,55.523,54.856,63.669,56.909,56.839,55.776,57.755
233,59.091,65.603,59.708,83.355,62.326,60.290,59.146,56.387,55.841,55.184,62.921,56.670,56.823,55.781,57.880
234,59.176,64.798,60.047,83.103,62.260,60.306,59.325,56.654,55.366,54.908,63.961,56.809,56.296,55.972,57.771
235,58.982,64.898,60.057,83.552,62.045,60.136,59.310,56.550,55.652,55.108,63.816,57.047,56.578,56.102,57.455
236,58.920,65.967,60.453,86.860,62.612,60.086,58.999,56.211,55.565,54.993,63.409,56.770,55.894,55.690,57.752
237,59.110,64.866,60.302,84.712,62.491,60.442,59.196,55.874,55.566,54.908,63.736,56.932,56.873,55.566,57.349
238,59.215,65.451,60.069,83.268,62.584,60.160,59.378,56.077,55.024,55.117,63.539,57.294,55.786,55.522,57.431
239,59.144,65.479,60.439,83.067,62.341,60.212,59.248,55.881,55.105,55.293,63.732,56.926,56.699,55.624,57.422
240,58.991,65.252,60.540,82.685,62.554,60.196,59.247,55.789,55.078,55.021,63.914,56.572,56.485,55.900,57.403
241,59.199,64.933,59.763,84.190,62.075,59.861,58.984,55.533,55.088,54.741,63.737,56.370,56.459,55.650,57.079
242,58.921,65.456,60.322,88.475,62.022,59.641,59.437,55.734,55.063,55.262,63.744,56.579,56.290,55.441,57.807
243,59.217,64.933,61.123,85.958,62.355,60.457,59.033,55.847,54.659,54.952,63.653,56.434,56.799,55.985,57.785
244,59.108,64.249,60.785,84.698,61.874,59.777,59.341,55.794,54.919,54.973,63.471,56.791,56.111,55.661,57.962
245,59.171,65.625,60.510,83.510,62.476,60.306,59.052,55.361,54.490,54.918,63.582,56.474,56.412,55.687,58.065
246,58.991,64.768,59.846,82.747,61.952,60.155,59.005,55.673,54.418,55.004,63.426,56.411,56.332,55.822,57.371
247,59.266,64.373,60.172,82.500,62.416,60.013,59.096,55.208,53.827,55.041,63.667,56.889,56.121,55.736,58.074
248,59.444,65.948,60.081,86.900,62.118,60.192,58.964,55.337,54.399,54.959,63.282,56.642,56.464,55.830,57.338
249,58.943,65.345,60.340,85.875,62.311,60.347,59.417,55.416,54.498,54.961,63.641,56.953,56.512,55.630,57.757
250,59.218,65.000,60.498,84.032,62.210,60.332,59.307,55.295,53.962,54.551,63.649,56.887,56.169,55.630,57.281
251,58.803,66.254,59.850,82.925,62.094,60.344,59.186,55.446,53.930,54.938,63.520,56.751,56.462,55.571,57.567
252,59.103,64.844,60.206,83.742,62.013,60.152,59.217,55.455,53.706,54.910,63.308,57.313,56.216,55.684,57.447
253,58.922,64.781,60.496,82.482,62.348,60.460,59.046,55.199,53.648,54.890,63.480,56.709,56.704,56.010,57.417
254,59.396,66.328,60.294,85.455,62.463,60.233,59.344,55.182,53.182,54.918,63.641,56.811,56.675,55.637,57.469
255,59.125,65.564,60.091,87.583,62.228,60.001,58.901,56.179,53.313,54.810,63.686,57.019,56.240,55.692,57.425
256,59.203,65.542,59.842,86.512,62.451,59.755,59.542,56.288,53.443,55.147,63.710,57.221,56.578,55.444,57.826
257,59.515,66.011,60.168,84.190,62.292,59.896,59.155,56.177,53.242,55.215,63.430,56.979,56.364,55.760,57.567
258,59.215,65.514,60.010,83.707,62.140,59.908,59.319,55.731,53.025,54.945,63.254,56.936,56.551,55.566,57.278
259,59.133,65.601,60.063,82.810,62.545,59.946,59.218,55.562,52.901,54.993,63.440,56.974,56.182,55.626,57.501
260,59.211,66.226,60.358,84.368,62.474,60.064,59.496,55.702,52.589,55.170,63.490,56.834,56.488,55.640,57.542
261,59.152,64.794,60.150,87.625,62.686,60.066,59.205,56.579,52.810,54.757,63.591,57.030,56.158,56.126,57.174
262,59.050,65.297,60.134,86.562,62.166,59.868,59.376,56.429,52.694,55.043,63.713,56.857,56.609,55.408,57.226
263,59.000,66.184,60.128,84.568,61.676,60.031,58.926,56.266,52.217,54.970,64.006,56.919,56.810,55.940,57.458
264,59.152,65.284,60.409,83.347,62.113,59.931,59.333,55.528,52.435,54.816,63.640,56.721,56.607,55.741,57.507
265,58.988,65.861,60.101,82.897,62.501,60.097,59.239,55.564,52.427,54.660,63.551,57.075,56.559,55.647,57.365
266,59.233,66.458,62.577,82.937,62.272,60.325,59.092,55.591,52.466,55.215,63.501,56.962,56.565,55.451,57.869
267,58.830,65.623,65.176,82.928,62.046,60.215,58.922,55.446,52.421,55.179,63.820,56.772,56.280,55.556,57.515
268,59.219,65.924,65.579,83.883,62.454,60.321,59.371,55.099,52.481,54.979,63.523,56.749,56.230,55.843,57.657
269,59.451,65.920,63.433,83.660,62.392,59.796,59.218,55.339,52.228,55.135,63.995,57.023,55.931,55.645,57.651
270,59.266,65.076,61.753,83.798,62.428,60.224,59.133,55.230,51.966,55.122,63.857,56.768,56.639,55.624,58.163
271,58.842,65.777,61.235,82.637,62.600,60.206,59.004,55.642,52.196,54.628,63.736,56.881,56.631,55.760,57.856
272,59.185,65.618,60.765,83.262,62.130,60.280,59.334,55.821,52.001,54.727,63.472,57.102,56.549,55.496,57.681
273,59.230,64.937,60.694,83.282,62.163,59.857,59.283,55.584,51.894,54.917,63.979,57.243,56.557,55.645,57.493
274,59.227,65.178,60.980,83.677,62.369,60.092,59.064,55.392,52.210,54.809,63.721,56.723,56.565,55.598,57.079
275,59.122,65.872,60.267,83.942,62.357,60.182,58.976,55.712,52.014,55.128,63.398,57.200,56.227,55.815,57.305
276,58.841,65.358,60.107,83.432,62.398,59.980,59.599,55.489,51.887,54.996,64.077,56.915,56.449,55.658,56.975
277,59.100,65.438,60.518,82.448,62.698,60.117,59.242,55.329,51.825,54.718,63.610,56.896,56.551,55.692,57.567
278,59.402,65.972,60.219,83.373,62.389,60.108,59.423,55.419,51.869,55.154,63.403,57.189,56.652,55.658,57.613
279,59.171,65.232,60.437,82.602,62.483,59.846,59.343,55.213,51.917,54.959,63.721,56.802,56.715,55.609,57.918
280,58.940,65.616,60.431,87.348,62.260,60.296,59.477,55.562,51.820,54.945,63.583,57.143,56.731,55.635,57.567
281,59.038,66.271,60.186,87.043,61.910,60.331,59.420,55.266,52.358,54.972,63.425,56.696,56.251,56.016,57.259
282,59.162,65.213,60.172,85.383,62.841,60.466,59.453,55.809,52.070,55.092,63.224,56.677,56.689,55.723,58.215
283,59.382,65.850,60.154,84.268,62.256,60.127,59.316,55.288,52.029,55.168,63.239,56.838,56.697,56.008,58.046
284,58.940,65.939,60.049,83.175,62.267,60.351,59.215,55.525,52.157,54.899,63.707,56.791,56.644,55.660,57.834
285,59.122,65.753,60.502,83.625,62.598,60.643,59.227,55.446,52.077,54.622,63.569,57.000,56.409,55.553,57.659
286,59.156,65.286,60.601,83.003,62.472,60.274,59.393,55.591,51.841,54.697,63.427,57.266,56.599,55.807,56.869
287,59.441,66.364,60.791,87.630,62.402,59.947,58.929,55.274,52.185,55.110,64.033,57.128,56.346,55.739,57.507
288,59.282,65.364,60.597,86.170,62.631,60.552,59.223,55.215,51.996,54.977,63.880,56.889,56.892,55.733,57.589
289,59.115,65.540,60.474,85.265,62.244,60.641,59.525,55.114,52.101,55.335,63.622,56.872,56.438,55.919,57.501
290,59.358,65.720,60.332,84.640,62.452,60.391,59.231,55.441,52.010,54.883,63.946,56.789,56.124,55.924,57.561
291,59.232,65.787,60.702,83.790,62.730,60.556,59.353,55.370,52.083,54.917,63.517,56.957,56.620,55.543,57.741
292,59.405,64.549,60.630,83.737,62.451,60.552,59.396,55.278,52.004,55.062,63.472,57.096,57.047,55.759,57.578
293,59.355,66.879,59.949,86.627,62.814,59.928,59.281,55.349,51.807,54.844,63.732,57.143,56.401,55.767,57.796
294,59.286,65.401,60.326,87.825,62.940,60.555,59.466,55.400,51.933,54.881,64.133,56.606,56.559,55.924,58.082
295,59.203,65.460,60.235,86.852,62.469,60.523,59.032,55.252,51.860,54.823,63.955,56.945,56.536,55.878,57.719
296,59.299,66.380,60.154,84.550,62.383,60.558,59.273,55.467,51.915,54.839,64.008,56.653,56.765,56.023,57.545
297,59.547,65.364,59.913,84.212,62.503,60.050,59.350,55.617,52.234,54.894,63.347,56.830,56.768,56.068,57.654
298,58.802,65.529,60.674,83.810,62.362,60.250,59.362,55.433,52.173,54.989,64.160,56.683,56.828,55.896,57.916
299,59.347,67.280,60.042,83.568,62.476,60.495,59.415,55.245,51.762,55.082,63.710,56.949,56.807,55.794,57.956
300,59.007,65.909,59.941,83.608,62.159,60.179,59.404,55.337,52.091,55.122,63.817,56.942,56.433,55.710,57.695
301,59.151,64.905,60.411,83.985,62.639,60.641,59.293,55.547,51.786,55.323,63.596,56.743,56.636,56.071,57.578
302,59.518,66.516,60.257,85.055,62.536,59.959,59.523,55.470,51.815,55.090,63.884,56.477,56.697,55.921,57.139
303,59.307,66.063,60.326,88.565,62.861,60.102,59.383,55.039,52.310,55.158,63.866,56.655,56.649,56.180,57.654
304,59.086,64.967,60.259,87.408,62.378,59.931,59.147,55.390,51.927,54.945,63.672,57.187,56.338,55.598,57.158
305,59.374,66.427,60.360,85.558,62.539,60.143,59.514,55.755,51.888,55.199,63.722,57.072,56.683,55.686,57.886
306,59.373,65.560,60.360,84.590,62.326,60.480,59.488,55.329,52.015,54.949,64.282,56.632,56.580,55.854,57.488
307,58.787,65.273,60.512,85.102,62.429,60.347,59.593,55.448,52.076,54.910,63.844,56.630,56.871,55.927,57.292
308,59.575,66.516,60.389,83.567,62.347,60.163,59.772,55.731,52.152,55.092,64.035,57.036,56.266,55.992,57.681
309,59.450,66.399,60.769,84.400,62.197,60.003,59.499,55.484,51.986,55.468,63.825,56.938,56.549,56.170,58.112
310,59.381,65.640,60.225,84.375,62.337,60.378,59.481,55.245,51.759,55.342,63.489,57.166,56.388,55.799,57.373
311,59.357,66.349,59.947,84.375,62.940,60.485,59.158,55.436,51.950,55.321,64.154,56.974,56.794,55.687,57.845
312,59.263,66.312,59.966,88.173,62.353,59.843,59.019,57.145,51.744,55.314,63.497,56.851,56.462,56.068,58.030
313,59.122,65.675,60.208,88.033,62.731,60.447,59.253,57.329,51.818,54.707,63.735,57.174,56.678,55.820,58.065
314,59.654,67.176,60.336,86.282,62.328,60.316,59.660,56.165,51.947,55.262,63.829,57.166,56.578,55.825,57.883
315,59.362,66.289,60.043,85.522,62.436,60.520,59.476,56.249,51.982,55.110,63.634,57.223,56.720,55.964,57.924
316,59.376,65.395,60.200,84.085,62.554,60.223,59.137,55.918,52.032,55.080,63.970,57.557,56.691,55.956,57.305
317,59.692,66.866,60.806,84.078,62.659,60.119,59.103,55.642,51.635,55.025,63.928,56.772,56.625,55.880,57.657
318,59.523,66.284,60.492,84.973,62.692,60.245,59.372,55.308,51.670,55.028,64.054,56.904,56.483,55.763,57.831
319,59.348,65.395,60.283,89.313,62.830,59.936,59.558,55.470,51.745,55.183,63.645,56.547,56.325,56.110,57.411
320,59.495,67.104,60.372,88.360,62.379,60.192,59.316,55.688,51.890,55.177,63.530,56.775,56.992,55.922,58.602
321,59.367,66.714,60.324,87.065,62.837,60.344,59.518,57.724,52.158,55.238,64.214,56.811,56.971,55.755,57.722
322,59.386,66.009,60.277,86.425,62.600,59.823,59.073,56.772,51.834,54.759,63.646,56.823,56.760,55.932,57.569
323,59.692,67.367,60.389,84.810,62.528,60.403,59.488,56.351,52.698,55.422,63.404,56.853,56.652,56.088,57.984
324,59.236,66.050,60.277,84.468,62.460,60.306,59.426,55.770,54.231,55.156,63.680,57.079,56.639,56.055,57.907
325,59.354,66.323,60.955,84.103,62.634,60.587,59.543,55.884,54.999,55.152,63.901,56.962,56.728,56.075,57.174
326,59.595,67.191,60.111,85.245,62.904,60.061,59.478,55.930,55.611,55.246,63.893,57.074,56.285,56.086,58.193
327,59.091,66.011,60.680,83.707,62.564,60.227,59.215,55.462,56.077,54.968,63.804,57.347,56.372,56.122,57.866
328,59.429,65.972,60.536,83.747,62.389,60.111,59.297,55.726,55.916,55.215,63.587,57.025,56.525,56.037,57.967
329,59.355,67.685,60.411,83.877,62.638,60.072,59.531,55.482,55.874,55.218,63.692,56.885,57.040,56.243,57.986
330,59.199,66.310,60.449,84.337,62.463,60.302,59.368,56.380,55.695,55.128,64.143,56.777,56.433,55.754,57.798
331,59.530,66.024,60.107,83.767,62.603,59.940,59.569,57.380,56.088,55.181,63.852,57.236,56.641,55.864,57.436
332,59.480,66.039,60.352,83.677,62.665,60.919,59.332,56.308,56.122,55.000,63.888,57.013,56.660,55.605,57.610
333,59.420,66.291,60.443,83.753,62.690,60.447,59.355,56.349,56.497,54.924,63.772,57.292,56.562,55.778,57.501
334,59.163,65.735,60.808,84.325,62.548,60.196,59.429,56.075,55.890,54.904,63.620,57.038,56.504,55.775,57.569
335,59.693,66.833,60.688,87.688,62.463,60.389,59.794,55.925,56.115,55.154,64.151,56.964,57.237,56.227,57.902
336,59.345,65.948,60.524,88.745,62.636,60.098,59.463,55.252,55.684,55.250,63.987,57.268,56.620,55.442,57.548
337,59.357,65.653,60.498,86.767,62.508,60.467,59.592,55.651,55.971,55.005,64.148,56.957,56.731,55.780,57.406
338,59.095,66.514,60.445,85.232,62.799,60.160,59.414,55.283,55.694,54.966,63.897,56.972,56.823,55.775,58.041
339,59.613,66.883,60.231,85.155,62.671,60.209,59.511,56.199,55.671,55.043,63.644,56.932,56.739,55.692,58.436
340,59.181,66.013,60.344,84.145,62.665,60.010,59.272,56.763,56.057,54.716,63.628,56.989,56.491,56.157,57.144
341,59.189,66.189,60.605,84.285,62.911,60.105,59.350,56.281,56.027,54.846,63.884,56.874,57.237,55.853,58.207
342,59.610,67.176,59.858,84.352,62.686,60.130,59.550,55.898,55.673,55.179,64.188,57.134,56.778,55.728,57.640
343,59.079,66.028,60.381,84.520,62.596,59.911,59.533,56.324,55.295,55.062,63.978,56.970,56.391,55.942,57.327
344,59.113,65.993,60.605,83.922,62.452,60.228,59.354,56.475,55.487,55.477,64.008,56.994,56.707,55.835,57.507
345,59.521,66.920,60.472,83.802,62.575,60.247,59.421,56.392,55.278,54.908,64.257,57.100,56.639,55.995,57.760
346,59.547,66.258,60.012,85.095,62.825,60.501,59.315,55.692,55.207,55.138,63.565,56.874,56.467,56.331,57.921
347,59.357,66.074,60.289,87.870,62.708,60.451,59.520,55.826,55.401,55.183,63.539,56.808,56.799,55.836,58.324
348,59.246,67.610,59.838,89.088,62.414,60.060,59.433,56.039,55.024,54.897,63.925,56.785,56.325,55.872,57.913
349,59.246,66.184,60.409,87.433,62.641,59.980,59.080,55.947,54.903,55.369,63.681,56.774,56.211,56.152,58.213
350,59.312,65.714,60.417,85.933,63.216,60.548,59.407,55.651,54.793,55.184,63.813,57.411,56.599,56.225,57.839
351,59.536,66.926,60.903,85.453,62.383,60.152,59.511,55.910,54.744,54.844,63.919,57.013,56.348,56.019,57.507
352,59.285,66.310,60.051,84.433,62.292,60.195,59.336,55.705,54.748,55.257,63.717,56.870,56.396,56.029,57.455
353,59.215,65.716,60.283,84.325,62.666,60.266,59.508,55.496,54.719,54.824,63.763,56.819,56.338,55.801,57.485
354,59.271,66.846,59.897,84.430,62.504,60.467,59.303,55.053,54.803,54.984,64.079,56.847,55.979,55.733,57.777
355,59.279,66.805,60.166,84.185,62.748,60.100,59.443,56.022,54.069,54.879,63.761,56.862,56.430,55.906,57.422
356,59.371,65.738,60.542,84.355,62.737,60.584,59.121,55.920,54.080,54.858,64.076,56.774,56.470,55.935,57.569
357,59.567,66.367,60.024,84.730,62.557,59.971,59.512,56.429,53.849,55.014,63.650,57.025,56.414,55.702,57.243
358,59.347,66.150,60.206,85.233,62.737,60.284,59.699,55.869,54.241,55.230,63.795,56.708,56.361,55.924,57.458
359,59.487,65.813,60.075,84.588,62.666,60.398,59.072,55.593,53.737,55.089,63.719,56.640,56.153,56.196,57.373
360,59.185,66.918,60.168,83.642,62.670,59.990,59.298,55.893,53.431,54.888,63.586,56.574,56.148,55.598,57.292
361,59.210,66.720,60.018,88.985,62.974,59.818,59.545,56.068,53.366,54.539,64.215,57.019,56.470,55.872,57.463
362,59.460,65.594,60.457,87.648,62.621,60.130,59.376,55.869,53.403,55.067,63.520,56.787,56.169,55.830,57.003
363,59.266,66.078,59.960,85.698,62.388,60.307,59.597,55.838,53.229,54.995,63.422,57.043,56.718,55.891,57.708
364,59.188,66.742,60.180,85.110,62.599,59.908,59.105,55.707,53.122,54.895,63.757,56.830,56.264,55.731,57.866
365,59.036,65.460,60.093,84.135,62.418,60.237,59.327,55.840,53.141,55.252,63.665,57.000,56.319,55.682,58.041
366,59.297,66.345,60.032,84.245,62.477,60.498,59.551,55.961,52.516,55.222,63.574,56.906,56.472,55.754,57.580
367,59.451,66.829,60.178,83.325,62.368,60.209,59.285,55.801,52.666,54.952,63.718,56.809,56.628,55.947,57.322
368,59.350,65.794,60.328,84.005,62.369,60.245,59.150,55.692,52.634,54.816,63.627,56.851,56.011,55.692,57.104
369,59.013,65.692,60.004,83.680,62.584,60.420,59.208,55.482,52.199,54.771,63.690,56.608,56.182,55.486,57.692
370,59.429,66.900,60.188,86.875,62.904,60.496,59.425,55.627,52.561,54.699,63.946,56.957,56.528,55.371,57.480
371,59.178,65.761,60.225,88.162,62.762,60.107,58.902,55.225,52.290,54.787,63.489,56.779,56.322,55.836,57.398
372,59.190,66.364,60.328,86.705,62.866,59.965,59.151,55.492,52.417,55.012,63.862,57.168,56.011,55.428,57.341
373,59.207,67.210,59.879,84.905,62.334,60.161,58.989,55.538,52.389,55.016,63.445,56.866,56.660,55.491,57.504
374,59.326,66.189,60.081,84.153,62.293,60.184,59.109,55.533,52.193,54.759,63.484,56.725,56.156,55.820,57.523
375,59.547,65.675,60.377,83.658,62.659,60.054,59.552,55.148,51.897,54.695,63.843,57.321,56.367,55.859,57.790
376,59.351,66.740,60.381,83.515,62.508,60.441,59.087,54.724,52.048,54.915,63.749,56.791,56.451,55.567,57.575
377,58.957,66.139,59.472,84.370,62.342,59.971,59.023,55.644,52.241,54.812,64.036,56.872,56.417,55.629,57.324
378,59.228,65.770,60.083,88.405,62.549,59.710,59.121,55.438,52.098,55.053,63.696,56.745,56.443,55.677,57.831
379,59.348,66.336,60.075,89.018,62.638,60.284,59.233,55.584,52.201,54.890,63.587,56.945,56.185,55.778,57.496
380,59.429,66.490,59.549,86.617,62.593,60.089,58.708,55.341,51.869,55.230,63.674,56.545,56.158,55.794,57.744
381,59.408,66.078,59.735,85.315,62.315,60.004,59.066,55.254,51.987,55.257,63.503,57.226,56.472,55.564,57.749
382,59.425,66.796,60.105,84.178,62.469,60.300,59.360,55.334,51.980,54.952,62.992,56.955,55.923,56.006,57.351
383,59.219,65.826,60.150,84.427,62.460,60.018,59.231,55.722,52.067,54.851,63.485,56.868,56.177,55.823,57.455
384,59.213,66.056,60.219,83.985,62.442,60.236,59.302,55.392,52.048,54.995,63.759,56.577,56.351,55.637,57.837
385,59.462,67.009,60.119,83.387,62.653,60.139,59.008,55.487,52.045,55.278,63.631,57.104,56.620,56.057,57.668
386,59.576,65.803,60.411,83.958,62.427,60.334,59.310,55.487,51.853,54.741,63.776,57.036,56.652,55.846,57.074
387,59.221,66.265,59.901,83.595,62.402,59.880,59.121,55.145,51.842,55.199,63.770,56.719,56.343,55.956,57.390
388,59.454,67.067,59.927,83.603,62.140,60.088,59.323,55.322,51.828,54.998,63.676,56.811,56.298,55.857,57.324
389,59.318,65.931,60.095,83.012,62.506,60.072,59.108,55.620,52.148,54.915,63.658,56.585,56.285,55.459,57.651
390,59.168,65.751,59.609,83.408,62.165,60.120,59.330,55.278,51.849,54.349,63.634,57.174,56.193,55.814,57.335
391,59.323,66.772,60.034,82.523,62.067,60.113,58.886,55.431,52.024,54.683,63.287,56.891,56.443,55.538,57.237
392,59.133,65.492,60.310,85.098,62.265,60.069,59.224,55.218,51.954,54.908,63.369,57.006,56.417,56.110,57.839
393,59.591,66.898,60.176,87.507,62.163,60.331,58.941,55.356,51.824,54.938,63.417,57.628,56.551,55.718,57.144
394,59.589,66.291,60.510,85.820,62.763,60.018,59.080,55.462,52.106,54.957,63.583,56.962,56.385,55.546,57.327
395,59.441,65.985,60.298,84.967,62.338,60.141,59.491,55.380,51.906,55.073,64.022,56.977,56.367,55.744,57.272
396,59.508,66.456,60.105,83.998,62.171,59.963,59.099,55.073,51.836,54.996,63.498,56.811,56.507,56.131,57.681
397,59.867,66.720,60.277,83.445,62.690,60.294,59.282,55.746,51.950,55.230,64.111,56.857,56.615,55.891,57.311
398,59.199,66.050,60.664,82.987,62.356,60.168,59.324,55.872,51.919,54.931,63.587,56.692,56.393,55.747,57.899
399,59.590,66.946,59.816,83.140,62.249,60.149,59.253,55.465,51.986,55.158,63.062,56.664,56.541,56.102,58.104
400,59.461,66.965,60.494,83.063,62.537,60.176,59.169,55.634,52.137,55.287,63.687,57.055,56.404,55.535,57.488
401,59.215,65.879,60.144,83.110,62.620,60.280,59.423,55.845,51.976,54.810,63.958,56.421,56.522,55.682,57.736
402,59.546,66.069,60.160,82.812,62.415,59.981,59.324,55.264,51.838,55.177,63.739,56.775,56.346,56.028,57.774
403,59.276,67.512,60.346,86.688,62.374,59.943,59.303,55.663,51.996,55.073,63.559,56.942,57.066,55.381,57.316
404,59.500,66.069,60.148,87.278,62.419,59.972,59.353,55.303,51.730,55.443,63.586,56.453,56.805,55.770,57.098
405,59.493,66.089,60.470,85.962,62.334,60.136,59.387,55.378,51.786,55.441,64.131,56.792,56.517,55.768,57.458
406,59.597,67.167,60.711,84.377,62.387,59.969,59.477,55.717,52.018,54.929,64.094,56.877,56.356,55.702,57.520
407,59.533,66.655,60.320,83.317,62.353,60.161,59.168,55.395,51.648,55.082,63.970,56.966,56.720,55.488,57.466
408,59.439,65.892,60.138,82.612,62.387,59.878,59.517,55.482,51.945,55.160,63.447,56.643,56.224,55.815,57.700
409,59.700,67.317,59.715,83.268,62.461,60.242,59.266,55.470,51.743,54.940,63.703,57.064,56.264,55.572,57.488
410,59.692,66.273,60.646,82.757,62.530,60.204,59.513,55.627,52.008,55.082,63.979,56.902,56.551,55.880,57.392
411,59.335,65.453,60.166,82.902,62.419,60.245,59.294,55.574,51.917,54.842,64.130,56.985,56.161,55.890,57.730
412,59.538,66.570,60.360,83.765,62.361,60.245,59.182,55.431,52.015,55.246,63.768,56.500,56.501,55.694,57.567
413,59.373,66.607,60.342,88.055,62.320,60.262,59.221,55.329,51.938,55.186,63.820,57.025,56.496,55.684,57.856
414,59.532,65.059,60.105,86.277,62.416,59.804,59.213,55.467,51.862,55.066,63.903,56.760,56.528,55.658,57.537
415,59.662,67.028,60.279,85.038,62.521,60.066,59.669,55.617,51.719,55.275,63.960,56.751,56.649,55.823,57.458
416,59.464,66.963,60.451,84.490,62.513,60.206,59.477,55.470,51.772,55.064,64.317,56.989,56.528,55.588,57.526
417,59.533,65.252,60.221,83.707,62.217,60.508,59.299,55.341,51.890,54.619,63.932,57.098,56.525,55.577,57.689
418,59.661,65.985,60.302,83.277,62.388,60.234,59.238,55.649,51.646,55.103,63.766,56.875,56.375,56.091,57.640
419,59.759,66.249,60.302,82.735,62.093,60.337,59.386,55.533,51.780,54.878,63.591,57.125,56.435,56.016,57.613
420,59.483,65.920,60.540,82.878,62.319,60.240,59.183,55.073,51.827,55.312,63.786,56.862,56.617,56.066,57.090
421,59.564,66.210,60.289,84.840,62.663,60.382,59.483,55.257,52.165,55.119,64.335,57.013,56.156,56.083,57.019
422,59.674,67.111,60.190,86.813,62.319,60.171,59.189,55.162,51.780,55.172,63.834,56.896,56.021,55.763,57.678
423,59.221,66.312,62.763,84.875,62.724,59.758,59.222,55.559,51.775,54.977,63.784,56.594,56.420,55.645,57.649
424,59.329,66.412,70.791,84.918,62.199,59.956,59.351,54.872,51.727,55.037,63.698,56.434,56.269,56.193,57.343
425,59.664,66.870,68.674,83.775,62.393,60.108,59.448,55.702,51.890,55.277,63.950,57.147,57.000,55.797,57.297
426,59.769,66.510,65.208,83.378,62.460,60.310,59.395,55.232,51.874,55.105,63.941,57.130,56.190,55.567,57.346
427,59.517,66.436,62.526,82.773,62.411,60.605,59.617,55.397,52.134,55.184,64.154,56.974,56.559,55.752,57.076
428,59.594,67.319,61.613,85.253,62.460,60.375,59.206,55.327,51.752,55.457,63.793,56.749,56.736,55.736,57.578
429,59.665,66.386,61.350,87.577,62.860,60.687,59.260,55.063,51.898,55.174,64.009,56.826,56.071,55.784,57.619
430,59.417,66.553,60.488,85.712,62.296,60.469,59.204,55.392,51.922,55.207,63.759,56.994,56.409,55.959,57.223
431,59.792,67.555,60.723,84.553,62.129,60.650,59.440,55.119,51.848,54.881,63.884,56.802,57.040,55.893,57.594
432,59.501,66.384,60.731,83.885,62.481,60.637,59.667,55.584,51.978,54.785,64.103,56.791,56.179,55.877,57.215
433,59.406,66.236,60.931,82.872,62.409,60.391,59.186,55.475,51.683,55.355,64.122,56.738,56.784,55.608,57.711
434,59.782,68.100,60.243,83.563,63.062,60.139,59.531,55.765,52.761,55.294,63.862,56.723,57.050,56.000,57.567
435,59.456,66.534,60.644,82.952,62.737,60.123,59.618,55.448,54.066,55.677,64.272,56.864,56.385,55.916,57.409
436,59.341,66.330,60.605,82.787,62.461,60.375,59.511,55.283,54.986,55.456,63.561,56.770,57.024,55.901,57.338
437,59.574,66.792,59.953,83.018,62.582,60.117,59.558,55.160,55.534,55.622,63.960,56.947,56.575,55.673,57.534
438,59.643,67.111,60.700,82.487,62.904,60.088,59.387,55.513,56.095,54.695,64.138,56.540,56.121,55.658,57.698
439,59.579,65.894,60.233,83.135,62.380,60.108,59.082,55.295,56.063,55.133,63.938,56.613,56.280,56.088,57.512
440,59.468,67.948,60.506,82.608,62.757,59.996,59.267,55.404,55.497,55.204,63.940,56.964,56.480,55.652,57.777
441,59.912,66.924,61.405,82.712,62.374,60.370,59.497,55.627,55.828,55.186,63.669,57.032,56.504,55.708,57.466
442,59.702,66.200,61.271,82.667,62.706,60.101,59.169,55.245,56.352,55.023,63.925,56.468,56.607,55.609,57.542
443,59.611,67.577,60.536,83.042,62.347,60.094,59.580,55.414,56.172,54.908,63.958,56.866,56.430,56.016,57.649
444,59.697,66.885,60.138,82.862,62.370,59.982,59.522,55.438,56.081,55.415,64.001,57.021,56.731,55.781,57.332
445,59.634,65.935,60.225,83.082,62.464,60.116,59.354,55.450,56.703,55.062,63.741,56.806,56.420,56.049,57.311
446,59.687,67.182,60.190,83.188,62.285,59.865,59.141,55.818,56.387,55.168,63.888,57.102,56.148,55.770,57.926
447,59.612,66.909,60.435,84.003,62.389,60.180,59.449,55.085,56.534,55.356,63.790,56.970,56.509,55.930,57.572
