 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15
35,59.078,65.547,60.381,88.488,62.059,60.246,59.190,61.678,51.733,58.034,63.804,57.013,56.858,55.446,57.744
36,59.071,64.521,60.279,92.757,62.476,60.347,59.316,61.661,52.162,57.839,63.575,56.981,57.140,55.771,57.910
37,58.909,65.852,60.472,91.050,62.419,60.587,59.244,61.475,51.839,57.466,63.876,57.332,56.612,55.472,58.016
38,59.040,65.518,60.543,89.002,62.292,60.325,58.647,61.223,52.052,56.993,63.359,57.223,57.018,55.789,57.910
39,59.208,64.675,60.409,87.157,62.406,60.193,58.829,60.956,52.162,56.658,63.674,57.349,56.628,55.647,57.733
40,59.010,65.885,60.939,89.385,62.134,60.293,58.870,60.835,52.057,57.002,63.779,56.974,56.844,55.658,58.125
41,59.229,65.651,60.310,92.632,62.154,60.543,58.993,60.780,51.841,55.984,63.600,56.892,56.694,55.339,57.493
42,58.924,64.701,60.134,89.922,62.431,60.499,59.263,60.044,51.917,56.071,63.366,56.957,56.557,55.857,57.899
43,59.136,65.041,60.814,87.492,62.215,60.171,59.001,59.446,51.951,55.638,63.520,56.789,57.124,55.536,57.599
44,58.903,65.037,60.621,85.932,62.107,60.237,59.328,58.901,51.649,55.440,63.602,57.113,56.391,55.900,57.455
45,59.474,64.560,60.342,86.612,62.447,60.302,58.974,59.109,51.902,55.383,63.364,57.025,56.860,55.611,57.668
46,59.036,65.315,60.603,90.558,62.384,60.548,58.996,59.005,51.843,55.312,63.430,57.389,56.551,56.021,57.755
47,58.889,65.308,60.142,88.670,62.557,59.813,59.242,58.266,51.982,55.810,63.673,56.919,56.398,55.796,57.548
48,59.296,65.132,60.275,86.627,62.108,60.347,59.213,58.559,51.937,55.839,63.819,57.272,56.910,56.039,57.992
49,59.066,65.482,60.128,86.627,62.076,60.151,58.973,58.559,52.042,55.351,63.655,57.160,56.348,55.663,57.651
50,58.908,64.748,60.188,91.048,62.136,60.458,59.163,57.884,52.222,54.865,63.528,57.428,56.570,55.864,57.474
51,58.683,64.403,60.115,88.055,62.233,60.510,59.231,58.104,53.285,55.700,63.528,57.096,56.744,55.549,57.008
52,59.069,65.302,59.951,84.837,61.356,60.230,59.159,58.056,54.225,55.050,63.133,56.985,56.488,55.464,57.248
53,58.901,64.466,60.433,87.330,61.906,60.278,58.989,59.235,54.860,56.665,63.404,57.196,56.319,55.525,57.256
54,58.691,64.184,60.259,87.120,61.952,59.956,58.863,59.508,54.680,56.998,63.311,57.026,56.219,55.784,57.330
55,58.946,65.000,60.219,85.670,61.941,60.225,58.828,60.010,55.351,56.965,63.584,57.070,56.464,55.301,57.474
56,58.901,64.770,60.061,87.195,62.037,60.023,58.976,59.608,55.077,56.479,63.402,56.860,56.375,55.677,57.635
57,58.592,64.193,60.156,89.702,61.937,59.999,58.808,59.722,55.415,56.560,63.245,56.851,56.515,55.485,57.668
58,58.861,64.800,59.680,87.985,61.767,60.054,58.699,59.501,55.359,56.871,63.421,56.747,56.404,55.640,58.030
59,58.925,65.080,59.626,85.422,61.856,60.231,59.040,59.375,55.364,56.631,63.359,56.526,56.987,55.527,57.308
60,58.362,64.440,60.097,86.255,61.838,60.307,58.983,59.337,55.333,57.491,63.251,56.623,55.865,55.426,57.373
61,58.729,64.837,59.625,90.872,61.955,60.041,59.101,59.501,55.172,57.585,63.399,56.668,56.533,55.216,57.433
62,58.834,65.234,60.249,88.158,62.229,60.151,59.364,59.801,55.048,57.099,63.153,56.815,55.984,55.331,57.643
63,59.112,64.289,60.494,86.417,61.913,59.975,58.871,59.400,55.396,57.860,63.288,56.872,56.443,55.882,57.559
64,58.878,64.438,59.721,85.173,62.406,60.407,58.983,59.240,55.018,56.715,63.283,57.081,56.493,55.321,57.613
65,59.009,65.089,60.522,88.333,62.174,59.548,59.011,58.027,54.712,56.557,63.766,56.879,56.237,55.541,57.351
66,58.835,64.293,59.974,89.918,62.216,60.277,58.787,57.736,55.273,56.628,63.538,56.525,56.456,55.438,57.643
67,59.024,64.328,60.474,87.805,61.906,60.148,59.274,57.363,55.396,56.520,63.284,57.060,56.934,55.305,57.362
68,58.915,65.644,60.273,86.322,62.171,59.953,58.940,57.748,55.445,56.186,63.713,57.155,56.639,55.488,57.681
69,59.082,64.939,60.468,85.428,62.393,60.293,59.380,57.140,55.200,55.704,63.441,56.958,56.549,55.833,57.812
70,59.183,64.449,60.383,84.572,62.081,60.370,59.032,56.983,54.513,55.975,63.176,56.943,56.586,55.603,57.984
71,59.127,65.332,60.292,89.737,62.216,60.003,59.207,56.816,54.659,55.537,63.342,56.906,56.549,55.493,57.918
72,58.994,64.813,60.545,88.238,62.230,60.583,59.304,56.717,54.383,55.234,63.870,56.828,56.282,55.446,57.624
73,58.964,64.252,60.680,86.598,62.192,60.205,59.309,57.232,54.401,55.507,63.449,57.300,57.077,55.394,57.785
74,58.977,65.521,60.476,84.845,62.116,60.272,59.169,56.738,54.559,55.280,63.395,56.855,56.628,55.618,57.515
75,59.168,65.230,60.453,84.343,62.116,60.111,59.231,56.276,54.569,55.012,63.287,57.168,56.024,55.530,57.398
76,58.809,64.338,60.356,88.860,62.539,60.258,59.259,56.048,54.295,55.154,63.517,56.866,56.478,55.669,57.371
77,59.200,64.989,60.271,88.518,62.334,60.439,59.110,56.169,54.295,54.863,63.615,56.809,56.393,55.642,57.787
78,59.010,64.696,60.142,86.098,62.224,60.164,59.260,56.569,54.085,54.965,63.282,56.906,56.401,55.486,57.523
79,58.759,63.698,60.298,85.225,61.698,60.101,58.995,56.738,53.624,55.229,63.452,56.834,56.731,55.462,57.850
80,59.137,64.538,60.079,86.863,62.549,60.556,59.309,56.203,53.751,55.119,63.206,56.962,56.923,55.566,57.774
81,59.387,64.967,59.907,90.052,62.551,60.040,58.948,55.981,53.497,55.041,63.869,57.174,56.401,55.634,57.616
82,58.987,64.881,60.415,87.782,62.186,60.548,59.101,55.702,53.502,55.277,63.898,57.168,56.172,56.081,57.381
83,59.112,65.597,60.004,85.865,61.963,60.091,59.064,55.528,53.208,54.840,63.680,57.017,57.206,55.703,58.264
84,58.969,64.833,60.182,84.927,62.587,60.537,59.123,55.351,53.287,54.940,63.382,57.302,56.380,55.459,57.738
85,58.704,64.338,60.304,83.845,62.078,60.098,58.976,55.903,53.108,55.064,63.528,56.862,56.704,55.603,57.689
86,58.978,64.549,60.101,88.965,62.174,60.215,59.266,55.414,52.789,54.544,63.108,57.104,56.929,55.676,57.439
87,58.842,65.950,60.160,87.747,62.004,60.347,59.200,55.770,52.543,54.846,63.138,57.077,56.821,55.595,57.112
88,58.908,64.193,60.208,86.027,61.832,60.040,59.063,56.070,52.552,54.663,63.341,57.072,56.683,55.525,57.782
89,58.715,64.332,59.623,84.568,61.896,60.357,58.681,56.080,52.196,54.676,63.185,56.875,56.248,55.506,57.877
90,58.708,64.579,59.725,83.823,61.976,60.019,58.753,55.574,52.190,54.420,63.054,56.526,56.045,55.216,57.722
91,58.271,64.503,59.798,89.402,61.811,60.329,58.927,55.772,52.260,54.493,63.423,56.751,56.079,55.323,57.109
92,58.385,63.779,59.789,88.865,61.721,60.050,59.111,55.310,51.938,54.512,63.591,56.423,56.596,55.151,57.624
93,59.053,65.230,59.502,86.035,62.230,59.927,58.784,55.811,52.021,54.729,63.251,56.832,56.069,55.237,57.488
94,58.555,63.831,59.603,84.448,61.934,59.871,58.985,56.295,52.078,54.587,63.486,56.804,56.063,55.232,57.392
95,58.702,63.683,60.638,84.215,62.100,59.817,58.832,55.724,52.150,54.592,63.232,56.662,56.430,55.303,57.302
96,58.731,65.306,64.334,88.798,61.893,59.975,59.010,55.504,52.073,54.856,63.225,56.470,55.826,55.324,57.210
97,58.622,64.310,67.717,87.228,61.983,60.152,58.935,55.659,52.094,54.498,63.108,56.830,56.409,55.287,57.068
98,58.840,64.315,65.393,85.877,62.136,60.012,58.867,55.993,51.982,54.954,63.492,56.519,56.198,55.421,57.556
99,58.903,65.028,62.571,84.048,61.859,59.660,58.929,56.044,51.730,55.390,63.508,56.658,56.077,55.421,57.499
100,58.966,64.280,61.445,83.483,62.026,59.898,58.863,55.501,51.748,54.821,63.698,56.700,56.290,55.716,57.711
101,58.833,64.056,60.664,85.748,62.752,60.498,58.916,55.412,51.950,54.663,63.198,57.062,56.343,55.713,57.351
102,59.165,65.176,60.883,87.793,62.109,60.177,59.066,56.165,51.681,54.629,63.151,56.974,56.599,55.541,57.460
103,58.770,64.221,60.322,85.692,62.189,59.982,58.961,55.886,52.162,54.775,63.719,57.208,56.393,55.707,57.548
104,58.888,63.967,60.132,84.403,62.148,60.064,58.973,55.501,51.744,54.894,63.423,56.826,56.412,55.493,57.654
105,58.764,65.321,60.330,83.762,62.353,59.988,59.155,55.656,52.035,55.092,63.254,56.655,56.066,55.624,57.373
106,58.834,64.657,60.615,82.673,62.638,60.139,59.159,55.678,51.909,54.651,63.265,56.974,56.507,55.507,58.117
107,58.782,64.395,60.099,83.133,61.889,60.233,59.132,55.300,51.765,54.897,63.306,56.985,57.055,55.728,57.526
108,59.079,65.430,60.696,87.163,62.153,60.020,59.059,55.763,51.919,54.610,63.887,56.645,56.243,55.485,57.717
109,59.377,64.803,60.215,87.240,62.254,59.977,58.672,55.743,51.849,55.002,63.230,56.974,56.662,55.608,57.757
110,58.775,63.996,60.460,85.037,62.287,60.425,59.254,55.501,52.018,54.897,63.582,57.364,56.269,55.373,57.733
111,59.126,65.230,60.215,83.770,62.348,60.085,59.206,56.048,51.883,54.995,63.559,56.681,56.375,55.562,57.646
112,58.776,64.779,60.338,83.313,62.514,60.499,59.179,55.533,51.680,55.004,63.429,56.723,56.090,55.339,57.777
113,58.858,64.432,60.314,82.695,62.253,60.237,58.953,55.354,51.842,54.865,63.623,57.245,56.855,55.455,57.572
114,58.894,65.213,60.160,85.900,62.068,60.045,59.227,55.508,51.890,54.929,63.696,56.989,56.707,55.747,58.019
115,58.554,64.863,60.330,87.983,62.402,60.045,58.956,55.847,51.839,54.816,63.457,56.779,56.646,55.833,57.523
116,59.033,64.542,60.292,85.392,62.090,60.408,58.879,55.298,52.004,55.342,63.416,56.821,56.459,55.485,57.673
117,59.261,65.850,60.777,83.912,62.293,60.247,59.434,55.533,53.571,56.020,63.136,56.975,56.404,55.700,57.782
118,59.084,64.629,60.030,85.508,62.240,60.470,59.363,55.697,54.406,55.777,63.592,56.970,56.731,56.055,57.755
119,58.877,64.623,60.302,86.827,61.888,60.127,59.361,55.586,54.880,55.470,63.483,57.440,56.902,55.452,57.589
120,58.967,65.553,59.968,84.742,62.303,60.302,59.217,55.315,55.027,55.271,63.003,57.253,56.061,55.517,57.749
121,58.507,64.937,60.555,84.032,62.102,60.300,58.928,55.700,54.885,55.059,63.552,57.398,56.546,55.684,57.207
122,58.944,64.666,60.140,83.098,62.221,60.410,59.391,56.213,55.113,54.917,63.584,57.243,56.232,55.626,57.763
123,59.245,65.568,60.079,86.657,62.145,60.420,59.243,56.012,55.165,54.876,63.279,56.726,56.536,55.225,57.673
124,59.065,64.727,60.342,85.672,62.271,60.476,59.060,55.436,55.192,55.140,63.773,56.343,56.522,55.527,57.886
125,58.797,64.829,59.806,84.457,62.210,60.079,59.436,55.937,55.052,54.862,63.293,56.764,56.121,55.491,57.706
126,58.988,65.302,59.984,83.292,62.064,60.192,59.060,57.094,55.308,55.207,63.295,56.996,57.053,55.517,57.501
127,58.665,64.811,59.875,85.355,62.104,60.151,59.248,56.458,54.873,54.777,63.744,57.162,56.306,55.577,57.725
128,58.771,64.679,60.227,87.268,62.217,60.228,58.921,55.787,55.161,55.027,63.400,57.070,56.314,55.768,57.703
129,58.931,64.965,59.832,85.655,62.208,60.423,59.142,55.775,54.922,54.784,63.604,57.253,56.314,55.762,57.591
130,58.713,64.000,60.419,84.363,62.353,60.023,58.943,55.676,54.483,54.959,63.390,57.019,56.636,55.541,57.559
131,58.737,64.792,60.366,83.063,62.292,59.745,59.083,55.433,54.599,55.021,63.091,57.275,56.871,55.321,57.728
132,58.763,65.017,60.292,86.313,62.666,59.712,59.418,55.603,54.355,54.934,63.489,56.942,56.646,55.580,57.283
133,58.997,64.239,60.253,87.282,62.242,60.261,58.983,55.547,54.308,54.683,63.344,56.789,56.567,55.869,57.877
134,58.963,64.362,59.872,85.202,62.395,59.937,58.985,55.489,54.221,54.832,63.542,56.866,56.095,55.288,57.572
135,59.065,65.161,59.478,83.702,61.699,60.316,59.151,55.407,53.979,54.805,63.477,56.877,56.493,55.313,58.022
136,58.649,64.722,60.168,83.192,62.086,59.832,59.162,55.605,54.158,54.885,62.943,56.657,56.538,55.686,57.695
137,59.035,63.933,60.154,82.937,62.208,59.972,59.196,55.421,54.127,55.243,63.838,57.145,56.404,55.613,57.360
138,58.835,65.453,60.383,87.317,62.434,59.788,59.356,55.334,53.572,54.979,63.329,56.572,56.929,55.896,57.183
139,58.821,64.028,60.142,86.432,62.449,59.903,59.210,55.518,53.614,54.878,63.719,56.685,56.583,55.668,57.973
140,58.797,63.855,60.099,85.103,62.427,59.991,59.051,55.322,53.407,55.133,63.506,57.026,56.538,55.900,57.458
141,59.191,65.469,60.121,83.698,62.180,60.016,59.301,55.692,53.097,55.035,63.421,56.894,56.219,55.324,57.474
142,58.779,64.213,60.038,83.307,62.339,59.991,59.093,55.288,53.022,55.128,63.933,57.326,56.388,55.721,57.354
143,59.061,63.685,60.126,83.007,62.234,59.974,59.042,55.552,52.917,54.959,63.440,57.009,55.982,55.203,57.335
144,58.926,65.022,59.741,85.475,62.071,60.577,59.166,55.712,52.765,54.704,63.637,56.630,56.314,55.507,58.011
145,58.819,64.861,59.753,88.053,62.496,60.048,59.078,55.717,53.190,55.420,63.429,57.157,56.836,55.528,57.738
146,58.773,64.295,59.913,85.950,62.044,60.514,59.124,55.082,53.741,56.055,63.242,56.713,56.414,55.499,57.540
147,58.978,64.568,59.719,83.827,62.211,59.832,59.034,55.237,54.671,55.605,63.317,57.200,56.744,55.512,57.804
148,58.784,64.289,59.656,83.093,61.823,59.827,59.089,55.724,54.303,54.748,63.514,56.885,56.544,55.595,57.719
149,59.184,63.937,59.962,82.407,62.233,60.042,59.460,55.317,54.450,55.277,63.301,57.219,56.573,55.525,57.580
150,59.003,65.852,60.320,83.392,62.522,60.019,59.069,55.332,54.593,54.784,63.227,56.668,56.873,55.872,57.417
151,59.054,64.425,59.816,87.325,62.270,60.042,59.141,55.613,54.638,54.793,63.502,57.142,56.871,56.010,57.951
152,59.290,63.360,59.911,86.603,62.147,59.912,59.004,55.322,54.813,54.915,63.306,57.221,56.533,55.441,57.640
153,58.938,65.286,60.271,84.955,62.261,60.059,59.159,55.547,54.857,55.144,63.142,56.619,56.681,55.891,57.616
154,58.965,64.564,59.958,84.193,62.012,59.703,58.907,55.269,54.608,54.949,62.965,56.577,56.488,55.721,57.659
155,58.811,63.863,59.759,83.168,62.230,60.180,59.470,55.283,54.794,54.832,63.274,56.917,56.704,55.459,58.019
156,58.800,65.360,60.126,82.452,62.082,60.189,59.030,55.465,54.755,54.676,63.283,57.238,56.615,55.509,57.837
157,58.969,64.729,59.723,84.095,62.231,60.204,58.848,55.211,54.131,55.030,63.242,56.825,56.296,55.911,57.891
158,58.858,64.252,60.166,88.383,62.247,60.325,59.059,55.516,54.076,54.832,64.073,56.791,56.544,55.564,57.390
159,59.276,64.623,60.208,86.217,62.283,59.982,59.235,55.978,53.856,54.874,63.386,56.808,56.586,55.501,57.787
160,58.892,64.976,60.225,84.172,61.931,60.126,59.276,56.719,53.980,55.051,63.175,57.183,56.509,55.898,57.580
161,58.812,63.835,60.213,82.832,62.343,59.589,59.078,56.366,53.698,55.018,63.282,56.736,56.559,55.284,57.602
162,58.972,64.813,60.419,82.687,62.315,59.881,59.084,55.722,53.372,55.005,63.129,57.319,56.517,55.582,57.578
163,59.101,64.627,59.915,84.198,61.895,59.735,59.279,55.661,53.324,54.745,63.062,56.766,56.425,55.554,57.796
164,59.268,64.249,59.781,87.055,62.175,60.104,58.880,55.976,53.155,55.103,63.561,56.706,56.451,55.692,57.420
165,58.708,64.557,59.925,85.213,61.860,60.258,59.197,56.436,53.020,54.856,63.350,56.583,56.459,55.525,57.910
166,58.840,65.343,59.822,83.042,62.117,59.943,59.331,56.157,52.747,54.656,63.131,57.021,56.367,55.650,57.256
167,58.607,63.636,60.239,82.615,62.211,59.832,59.276,55.777,52.954,54.860,63.391,56.642,56.121,55.546,57.542
168,58.931,64.918,60.437,82.065,62.117,60.157,59.208,55.300,52.898,55.151,63.435,56.728,56.322,55.525,57.480
169,58.961,64.727,60.030,83.988,62.132,60.064,59.003,55.329,52.895,54.759,63.644,56.881,56.127,55.366,57.431
170,58.912,64.360,59.709,86.973,61.978,59.849,59.167,54.702,52.713,54.635,63.404,56.870,56.058,55.909,57.809
171,59.061,64.377,59.749,85.310,62.328,60.332,59.253,55.366,52.603,54.835,63.696,56.525,56.306,55.652,57.302
172,59.022,64.970,59.808,83.113,62.127,59.807,59.226,55.254,52.510,55.138,63.709,56.557,56.538,55.621,57.907
173,58.852,64.256,60.085,82.693,62.267,59.745,59.254,56.538,52.271,54.610,63.157,56.906,56.831,55.934,57.460
174,58.650,64.113,60.646,83.335,62.150,60.223,59.135,56.954,52.446,54.837,63.435,56.781,56.053,55.352,57.351
175,58.854,65.226,63.178,87.080,62.085,60.218,59.150,56.516,52.235,54.590,63.758,57.119,57.026,55.177,57.613
176,58.910,64.477,61.792,85.182,62.109,60.056,59.046,55.990,52.253,54.796,63.225,56.813,56.259,55.543,57.493
177,58.895,64.141,60.603,83.782,62.076,59.851,59.388,55.797,52.148,55.144,63.051,56.753,56.063,55.533,57.185
178,58.957,65.330,60.067,82.287,62.040,59.943,59.299,55.397,52.417,54.977,63.485,56.568,56.828,55.789,57.837
179,58.962,64.607,60.704,82.450,62.504,59.946,59.231,55.615,52.052,54.910,63.750,57.032,56.488,55.674,57.166
180,58.864,64.243,60.113,82.350,62.228,60.152,59.069,55.203,52.069,55.073,63.523,56.723,56.332,55.835,57.559
181,58.882,64.983,60.251,86.113,62.108,60.224,58.940,55.320,52.043,55.043,63.306,56.974,56.485,55.608,57.842
182,58.841,64.295,59.794,85.413,62.350,60.523,59.187,55.213,52.126,55.106,63.421,56.760,56.501,55.609,57.417
183,58.809,63.844,60.457,83.578,62.343,59.909,59.042,55.128,52.257,54.848,63.411,56.891,56.496,55.532,57.989
184,59.037,64.696,60.585,83.015,62.402,60.012,58.986,55.354,52.256,54.954,63.562,56.677,56.668,55.397,57.474
185,58.869,64.792,59.791,82.278,62.062,59.999,58.943,54.816,51.895,55.108,63.308,56.979,56.430,55.621,58.046
186,58.738,63.935,59.792,82.123,62.220,60.083,58.903,55.479,52.284,54.629,63.224,56.740,56.480,55.741,57.580
187,58.895,65.297,60.362,85.173,62.126,59.786,59.083,55.324,51.499,54.949,63.336,56.738,56.335,55.686,57.875
188,58.890,64.245,60.287,85.667,62.004,60.146,59.289,55.206,51.792,54.798,63.322,56.679,56.383,55.875,57.744
189,58.974,64.651,60.026,84.228,61.898,60.252,59.106,55.368,51.916,55.030,63.336,56.921,56.098,55.977,57.357
190,59.043,65.388,59.907,83.270,62.022,60.127,59.169,54.978,51.933,54.892,63.534,56.821,56.507,55.778,57.899
191,58.994,64.605,59.709,82.017,61.995,60.184,58.968,54.983,51.775,54.899,63.640,56.730,56.401,55.344,57.924
192,58.646,63.987,60.095,81.618,61.910,60.206,58.735,55.269,51.994,54.984,63.413,56.958,56.583,55.614,57.409
193,59.175,65.744,59.931,86.333,62.081,59.994,59.172,55.419,51.835,54.837,63.368,56.772,56.103,56.024,57.948
194,58.676,65.321,60.107,85.520,61.968,60.201,58.906,55.242,52.010,54.743,63.179,56.847,56.641,55.394,57.940
195,59.027,64.367,60.087,84.055,62.049,60.022,59.218,55.312,51.670,54.624,63.188,56.860,56.142,55.618,57.207
196,58.989,65.193,60.130,82.368,61.928,59.939,59.235,54.867,51.782,55.147,63.310,56.928,56.599,55.737,57.379
197,58.722,64.892,60.328,82.238,61.910,60.754,58.939,55.760,51.931,54.832,63.529,57.381,56.172,55.520,57.733
198,58.766,64.262,60.350,82.775,62.141,60.564,59.244,55.508,51.936,55.195,63.555,56.566,55.852,55.862,57.120
199,58.737,65.384,60.332,86.485,62.423,60.303,59.000,55.380,51.677,54.998,63.664,56.774,57.098,55.585,57.264
200,58.752,64.818,59.875,85.058,62.272,60.608,58.935,55.644,51.869,55.222,63.184,57.019,56.697,55.857,57.357
201,58.992,65.154,60.607,84.060,62.554,60.184,59.112,55.102,51.708,55.048,63.773,56.662,56.707,55.585,57.417
202,59.346,65.193,60.206,82.957,62.105,60.214,58.843,55.174,51.796,54.785,63.356,57.119,56.644,55.475,57.711
203,59.085,64.887,60.097,82.415,62.161,60.086,59.082,55.390,52.124,55.002,63.471,56.553,56.493,55.880,57.594
204,58.642,64.905,59.792,81.442,62.235,60.252,59.222,55.446,51.792,54.807,63.595,56.983,56.256,55.472,57.510
205,58.881,65.241,60.289,86.670,61.929,60.095,59.277,56.153,51.434,54.725,63.381,57.081,56.414,55.596,57.752
206,58.927,64.544,60.152,86.088,62.470,59.972,58.885,56.061,51.685,54.913,63.450,56.858,56.245,55.506,57.553
207,58.938,64.761,60.119,84.122,61.695,59.982,59.022,56.136,52.010,54.821,63.564,56.940,56.372,55.710,57.684
208,59.144,64.839,59.976,83.275,62.095,60.095,59.388,55.845,51.681,54.874,63.520,56.715,56.459,55.507,57.921
209,58.774,64.616,60.324,82.068,62.089,60.160,59.020,55.649,51.697,54.778,63.825,56.881,56.554,55.802,57.984
210,59.030,65.171,60.245,81.790,62.112,60.375,59.033,54.973,52.624,55.018,63.775,57.013,56.533,55.520,57.343
211,59.312,65.367,60.089,82.363,61.959,59.821,59.339,55.516,53.979,54.658,63.625,57.270,56.391,55.499,57.651
212,58.828,64.358,59.945,85.835,62.086,59.776,59.330,55.303,54.964,54.605,63.543,57.202,56.607,55.784,57.842
213,58.984,65.508,59.589,85.347,62.716,60.064,59.254,55.426,55.424,55.119,63.597,56.636,56.609,55.532,58.076
214,58.861,64.987,60.138,83.882,62.059,59.881,59.058,55.470,55.259,55.094,63.483,57.206,56.309,55.750,57.782
215,59.097,64.937,59.970,82.477,61.788,59.886,58.972,55.162,55.684,55.215,63.637,56.713,56.921,55.789,57.706
216,59.270,65.768,60.016,81.868,62.303,60.305,59.187,55.446,55.694,54.762,63.671,57.172,56.417,55.613,57.649
217,58.606,64.649,59.915,82.720,62.100,60.007,59.144,55.320,55.594,55.062,63.623,56.502,56.298,55.533,57.341
218,59.046,65.896,60.043,86.202,62.102,60.088,59.069,55.477,56.182,54.986,63.628,56.849,56.649,55.323,57.678
219,58.844,64.965,60.061,85.458,62.292,60.086,58.842,56.644,55.986,55.227,63.768,57.217,56.348,55.391,57.662
220,58.826,64.451,59.943,83.788,61.983,60.007,59.310,56.259,55.459,55.335,63.311,56.557,56.124,55.583,57.894
221,59.068,65.273,60.128,83.147,61.748,60.195,59.211,56.283,55.864,54.926,63.335,56.719,56.625,55.553,57.728
222,59.223,64.777,59.872,82.748,62.078,60.111,59.243,56.666,55.257,54.557,63.272,56.964,56.491,55.512,57.414
223,58.994,64.414,60.142,86.790,62.162,60.111,58.885,56.642,55.393,55.014,63.456,57.187,56.264,55.571,57.229
