 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15
223,62.118,70.102,64.091,99.205,67.536,65.076,64.098,57.153,55.348,57.450,69.931,61.449,60.728,58.470,60.700
224,62.381,70.479,64.045,101.477,68.009,64.688,64.138,57.450,55.151,57.176,70.144,61.557,61.121,58.366,61.000
225,61.965,69.360,63.947,98.558,67.490,65.158,64.073,57.215,55.576,57.289,70.077,61.515,61.058,58.875,61.003
226,62.199,69.642,63.662,97.568,67.910,65.051,64.312,56.981,55.469,57.413,70.095,61.668,60.393,58.917,60.599
227,62.199,70.670,64.130,97.775,67.833,65.406,64.141,57.291,55.660,56.980,70.198,61.285,60.438,58.786,61.240
228,61.836,69.592,64.042,103.618,68.003,65.212,64.340,57.232,55.776,57.154,70.099,61.755,61.106,58.932,60.703
229,61.567,69.445,63.848,101.435,68.145,65.145,64.400,57.179,55.744,56.913,69.699,61.753,60.575,58.530,60.213
230,61.621,70.933,63.621,98.932,68.046,65.009,64.361,58.581,55.920,56.906,69.716,61.500,61.013,58.360,60.918
231,61.400,69.954,63.696,97.700,68.333,65.206,64.461,59.077,55.301,56.894,69.669,61.015,60.441,58.467,60.379
232,61.207,68.928,63.731,101.243,67.933,64.956,64.061,58.344,55.716,56.402,69.703,60.932,60.327,58.606,60.681
233,61.687,70.089,63.263,102.493,67.728,64.917,63.831,58.114,55.495,57.074,69.970,61.419,60.309,58.540,60.861
234,61.407,69.336,63.494,98.925,67.393,65.271,64.038,57.068,55.606,56.713,69.739,61.517,60.327,58.251,60.569
235,61.292,68.803,63.455,97.195,67.512,64.937,64.127,57.070,55.429,57.314,69.909,61.104,60.683,58.511,60.338
236,62.043,69.471,63.943,100.692,67.915,64.871,64.021,56.884,55.103,56.677,69.893,61.111,60.675,58.509,60.534
237,61.620,70.015,63.375,101.217,67.842,64.567,64.207,57.034,54.897,57.035,69.592,61.019,60.726,58.843,61.038
238,61.721,69.000,63.553,97.767,67.424,64.274,63.808,57.179,55.095,56.823,69.418,60.891,60.702,58.504,60.733
239,61.628,69.790,64.142,98.842,67.225,64.934,64.108,56.961,54.962,56.979,70.071,61.245,60.348,58.635,60.420
240,61.655,70.243,63.591,103.048,67.395,64.994,64.064,56.927,55.131,56.832,69.597,61.296,60.222,58.927,60.725
241,61.743,69.100,63.101,100.865,67.375,64.608,63.848,57.056,55.006,56.876,69.735,61.306,60.435,58.663,60.717
242,61.180,69.373,64.111,98.357,67.666,64.410,63.866,58.196,55.345,56.628,69.243,61.068,60.755,58.592,60.553
243,61.547,70.328,66.522,99.568,67.567,64.939,63.803,58.278,55.159,56.418,69.591,61.260,59.826,58.511,60.763
244,61.242,69.681,66.397,103.502,67.422,64.234,63.849,57.814,55.154,56.624,69.243,60.821,61.016,58.467,60.392
245,61.247,69.347,64.694,100.487,67.445,64.348,63.540,57.121,55.021,56.998,69.219,60.975,60.240,58.280,60.264
246,61.137,70.573,64.160,98.200,67.515,64.239,63.655,57.768,54.778,56.793,68.810,60.623,60.335,58.660,60.365
247,61.524,69.289,63.808,96.678,67.333,64.228,63.567,57.903,54.741,56.543,69.439,60.683,59.982,57.929,60.507
248,61.375,69.197,63.864,101.662,67.211,64.122,63.673,57.031,54.800,56.624,69.495,60.506,60.441,58.528,60.177
249,61.427,70.332,63.551,102.305,67.704,64.199,63.445,57.186,54.874,56.862,69.212,60.868,60.620,58.446,60.256
250,61.209,69.707,63.040,99.645,67.418,64.537,63.471,57.182,54.905,56.988,69.090,60.951,59.989,58.371,60.289
251,61.100,68.412,63.085,97.738,67.512,63.930,63.348,56.869,55.246,56.271,68.905,60.300,59.768,58.511,60.651
252,61.362,69.098,63.215,102.132,67.698,64.183,63.580,58.061,55.432,56.452,69.050,60.579,60.274,58.049,60.283
253,61.329,69.527,63.101,100.845,67.537,64.783,63.476,58.344,55.414,56.862,69.394,60.630,59.781,58.334,60.447
254,61.495,69.089,63.257,97.927,67.071,63.965,63.583,58.199,55.197,57.215,69.223,60.540,60.541,58.347,60.262
255,61.692,69.822,63.512,97.185,67.769,64.471,63.181,57.661,55.520,57.280,68.824,60.349,60.301,58.775,60.804
256,61.587,69.121,63.136,102.082,66.968,64.329,63.585,57.547,55.648,57.358,69.571,60.434,59.974,58.358,60.550
257,61.472,68.473,63.684,102.255,67.298,64.464,63.459,57.223,55.537,56.431,69.337,60.596,60.491,58.486,60.526
258,61.157,69.362,63.356,99.078,67.365,64.442,63.551,57.240,55.228,57.170,69.338,60.313,60.095,58.141,60.534
259,60.862,69.302,63.411,98.703,67.392,64.126,63.518,56.746,55.503,56.902,68.996,61.019,60.203,58.721,60.384
260,61.410,68.798,62.897,103.055,67.237,64.091,63.390,57.828,55.931,56.984,69.014,60.885,59.916,58.562,60.842
261,61.056,68.306,63.121,100.200,67.393,64.117,63.341,58.184,55.916,56.793,69.133,60.685,60.296,58.178,60.144
262,61.729,69.868,63.308,98.228,67.483,64.205,63.469,57.617,55.610,57.050,69.440,60.587,60.113,58.632,60.629
263,61.593,69.458,62.840,99.393,67.504,64.018,63.712,56.879,55.600,56.619,69.042,60.723,60.047,58.363,59.995
264,61.577,68.132,63.362,102.732,67.263,64.635,63.522,57.785,55.873,56.638,68.923,60.913,59.863,58.671,60.850
265,61.363,69.076,63.346,100.577,67.586,64.165,63.647,57.397,55.499,56.902,69.306,60.666,60.129,58.880,60.515
266,61.287,68.345,63.176,98.670,67.477,64.174,63.521,56.956,55.684,56.775,69.032,60.847,60.296,58.525,60.327
267,61.475,68.848,63.225,97.745,67.235,64.177,63.434,57.283,55.536,57.262,69.085,60.670,60.053,58.319,60.619
268,61.435,69.722,63.415,104.103,67.697,64.209,63.334,57.182,56.248,59.535,69.284,60.566,59.815,58.488,60.444
269,61.290,68.902,63.134,101.883,67.433,64.551,63.559,56.789,57.436,59.530,69.189,60.213,60.142,57.895,60.202
270,61.738,68.948,63.125,98.083,67.447,64.619,63.345,57.414,57.235,60.511,68.719,60.883,60.966,58.314,60.741
271,61.340,69.616,62.980,99.075,67.348,64.387,63.628,58.322,57.873,60.924,69.130,60.325,60.433,58.389,60.158
272,61.500,68.375,62.978,104.715,67.283,64.388,63.057,58.736,57.856,60.305,68.785,60.866,61.121,58.118,60.101
273,61.726,69.757,62.927,100.787,67.410,64.190,63.679,57.571,58.383,59.404,68.803,59.994,59.842,58.384,60.510
274,61.436,69.798,63.113,98.985,67.158,64.097,63.697,58.513,57.888,58.826,68.902,60.779,60.296,58.089,60.736
275,61.130,69.271,63.225,97.535,67.375,64.255,63.529,57.148,57.776,58.438,69.112,60.783,59.728,58.319,60.387
276,61.603,68.718,63.526,102.417,67.396,64.136,63.543,57.383,58.013,57.826,69.234,60.566,60.169,58.439,60.540
277,65.819,74.126,77.555,121.505,72.720,65.236,66.077,57.404,58.225,58.652,69.263,61.745,62.026,60.337,64.300
278,85.124,91.208,97.520,158.160,86.657,68.395,76.625,57.366,57.810,63.083,69.750,65.743,66.174,69.771,72.316
279,96.163,95.740,99.743,148.395,85.233,70.183,82.894,56.545,58.015,65.016,70.363,66.500,67.361,76.601,73.856
280,99.813,97.831,100.751,150.613,92.508,71.865,84.626,57.165,57.892,67.307,71.257,66.979,67.237,79.274,74.894
281,100.560,98.009,99.613,140.890,88.288,72.318,84.627,56.937,57.892,67.528,70.408,67.481,66.433,79.292,74.431
282,100.767,98.690,99.636,147.227,90.299,73.070,82.891,56.472,58.094,67.642,70.033,67.591,66.913,80.010,74.673
283,100.198,98.165,98.455,167.097,94.938,73.100,81.369,57.087,58.295,67.894,69.927,67.506,66.319,79.724,75.569
284,100.032,98.093,98.545,156.213,89.144,73.160,80.314,56.823,57.870,67.888,70.528,68.142,65.332,80.225,74.561
285,99.285,98.013,98.010,155.267,90.901,73.344,78.764,56.472,57.883,67.188,70.627,67.758,65.496,80.094,74.605
286,98.908,96.783,97.532,172.508,96.753,73.123,78.826,56.600,58.094,67.090,70.394,68.213,65.839,80.256,74.935
287,98.760,96.447,97.184,161.448,91.731,72.416,78.765,56.913,57.989,65.938,70.817,67.589,64.842,80.700,74.553
288,98.486,96.790,96.334,148.595,85.837,72.463,77.228,56.939,57.993,66.195,70.839,68.055,64.631,80.827,73.877
289,97.892,97.315,95.814,174.583,94.652,71.840,75.151,56.889,57.899,65.750,71.084,67.749,65.158,80.355,74.025
290,97.447,96.197,95.826,180.805,98.760,71.447,73.900,56.983,58.238,65.023,70.232,68.343,65.776,79.742,74.052
291,96.833,95.215,95.561,164.958,91.788,70.807,73.011,56.930,58.189,64.456,70.154,67.562,65.325,80.318,73.738
292,95.997,95.306,94.919,152.227,86.221,71.003,71.529,57.915,58.041,65.142,69.716,67.540,64.206,79.737,73.973
293,96.230,93.610,94.494,141.517,81.770,70.376,69.533,58.504,57.738,64.782,69.409,67.932,64.533,79.337,73.793
294,95.212,93.232,92.628,132.697,78.388,69.246,69.051,57.828,58.305,64.511,69.691,67.383,64.098,79.682,72.785
295,95.257,92.497,92.557,126.193,76.527,69.190,68.209,57.133,58.152,64.511,69.472,67.513,64.024,78.961,72.411
296,93.980,90.922,91.004,120.468,74.405,68.268,67.277,56.959,57.810,64.534,69.548,67.281,63.799,78.506,72.984
297,93.179,89.334,89.040,115.910,73.180,67.597,66.774,57.080,58.018,64.083,69.237,67.158,63.710,78.681,72.213
298,92.508,88.603,87.828,111.252,72.075,68.051,66.812,57.424,57.938,64.254,69.183,66.677,63.623,78.366,72.292
299,91.916,87.855,86.542,108.853,70.983,67.731,67.655,57.799,57.831,63.789,69.409,67.085,63.673,78.386,71.687
300,91.266,84.503,83.644,107.297,70.274,66.729,66.624,57.852,57.694,63.488,69.426,66.734,62.900,77.264,71.711
301,89.782,82.377,80.350,105.725,69.909,66.029,64.971,57.646,57.843,63.121,69.377,66.245,62.385,76.746,70.956
302,88.095,79.208,77.162,103.557,68.950,65.224,64.914,57.157,57.620,62.445,68.937,65.457,61.863,75.955,70.128
303,87.570,77.664,74.939,102.412,69.237,64.870,63.781,57.317,57.495,62.729,69.090,65.589,61.438,75.464,70.237
304,86.663,75.879,72.605,100.472,68.494,64.698,63.579,56.760,57.218,62.204,69.090,64.604,61.359,74.018,68.880
305,85.248,75.438,71.156,99.165,68.530,64.310,63.769,56.407,58.108,61.589,69.053,63.891,60.691,72.741,68.155
306,83.665,74.130,69.889,98.500,68.434,64.079,63.550,56.550,57.443,60.872,68.659,63.751,61.129,71.319,68.025
307,82.815,75.180,69.152,97.695,67.704,63.905,63.418,57.344,57.429,60.972,68.862,63.147,60.264,70.204,68.079
308,81.239,74.471,68.636,105.905,67.614,64.545,63.168,58.361,57.387,60.034,68.860,62.345,60.259,69.207,67.441
309,79.694,72.046,68.674,104.273,67.708,64.023,63.179,57.424,57.425,59.445,68.792,62.381,59.792,68.370,65.869
310,77.644,71.286,69.176,102.328,67.572,63.927,63.355,57.378,57.018,58.161,68.644,61.755,59.707,67.138,65.951
311,75.890,71.156,69.425,98.320,67.639,63.855,63.115,56.944,57.446,58.938,68.758,61.715,59.852,66.470,65.853
312,74.769,72.208,69.597,97.323,67.411,64.079,62.933,57.174,57.662,58.282,68.519,61.634,60.011,65.721,65.458
313,73.254,70.944,68.595,98.682,67.469,63.738,63.325,56.755,57.123,57.995,68.338,61.302,59.768,65.005,64.943
314,72.026,70.191,67.372,104.477,67.634,63.641,63.237,56.823,56.943,58.929,68.882,61.402,59.554,64.429,64.510
315,70.559,68.872,66.180,102.070,67.064,63.656,62.847,56.777,56.892,59.168,68.515,61.438,59.958,63.911,64.079
316,69.167,69.095,66.261,98.657,66.911,63.132,62.598,57.031,57.124,58.785,68.893,61.085,59.979,63.279,63.046
317,68.580,70.633,65.180,96.673,66.864,63.675,62.995,56.567,56.883,58.381,68.260,61.066,59.607,63.003,63.237
318,67.424,69.978,66.178,96.257,67.163,64.122,63.017,56.482,56.797,57.424,68.768,61.208,59.551,62.695,62.733
319,66.676,68.280,75.646,98.348,67.136,63.969,63.004,56.492,56.897,57.440,68.282,61.174,60.177,61.927,62.485
320,66.144,68.176,81.275,103.773,67.170,63.940,62.915,56.579,56.470,57.429,68.542,60.723,59.821,61.592,62.142
321,66.067,69.692,76.579,100.168,67.156,63.340,62.826,56.564,56.729,57.137,68.323,60.657,58.644,61.480,62.229
322,65.311,69.449,71.739,96.505,66.783,63.578,62.748,56.584,56.764,57.106,68.349,60.728,59.393,61.444,62.087
323,64.813,68.412,68.721,95.108,67.086,63.168,62.988,57.780,56.554,57.053,68.472,59.975,59.815,61.276,61.763
324,64.296,67.970,66.642,97.382,66.914,63.710,62.787,58.920,56.783,56.918,68.703,60.717,59.414,60.697,61.586
325,64.041,68.902,65.421,102.568,66.414,63.548,63.073,58.291,56.253,56.778,68.499,60.668,59.554,60.827,61.856
326,63.853,68.590,64.591,100.228,66.825,63.603,62.865,57.366,56.063,57.041,68.458,60.404,59.480,59.989,61.460
327,63.423,68.317,64.158,96.522,66.555,63.315,62.687,57.063,55.906,56.690,68.399,60.298,59.393,59.755,60.984
328,62.775,68.239,64.170,94.508,66.733,63.530,62.576,57.225,56.018,56.553,68.320,60.089,59.662,60.037,60.567
329,63.261,69.082,63.951,94.687,66.611,63.485,62.418,56.867,56.022,56.743,68.466,60.104,59.430,59.314,61.147
330,62.699,68.416,64.860,99.317,66.802,63.722,62.432,56.395,55.957,56.550,68.281,60.102,59.499,59.786,61.153
331,62.294,67.731,72.362,100.422,66.783,63.728,62.610,56.765,55.529,56.762,68.659,60.428,59.140,59.138,61.147
332,62.681,67.839,79.304,97.090,66.967,63.974,62.478,56.605,55.308,56.454,68.945,60.051,59.296,58.921,60.986
333,62.240,68.367,74.255,96.238,66.896,63.490,62.610,56.627,55.227,56.417,68.418,59.679,59.549,58.797,60.316
334,62.077,67.432,70.273,94.178,66.600,63.832,62.595,56.627,55.466,56.626,67.969,59.955,59.071,58.655,60.561
335,61.914,67.685,67.063,98.183,66.824,63.356,62.503,56.414,55.376,56.596,68.345,60.025,59.332,58.827,60.681
336,61.687,67.308,65.623,100.538,66.458,63.594,62.844,56.513,55.108,56.339,68.055,59.972,58.947,58.755,60.436
337,61.799,68.362,64.648,97.375,67.015,63.717,62.745,56.600,54.885,56.658,68.335,59.613,58.955,58.566,60.327
338,61.727,67.590,63.706,94.650,66.865,63.479,62.814,56.310,55.138,56.298,68.641,59.883,59.406,58.246,60.174
339,61.433,67.477,63.721,94.472,66.627,63.709,62.634,56.363,55.164,56.156,68.111,60.000,59.021,58.154,60.259
340,61.700,69.093,63.291,98.710,66.622,63.059,62.618,56.370,55.189,56.443,68.542,59.538,59.422,58.118,60.719
341,62.152,68.445,63.575,98.828,66.712,63.139,62.565,56.768,55.001,56.426,68.089,59.453,59.280,58.332,59.621
342,61.479,67.896,63.350,96.495,66.738,63.105,62.907,57.099,55.013,56.573,67.897,60.128,58.945,58.165,60.147
343,61.384,68.362,62.899,94.792,66.681,63.429,62.408,56.910,55.606,56.340,68.483,59.766,59.335,57.757,60.362
344,61.562,68.690,63.516,96.572,67.018,63.785,62.465,56.579,55.641,56.213,68.516,60.434,59.113,58.169,59.643
345,61.329,67.835,70.182,100.750,66.589,63.794,62.263,56.656,55.410,56.500,68.485,59.881,59.018,58.091,60.082
346,61.715,67.594,76.565,98.082,66.416,63.269,62.868,56.608,55.232,56.316,68.336,59.670,59.282,58.397,60.068
347,61.248,68.165,72.480,95.338,66.185,63.452,62.413,56.910,55.252,56.284,68.257,59.700,58.892,57.676,60.300
348,61.221,67.863,68.536,94.308,66.249,63.302,62.808,56.593,55.586,56.559,68.024,59.468,59.707,57.857,60.431
349,61.304,67.644,66.053,97.175,66.769,63.122,62.401,56.874,55.867,56.351,68.797,59.470,58.976,57.964,60.267
350,61.308,67.692,64.030,100.657,66.923,63.676,62.428,58.249,55.522,56.193,68.109,59.594,59.356,58.214,60.624
351,60.926,68.445,63.413,97.568,66.546,63.524,62.748,57.843,55.559,56.578,68.001,60.017,59.000,57.809,60.232
352,61.131,67.859,63.372,95.542,66.485,63.262,62.621,57.099,55.310,56.105,67.897,59.685,58.847,58.041,60.681
353,60.985,67.826,63.383,94.590,66.575,63.300,62.341,56.768,55.287,56.599,68.086,59.566,58.929,57.781,60.226
354,61.077,68.341,62.941,99.787,67.131,63.214,62.828,57.119,55.484,55.995,68.072,59.591,59.546,57.878,60.520
355,60.813,67.462,62.534,99.672,66.517,63.748,62.553,56.671,55.312,55.972,68.288,60.026,59.422,58.185,60.237
356,60.846,67.341,63.385,97.328,66.572,63.416,62.699,56.571,55.310,56.037,68.004,59.613,59.427,57.556,59.700
357,61.133,68.967,62.737,94.803,66.609,63.179,62.757,56.518,55.055,56.028,67.987,60.100,58.789,57.645,60.144
358,60.875,68.236,62.992,97.870,66.379,63.763,62.522,57.322,54.853,56.048,68.359,59.709,58.923,57.618,59.962
359,60.795,67.271,62.735,100.533,67.015,63.322,62.840,58.751,54.599,56.360,67.997,60.100,59.024,57.909,59.864
360,60.980,67.174,63.245,97.667,66.859,63.357,62.513,58.530,54.839,55.989,67.894,60.304,59.412,57.700,59.589
361,60.969,68.651,62.561,96.305,66.612,63.458,62.591,57.731,54.548,56.278,68.018,59.640,59.454,57.849,60.183
362,60.723,67.642,63.016,95.162,66.699,63.145,62.170,57.061,54.690,56.443,68.367,59.734,59.164,57.827,59.624
363,60.927,66.842,63.217,101.377,66.618,63.665,62.520,57.034,54.610,56.225,68.266,59.960,59.248,58.050,60.019
364,61.370,68.594,63.038,98.955,66.830,63.631,62.583,57.780,54.420,56.271,67.891,59.674,59.280,57.643,59.932
365,61.015,68.213,63.204,96.580,66.039,63.512,62.287,58.654,54.248,56.411,68.158,59.992,58.894,58.196,60.153
366,60.879,67.421,62.662,95.550,66.446,63.094,62.517,57.935,54.316,56.149,68.102,59.768,58.768,57.895,59.970
367,60.728,67.720,62.988,98.630,66.392,63.177,62.913,57.547,53.971,56.039,68.206,59.938,59.071,57.583,59.946
368,61.209,68.208,62.767,99.832,66.783,63.479,62.450,56.782,53.758,55.918,67.924,59.762,59.485,57.546,60.131
369,60.691,67.902,62.974,96.625,66.608,63.521,62.548,56.872,53.653,55.842,68.676,59.621,59.005,57.426,60.281
370,60.697,68.479,62.907,95.228,66.551,63.242,62.455,57.007,53.806,56.271,68.175,59.436,59.116,57.708,60.381
371,60.901,68.473,63.289,99.225,66.748,63.168,62.786,56.569,54.366,56.358,67.870,59.491,59.230,57.998,59.997
372,60.656,67.725,62.385,100.597,66.587,63.420,62.444,58.085,54.371,56.222,68.216,59.498,59.599,58.188,59.757
373,60.890,67.592,62.753,98.332,66.255,63.429,62.926,57.925,54.410,56.133,67.685,60.015,59.005,57.783,59.719
374,60.701,68.774,62.745,96.582,66.135,63.474,62.319,57.630,54.848,56.034,67.943,59.785,59.536,58.225,59.779
375,60.882,68.239,63.071,98.158,66.761,63.571,62.616,57.952,55.123,55.626,67.828,59.687,59.565,57.593,59.782
376,60.908,67.293,62.745,100.390,66.724,63.346,62.643,57.024,55.162,56.264,68.151,59.530,59.016,58.258,60.052
377,60.770,68.616,62.605,99.058,66.111,63.237,62.513,57.048,54.799,56.447,68.311,59.209,59.135,57.723,59.932
378,60.738,67.527,62.089,96.163,66.878,63.170,62.279,56.230,55.820,57.316,67.777,59.640,58.570,57.851,59.875
379,60.974,67.388,64.225,95.945,66.194,62.958,62.699,56.395,56.938,57.466,68.221,59.602,59.208,57.574,59.548
380,60.678,67.579,68.648,101.840,66.302,63.196,62.199,56.891,57.015,57.502,67.815,59.598,58.937,57.642,59.610
381,60.683,68.820,67.249,98.783,66.261,63.526,62.421,58.247,57.028,57.686,68.215,59.651,58.995,57.502,59.371
382,60.603,67.675,65.077,95.873,65.739,63.133,62.331,57.271,57.316,57.337,67.414,59.608,59.074,57.442,59.471
383,60.645,67.696,63.204,95.713,66.091,63.283,62.430,57.220,57.224,57.085,67.986,59.557,59.456,57.720,59.245
384,60.872,68.631,63.042,100.525,66.541,62.956,61.934,56.644,57.552,57.096,67.788,59.413,58.763,57.959,59.790
385,61.011,68.039,62.591,99.580,66.686,63.102,61.967,57.332,57.172,56.516,68.113,59.174,58.884,57.451,59.106
386,60.909,68.505,62.579,96.492,66.077,63.057,62.198,56.271,57.483,56.777,68.372,59.343,58.905,57.669,59.471
387,60.704,68.870,62.842,94.978,66.245,62.864,62.054,56.012,57.692,56.376,67.911,59.360,58.947,57.961,59.398
388,60.458,67.508,62.943,99.623,66.343,63.180,62.352,56.213,57.706,56.713,68.264,59.264,59.082,57.431,59.747
389,60.675,67.430,62.814,100.135,66.352,62.880,62.726,56.194,57.599,56.324,68.366,59.296,59.137,57.801,59.787
390,61.083,69.061,62.490,96.443,66.071,62.947,62.234,55.959,57.803,56.638,67.990,59.347,58.631,57.757,59.398
391,60.698,67.859,62.431,93.842,66.134,63.190,62.426,56.213,57.558,56.284,67.790,59.570,59.377,57.814,59.414
392,60.664,68.206,62.536,95.740,66.145,62.836,62.632,56.116,57.786,56.305,67.878,59.326,58.633,57.519,59.049
393,60.861,69.334,62.694,101.170,66.523,63.061,62.177,56.729,57.657,56.323,68.097,59.240,59.412,57.624,59.343
394,60.480,68.061,62.759,98.548,66.080,62.936,62.315,56.339,57.552,56.645,67.905,59.308,59.203,57.695,59.700
395,60.592,68.974,61.927,95.580,65.958,62.940,62.411,56.162,57.611,56.170,67.985,59.204,59.296,57.930,59.599
396,60.877,68.887,62.696,98.950,66.301,62.682,62.169,57.959,57.305,56.544,68.485,59.236,58.953,57.436,59.864
397,60.777,68.182,62.512,99.048,66.468,62.589,62.268,57.712,57.585,56.619,68.273,59.683,58.686,57.794,59.436
398,60.663,67.469,62.458,96.508,66.233,62.837,62.097,57.722,57.218,56.069,67.880,59.300,58.588,57.600,59.332
399,60.774,68.575,62.462,95.032,66.266,62.906,62.199,56.896,57.073,56.199,67.954,58.981,58.536,57.635,59.665
400,60.686,67.866,62.794,98.632,66.251,63.223,62.279,56.821,57.225,56.193,67.816,59.625,58.789,57.776,59.005
401,60.610,67.753,62.769,100.617,65.918,62.928,62.114,56.615,57.414,56.071,68.384,59.347,58.749,57.501,59.894
402,61.007,68.733,62.239,97.957,66.314,62.884,62.104,56.605,57.043,56.108,68.269,59.487,59.008,57.806,59.589
403,60.546,67.868,62.427,95.493,66.594,62.823,62.358,56.397,57.337,56.284,68.174,59.189,58.881,57.909,59.379
404,61.112,67.896,62.237,97.358,65.929,62.821,62.219,56.586,57.101,56.617,68.165,59.640,58.739,57.912,59.474
405,60.659,68.976,62.336,100.327,66.140,63.164,62.152,56.380,56.842,56.291,67.825,59.438,58.565,57.786,59.422
406,60.658,68.343,62.662,97.742,66.134,62.867,62.401,56.709,56.643,56.566,68.368,59.266,58.697,57.755,59.512
407,60.694,68.269,62.646,96.217,65.911,62.878,62.271,56.194,57.134,56.213,67.979,59.806,59.330,57.428,59.079
408,60.724,68.015,63.711,95.157,65.672,63.161,62.308,55.988,56.901,56.197,68.247,59.328,58.963,57.386,59.567
409,60.536,68.111,64.917,96.308,66.391,62.568,62.431,56.668,56.820,56.186,68.156,59.464,58.536,57.768,59.294
410,60.853,68.377,64.125,101.687,66.438,63.034,62.084,56.436,56.699,56.193,67.882,59.345,58.504,57.235,59.575
411,60.628,68.920,63.617,99.880,66.343,62.824,62.173,57.855,56.552,56.218,67.757,59.366,58.744,57.246,59.387
412,60.876,67.939,63.387,96.505,66.219,63.085,62.317,58.385,56.492,56.248,67.597,59.525,58.902,57.648,59.368
413,60.916,68.881,62.672,95.082,65.896,62.963,62.240,57.153,56.467,56.255,67.858,59.311,58.691,57.415,59.589
414,60.643,68.124,62.909,99.343,65.985,63.026,61.996,56.378,56.329,56.066,68.068,59.464,59.045,57.676,59.275
415,60.387,67.939,62.314,99.797,66.715,62.691,62.201,56.622,55.922,56.528,67.887,59.489,58.810,57.486,59.828
416,60.627,69.102,62.632,97.523,66.158,62.467,62.332,56.508,56.038,56.176,67.965,59.630,58.623,57.818,59.668
417,60.545,68.777,62.874,94.997,66.269,62.546,62.509,56.731,55.880,56.168,67.835,59.408,58.926,57.713,59.981
418,60.358,68.141,62.727,94.503,66.107,62.694,62.202,57.341,56.173,55.839,67.723,59.255,58.478,57.637,59.624
419,64.367,73.065,72.061,109.597,69.328,63.518,63.903,57.598,55.947,57.172,67.710,60.143,60.148,59.391,62.131
420,82.538,89.946,95.043,157.898,84.766,65.978,75.404,56.605,55.508,64.179,68.607,63.651,64.361,69.214,69.360
421,92.745,93.410,96.957,151.182,83.247,67.837,79.868,56.872,55.825,67.963,69.099,64.885,65.573,75.519,72.027
422,96.276,94.870,97.257,141.982,83.338,69.174,80.619,56.671,55.179,68.732,69.870,65.685,66.185,76.614,72.346
423,98.047,96.215,96.267,152.773,90.595,69.966,81.020,56.400,54.710,69.264,70.042,65.500,65.755,78.571,73.011
424,97.265,95.414,95.802,143.243,85.058,70.536,79.802,56.627,54.797,69.363,69.916,65.926,65.169,78.167,72.185
425,97.408,96.911,96.443,134.175,80.006,70.451,77.289,56.160,54.599,69.348,69.658,66.294,64.855,78.827,72.540
426,97.130,96.134,96.053,159.727,89.689,70.736,77.562,56.581,55.055,69.098,69.690,66.255,64.681,79.125,72.490
427,97.095,96.495,95.421,161.063,91.281,70.092,76.073,56.605,54.772,69.147,68.956,66.326,63.976,78.930,73.180
428,96.145,96.178,95.081,148.427,85.333,69.605,75.207,58.303,54.642,69.152,68.965,66.675,64.322,78.956,72.417
429,95.598,96.143,94.036,139.218,80.875,70.346,74.329,57.632,54.290,68.521,68.956,66.830,64.000,79.006,72.215
430,95.808,96.451,92.354,175.083,93.545,69.449,73.668,57.024,54.455,67.355,69.512,66.064,64.285,78.162,72.774
431,95.402,94.278,91.565,174.128,94.429,68.717,72.756,57.932,54.076,67.179,68.985,66.219,63.881,78.609,72.529
432,94.816,93.306,91.542,159.730,87.634,69.081,70.385,57.680,53.997,66.699,68.968,66.502,63.409,78.754,71.864
433,93.832,91.913,90.708,145.130,82.071,68.382,69.391,57.075,53.860,66.918,68.228,66.906,63.449,78.272,70.877
434,93.341,90.944,89.101,135.943,78.325,67.599,67.876,57.455,53.954,66.637,68.902,65.732,62.726,77.259,71.150
435,92.990,89.879,87.051,127.677,75.620,66.835,67.410,56.777,54.225,66.028,68.387,65.996,63.026,77.316,71.060
436,91.583,87.716,85.522,121.707,73.792,66.032,66.153,57.034,54.129,65.754,68.492,65.519,62.681,76.783,71.120
437,90.129,85.466,82.324,116.212,72.008,65.242,65.154,56.787,54.656,65.165,67.951,65.345,61.430,75.585,70.082
438,89.192,82.586,79.109,112.140,70.992,64.590,63.790,56.218,55.095,64.629,68.088,65.134,61.507,74.285,69.332
439,87.795,80.759,75.684,108.288,70.134,63.949,63.357,56.881,54.625,63.796,68.284,63.743,61.367,73.076,68.283
440,87.621,78.560,73.097,106.492,69.053,63.725,62.798,57.438,54.666,63.559,68.183,63.896,60.256,72.433,68.117
441,86.772,77.059,71.008,105.028,68.815,63.697,62.974,57.654,55.073,62.649,67.994,63.309,60.391,70.943,67.125
442,85.300,76.078,69.417,103.118,68.665,63.161,62.622,56.564,54.674,62.482,68.247,63.211,60.380,69.536,66.883
443,84.793,77.879,68.794,101.125,67.909,63.307,62.628,56.852,54.985,62.012,68.511,62.125,60.369,68.381,66.267
444,83.034,75.794,67.542,99.243,67.616,63.404,62.433,56.593,54.978,62.055,68.134,61.808,60.164,66.947,65.556
445,81.829,74.033,66.820,99.017,67.215,63.211,62.020,56.988,55.345,61.534,68.139,61.766,59.230,65.820,65.297
446,80.212,72.731,66.571,105.798,67.251,62.659,62.396,57.097,55.048,61.174,68.327,61.225,59.596,65.081,64.725
